devanagari,iast,slp1,count,pct,devanagari_halant,n_consonants,slot1,slot2,slot3,slot4,slot5
ड्घ्न,ḍghn,qGn,1,0.0,ड्घ्न्,3,0,0,0,1,0
ड्घ्र,ḍghr,qGr,1,0.0,ड्घ्र्,3,0,1,0,0,0
ड्च,ḍc,qc,1,0.0,ड्च्,2,0,0,1,0,0
ड्ज,ḍj,qj,31,0.0009,ड्ज्,2,0,5,20,6,0
ड्ज्ञ,ḍjñ,qjY,1,0.0,ड्ज्ञ्,3,0,1,0,0,0
ड्ज्व,ḍjv,qjv,14,0.0004,ड्ज्व्,3,0,0,11,2,1
ड्ड,ḍḍ,qq,115,0.0035,ड्ड्,2,1,10,12,36,56
ड्ड्य,ḍḍy,qqy,2,0.0001,ड्ड्य्,3,0,2,0,0,0
ड्ढ,ḍḍh,qQ,124,0.0038,ड्ढ्,2,113,2,5,4,0
ड्ढ्य,ḍḍhy,qQy,10,0.0003,ड्ढ्य्,3,10,0,0,0,0
ड्ढ्र,ḍḍhr,qQr,1,0.0,ड्ढ्र्,3,0,1,0,0,0
ड्ढ्व,ḍḍhv,qQv,6,0.0002,ड्ढ्व्,3,5,1,0,0,0
ड्द,ḍd,qd,64,0.002,ड्द्,2,1,5,30,19,9
ड्द्र,ḍdr,qdr,4,0.0001,ड्द्र्,3,0,0,0,4,0
ड्द्व,ḍdv,qdv,9,0.0003,ड्द्व्,3,2,0,0,5,2
ड्ध,ḍdh,qD,32,0.001,ड्ध्,2,2,11,10,9,0
ड्ध्य,ḍdhy,qDy,1,0.0,ड्ध्य्,3,0,0,1,0,0
ड्ब,ḍb,qb,35,0.0011,ड्ब्,2,9,0,4,18,4
ड्ब्र,ḍbr,qbr,5,0.0002,ड्ब्र्,3,0,1,4,0,0
ड्भ,ḍbh,qB,412,0.0126,ड्भ्,2,107,107,74,93,31
ड्भ्य,ḍbhy,qBy,41,0.0013,ड्भ्य्,3,23,7,3,6,2
ड्भ्र,ḍbhr,qBr,20,0.0006,ड्भ्र्,3,0,0,14,6,0
ड्म,ḍm,qm,36,0.0011,ड्म्,2,0,5,19,10,2
ड्य,ḍy,qy,994,0.0304,ड्य्,2,131,253,303,216,91
ड्र,ḍr,qr,141,0.0043,ड्र्,2,18,32,36,43,12
ड्ल,ḍl,ql,20,0.0006,ड्ल्,2,0,1,3,13,3
ड्व,ḍv,qv,644,0.0197,ड्व्,2,251,102,146,104,41
ड्व्य,ḍvy,qvy,5,0.0002,ड्व्य्,3,0,3,2,0,0
ढ्य,ḍhy,Qy,700,0.0214,ढ्य्,2,33,132,193,277,65
ढ्र,ḍhr,Qr,152,0.0047,ढ्र्,2,14,12,85,26,15
ढ्व,ḍhv,Qv,84,0.0026,ढ्व्,2,53,6,18,5,2
ण्क,ṇk,Rk,6,0.0002,ण्क्,2,0,5,1,0,0
ण्क्ष,ṇkṣ,Rkz,1,0.0,ण्क्ष्,3,0,0,0,1,0
ण्च,ṇc,Rc,1,0.0,ण्च्,2,0,0,1,0,0
ण्ज्य,ṇjy,Rjy,1,0.0,ण्ज्य्,3,0,1,0,0,0
ण्ट,ṇṭ,Rw,1275,0.039,ण्ट्,2,35,265,368,513,94
ण्ट्य,ṇṭy,Rwy,5,0.0002,ण्ट्य्,3,0,0,5,0,0
ण्ट्व,ṇṭv,Rwv,2,0.0001,ण्ट्व्,3,0,0,0,0,2
ण्ठ,ṇṭh,RW,1967,0.0602,ण्ठ्,2,66,307,739,648,207
ण्ठ्य,ṇṭhy,RWy,109,0.0033,ण्ठ्य्,3,5,16,43,36,9
ण्ड,ṇḍ,Rq,26854,0.8223,ण्ड्,2,1646,9746,6206,6431,2817
ण्ड्य,ṇḍy,Rqy,419,0.0128,ण्ड्य्,3,26,148,130,99,16
ण्ड्र,ṇḍr,Rqr,230,0.007,ण्ड्र्,3,4,41,72,42,71
ण्ड्व,ṇḍv,Rqv,120,0.0037,ण्ड्व्,3,24,13,50,26,7
ण्ढ,ṇḍh,RQ,156,0.0048,ण्ढ्,2,11,27,61,36,21
ण्ढ्य,ṇḍhy,RQy,14,0.0004,ण्ढ्य्,3,0,4,4,5,1
ण्ढ्र,ṇḍhr,RQr,5,0.0002,ण्ढ्र्,3,0,0,2,1,2
ण्ण,ṇṇ,RR,918,0.0281,ण्ण्,2,167,293,282,134,42
ण्ण्य,ṇṇy,RRy,1,0.0,ण्ण्य्,3,0,1,0,0,0
ण्द,ṇd,Rd,2,0.0001,ण्द्,2,0,1,1,0,0
ण्न,ṇn,Rn,15,0.0005,ण्न्,2,1,6,3,5,0
ण्प्र,ṇpr,Rpr,1,0.0,ण्प्र्,3,0,0,0,0,1
ण्म,ṇm,Rm,868,0.0266,ण्म्,2,146,126,279,236,81
ण्य,ṇy,Ry,13630,0.4174,ण्य्,2,3935,3975,3033,1688,997
ण्ल,ṇl,Rl,1,0.0,ण्ल्,2,0,1,0,0,0
ण्व,ṇv,Rv,1693,0.0518,ण्व्,2,871,345,218,177,81
ण्व्य,ṇvy,Rvy,8,0.0002,ण्व्य्,3,6,2,0,0,0
त्क,tk,tk,7746,0.2372,त्क्,2,431,1982,2026,2646,659
त्क्र,tkr,tkr,702,0.0215,त्क्र्,3,226,125,129,186,36
त्क्ल,tkl,tkl,169,0.0052,त्क्ल्,3,1,20,110,31,7
त्क्व,tkv,tkv,85,0.0026,त्क्व्,3,0,10,33,33,9
त्क्ष,tkṣ,tkz,1081,0.0331,त्क्ष्,3,18,151,272,541,99
त्क्ष्म,tkṣm,tkzm,2,0.0001,त्क्ष्म्,4,0,0,0,2,0
त्ख,tkh,tK,361,0.0111,त्ख्,2,60,16,53,199,33
त्ख्य,tkhy,tKy,3,0.0001,त्ख्य्,3,0,0,0,3,0
त्ग,tg,tg,2,0.0001,त्ग्,2,0,0,0,2,0
त्च,tc,tc,3,0.0001,त्च्,2,0,0,0,2,1
त्ज,tj,tj,1,0.0,त्ज्,2,0,1,0,0,0
त्ढ,tḍh,tQ,1,0.0,त्ढ्,2,0,1,0,0,0
त्त,tt,tt,55873,1.711,त्त्,2,9530,15443,14382,12110,4392
त्त्म,ttm,ttm,4,0.0001,त्त्म्,3,4,0,0,0,0
त्त्य,tty,tty,860,0.0263,त्त्य्,3,183,185,213,240,38
त्त्र,ttr,ttr,2633,0.0806,त्त्र्,3,246,324,546,1323,194
त्त्र्य,ttry,ttry,35,0.0011,त्त्र्य्,4,3,1,7,22,2
त्त्व,ttv,ttv,12022,0.3681,त्त्व्,3,274,4576,2364,3266,1538
त्थ,tth,tT,5536,0.1695,त्थ्,2,862,1361,1289,1626,398
त्थ्य,tthy,tTy,5,0.0002,त्थ्य्,3,5,0,0,0,0
त्द्व,tdv,tdv,1,0.0,त्द्व्,3,0,0,1,0,0
त्न,tn,tn,7724,0.2365,त्न्,2,1955,1810,1796,1526,631
त्न्य,tny,tny,596,0.0183,त्न्य्,3,242,103,145,84,22
त्न्व,tnv,tnv,5,0.0002,त्न्व्,3,4,1,0,0,0
त्प,tp,tp,11231,0.3439,त्प्,2,683,2424,3645,3441,1029
त्प्र,tpr,tpr,3028,0.0927,त्प्र्,3,196,495,941,1134,262
त्प्ल,tpl,tpl,112,0.0034,त्प्ल्,3,5,12,44,42,9
त्फ,tph,tP,586,0.0179,त्फ्,2,3,67,178,200,138
त्भ,tbh,tB,3,0.0001,त्भ्,2,1,1,0,1,0
त्म,tm,tm,23098,0.7073,त्म्,2,3012,9895,5122,4151,912
त्म्य,tmy,tmy,1206,0.0369,त्म्य्,3,11,233,378,236,348
त्य,ty,ty,89159,2.7303,त्य्,2,27281,23725,17466,15244,5423
त्य्व,tyv,tyv,3,0.0001,त्य्व्,3,0,2,0,1,0
त्र,tr,tr,122734,3.7584,त्र्,2,27764,35382,27051,23027,9479
त्र्प,trp,trp,1,0.0,त्र्प्,3,0,0,0,1,0
त्र्य,try,try,2663,0.0815,त्र्य्,3,1042,475,502,489,155
त्र्व,trv,trv,6,0.0002,त्र्व्,3,2,1,2,0,1
त्ल,tl,tl,1,0.0,त्ल्,2,0,0,1,0,0
त्व,tv,tv,74883,2.2931,त्व्,2,19012,22161,15001,13171,5513
त्व्य,tvy,tvy,29,0.0009,त्व्य्,3,27,2,0,0,0
त्श,tś,tS,12,0.0004,त्श्,2,0,4,2,4,2
त्श्र,tśr,tSr,2,0.0001,त्श्र्,3,0,0,1,0,1
त्ष,tṣ,tz,86,0.0026,त्ष्,2,10,4,12,48,12
त्ष्ठ,tṣṭh,tzW,4,0.0001,त्ष्ठ्,3,0,0,0,4,0
त्स,ts,ts,18217,0.5579,त्स्,2,4192,3987,4097,4805,1135
त्स्क,tsk,tsk,11,0.0003,त्स्क्,3,1,2,2,5,1
त्स्ख,tskh,tsK,3,0.0001,त्स्ख्,3,0,0,1,0,2
त्स्त,tst,tst,94,0.0029,त्स्त्,3,28,14,26,20,6
त्स्त्य,tsty,tsty,2,0.0001,त्स्त्य्,4,0,0,0,2,0
त्स्त्र,tstr,tstr,45,0.0014,त्स्त्र्,4,3,12,9,19,2
त्स्थ,tsth,tsT,563,0.0172,त्स्थ्,3,8,307,87,136,25
त्स्थ्य,tsthy,tsTy,3,0.0001,त्स्थ्य्,4,0,0,0,3,0
त्स्न,tsn,tsn,1185,0.0363,त्स्न्,3,131,493,304,202,55
त्स्प,tsp,tsp,52,0.0016,त्स्प्,3,2,2,11,35,2
त्स्फ,tsph,tsP,44,0.0013,त्स्फ्,3,0,0,10,30,4
त्स्म,tsm,tsm,138,0.0042,त्स्म्,3,24,41,36,35,2
त्स्य,tsy,tsy,2508,0.0768,त्स्य्,3,192,1204,532,444,136
त्स्र,tsr,tsr,106,0.0032,त्स्र्,3,14,34,36,15,7
त्स्व,tsv,tsv,1020,0.0312,त्स्व्,3,181,179,207,396,57
थ्छ,thch,TC,1,0.0,थ्छ्,2,0,0,1,0,0
थ्न,thn,Tn,101,0.0031,थ्न्,2,64,22,9,6,0
थ्य,thy,Ty,3454,0.1058,थ्य्,2,568,884,898,911,193
थ्र,thr,Tr,2,0.0001,थ्र्,2,2,0,0,0,0
थ्व,thv,Tv,266,0.0081,थ्व्,2,33,47,65,95,26
थ्व्य,thvy,Tvy,33,0.001,थ्व्य्,3,2,15,9,7,0
द्ग,dg,dg,5104,0.1563,द्ग्,2,1070,871,1289,1457,415
द्ग्र,dgr,dgr,350,0.0107,द्ग्र्,3,81,94,86,66,23
द्घ,dgh,dG,409,0.0125,द्घ्,2,5,65,140,164,35
द्घ्न,dghn,dGn,3,0.0001,द्घ्न्,3,1,0,1,1,0
द्घ्र,dghr,dGr,5,0.0002,द्घ्र्,3,1,0,3,1,0
द्ड,dḍ,dq,1,0.0,द्ड्,2,0,1,0,0,0
द्द,dd,dd,4488,0.1374,द्द्,2,358,910,1183,1554,480
द्द्द्र,dddr,dddr,1,0.0,द्द्द्र्,4,0,0,0,0,1
द्द्य,ddy,ddy,68,0.0021,द्द्य्,3,7,14,28,16,3
द्द्र,ddr,ddr,316,0.0097,द्द्र्,3,38,17,40,194,26
द्द्व,ddv,ddv,500,0.0153,द्द्व्,3,26,41,146,221,66
द्द्व्य,ddvy,ddvy,5,0.0002,द्द्व्य्,4,1,0,0,4,0
द्ध,ddh,dD,41422,1.2685,द्ध्,2,4339,14972,9885,9085,3119
द्ध्म,ddhm,dDm,13,0.0004,द्ध्म्,3,1,0,0,9,3
द्ध्य,ddhy,dDy,1992,0.061,द्ध्य्,3,546,545,418,397,86
द्ध्य्व,ddhyv,dDyv,1,0.0,द्ध्य्व्,4,1,0,0,0,0
द्ध्र,ddhr,dDr,128,0.0039,द्ध्र्,3,20,18,22,60,8
द्ध्व,ddhv,dDv,1664,0.051,द्ध्व्,3,62,451,191,847,113
द्न,dn,dn,130,0.004,द्न्,2,32,76,18,2,2
द्प्र,dpr,dpr,1,0.0,द्प्र्,3,1,0,0,0,0
द्ब,db,db,1381,0.0423,द्ब्,2,60,244,403,559,115
द्ब्र,dbr,dbr,311,0.0095,द्ब्र्,3,27,17,110,129,28
द्भ,dbh,dB,8686,0.266,द्भ्,2,1062,2129,2372,2420,700
द्भ्य,dbhy,dBy,870,0.0266,द्भ्य्,3,547,170,85,56,12
द्भ्र,dbhr,dBr,183,0.0056,द्भ्र्,3,2,49,45,81,6
द्भ्व,dbhv,dBv,2,0.0001,द्भ्व्,3,2,0,0,0,0
द्म,dm,dm,3277,0.1004,द्म्,2,325,800,1023,795,334
द्म्न,dmn,dmn,1,0.0,द्म्न्,3,1,0,0,0,0
द्म्य,dmy,dmy,24,0.0007,द्म्य्,3,10,4,2,8,0
द्य,dy,dy,42231,1.2932,द्य्,2,9598,12503,9719,7905,2494
द्य्म,dym,dym,1,0.0,द्य्म्,3,0,0,0,0,1
द्य्व,dyv,dyv,1,0.0,द्य्व्,3,1,0,0,0,0
द्र,dr,dr,36444,1.116,द्र्,2,5035,11825,7978,8822,2780
द्र्य,dry,dry,188,0.0058,द्र्य्,3,27,32,43,59,26
द्र्व,drv,drv,15,0.0005,द्र्व्,3,8,6,0,1,0
द्व,dv,dv,41420,1.2684,द्व्,2,8848,9824,10372,9047,3325
द्व्य,dvy,dvy,716,0.0219,द्व्य्,3,145,89,232,202,48
द्व्र,dvr,dvr,98,0.003,द्व्र्,3,11,8,39,36,4
ध्न,dhn,Dn,1241,0.038,ध्न्,2,710,129,207,122,73
ध्न्य,dhny,Dny,74,0.0023,ध्न्य्,3,54,4,11,2,3
ध्म,dhm,Dm,1638,0.0502,ध्म्,2,444,140,269,626,159
ध्य,dhy,Dy,25647,0.7854,ध्य्,2,5533,7140,5965,4845,2162
ध्र,dhr,Dr,3946,0.1208,ध्र्,2,1645,863,703,530,205
ध्र्य,dhry,Dry,43,0.0013,ध्र्य्,3,32,4,2,4,1
ध्व,dhv,Dv,8546,0.2617,ध्व्,2,3362,2247,1370,1126,439
ध्व्य,dhvy,Dvy,35,0.0011,ध्व्य्,3,1,10,3,20,1
न्क,nk,nk,504,0.0154,न्क्,2,22,17,209,208,48
न्क्त,nkt,nkt,1,0.0,न्क्त्,3,0,1,0,0,0
न्क्र,nkr,nkr,24,0.0007,न्क्र्,3,1,1,8,10,4
न्क्ल,nkl,nkl,1,0.0,न्क्ल्,3,0,0,0,0,1
न्क्व,nkv,nkv,4,0.0001,न्क्व्,3,0,2,0,2,0
न्क्ष,nkṣ,nkz,71,0.0022,न्क्ष्,3,3,1,17,49,1
न्क्ष्म,nkṣm,nkzm,1,0.0,न्क्ष्म्,4,0,0,0,1,0
न्क्ष्व,nkṣv,nkzv,1,0.0,न्क्ष्व्,4,0,0,0,0,1
न्ख,nkh,nK,11,0.0003,न्ख्,2,0,0,5,5,1
न्ख्य,nkhy,nKy,2,0.0001,न्ख्य्,3,0,0,0,1,1
न्ग,ng,ng,187,0.0057,न्ग्,2,19,9,69,77,13
न्ग्र,ngr,ngr,10,0.0003,न्ग्र्,3,1,1,6,2,0
न्घ,ngh,nG,22,0.0007,न्घ्,2,0,0,7,14,1
न्घ्न,nghn,nGn,1,0.0,न्घ्न्,3,0,0,0,1,0
न्घ्र,nghr,nGr,1,0.0,न्घ्र्,3,0,0,0,1,0
न्ङ,nṅ,nN,1,0.0,न्ङ्,2,0,1,0,0,0
न्च,nc,nc,3,0.0001,न्च्,2,3,0,0,0,0
न्च्य,ncy,ncy,1,0.0,न्च्य्,3,0,0,0,0,1
न्ज,nj,nj,18,0.0006,न्ज्,2,12,1,0,5,0
न्ज्ञ,njñ,njY,2,0.0001,न्ज्ञ्,3,0,0,0,2,0
न्झ,njh,nJ,60,0.0018,न्झ्,2,0,12,13,26,9
न्ट,nṭ,nw,2,0.0001,न्ट्,2,0,0,1,1,0
न्ड,nḍ,nq,1,0.0,न्ड्,2,0,0,1,0,0
न्ण्व,nṇv,nRv,1,0.0,न्ण्व्,3,0,1,0,0,0
न्त,nt,nt,109857,3.3641,न्त्,2,30390,33576,23376,15920,6573
न्त्त,ntt,ntt,8,0.0002,न्त्त्,3,7,0,0,0,1
न्त्त्व,nttv,nttv,2,0.0001,न्त्त्व्,4,2,0,0,0,0
न्त्य,nty,nty,6461,0.1979,न्त्य्,3,1516,2010,1427,991,516
न्त्र,ntr,ntr,10210,0.3127,न्त्र्,3,1799,1739,1866,3399,1407
न्त्र्य,ntry,ntry,859,0.0263,न्त्र्य्,4,227,206,108,281,37
न्त्व,ntv,ntv,1013,0.031,न्त्व्,3,467,335,112,71,28
न्त्व्य,ntvy,ntvy,23,0.0007,न्त्व्य्,4,0,19,3,1,0
न्त्स,nts,nts,22,0.0007,न्त्स्,3,22,0,0,0,0
न्त्स्त,ntst,ntst,1,0.0,न्त्स्त्,4,1,0,0,0,0
न्त्स्य,ntsy,ntsy,8,0.0002,न्त्स्य्,4,8,0,0,0,0
न्त्स्व,ntsv,ntsv,2,0.0001,न्त्स्व्,4,2,0,0,0,0
न्थ,nth,nT,2542,0.0778,न्थ्,2,831,410,630,508,162
न्थ्य,nthy,nTy,66,0.002,न्थ्य्,3,32,1,22,10,1
न्द,nd,nd,23321,0.7142,न्द्,2,4905,5254,5732,5381,2048
न्द्द,ndd,ndd,1,0.0,न्द्द्,3,0,1,0,0,0
न्द्ध,nddh,ndD,849,0.026,न्द्ध्,3,777,36,13,15,8
न्द्ध्य,nddhy,ndDy,13,0.0004,न्द्ध्य्,4,6,7,0,0,0
न्द्य,ndy,ndy,895,0.0274,न्द्य्,3,159,218,267,190,60
न्द्र,ndr,ndr,24609,0.7536,न्द्र्,3,10315,6130,3893,2959,1309
न्द्र्य,ndry,ndry,40,0.0012,न्द्र्य्,4,33,2,2,1,2
न्द्व,ndv,ndv,482,0.0148,न्द्व्,3,52,77,113,173,67
न्ध,ndh,nD,21161,0.648,न्ध्,2,2595,5554,5144,6100,1765
न्ध्म,ndhm,nDm,1,0.0,न्ध्म्,3,0,0,0,1,0
न्ध्य,ndhy,nDy,1083,0.0332,न्ध्य्,3,134,202,257,354,136
न्ध्र,ndhr,nDr,393,0.012,न्ध्र्,3,10,79,102,159,43
न्ध्र्य,ndhry,nDry,15,0.0005,न्ध्र्य्,4,0,13,1,0,1
न्ध्व,ndhv,nDv,14,0.0004,न्ध्व्,3,6,2,2,4,0
न्न,nn,nn,33650,1.0305,न्न्,2,7854,10655,7706,5630,1801
न्न्न,nnn,nnn,1,0.0,न्न्न्,3,0,0,1,0,0
न्न्य,nny,nny,86,0.0026,न्न्य्,3,4,35,14,27,6
न्न्व,nnv,nnv,73,0.0022,न्न्व्,3,9,23,36,0,5
न्प,np,np,587,0.018,न्प्,2,51,11,230,227,68
न्प्र,npr,npr,374,0.0115,न्प्र्,3,27,7,160,150,30
न्प्ल,npl,npl,1,0.0,न्प्ल्,3,0,0,0,1,0
न्फ,nph,nP,10,0.0003,न्फ्,2,0,0,4,4,2
न्ब,nb,nb,108,0.0033,न्ब्,2,6,2,36,53,11
न्ब्र,nbr,nbr,66,0.002,न्ब्र्,3,3,2,31,19,11
न्भ,nbh,nB,286,0.0088,न्भ्,2,30,11,99,117,29
न्भ्य,nbhy,nBy,1,0.0,न्भ्य्,3,0,1,0,0,0
न्भ्र,nbhr,nBr,15,0.0005,न्भ्र्,3,1,1,6,6,1
न्म,nm,nm,14371,0.4401,न्म्,2,961,4487,3611,4149,1163
न्म्य,nmy,nmy,21,0.0006,न्म्य्,3,1,14,1,5,0
न्म्र,nmr,nmr,23,0.0007,न्म्र्,3,1,3,3,12,4
न्म्ल,nml,nml,18,0.0006,न्म्ल्,3,1,5,4,7,1
न्य,ny,ny,47210,1.4457,न्य्,2,8721,16061,11137,8617,2666
न्य्क,nyk,nyk,1,0.0,न्य्क्,3,0,0,0,1,0
न्य्व,nyv,nyv,1,0.0,न्य्व्,3,0,0,0,1,0
न्र,nr,nr,161,0.0049,न्र्,2,5,5,34,98,19
न्ल,nl,nl,8,0.0002,न्ल्,2,0,2,1,5,0
न्व,nv,nv,13023,0.3988,न्व्,2,4978,3009,2516,1845,672
न्व्य,nvy,nvy,62,0.0019,न्व्य्,3,1,5,23,31,2
न्व्र,nvr,nvr,14,0.0004,न्व्र्,3,2,0,2,9,1
न्व्ल,nvl,nvl,1,0.0,न्व्ल्,3,0,0,0,0,1
न्श,nś,nS,13,0.0004,न्श्,2,0,5,2,6,0
न्श्र,nśr,nSr,4,0.0001,न्श्र्,3,0,1,0,3,0
न्श्ल,nśl,nSl,2,0.0001,न्श्ल्,3,0,0,1,1,0
न्श्व,nśv,nSv,1,0.0,न्श्व्,3,0,0,0,1,0
न्ष,nṣ,nz,7,0.0002,न्ष्,2,1,0,2,4,0
न्ष्ठ,nṣṭh,nzW,1,0.0,न्ष्ठ्,3,0,1,0,0,0
न्स,ns,ns,895,0.0274,न्स्,2,14,31,324,434,92
न्स्क,nsk,nsk,4,0.0001,न्स्क्,3,0,0,1,2,1
न्स्त,nst,nst,3,0.0001,न्स्त्,3,1,0,0,2,0
न्स्त्र,nstr,nstr,1,0.0,न्स्त्र्,4,0,0,0,1,0
न्स्थ,nsth,nsT,18,0.0006,न्स्थ्,3,0,1,2,6,9
न्स्न,nsn,nsn,11,0.0003,न्स्न्,3,0,0,3,7,1
न्स्प,nsp,nsp,3,0.0001,न्स्प्,3,0,1,2,0,0
न्स्फ,nsph,nsP,1,0.0,न्स्फ्,3,0,0,0,1,0
न्स्म,nsm,nsm,6,0.0002,न्स्म्,3,0,1,2,3,0
न्स्य,nsy,nsy,10,0.0003,न्स्य्,3,0,1,2,7,0
न्स्व,nsv,nsv,87,0.0027,न्स्व्,3,2,4,27,49,5
न्ह,nh,nh,155,0.0047,न्ह्,2,20,6,40,76,13
न्ह्य,nhy,nhy,1,0.0,न्ह्य्,3,0,0,0,1,0
न्ह्र,nhr,nhr,1,0.0,न्ह्र्,3,0,0,1,0,0
प्क,pk,pk,6,0.0002,प्क्,2,6,0,0,0,0
प्च,pc,pc,6,0.0002,प्च्,2,1,2,2,0,1
प्च्छ,pcch,pcC,2,0.0001,प्च्छ्,3,2,0,0,0,0
प्छ,pch,pC,37,0.0011,प्छ्,2,35,0,0,1,1
प्ज्ञ,pjñ,pjY,1,0.0,प्ज्ञ्,3,0,1,0,0,0
प्ठ,pṭh,pW,1,0.0,प्ठ्,2,0,1,0,0,0
प्ण,pṇ,pR,11,0.0003,प्ण्,2,11,0,0,0,0
प्त,pt,pt,23309,0.7138,प्त्,2,3539,6961,5514,5471,1821
प्त्य,pty,pty,482,0.0148,प्त्य्,3,271,42,59,84,26
प्त्र,ptr,ptr,117,0.0036,प्त्र्,3,88,11,9,4,5
प्त्र्य,ptry,ptry,2,0.0001,प्त्र्य्,4,2,0,0,0,0
प्त्व,ptv,ptv,1296,0.0397,प्त्व्,3,181,84,109,767,155
प्थ,pth,pT,6,0.0002,प्थ्,2,5,1,0,0,0
प्न,pn,pn,4645,0.1422,प्न्,2,932,1448,1119,712,432
प्न्य,pny,pny,40,0.0012,प्न्य्,3,40,0,0,0,0
प्प,pp,pp,920,0.0282,प्प्,2,68,129,403,250,70
प्प्र,ppr,ppr,12,0.0004,प्प्र्,3,8,1,2,1,0
प्प्ल,ppl,ppl,1,0.0,प्प्ल्,3,0,1,0,0,0
प्फ,pph,pP,16,0.0005,प्फ्,2,0,1,13,0,2
प्म,pm,pm,933,0.0286,प्म्,2,746,104,54,16,13
प्म्न,pmn,pmn,1,0.0,प्म्न्,3,1,0,0,0,0
प्य,py,py,18467,0.5655,प्य्,2,2863,5737,4554,3968,1337
प्र,pr,pr,187951,5.7556,प्र्,2,48656,58528,41720,28277,10724
प्र्य,pry,pry,3,0.0001,प्र्य्,3,3,0,0,0,0
प्ल,pl,pl,2868,0.0878,प्ल्,2,462,1069,690,459,188
प्व,pv,pv,34,0.001,प्व्,2,27,3,4,0,0
प्श,pś,pS,40,0.0012,प्श्,2,37,1,2,0,0
प्श्य,pśy,pSy,2,0.0001,प्श्य्,3,1,1,0,0,0
प्स,ps,ps,3205,0.0981,प्स्,2,1000,1143,586,307,169
प्स्थ,psth,psT,1,0.0,प्स्थ्,3,0,0,1,0,0
प्स्न,psn,psn,4,0.0001,प्स्न्,3,3,0,1,0,0
प्स्न्य,psny,psny,11,0.0003,प्स्न्य्,4,11,0,0,0,0
प्स्य,psy,psy,994,0.0304,प्स्य्,3,103,591,158,92,50
प्स्व,psv,psv,160,0.0049,प्स्व्,3,138,13,6,2,1
फ्त,pht,Pt,1,0.0,फ्त्,2,0,0,0,1,0
फ्र,phr,Pr,4,0.0001,फ्र्,2,0,0,0,4,0
ब्ग,bg,bg,2,0.0001,ब्ग्,2,0,1,0,1,0
ब्घ,bgh,bG,1,0.0,ब्घ्,2,1,0,0,0,0
ब्ज,bj,bj,546,0.0167,ब्ज्,2,71,81,130,185,79
ब्ज्य,bjy,bjy,8,0.0002,ब्ज्य्,3,5,0,3,0,0
ब्द,bd,bd,4451,0.1363,ब्द्,2,186,1219,1448,1206,386
ब्द्य,bdy,bdy,15,0.0005,ब्द्य्,3,1,4,5,3,2
ब्द्र,bdr,bdr,2,0.0001,ब्द्र्,3,0,1,0,1,0
ब्ध,bdh,bD,3735,0.1144,ब्ध्,2,391,1267,1107,812,153
ब्ध्य,bdhy,bDy,29,0.0009,ब्ध्य्,3,9,6,7,7,0
ब्ध्र,bdhr,bDr,1,0.0,ब्ध्र्,3,0,0,0,1,0
ब्ध्व,bdhv,bDv,412,0.0126,ब्ध्व्,3,31,198,106,49,28
ब्न,bn,bn,1,0.0,ब्न्,2,1,0,0,0,0
ब्ब,bb,bb,29,0.0009,ब्ब्,2,1,4,3,14,7
ब्भ,bbh,bB,46,0.0014,ब्भ्,2,27,11,4,4,0
ब्भ्य,bbhy,bBy,6,0.0002,ब्भ्य्,3,5,1,0,0,0
ब्भ्र,bbhr,bBr,6,0.0002,ब्भ्र्,3,5,0,0,1,0
ब्य,by,by,114,0.0035,ब्य्,2,2,54,37,21,0
ब्र,br,br,32584,0.9978,ब्र्,2,10486,11298,5631,3394,1775
ब्ल,bl,bl,17,0.0005,ब्ल्,2,11,1,2,1,2
ब्व,bv,bv,15,0.0005,ब्व्,2,8,2,4,0,1
ब्व्य,bvy,bvy,1,0.0,ब्व्य्,3,0,0,0,1,0
भ्ज,bhj,Bj,1,0.0,भ्ज्,2,1,0,0,0,0
भ्ण,bhṇ,BR,96,0.0029,भ्ण्,2,94,0,2,0,0
भ्न,bhn,Bn,118,0.0036,भ्न्,2,108,2,2,3,3
भ्म,bhm,Bm,4,0.0001,भ्म्,2,3,1,0,0,0
भ्य,bhy,By,30623,0.9378,भ्य्,2,12505,8456,5249,3160,1247
भ्र,bhr,Br,11095,0.3398,भ्र्,2,1886,3536,2070,2707,896
भ्र्त,bhrt,Brt,1,0.0,भ्र्त्,3,0,0,1,0,0
भ्र्य,bhry,Bry,12,0.0004,भ्र्य्,3,12,0,0,0,0
भ्र्व,bhrv,Brv,7,0.0002,भ्र्व्,3,2,2,0,3,0
भ्ल,bhl,Bl,3,0.0001,भ्ल्,2,2,1,0,0,0
भ्व,bhv,Bv,129,0.004,भ्व्,2,117,3,3,3,3
भ्व्य,bhvy,Bvy,3,0.0001,भ्व्य्,3,0,0,0,3,0
म्क,mk,mk,1,0.0,म्क्,2,0,0,0,1,0
म्क्र,mkr,mkr,1,0.0,म्क्र्,3,0,1,0,0,0
म्ङ्य,mṅy,mNy,1,0.0,म्ङ्य्,3,0,1,0,0,0
म्च,mc,mc,1,0.0,म्च्,2,0,1,0,0,0
म्ड,mḍ,mq,1,0.0,म्ड्,2,0,0,1,0,0
म्ण,mṇ,mR,376,0.0115,म्ण्,2,205,45,50,36,40
म्त,mt,mt,2,0.0001,म्त्,2,0,0,0,2,0
म्द्र्प,mdrp,mdrp,1,0.0,म्द्र्प्,4,0,0,1,0,0
