devanagari,iast,slp1,count,pct,slot1,slot2,slot3,slot4,slot5
न्धां,ndhāṃ,nDAM,132,0.0009,18,79,24,10,1
न्धाः,ndhāḥ,nDAH,112,0.0008,17,34,34,18,9
न्धि,ndhi,nDi,1204,0.0084,125,267,331,405,76
न्धिं,ndhiṃ,nDiM,92,0.0006,20,29,8,21,14
न्धिः,ndhiḥ,nDiH,66,0.0005,23,3,18,20,2
न्धी,ndhī,nDI,209,0.0015,49,66,55,31,8
न्धीं,ndhīṃ,nDIM,7,0.0,1,1,4,1,0
न्धीः,ndhīḥ,nDIH,6,0.0,6,0,0,0,0
न्धु,ndhu,nDu,1422,0.0099,293,422,366,286,55
न्धुं,ndhuṃ,nDuM,41,0.0003,12,9,11,6,3
न्धुः,ndhuḥ,nDuH,209,0.0015,133,19,26,20,11
न्धू,ndhū,nDU,275,0.0019,65,49,66,76,19
न्धूं,ndhūṃ,nDUM,17,0.0001,10,6,0,0,1
न्धूः,ndhūḥ,nDUH,5,0.0,0,0,0,5,0
न्धृ,ndhṛ,nDf,6,0.0,0,2,0,4,0
न्धे,ndhe,nDe,815,0.0057,129,182,198,200,106
न्धेः,ndheḥ,nDeH,3,0.0,2,0,0,1,0
न्धै,ndhai,nDE,158,0.0011,12,76,46,20,4
न्धैः,ndhaiḥ,nDEH,56,0.0004,5,20,16,8,7
न्धो,ndho,nDo,844,0.0059,98,206,219,250,71
न्धोः,ndhoḥ,nDoH,19,0.0001,9,3,2,4,1
न्धौ,ndhau,nDO,119,0.0008,20,20,31,35,13
न्ध्मा,ndhmā,nDmA,1,0.0,0,0,0,1,0
न्ध्य्,ndhy,nDy,2,0.0,1,0,1,0,0
न्ध्य,ndhya,nDya,335,0.0023,17,83,121,86,28
न्ध्यं,ndhyaṃ,nDyaM,95,0.0007,3,39,24,18,11
न्ध्यः,ndhyaḥ,nDyaH,19,0.0001,0,10,5,4,0
न्ध्या,ndhyā,nDyA,472,0.0033,80,36,77,204,75
न्ध्यां,ndhyāṃ,nDyAM,34,0.0002,4,4,6,13,7
न्ध्याः,ndhyāḥ,nDyAH,9,0.0001,5,0,3,1,0
न्ध्यु,ndhyu,nDyu,18,0.0001,11,0,3,1,3
न्ध्युः,ndhyuḥ,nDyuH,3,0.0,3,0,0,0,0
न्ध्यू,ndhyū,nDyU,7,0.0,6,1,0,0,0
न्ध्ये,ndhye,nDye,34,0.0002,2,8,7,13,4
न्ध्यै,ndhyai,nDyE,1,0.0,0,0,0,1,0
न्ध्यो,ndhyo,nDyo,50,0.0003,1,21,8,12,8
न्ध्योः,ndhyoḥ,nDyoH,1,0.0,1,0,0,0,0
न्ध्यौ,ndhyau,nDyO,3,0.0,0,0,2,1,0
न्ध्र,ndhra,nDra,161,0.0011,3,17,42,81,18
न्ध्रं,ndhraṃ,nDraM,34,0.0002,0,6,7,16,5
न्ध्रः,ndhraḥ,nDraH,5,0.0,1,0,2,1,1
न्ध्रा,ndhrā,nDrA,57,0.0004,1,11,17,24,4
न्ध्रां,ndhrāṃ,nDrAM,5,0.0,0,2,0,2,1
न्ध्राः,ndhrāḥ,nDrAH,6,0.0,1,2,2,1,0
न्ध्रि,ndhri,nDri,26,0.0002,1,14,3,8,0
न्ध्री,ndhrī,nDrI,24,0.0002,0,17,5,0,2
न्ध्रीं,ndhrīṃ,nDrIM,4,0.0,0,4,0,0,0
न्ध्रीः,ndhrīḥ,nDrIH,1,0.0,0,0,1,0,0
न्ध्रु,ndhru,nDru,2,0.0,0,0,1,0,1
न्ध्रे,ndhre,nDre,51,0.0004,2,3,18,20,8
न्ध्रै,ndhrai,nDrE,4,0.0,0,2,0,2,0
न्ध्रो,ndhro,nDro,12,0.0001,1,1,3,4,3
न्ध्रौ,ndhrau,nDrO,1,0.0,0,0,1,0,0
न्ध्र्य,ndhrya,nDrya,3,0.0,0,2,0,0,1
न्ध्र्यः,ndhryaḥ,nDryaH,1,0.0,0,0,1,0,0
न्ध्र्या,ndhryā,nDryA,6,0.0,0,6,0,0,0
न्ध्र्याः,ndhryāḥ,nDryAH,2,0.0,0,2,0,0,0
न्ध्र्यु,ndhryu,nDryu,2,0.0,0,2,0,0,0
न्ध्र्यो,ndhryo,nDryo,1,0.0,0,1,0,0,0
न्ध्व्,ndhv,nDv,3,0.0,3,0,0,0,0
न्ध्व,ndhva,nDva,8,0.0001,1,2,2,3,0
न्ध्वा,ndhvā,nDvA,1,0.0,0,0,0,1,0
न्ध्वां,ndhvāṃ,nDvAM,1,0.0,1,0,0,0,0
न्ध्वे,ndhve,nDve,1,0.0,1,0,0,0,0
न्न्,nn,nn,6285,0.0439,2984,2148,669,379,105
न्न,nna,nna,10730,0.0749,1903,3370,2835,2078,542
न्नं,nnaṃ,nnaM,2815,0.0196,772,749,745,394,155
न्नः,nnaḥ,nnaH,808,0.0056,94,340,219,101,54
न्ना,nnā,nnA,5281,0.0369,1227,1578,1108,995,371
न्नां,nnāṃ,nnAM,165,0.0012,9,74,54,21,7
न्नाः,nnāḥ,nnAH,369,0.0026,21,167,125,36,20
न्नि,nni,nni,3230,0.0225,134,1019,869,937,271
न्निं,nniṃ,nniM,1,0.0,0,0,0,1,0
न्निः,nniḥ,nniH,89,0.0006,0,34,17,24,14
न्नी,nnī,nnI,304,0.0021,113,51,55,56,29
न्नु,nnu,nnu,101,0.0007,15,25,34,24,3
न्नू,nnū,nnU,41,0.0003,0,11,3,22,5
न्नृ,nnṛ,nnf,292,0.002,7,133,59,69,24
न्नॄ,nnṝ,nnF,13,0.0001,0,4,4,4,1
न्ने,nne,nne,1588,0.0111,477,311,448,249,103
न्नै,nnai,nnE,307,0.0021,27,140,86,49,5
न्नैः,nnaiḥ,nnEH,79,0.0006,10,35,25,7,2
न्नो,nno,nno,1042,0.0073,58,410,322,171,81
न्नौ,nnau,nnO,110,0.0008,3,56,29,13,9
न्न्नि,nnni,nnni,1,0.0,0,0,1,0,0
न्न्य,nnya,nnya,40,0.0003,0,20,7,13,0
न्न्या,nnyā,nnyA,27,0.0002,1,13,3,8,2
न्न्यु,nnyu,nnyu,1,0.0,0,0,0,0,1
न्न्यू,nnyū,nnyU,15,0.0001,1,1,4,6,3
न्न्ये,nnye,nnye,1,0.0,1,0,0,0,0
न्न्यो,nnyo,nnyo,1,0.0,0,1,0,0,0
न्न्यौ,nnyau,nnyO,1,0.0,1,0,0,0,0
न्न्व्,nnv,nnv,3,0.0,2,1,0,0,0
न्न्व,nnva,nnva,65,0.0005,2,22,36,0,5
न्न्वि,nnvi,nnvi,4,0.0,4,0,0,0,0
न्न्वे,nnve,nnve,1,0.0,1,0,0,0,0
न्प्,np,np,1,0.0,1,0,0,0,0
न्प,npa,npa,233,0.0016,31,2,90,86,24
न्पा,npā,npA,75,0.0005,6,2,23,37,7
न्पि,npi,npi,65,0.0005,4,0,27,23,11
न्पी,npī,npI,1,0.0,0,0,1,0,0
न्पु,npu,npu,129,0.0009,6,3,62,45,13
न्पुं,npuṃ,npuM,2,0.0,0,1,0,1,0
न्पू,npū,npU,54,0.0004,2,1,18,22,11
न्पृ,npṛ,npf,16,0.0001,0,1,7,7,1
न्पै,npai,npE,1,0.0,0,0,0,1,0
न्पो,npo,npo,2,0.0,0,0,0,1,1
न्पौ,npau,npO,8,0.0001,1,1,2,4,0
न्प्र,npra,npra,262,0.0018,19,5,110,109,19
न्प्रा,nprā,nprA,89,0.0006,7,2,39,32,9
न्प्रां,nprāṃ,nprAM,1,0.0,0,0,1,0,0
न्प्रि,npri,npri,8,0.0001,0,0,2,6,0
न्प्री,nprī,nprI,8,0.0001,0,0,5,2,1
न्प्रे,npre,npre,3,0.0,0,0,2,1,0
न्प्रो,npro,npro,3,0.0,1,0,1,0,1
न्प्लु,nplu,nplu,1,0.0,0,0,0,1,0
न्फ,npha,nPa,8,0.0001,0,0,3,3,2
न्फा,nphā,nPA,1,0.0,0,0,1,0,0
न्फू,nphū,nPU,1,0.0,0,0,0,1,0
न्ब,nba,nba,58,0.0004,1,2,21,29,5
न्बा,nbā,nbA,32,0.0002,3,0,7,16,6
न्बि,nbi,nbi,2,0.0,1,0,0,1,0
न्बी,nbī,nbI,1,0.0,0,0,1,0,0
न्बु,nbu,nbu,8,0.0001,0,0,3,5,0
न्बृ,nbṛ,nbf,5,0.0,1,0,3,1,0
न्बै,nbai,nbE,1,0.0,0,0,1,0,0
न्बो,nbo,nbo,1,0.0,0,0,0,1,0
न्ब्र,nbra,nbra,48,0.0003,1,2,23,13,9
न्ब्रा,nbrā,nbrA,11,0.0001,2,0,5,2,2
न्ब्रू,nbrū,nbrU,7,0.0,0,0,3,4,0
न्भ,nbha,nBa,113,0.0008,23,3,38,40,9
न्भा,nbhā,nBA,18,0.0001,0,2,8,8,0
न्भि,nbhi,nBi,4,0.0,0,0,3,1,0
न्भी,nbhī,nBI,20,0.0001,0,1,3,16,0
न्भु,nbhu,nBu,22,0.0002,0,2,11,5,4
न्भू,nbhū,nBU,43,0.0003,3,1,14,21,4
न्भृ,nbhṛ,nBf,8,0.0001,0,0,0,8,0
न्भे,nbhe,nBe,6,0.0,0,0,0,6,0
न्भेः,nbheḥ,nBeH,1,0.0,0,1,0,0,0
न्भै,nbhai,nBE,3,0.0,0,0,0,2,1
न्भो,nbho,nBo,46,0.0003,4,1,20,10,11
न्भौ,nbhau,nBO,2,0.0,0,0,2,0,0
न्भ्यो,nbhyo,nByo,1,0.0,0,1,0,0,0
न्भ्र,nbhra,nBra,5,0.0,0,0,3,2,0
न्भ्रा,nbhrā,nBrA,10,0.0001,1,1,3,4,1
न्म,nma,nma,7796,0.0544,572,2610,1945,2015,654
न्मः,nmaḥ,nmaH,4,0.0,3,1,0,0,0
न्मा,nmā,nmA,2284,0.0159,153,497,732,702,200
न्मां,nmāṃ,nmAM,235,0.0016,3,136,43,49,4
न्मि,nmi,nmi,475,0.0033,44,113,130,163,25
न्मी,nmī,nmI,124,0.0009,7,12,42,42,21
न्मु,nmu,nmu,1182,0.0083,47,301,299,443,92
न्मू,nmū,nmU,592,0.0041,11,109,157,257,58
न्मृ,nmṛ,nmf,512,0.0036,47,131,73,201,60
न्मे,nme,nme,832,0.0058,55,428,122,197,30
न्मै,nmai,nmE,59,0.0004,11,28,8,11,1
न्मो,nmo,nmo,244,0.0017,8,112,53,56,15
न्मौ,nmau,nmO,32,0.0002,0,9,7,13,3
न्म्य्,nmy,nmy,4,0.0,1,3,0,0,0
न्म्य,nmya,nmya,15,0.0001,0,10,1,4,0
न्म्या,nmyā,nmyA,2,0.0,0,1,0,1,0
न्म्रि,nmri,nmri,23,0.0002,1,3,3,12,4
न्म्ला,nmlā,nmlA,3,0.0,1,0,2,0,0
न्म्ले,nmle,nmle,15,0.0001,0,5,2,7,1
न्य्,ny,ny,2792,0.0195,1682,393,431,172,113
न्य,nya,nya,19676,0.1373,3199,6348,4987,3898,1238
न्यं,nyaṃ,nyaM,2091,0.0146,211,1000,382,381,117
न्यः,nyaḥ,nyaH,1085,0.0076,336,324,240,146,39
न्या,nyā,nyA,8638,0.0603,1186,2888,2222,1806,536
न्यां,nyāṃ,nyAM,1085,0.0076,140,427,280,180,58
न्याः,nyāḥ,nyAH,425,0.003,109,141,104,51,20
न्यि,nyi,nyi,4,0.0,1,2,0,0,1
न्यी,nyī,nyI,4,0.0,0,0,3,1,0
न्यु,nyu,nyu,1474,0.0103,290,641,290,193,60
न्युं,nyuṃ,nyuM,102,0.0007,24,64,5,8,1
न्युः,nyuḥ,nyuH,174,0.0012,44,77,27,25,1
न्यू,nyū,nyU,341,0.0024,123,61,62,66,29
न्यूं,nyūṃ,nyUM,1,0.0,1,0,0,0,0
न्यृ,nyṛ,nyf,23,0.0002,17,2,2,2,0
न्ये,nye,nye,5501,0.0384,672,2250,1258,1030,291
न्यै,nyai,nyE,644,0.0045,61,220,191,132,39
न्यैः,nyaiḥ,nyEH,160,0.0011,10,75,31,37,7
न्यो,nyo,nyo,2810,0.0196,576,1095,578,451,110
न्योः,nyoḥ,nyoH,37,0.0003,16,13,4,4,0
न्यौ,nyau,nyO,143,0.001,23,40,40,34,6
न्य्क,nyka,nyka,1,0.0,0,0,0,1,0
न्य्वोः,nyvoḥ,nyvoH,1,0.0,0,0,0,1,0
न्र्,nr,nr,1,0.0,1,0,0,0,0
न्र,nra,nra,58,0.0004,0,1,16,36,5
न्रा,nrā,nrA,61,0.0004,4,1,9,40,7
न्रु,nru,nru,13,0.0001,0,2,5,4,2
न्रू,nrū,nrU,5,0.0,0,0,1,2,2
न्रे,nre,nre,1,0.0,0,0,0,0,1
न्रै,nrai,nrE,1,0.0,0,0,1,0,0
न्रो,nro,nro,21,0.0001,0,1,2,16,2
न्ल,nla,nla,1,0.0,0,0,0,1,0
न्लि,nli,nli,1,0.0,0,1,0,0,0
न्लु,nlu,nlu,1,0.0,0,1,0,0,0
न्लो,nlo,nlo,5,0.0,0,0,1,4,0
न्व्,nv,nv,524,0.0037,421,18,54,20,11
न्व,nva,nva,4743,0.0331,1996,1066,933,580,167
न्वं,nvaṃ,nvaM,129,0.0009,106,5,6,3,9
न्वः,nvaḥ,nvaH,82,0.0006,79,0,2,0,1
न्वा,nvā,nvA,2511,0.0175,1579,484,228,126,93
न्वां,nvāṃ,nvAM,4,0.0,4,0,0,0,0
न्वाः,nvāḥ,nvAH,24,0.0002,16,3,2,2,1
न्वि,nvi,nvi,3664,0.0256,187,1177,1064,924,312
न्विं,nviṃ,nviM,2,0.0,0,0,1,1,0
न्वी,nvī,nvI,374,0.0026,135,70,64,89,15
न्वीं,nvīṃ,nvIM,13,0.0001,0,2,6,2,3
न्वीः,nvīḥ,nvIH,1,0.0,0,0,0,0,1
न्वृ,nvṛ,nvf,52,0.0004,22,0,9,14,7
न्वे,nve,nve,607,0.0042,259,162,103,65,18
न्वै,nvai,nvE,149,0.001,68,5,31,14,31
न्वो,nvo,nvo,117,0.0008,90,14,10,2,1
न्वों,nvoṃ,nvoM,1,0.0,1,0,0,0,0
न्वोः,nvoḥ,nvoH,12,0.0001,2,3,3,3,1
न्वौ,nvau,nvO,14,0.0001,13,0,0,0,1
न्व्य्,nvy,nvy,1,0.0,1,0,0,0,0
न्व्य,nvya,nvya,23,0.0002,0,1,5,16,1
न्व्या,nvyā,nvyA,33,0.0002,0,3,15,14,1
न्व्यू,nvyū,nvyU,1,0.0,0,0,0,1,0
न्व्यो,nvyo,nvyo,4,0.0,0,1,3,0,0
न्व्र,nvra,nvra,13,0.0001,2,0,2,8,1
न्व्री,nvrī,nvrI,1,0.0,0,0,0,1,0
न्व्लीं,nvlīṃ,nvlIM,1,0.0,0,0,0,0,1
न्श,nśa,nSa,7,0.0,0,2,1,4,0
न्शा,nśā,nSA,2,0.0,0,2,0,0,0
न्शि,nśi,nSi,2,0.0,0,1,0,1,0
न्शी,nśī,nSI,1,0.0,0,0,0,1,0
न्शु,nśu,nSu,1,0.0,0,0,1,0,0
न्श्र,nśra,nSra,1,0.0,0,0,0,1,0
न्श्रि,nśri,nSri,1,0.0,0,0,0,1,0
न्श्रे,nśre,nSre,2,0.0,0,1,0,1,0
न्श्ल,nśla,nSla,2,0.0,0,0,1,1,0
न्श्व,nśva,nSva,1,0.0,0,0,0,1,0
न्ष,nṣa,nza,4,0.0,1,0,0,3,0
न्षो,nṣo,nzo,3,0.0,0,0,2,1,0
न्ष्ठ,nṣṭha,nzWa,1,0.0,0,1,0,0,0
न्स,nsa,nsa,597,0.0042,10,22,212,284,69
न्सं,nsaṃ,nsaM,65,0.0005,4,2,23,29,7
न्सः,nsaḥ,nsaH,1,0.0,0,0,1,0,0
न्सा,nsā,nsA,59,0.0004,0,1,14,40,4
न्सि,nsi,nsi,17,0.0001,0,2,8,6,1
न्सिं,nsiṃ,nsiM,5,0.0,0,0,3,2,0
न्सी,nsī,nsI,1,0.0,0,0,0,1,0
न्सु,nsu,nsu,93,0.0006,0,4,36,45,8
न्सू,nsū,nsU,16,0.0001,0,0,7,9,0
न्सृ,nsṛ,nsf,8,0.0001,0,0,6,2,0
न्से,nse,nse,2,0.0,0,0,2,0,0
न्सै,nsai,nsE,2,0.0,0,0,1,1,0
न्सो,nso,nso,23,0.0002,0,0,9,11,3
न्सौ,nsau,nsO,6,0.0,0,0,2,4,0
न्स्क,nska,nska,4,0.0,0,0,1,2,1
न्स्त,nsta,nsta,2,0.0,1,0,0,1,0
न्स्तू,nstū,nstU,1,0.0,0,0,0,1,0
न्स्त्री,nstrī,nstrI,1,0.0,0,0,0,1,0
न्स्था,nsthā,nsTA,13,0.0001,0,0,2,2,9
न्स्थि,nsthi,nsTi,4,0.0,0,1,0,3,0
न्स्थू,nsthū,nsTU,1,0.0,0,0,0,1,0
न्स्ना,nsnā,nsnA,6,0.0,0,0,3,2,1
न्स्नि,nsni,nsni,2,0.0,0,0,0,2,0
न्स्ने,nsne,nsne,3,0.0,0,0,0,3,0
न्स्प,nspa,nspa,1,0.0,0,0,1,0,0
न्स्पृ,nspṛ,nspf,2,0.0,0,1,1,0,0
न्स्फु,nsphu,nsPu,1,0.0,0,0,0,1,0
न्स्म,nsma,nsma,3,0.0,0,1,0,2,0
न्स्मृ,nsmṛ,nsmf,3,0.0,0,0,2,1,0
न्स्य,nsya,nsya,1,0.0,0,0,0,1,0
न्स्या,nsyā,nsyA,9,0.0001,0,1,2,6,0
न्स्व,nsva,nsva,65,0.0005,1,4,19,38,3
न्स्वं,nsvaṃ,nsvaM,2,0.0,0,0,1,0,1
न्स्वा,nsvā,nsvA,12,0.0001,0,0,5,6,1
न्स्वां,nsvāṃ,nsvAM,2,0.0,1,0,0,1,0
न्स्वे,nsve,nsve,3,0.0,0,0,1,2,0
न्स्वै,nsvai,nsvE,3,0.0,0,0,1,2,0
न्ह,nha,nha,105,0.0007,7,3,29,58,8
न्हं,nhaṃ,nhaM,2,0.0,0,0,1,1,0
न्हः,nhaḥ,nhaH,1,0.0,1,0,0,0,0
न्हा,nhā,nhA,3,0.0,0,0,1,2,0
न्हि,nhi,nhi,19,0.0001,4,3,6,5,1
न्हु,nhu,nhu,4,0.0,3,0,1,0,0
न्हृ,nhṛ,nhf,8,0.0001,0,0,1,5,2
न्हे,nhe,nhe,8,0.0001,0,0,1,5,2
न्है,nhai,nhE,1,0.0,1,0,0,0,0
न्हो,nho,nho,4,0.0,4,0,0,0,0
न्ह्ये,nhye,nhye,1,0.0,0,0,0,1,0
न्ह्री,nhrī,nhrI,1,0.0,0,0,1,0,0
प्,p,p,335,0.0023,269,42,12,6,6
प,pa,pa,245142,1.7111,62503,71937,54789,40346,15520
पं,paṃ,paM,5335,0.0372,856,1586,1203,1136,553
पः,paḥ,paH,5327,0.0372,1347,1839,1058,801,282
पा,pā,pA,81418,0.5683,16003,28794,16953,13766,5892
पां,pāṃ,pAM,1873,0.0131,946,395,319,128,85
पाः,pāḥ,pAH,1552,0.0108,295,756,275,162,64
पि,pi,pi,60844,0.4247,7188,17388,17911,13858,4483
पिं,piṃ,piM,151,0.0011,52,85,1,13,0
पिः,piḥ,piH,195,0.0014,21,146,10,17,1
पी,pī,pI,7612,0.0531,1139,1753,2310,1762,648
पीं,pīṃ,pIM,54,0.0004,0,16,11,16,11
पीः,pīḥ,pIH,9,0.0001,6,3,0,0,0
पु,pu,pu,69288,0.4836,11451,24550,15290,12341,5639
पुं,puṃ,puM,1951,0.0136,178,682,461,490,139
पुः,puḥ,puH,515,0.0036,51,127,169,142,26
पू,pū,pU,24721,0.1726,5200,6308,5837,5232,2139
पूं,pūṃ,pUM,34,0.0002,18,8,4,4,0
पूः,pūḥ,pUH,15,0.0001,9,1,4,1,0
पृ,pṛ,pf,15020,0.1048,5521,4150,2604,2050,689
पॄ,pṝ,pF,3,0.0,0,3,0,0,0
पे,pe,pe,12844,0.0897,2319,3091,2776,3591,1065
पेः,peḥ,peH,45,0.0003,16,17,1,9,2
पै,pai,pE,1979,0.0138,435,617,551,255,121
पैः,paiḥ,pEH,511,0.0036,41,161,163,66,80
पो,po,po,8021,0.056,2145,2175,1810,1330,558
पोः,poḥ,poH,53,0.0004,3,21,17,11,1
पौ,pau,pO,3299,0.023,737,1231,784,357,190
पौं,pauṃ,pOM,59,0.0004,54,1,0,4,0
प्क,pka,pka,1,0.0,1,0,0,0,0
प्का,pkā,pkA,5,0.0,5,0,0,0,0
प्च,pca,pca,4,0.0,0,2,2,0,0
प्चि,pci,pci,2,0.0,1,0,0,0,1
प्च्छ,pccha,pcCa,2,0.0,2,0,0,0,0
प्छ,pcha,pCa,37,0.0003,35,0,0,1,1
प्ज्ञ,pjña,pjYa,1,0.0,0,1,0,0,0
प्ठ,pṭha,pWa,1,0.0,0,1,0,0,0
प्ण,pṇa,pRa,1,0.0,1,0,0,0,0
प्णा,pṇā,pRA,1,0.0,1,0,0,0,0
प्णु,pṇu,pRu,9,0.0001,9,0,0,0,0
प्त,pta,pta,10898,0.0761,2218,2554,2545,2726,854
प्तं,ptaṃ,ptaM,2106,0.0147,113,795,427,571,200
प्तः,ptaḥ,ptaH,933,0.0065,86,404,229,161,53
प्ता,ptā,ptA,3650,0.0255,431,1211,855,869,284
प्तां,ptāṃ,ptAM,268,0.0019,19,121,58,56,14
प्ताः,ptāḥ,ptAH,360,0.0025,61,148,65,44,42
प्ति,pti,pti,926,0.0065,84,202,332,255,53
प्तिं,ptiṃ,ptiM,216,0.0015,34,64,58,43,17
प्तिः,ptiḥ,ptiH,198,0.0014,39,49,49,50,11
प्ती,ptī,ptI,40,0.0003,18,2,12,8,0
प्तीं,ptīṃ,ptIM,9,0.0001,0,0,3,6,0
प्तीः,ptīḥ,ptIH,5,0.0,5,0,0,0,0
प्तु,ptu,ptu,186,0.0013,58,67,35,18,8
प्तुं,ptuṃ,ptuM,117,0.0008,3,68,23,17,6
प्तुः,ptuḥ,ptuH,5,0.0,3,0,1,1,0
प्तू,ptū,ptU,4,0.0,3,0,0,0,1
प्तृ,ptṛ,ptf,91,0.0006,11,70,2,8,0
प्तॄ,ptṝ,ptF,5,0.0,2,2,0,1,0
प्तॄं,ptṝṃ,ptFM,1,0.0,0,1,0,0,0
प्ते,pte,pte,1376,0.0096,191,398,383,269,135
प्तेः,pteḥ,pteH,31,0.0002,4,4,13,9,1
प्तै,ptai,ptE,288,0.002,23,98,92,51,24
प्तैः,ptaiḥ,ptEH,52,0.0004,4,25,12,9,2
प्तो,pto,pto,1306,0.0091,119,576,259,243,107
प्तौ,ptau,ptO,238,0.0017,10,102,61,56,9
प्त्य,ptya,ptya,61,0.0004,9,13,22,12,5
प्त्यं,ptyaṃ,ptyaM,5,0.0,5,0,0,0,0
प्त्यः,ptyaḥ,ptyaH,4,0.0,4,0,0,0,0
प्त्या,ptyā,ptyA,122,0.0009,32,23,23,38,6
प्त्यां,ptyāṃ,ptyAM,9,0.0001,0,2,5,2,0
प्त्याः,ptyāḥ,ptyAH,3,0.0,1,0,1,1,0
प्त्यु,ptyu,ptyu,10,0.0001,1,1,3,5,0
प्त्ये,ptye,ptye,7,0.0,6,0,0,1,0
प्त्यै,ptyai,ptyE,255,0.0018,209,2,5,24,15
प्त्यो,ptyo,ptyo,5,0.0,4,1,0,0,0
प्त्योः,ptyoḥ,ptyoH,1,0.0,0,0,0,1,0
प्त्र,ptra,ptra,22,0.0002,14,6,1,0,1
प्त्रं,ptraṃ,ptraM,12,0.0001,8,1,1,0,2
प्त्रा,ptrā,ptrA,6,0.0,5,1,0,0,0
प्त्रि,ptri,ptri,10,0.0001,8,0,0,0,2
प्त्री,ptrī,ptrI,24,0.0002,20,0,2,2,0
प्त्रीं,ptrīṃ,ptrIM,3,0.0,2,1,0,0,0
प्त्रे,ptre,ptre,37,0.0003,28,2,5,2,0
प्त्रै,ptrai,ptrE,2,0.0,2,0,0,0,0
प्त्रैः,ptraiḥ,ptrEH,1,0.0,1,0,0,0,0
प्त्र्ये,ptrye,ptrye,1,0.0,1,0,0,0,0
प्त्र्यो,ptryo,ptryo,1,0.0,1,0,0,0,0
प्त्व्,ptv,ptv,1,0.0,1,0,0,0,0
प्त्वं,ptvaṃ,ptvaM,1,0.0,0,1,0,0,0
प्त्वा,ptvā,ptvA,1250,0.0087,164,80,107,747,152
प्त्वां,ptvāṃ,ptvAM,2,0.0,2,0,0,0,0
प्त्वे,ptve,ptve,4,0.0,2,0,0,1,1
प्त्वै,ptvai,ptvE,15,0.0001,7,2,0,4,2
प्त्वो,ptvo,ptvo,21,0.0001,3,1,2,15,0
प्त्वौ,ptvau,ptvO,2,0.0,2,0,0,0,0
प्थ,ptha,pTa,1,0.0,0,1,0,0,0
प्था,pthā,pTA,3,0.0,3,0,0,0,0
प्थाः,pthāḥ,pTAH,2,0.0,2,0,0,0,0
प्न,pna,pna,449,0.0031,99,95,146,92,17
प्नं,pnaṃ,pnaM,84,0.0006,11,23,31,14,5
प्नः,pnaḥ,pnaH,43,0.0003,12,8,16,7,0
प्ना,pnā,pnA,167,0.0012,26,52,60,23,6
प्नाः,pnāḥ,pnAH,2,0.0,2,0,0,0,0
प्नि,pni,pni,1,0.0,1,0,0,0,0
प्नी,pnī,pnI,2,0.0,0,0,0,2,0
प्नु,pnu,pnu,1551,0.0108,157,648,358,237,149
प्ने,pne,pne,298,0.0021,31,66,92,96,13
प्नै,pnai,pnE,3,0.0,0,0,2,1,0
प्नो,pno,pno,2043,0.0143,592,556,413,240,242
प्नौ,pnau,pnO,2,0.0,1,0,1,0,0
प्न्य,pnya,pnya,14,0.0001,14,0,0,0,0
प्न्यं,pnyaṃ,pnyaM,17,0.0001,17,0,0,0,0
प्न्या,pnyā,pnyA,8,0.0001,8,0,0,0,0
प्न्ये,pnye,pnye,1,0.0,1,0,0,0,0
प्प,ppa,ppa,890,0.0062,63,127,388,242,70
प्पं,ppaṃ,ppaM,1,0.0,0,0,1,0,0
प्पा,ppā,ppA,1,0.0,0,0,1,0,0
प्पि,ppi,ppi,11,0.0001,2,1,1,7,0
प्पी,ppī,ppI,1,0.0,1,0,0,0,0
प्पु,ppu,ppu,14,0.0001,0,1,12,1,0
प्पू,ppū,ppU,2,0.0,2,0,0,0,0
प्प्र,ppra,ppra,4,0.0,1,0,2,1,0
प्प्रा,pprā,pprA,8,0.0001,7,1,0,0,0
प्प्ल,ppla,ppla,1,0.0,0,1,0,0,0
प्फ,ppha,pPa,7,0.0,0,0,7,0,0
प्फि,pphi,pPi,3,0.0,0,1,0,0,2
प्फु,pphu,pPu,6,0.0,0,0,6,0,0
प्म,pma,pma,280,0.002,231,18,16,10,5
प्मं,pmaṃ,pmaM,2,0.0,2,0,0,0,0
प्मा,pmā,pmA,639,0.0045,505,84,36,6,8
प्मे,pme,pme,2,0.0,2,0,0,0,0
प्मै,pmai,pmE,5,0.0,4,1,0,0,0
प्मो,pmo,pmo,5,0.0,2,1,2,0,0
प्म्नः,pmnaḥ,pmnaH,1,0.0,1,0,0,0,0
प्य्,py,py,2391,0.0167,429,489,809,523,139
प्य,pya,pya,10757,0.0751,1353,3909,2542,2144,807
प्यं,pyaṃ,pyaM,677,0.0047,22,85,110,333,127
प्यः,pyaḥ,pyaH,117,0.0008,15,22,56,16,8
प्या,pyā,pyA,1992,0.0139,686,372,428,372,133
प्यां,pyāṃ,pyAM,78,0.0005,0,4,8,52,14
प्याः,pyāḥ,pyAH,44,0.0003,14,9,13,7,1
प्यी,pyī,pyI,5,0.0,0,3,0,2,0
प्यु,pyu,pyu,798,0.0056,36,397,175,167,23
प्युः,pyuḥ,pyuH,2,0.0,1,0,1,0,0
प्यू,pyū,pyU,21,0.0001,2,5,7,6,1
प्यृ,pyṛ,pyf,11,0.0001,1,6,3,0,1
प्ये,pye,pye,1157,0.0081,198,352,281,257,67
प्यै,pyai,pyE,101,0.0007,27,36,20,17,0
