devanagari,iast,slp1,count,pct,devanagari_halant,n_consonants,slot1,slot2,slot3,slot4,slot5
श्क,śk,Sk,1,0.0,श्क्,2,0,1,0,0,0
श्ग,śg,Sg,1,0.0,श्ग्,2,0,0,1,0,0
श्च,śc,Sc,51333,1.6727,श्च्,2,3076,24685,11874,8795,2895
श्छ,śch,SC,728,0.0237,श्छ्,2,22,314,204,146,42
श्ज,śj,Sj,1,0.0,श्ज्,2,0,1,0,0,0
श्त,śt,St,1,0.0,श्त्,2,0,0,0,1,0
श्न,śn,Sn,2909,0.0948,श्न्,2,1494,701,376,220,118
श्प,śp,Sp,59,0.0019,श्प्,2,59,0,0,0,0
श्म,śm,Sm,3650,0.1189,श्म्,2,1025,969,856,615,185
श्य,śy,Sy,20363,0.6635,श्य्,2,3613,7843,4488,2997,1421
श्र,śr,Sr,39771,1.296,श्र्,2,6417,14272,8847,6792,3423
श्ल,śl,Sl,3286,0.1071,श्ल्,2,298,853,1139,786,207
श्व,śv,Sv,32716,1.0661,श्व्,2,10541,7865,6958,5060,2292
श्श,śś,SS,17,0.0006,श्श्,2,9,3,4,0,1
ष्क,ṣk,zk,5658,0.1844,ष्क्,2,1018,1578,1455,1224,383
ष्ख,ṣkh,zK,9,0.0003,ष्ख्,2,8,0,1,0,0
ष्च,ṣc,zc,1,0.0,ष्च्,2,0,0,1,0,0
ष्ट,ṣṭ,zw,49682,1.6189,ष्ट्,2,11717,13011,12102,9440,3403
ष्ठ,ṣṭh,zW,31510,1.0268,ष्ठ्,2,8860,10348,6242,4025,2033
ष्ण,ṣṇ,zR,18266,0.5952,ष्ण्,2,4191,3966,4999,3576,1534
ष्त,ṣt,zt,3,0.0001,ष्त्,2,1,1,0,1,0
ष्न,ṣn,zn,2,0.0001,ष्न्,2,2,0,0,0,0
ष्प,ṣp,zp,6442,0.2099,ष्प्,2,812,1813,1571,1746,500
ष्फ,ṣph,zP,188,0.0061,ष्फ्,2,32,44,49,42,21
ष्म,ṣm,zm,8138,0.2652,ष्म्,2,1824,3367,1533,1092,321
ष्य,ṣy,zy,24586,0.8012,ष्य्,2,5036,9787,5215,3070,1469
ष्र,ṣr,zr,1,0.0,ष्र्,2,1,0,0,0,0
ष्व,ṣv,zv,7325,0.2387,ष्व्,2,1912,2667,1604,840,300
ष्ष,ṣṣ,zz,29,0.0009,ष्ष्,2,17,5,3,3,1
स्क,sk,sk,6688,0.2179,स्क्,2,1081,2183,1628,1007,788
स्ख,skh,sK,222,0.0072,स्ख्,2,3,44,104,51,20
स्ङ,sṅ,sN,3,0.0001,स्ङ्,2,0,3,0,0,0
स्च,sc,sc,1,0.0,स्च्,2,0,0,1,0,0
स्ज,sj,sj,5,0.0002,स्ज्,2,0,4,1,0,0
स्झ,sjh,sJ,1,0.0,स्झ्,2,0,1,0,0,0
स्ण,sṇ,sR,1,0.0,स्ण्,2,0,0,0,1,0
स्त,st,st,77283,2.5183,स्त्,2,13318,26696,19133,13284,4842
स्थ,sth,sT,32945,1.0735,स्थ्,2,5081,9696,9067,6476,2625
स्द,sd,sd,1,0.0,स्द्,2,1,0,0,0,0
स्न,sn,sn,8363,0.2725,स्न्,2,641,1685,3043,1825,1169
स्प,sp,sp,9942,0.324,स्प्,2,3910,2373,1788,1372,498
स्फ,sph,sP,2519,0.0821,स्फ्,2,155,475,823,889,177
स्म,sm,sm,47253,1.5398,स्म्,2,14004,12685,10675,7172,2714
स्य,sy,sy,125906,4.1027,स्य्,2,34918,36741,26534,20214,7478
स्र,sr,sr,15896,0.518,स्र्,2,4505,4253,3996,1992,1149
स्व,sv,sv,51914,1.6917,स्व्,2,15856,13040,10398,9443,3171
स्स,ss,ss,159,0.0052,स्स्,2,127,16,8,6,2
स्ह,sh,sh,1,0.0,स्ह्,2,0,1,0,0,0
ह्ण,hṇ,hR,4106,0.1338,ह्ण्,2,2420,740,481,333,132
ह्न,hn,hn,3695,0.1204,ह्न्,2,959,459,782,1032,463
ह्म,hm,hm,22656,0.7383,ह्म्,2,7697,6355,4649,2430,1525
ह्य,hy,hy,16831,0.5485,ह्य्,2,4044,5340,3572,2752,1119
ह्र,hr,hr,2417,0.0788,ह्र्,2,441,830,470,539,137
ह्ल,hl,hl,659,0.0215,ह्ल्,2,12,285,221,107,34
ह्व,hv,hv,4989,0.1626,ह्व्,2,1764,1020,976,976,253
ह्ह,hh,hh,1,0.0,ह्ह्,2,0,0,0,1,0
