lemma_iast	lemma_slp1	n1	n2	n3	n4	n5	dist_12	dist_23	dist_34	dist_45	dist_15	fshift_12	fshift_23	fshift_34	fshift_45	fshift_15	graded_rank_12	binary_changed_12
varāha	varAha	54	117	105	56	32	0.834514	0.74871	0.827472			0.677631	0.292325	0.60413			902	0
varṇa	varRa	365	1075	906	919	368	0.784612	0.587621	0.668504	0.638942	0.809029	1.120522	0.201691	0.323315	0.115031	1.760558	1136	0
varṇay	varRay	1	52	98	128	35		0.84963	0.878192				1.362714	0.688051				
varṣa	varza	317	1288	938	530	216	0.813747	0.630037	0.698385	0.724274	0.847462	1.584732	0.009028	0.520835	0.140429	1.195298	1015	0
varṣā	varzA	98	55	69	51	19	0.818607	0.741057	0.721637			1.271196	0.775609	0.133338			995	0
vas	vas	505	1134	450	229	228	0.80316	0.660356	0.71069	0.774528	0.861685	0.729219	0.884979	0.671817	1.429076	0.6015	1074	0
vasana	vasana	90	91	71	43	11	0.880647	0.827029				0.421905	0.090397				542	0
vasanta	vasanta	126	44	102	72	26			0.744393					0.199739				
vasiṣṭha	vasizWa	172	399	204	84	39	0.773612	0.63141	0.670335			0.776134	0.519375	0.977347			1171	0
vasti	vasti	21	80	567	87	19		0.579554	0.62399				3.273721	2.401501				
vastra	vastra	99	330	408	522	252	0.763915	0.646212	0.719685	0.615708	0.799141	1.299119	0.754547	0.658242	0.384764	3.096672	1187	0
vastu	vastu	45	94	206	217	18		0.676027	0.804521				1.580356	0.377812				
vasu	vasu	1373	412	205	146	70	0.856123	0.750693	0.80873	0.854101	0.8079	2.174462	0.558576	0.186895	0.374848	2.545084	747	0
vasudhā	vasuDA	0	224	91	50	11		0.817133	0.844877				0.851116	0.561178				
vasuṃdharā	vasuMDarA	0	150	68	23	21		0.839683					0.692912					
vasā	vasA	74	90	125	108	24	0.926665	0.637438	0.724936			0.155446	0.922376	0.091864			156	1
vat	vat	416	1172	1199	1073	269	0.845101	0.732155	0.723951	0.76305	0.866579	1.056471	0.481303	0.142579	0.560582	1.119772	830	0
vatsa	vatsa	454	225	304	399	64	0.827049	0.727482	0.78277	0.908797	0.84582	1.450613	0.882591	0.695078	1.204855	1.077799	948	0
vatsala	vatsala	0	126	53	63	12		0.813548	0.847155				0.800915	0.55212				
vatsara	vatsara	5	14	65	119	17			0.765347					1.175211				
vayas	vayas	480	260	203	109	42	0.858889	0.712379	0.752049			1.322369	0.091412	0.594391			727	0
vaśa	vaSa	133	744	247	264	74	0.895184	0.76623	0.826694	0.858613	0.922646	2.04603	1.142347	0.398788	0.399551	0.90292	423	0
vaśin	vaSin	81	65	41	30	6	0.936557					0.755328					93	1
vaśya	vaSya	3	72	52	38	20		0.872112					0.021041					
vaṃśa	vaMSa	116	395	417	186	54	0.930077	0.742043	0.707417	0.775926	0.943178	1.329882	0.526639	0.861984	0.348881	0.645656	133	1
vaṅga	vaNga	2	35	19	485	197				0.530692					0.135601			
vaṇij	vaRij	11	64	181	277	10		0.73698	0.820963				1.94829	0.916657				
vaṭa	vawa	1	32	64	80	25			0.806179					0.624689				
veda	veda	621	1135	832	283	268	0.735384	0.52804	0.605621	0.699368	0.80434	0.432181	0.000407	1.253021	1.356821	0.536389	1237	0
vedanā	vedanA	0	197	312	69	14		0.622477	0.832706				1.111795	1.874117				
vedha	veDa	0	5	16	238	83				0.703852					0.084388			
vedi	vedi	493	87	58	22	8	0.886508	0.832149				2.940346	0.136518				490	0
vega	vega	7	1037	409	165	52		0.671663	0.75627	0.843747			0.893799	1.006874	0.230492			
velā	velA	38	137	120	74	104		0.794903	0.8716	0.902709			0.257303	0.394676	1.926376			
veśman	veSman	19	289	96	79	25		0.80454	0.852896				1.141519	0.021579				
veśyā	veSyA	0	11	59	54	4			0.84183					0.175005				
veṇu	veRu	35	53	76	41	20		0.80765					0.968451					
veṣa	veza	28	147	119	73	9		0.792666	0.839487				0.14359	0.402232				
veṣṭay	vezway	24	26	90	215	54			0.793689	0.764464				1.559101	0.557915			
vibandha	vibanDa	0	24	69	50	20			0.563985					0.161907				
vibhaj	viBaj	195	121	211	53	26	0.89119	0.772909	0.863152			1.126313	1.25068	1.690418			459	0
vibhava	viBava	2	47	73	95	14			0.8298					0.682792				
vibhrama	viBrama	1	25	98	81	19			0.819971					0.027901				
vibhu	viBu	55	380	318	247	62	0.911101	0.794128	0.791933	0.865686	0.948082	2.35065	0.191472	0.061755	0.558781	1.921586	267	1
vibhā	viBA	77	71	36	48	7	0.906288					0.554886					303	1
vibhāga	viBAga	31	112	314	91	30		0.824558	0.855781				1.93571	1.484065				
vibhāvay	viBAvay	0	21	85	65	8			0.902519					0.084262				
vibhūti	viBUti	28	32	78	70	13			0.908032					0.146642				
vibhūṣay	viBUzay	0	221	104	50	32		0.74369	0.837143				0.639019	0.753823				
vicakṣaṇa	vicakzaRa	83	91	66	89	36	0.958751	0.897519	0.905034			0.305091	0.014956	0.7341			14	1
vicar	vicar	17	341	75	46	20		0.79911					1.736365					
vici	vici	59	116	14	30	5	0.946021					0.537492					51	1
vicintay	vicintay	0	120	60	112	31		0.897191	0.889985				0.551556	1.203225				
vicitra	vicitra	4	315	165	167	45		0.759855	0.787446				0.484441	0.320143				
vicāra	vicAra	2	24	85	56	15			0.916947					0.299275				
vicāray	vicAray	1	115	88	54	20		0.913879	0.855876				0.062386	0.401783				
vicāraṇā	vicAraRA	1	52	55	62	50		0.934839	0.838591	0.879941			0.529364	0.475597	1.12505			
vid	vid	5636	4343	1908	1110	513	0.798907	0.658136	0.725371	0.809606	0.837038	0.813826	0.738186	0.478741	0.321861	1.708892	1090	0
vidhi	viDi	85	738	1022	787	405	0.825079	0.711669	0.718954	0.75689	0.828708	2.68024	0.918147	0.074199	0.476948	4.001136	957	0
vidhivat	viDivat	14	324	151	89	76		0.745887	0.784157	0.799494			0.653001	0.45991	1.207584			
vidhā	viDA	298	738	702	835	237	0.836572	0.768581	0.77013	0.766099	0.866828	0.870462	0.376295	0.553066	0.381499	1.418324	891	0
vidhāna	viDAna	27	177	324	187	355		0.762671	0.814282	0.77911			1.320689	0.490195	2.360171			
vidhātṛ	viDAtf	18	54	54	32	10		0.849714					0.448444					
vidvas	vidvas	59	440	209	112	37	0.915502	0.797497	0.861556			2.460871	0.625556	0.597243			239	1
vidyut	vidyut	247	198	109	63	28	0.839135	0.74092	0.776288			0.756857	0.412728	0.488144			874	0
vidyā	vidyA	275	538	591	535	138	0.785491	0.640468	0.726247	0.804099	0.839818	0.530328	0.583996	0.159142	0.519481	0.753986	1133	0
vidyādhara	vidyADara	0	29	108	196	26			0.799904					1.162583				
vidāray	vidAray	2	81	56	39	3		0.800659					0.084051					
vigam	vigam	4	228	99	55	15		0.772463	0.845878				0.755089	0.545236				
vighna	viGna	7	92	99	108	38		0.87984	0.835123				0.554239	0.428292				
vigraha	vigraha	6	150	148	145	53		0.851963	0.843218	0.91143			0.429079	0.273217	0.016599			
vihan	vihan	36	70	50	19	2		0.877612					0.036983					
vihvala	vihvala	0	89	59	47	15		0.851081					0.144646					
vihā	vihA	34	238	111	137	48		0.867219	0.893358				0.651958	0.606377				
vihāra	vihAra	59	129	115	37	20	0.936958	0.714188				0.690738	0.282707				92	1
vihṛ	vihf	149	254	111	66	36	0.926779	0.682997	0.885913			0.33167	0.745824	0.447261			154	1
vijaya	vijaya	31	407	104	95	7		0.828208	0.831929				1.520001	0.172177				
viji	viji	89	345	92	89	21	0.900762	0.779343	0.851506			1.516873	1.458446	0.254932			362	0
vijñā	vijYA	511	703	589	351	131	0.865895	0.796556	0.82783	0.839625	0.887976	0.022355	0.193187	0.444036	0.013486	0.215007	681	0
vijñāna	vijYAna	91	358	364	164	28	0.905173	0.772838	0.775224			1.538175	0.472423	0.847482			316	0
vikalpa	vikalpa	27	64	210	173	15		0.77141	0.794732				2.16269	0.023144				
vikhyā	viKyA	14	151	105	85	82		0.823081	0.852611	0.893243			0.075715	0.002094	1.383551			
vikram	vikram	107	237	47	14	8	0.950098					0.70943					37	1
vikrama	vikrama	16	783	137	128	10		0.721064	0.816165				2.066392	0.204729				
vikraya	vikraya	9	63	70	33	11		0.795874					0.600447					
vikāra	vikAra	51	309	332	217	72	0.873716	0.683069	0.743072	0.851258	0.935224	2.161192	0.552021	0.310727	0.156236	2.246249	606	0
vikṛ	vikf	90	371	186	107	19	0.898428	0.746634	0.809341			1.605576	0.547672	0.494931			382	0
vikṛti	vikfti	13	70	87	78	11		0.828241	0.785229				0.762105	0.14522				
vikṣip	vikzip	4	87	59	21	4		0.842628					0.111856					
vilokay	vilokay	2	28	99	167	16			0.83408					1.057109				
vilāsa	vilAsa	1	6	60	71	29			0.834254					0.545617				
vimala	vimala	4	251	162	182	111		0.690347	0.849545	0.770727			0.183249	0.470706	0.722011			
vimuc	vimuc	195	502	208	139	75	0.899741	0.799426	0.827327	0.845482	0.914537	0.926367	0.82266	0.278738	0.545268	0.370237	371	0
vimāna	vimAna	16	294	170	135	88		0.718967	0.778763	0.85095			0.341837	0.029814	0.818006			
vinaya	vinaya	2	147	123	55	18		0.788642	0.822769				0.191286	0.858394				
vinaś	vinaS	23	294	144	93	42		0.828565	0.893273				0.581303	0.328005				
vindhya	vinDya	2	69	62	66	19		0.816448	0.790682				0.294116	0.392959				
vinikṣip	vinikzip	1	14	17	307	54				0.617758					1.071817			
vinirmuc	vinirmuc	0	38	69	70	52			0.844685	0.770119				0.323519	1.006547			
vinyas	vinyas	4	19	102	126	49			0.823597					0.607615				
vinā	vinA	6	256	351	381	139		0.839014	0.815921	0.804351			0.903772	0.421081	0.019316			
vināśa	vinASa	9	354	183	96	44		0.777512	0.83942				0.503461	0.627976				
vināśana	vinASana	5	78	111	172	69		0.82833	0.68681	0.759451			0.957458	0.93461	0.11765			
vinī	vinI	37	193	133	36	20		0.749258					0.08873					
vipad	vipad	5	60	67	88	12		0.88187	0.845386				0.607643	0.696103				
viparyaya	viparyaya	9	132	202	78	15		0.840493	0.805417				1.062262	1.070048				
viparīta	viparIta	38	147	173	97	19		0.800171	0.840787				0.6834	0.531954				
vipra	vipra	400	1174	805	453	468	0.853276	0.631433	0.714321	0.767316	0.902383	1.115514	0.095927	0.526717	1.482387	1.975258	771	0
vipula	vipula	1	447	177	131	65		0.809074	0.831934	0.895317			0.888081	0.131422	0.424335			
vipāka	vipAka	2	89	202	185	15		0.781324	0.692245				1.630922	0.175931				
viraha	viraha	0	12	69	113	18			0.833795					1.014415				
viram	viram	29	59	65	61	11		0.881631	0.866859				0.588169	0.21113				
virañj	viraYj	1	32	53	61	2			0.856104					0.505578				
virecana	virecana	0	67	190	36	4		0.577765					1.952211					
virodha	viroDa	17	55	89	63	1		0.858949	0.806256				1.142818	0.195693				
virudh	viruD	4	133	203	119	8		0.7483	0.736493				1.058498	0.467757				
virāj	virAj	636	197	135	89	43	0.930999	0.721687	0.831118			2.128677	0.096792	0.298321			129	1
virūpa	virUpa	56	84	46	24	3	0.874648					0.147116					595	0
visarjay	visarjay	15	112	80	43	29		0.912689					0.036983					
vismaya	vismaya	0	212	117	109	46		0.797492	0.810379				0.409111	0.200581				
vismi	vismi	1	186	78	65	20		0.837216	0.853488				0.805312	0.039726				
vismṛ	vismf	0	23	56	58	16			0.910137					0.353387				
vistara	vistara	4	260	331	117	64		0.678128	0.805997	0.784694			0.796764	1.197562	0.565025			
vistāra	vistAra	28	51	142	52	45		0.680639	0.81935				1.925766	1.146547				
vistṛ	vistf	6	99	146	103	58		0.730452	0.727379	0.793191			1.008912	0.200563	0.60687			
visṛj	visfj	264	420	113	149	16	0.948362	0.859274	0.87016			0.232005	1.445622	0.70175			42	1
vitan	vitan	124	80	109	92	19	0.926161	0.812546	0.877772			1.070114	0.894701	0.058139			158	1
vitta	vitta	95	206	142	80	33	0.889446	0.823391	0.816797			0.678799	0.088309	0.525058			470	0
vitṛ	vitf	1	12	53	59	5			0.947458					0.457483				
vivarjay	vivarjay	4	154	224	203	119		0.775884	0.805172	0.759464			0.989013	0.160742	0.664872			
vivasvant	vivasvant	69	62	86	14	4	0.869254	0.73381				0.592174	0.920513				647	0
viveka	viveka	1	27	91	60	10			0.858955					0.298143				
vividha	viviDa	7	941	418	197	122		0.663217	0.779871	0.853376			0.722247	0.782546	0.744076			
vivāda	vivAda	3	54	109	25	6		0.825314					1.461741					
vivāha	vivAha	73	123	106	159	20	0.873632	0.846325	0.784009			0.314844	0.23385	0.887723			607	0
vivṛ	vivf	27	107	75	32	7		0.873421					0.064204					
vivṛdh	vivfD	2	156	77	36	13		0.890817					0.570171					
viyoga	viyoga	2	55	77	73	13		0.851331	0.83453				0.933871	0.225799				
viś	viS	1008	988	286	299	81	0.868682	0.743326	0.764393	0.877474	0.868768	0.466759	1.340052	0.366891	0.448762	1.888681	657	0
viśada	viSada	0	35	80	58	20			0.771421					0.161186				
viśeṣa	viSeza	43	564	674	508	224		0.624899	0.685183	0.792617			0.705498	0.105159	0.25406			
viśeṣataḥ	viSezataH	6	276	284	95	109		0.845361	0.826385	0.842613			0.489667	1.277131	1.633719			
viśeṣaṇa	viSezaRa	0	21	54	60	11			0.820515					0.454764				
viśeṣeṇa	viSezeRa	7	86	107	39	43		0.800414					0.763647					
viśeṣāt	viSezAt	1	13	96	53	36			0.779161					0.554281				
viśiṣ	viSiz	20	279	154	103	73		0.834565	0.827992	0.8537			0.40889	0.277525	0.938714			
viśru	viSru	8	292	191	52	65		0.711194	0.829837	0.870603			0.163951	1.574228	1.757318			
viśuddhi	viSudDi	0	84	79	63	26		0.840051	0.896496				0.359908	0.02374				
viśudh	viSuD	10	207	174	177	62		0.824315	0.851966	0.837552			0.197901	0.327423	0.078019			
viśva	viSva	3273	254	374	442	104	0.814406	0.723984	0.763328	0.855975	0.79721	4.125559	1.006654	0.543769	0.652073	3.227209	1010	0
viśvakarman	viSvakarman	112	96	85	15	7	0.905324	0.76891				0.660239	0.272873				312	1
viśvāmitra	viSvAmitra	73	343	56	38	15	0.847125	0.799425				1.794394	2.166266				818	0
viśāla	viSAla	16	194	109	52	33		0.731646	0.850897				0.383284	0.764984				
viśārada	viSArada	0	250	94	38	28		0.81184					0.962751					
viśṛ	viSf	10	96	51	25	12		0.844404					0.464093					
viḍa	viqa	0	10	48	216	102				0.607155					0.352928			
viḍaṅga	viqaNga	0	40	161	66	16			0.577246					0.983762				
viṃśati	viMSati	74	154	106	147	73	0.799932	0.698094	0.769435	0.803296	0.85703	0.619487	0.090422	0.774513	0.425542	1.72912	1085	0
viṣ	viz	33	33	200	79	20			0.707744					1.037315				
viṣa	viza	195	375	818	1033	278	0.862568	0.61804	0.600512	0.510371	0.909155	0.50557	1.573655	0.639428	0.458293	2.26036	701	0
viṣama	vizama	34	251	201	169	25		0.743901	0.816951				0.127952	0.052589				
viṣaya	vizaya	20	555	598	392	63		0.746875	0.697183	0.851453			0.556102	0.306531	1.20204			
viṣāda	vizAda	0	121	81	54	16		0.842876	0.825887				0.130569	0.282202				
viṣāṇa	vizARa	7	61	62	8	2		0.83002					0.471903					
viṣṇu	vizRu	1075	480	1288	472	467	0.794892	0.583195	0.646411	0.696975	0.802638	1.601076	1.872471	1.145513	1.420026	0.545907	1107	0
viṣṭhā	vizWA	73	105	17	48	24	0.882265					0.086575					532	0
vraj	vraj	82	322	269	393	136	0.903243	0.753928	0.762198	0.814639	0.919444	1.535519	0.18899	0.849684	0.095533	2.47866	338	0
vraja	vraja	109	54	129	29	19	0.917164	0.91784				1.451143	1.704784				229	1
vrata	vrata	1384	974	519	320	196	0.756489	0.602671	0.669833	0.720752	0.772668	0.944696	0.459743	0.394902	0.728172	1.071169	1204	0
vraṇa	vraRa	7	63	521	299	78		0.74412	0.693187	0.465893			3.496304	0.498377	0.503209			
vrīhi	vrIhi	243	28	59	52	10			0.828624					0.120558				
vyadh	vyaD	153	1051	247	146	39	0.851603	0.785812	0.869403			2.342313	1.640735	0.455782			782	0
vyakta	vyakta	5	244	290	133	19		0.8038	0.817732				0.697616	0.821866				
vyakti	vyakti	0	30	104	67	18			0.810125					0.33159				
vyasana	vyasana	2	316	119	99	11		0.820794	0.8312				0.960519	0.0373				
vyath	vyaT	78	254	40	22	4	0.948046					1.265436					44	1
vyathā	vyaTA	6	98	87	58	19		0.825491	0.831537				0.276678	0.282202				
vyatiric	vyatiric	0	15	52	53	5			0.870163					0.330242				
vyavahāra	vyavahAra	11	95	140	59	15		0.860425	0.880772				1.007872	0.943879				
vyavasthā	vyavasTA	6	256	272	81	63		0.820216	0.882872	0.854594			0.535907	1.444852	1.07282			
vyaya	vyaya	2	102	80	38	7		0.804671					0.097947					
vyoman	vyoman	112	75	151	314	34	0.923518	0.770143	0.805536			1.016382	1.45803	1.358977			181	1
vyoṣa	vyoza	2	6	151	84	20			0.605388					0.543326				
vyādhi	vyADi	10	325	416	357	149		0.607978	0.65873	0.710188			0.804588	0.082101	0.174778			
vyāghra	vyAGra	80	865	92	87	23	0.857743	0.774555	0.797827			2.996782	2.78455	0.222142			735	0
vyāhṛ	vyAhf	51	183	104	26	21	0.886924	0.82679				1.405428	0.366816				488	0
vyākhyā	vyAKyA	342	294	505	92	24	0.873832	0.728714	0.800425			0.656026	1.228912	2.153817			602	0
vyāla	vyAla	3	94	61	32	12		0.798937					0.175407					
vyāp	vyAp	36	97	140	98	47		0.827706	0.834799				0.977814	0.211812				
vyāsa	vyAsa	4	376	218	179	58		0.712217	0.769459	0.815645			0.33796	0.018392	0.190445			
vyāyāma	vyAyAma	15	103	104	32	5		0.68984					0.462384					
vyūh	vyUh	138	148	10	16	11	0.928249					0.336917					146	1
vā	vA	6800	6929	6901	3013	1844	0.693084	0.629462	0.696114	0.818657	0.798563	0.410734	0.442603	0.892844	0.727028	0.133947	1254	0
vāc	vAc	3155	1143	639	381	181	0.769479	0.633917	0.732022	0.78413	0.775631	1.902661	0.390493	0.443264	0.361589	2.374829	1176	0
vācay	vAcay	339	174	38	11	24	0.876599					1.400044					577	0
vāda	vAda	29	120	139	86	43		0.817026	0.846001				0.660495	0.389915				
vādin	vAdin	124	384	337	185	29	0.894135	0.799774	0.797116			1.19292	0.260087	0.562462			435	0
vāha	vAha	69	128	25	42	8	0.929086					0.453629					138	1
vāhana	vAhana	96	236	139	74	24	0.910721	0.785203	0.870413			0.859834	0.315258	0.606727			270	1
vāhin	vAhin	19	62	82	31	18		0.830689					0.8518					
vājin	vAjin	501	352	88	78	21	0.856987	0.75491	0.809165			0.947081	1.551556	0.128731			742	0
vākya	vAkya	14	2035	565	215	163		0.674122	0.790723	0.860111			1.400262	1.091153	1.035925			
vālukā	vAlukA	0	96	27	78	83				0.665684					1.525027			
vāma	vAma	196	123	248	190	108	0.904672	0.79613	0.76041	0.741476	0.884912	1.110041	1.460126	0.08158	0.620422	0.888927	321	0
vāmadeva	vAmadeva	28	56	61	22	5		0.87163					0.571827					
vāmana	vAmana	36	50	58	37	22		0.785421					0.662569					
vānara	vAnara	0	1113	65	30	21		0.776679					3.649426					
vāra	vAra	170	12	53	735	207			0.879001	0.665399	0.926506			4.096441	0.392723	2.032845		
vāray	vAray	54	411	98	79	10	0.941825	0.879062	0.887816			2.490261	1.61984	0.008168			63	1
vāraṇa	vAraRa	39	246	75	32	11		0.824117					1.265251					
vāri	vAri	1	174	276	249	82		0.731519	0.733978	0.800251			1.114025	0.154238	0.16706			
vārttā	vArttA	1	27	103	58	6			0.855394					0.525759				
vāruṇa	vAruRa	292	77	63	26	32	0.854631	0.837518				2.360884	0.158938				762	0
vāsa	vAsa	25	476	136	96	63		0.788017	0.83578	0.880191			1.358911	0.199739	0.827707			
vāsanā	vAsanA	0	4	72	69	13			0.839005					0.24136				
vāsara	vAsara	5	0	55	156	17			0.897769					1.806803				
vāsas	vAsas	651	423	311	115	71	0.66913	0.619966	0.733416	0.75731	0.755124	1.059846	0.004701	1.13252	0.739647	1.448018	1257	0
vāsava	vAsava	7	395	128	28	18		0.827458					1.177265					
vāsin	vAsin	30	271	148	68	30		0.77425	0.854011				0.424251	0.81923				
vāsudeva	vAsudeva	0	666	260	127	58		0.752723	0.758613	0.795569			0.908566	0.730922	0.304686			
vāta	vAta	566	736	1354	1157	224	0.855272	0.451345	0.47119	0.531923	0.884565	0.058942	1.327894	0.075922	0.933428	0.411446	756	0
vāyu	vAyu	1193	810	806	400	184	0.79594	0.616093	0.670569	0.751568	0.821671	0.996446	0.441302	0.708019	0.315096	0.948067	1104	0
vī	vI	422	171	88	63	34	0.894267	0.664423	0.899455			1.741093	0.509977	0.179391			434	0
vīkṣ	vIkz	13	148	129	169	38		0.86453	0.832414				0.250218	0.692413				
vīra	vIra	746	2490	299	494	45	0.866853	0.694564	0.76927			1.301052	2.609484	1.027126			671	0
vīrya	vIrya	1356	1163	475	728	152	0.852347	0.721532	0.733797	0.739189	0.851489	0.659352	0.843407	0.918772	0.824477	1.408465	778	0
vīryavat	vIryavat	53	500	127	28	11	0.928412	0.771317				2.800018	1.528655				145	1
vṛ	vf	756	823	265	177	71	0.878355	0.763874	0.80622	0.876088	0.825045	0.31534	1.186456	0.279482	0.117532	1.663746	564	0
vṛddha	vfdDa	35	667	321	214	48		0.665808	0.738661				0.606669	0.282202				
vṛddhi	vfdDi	45	269	382	325	62		0.747076	0.735517	0.832945			0.954411	0.069628	0.95471			
vṛdh	vfD	745	447	238	160	51	0.871886	0.71256	0.817335	0.924858	0.87196	1.174812	0.460869	0.270129	0.214113	2.119922	626	0
vṛka	vfka	82	57	46	19	8	0.920619					0.962508					205	1
vṛkṣa	vfkza	337	588	381	248	125	0.788016	0.665253	0.713097	0.729968	0.823871	0.365221	0.177581	0.31669	0.446978	0.317929	1126	0
vṛt	vft	255	1332	519	273	113	0.889014	0.729168	0.816919	0.875306	0.910889	1.947179	0.911343	0.624073	0.162812	0.574575	473	0
vṛthak	vfTak	28	130	85	55	15		0.765811	0.825923				0.164533	0.32527				
vṛtra	vftra	620	243	13	15	16	0.82155					1.789158					982	0
vṛtta	vftta	30	486	274	146	33		0.746167	0.817878				0.378336	0.605447				
vṛtti	vftti	88	489	533	313	62	0.809096	0.722345	0.735851	0.846574	0.921222	2.036413	0.572745	0.465212	0.900433	1.243514	1042	0
vṛttānta	vfttAnta	3	38	120	150	7			0.8316					0.624689				
vṛṣ	vfz	192	202	124	51	12	0.839229	0.725303	0.827219			0.364597	0.255571	0.97901			873	0
vṛṣa	vfza	34	139	215	69	60		0.799206	0.830145	0.895578			1.077696	1.336907	1.233756			
vṛṣabha	vfzaBa	298	93	82	36	19	0.875362	0.70387				2.117856	0.266838				589	0
vṛṣya	vfzya	1	56	116	303	50		0.569002	0.496606	0.49905			1.49907	1.687954	1.163928			
vṛṣṇi	vfzRi	27	346	149	57	7		0.711332	0.788458				0.767015	1.083518				
vṛṣṭi	vfzwi	304	229	167	111	29	0.868054	0.731115	0.800393			0.84657	0.007055	0.286528			659	0
yad	yad	24307	15768	10595	7173	4245	0.827995	0.651368	0.658501	0.686151	0.797531	1.062218	0.125172	0.259974	0.678578	0.768786	943	0
yadi	yadi	1868	1998	1288	948	397	0.870885	0.667226	0.731777	0.78111	0.854777	0.340784	0.18498	0.139413	0.179642	0.485534	637	0
yadu	yadu	17	100	185	63	7		0.604651	0.781769				1.33597	1.251341				
yadā	yadA	514	958	691	538	172	0.839253	0.774094	0.811769	0.794086	0.871127	0.460411	0.022896	0.058319	0.209808	0.169389	872	0
yaj	yaj	5454	517	301	212	293	0.820566	0.671736	0.756664	0.818631	0.735871	3.836925	0.331956	0.202938	1.902226	2.469593	987	0
yajus	yajus	818	55	89	20	42	0.87018	0.76572				4.332443	1.142818				643	0
yajña	yajYa	5646	1333	696	287	243	0.774755	0.596349	0.649599	0.766686	0.795734	2.520398	0.489073	0.975276	1.195296	2.789452	1168	0
yakṣa	yakza	47	454	305	111	71		0.581357	0.700756	0.716849			0.125439	1.155489	0.790721			
yam	yam	798	163	51	51	38	0.879446	0.855697	0.922986			2.729363	1.227858	0.302761			556	0
yama	yama	498	783	349	158	178	0.77838	0.716541	0.746448	0.753582	0.779035	0.21502	0.717341	0.840542	1.607343	0.264481	1160	0
yamunā	yamunA	14	87	121	52	19		0.747358	0.83967				0.924364	0.915663				
yantra	yantra	33	88	163	420	249		0.821726	0.824664	0.589984			1.337741	1.668278	0.681146			
yasmāt	yasmAt	51	175	231	91	67	0.914585	0.853248	0.868815	0.873025	0.963217	1.34094	0.848982	1.041194	0.993685	2.142413	250	1
yat	yat	6830	1471	681	496	193	0.833184	0.71397	0.80403	0.823092	0.856355	2.652934	0.662626	0.154554	0.073651	3.396464	911	0
yatas	yatas	220	347	608	712	125	0.886085	0.825403	0.780617	0.869009	0.90786	0.219586	1.25758	0.530567	1.074559	0.933174	493	0
yathā	yaTA	2564	5648	2935	1905	853	0.798364	0.685933	0.720861	0.80984	0.813518	0.701498	0.495935	0.320809	0.276217	0.16097	1092	0
yathākramam	yaTAkramam	2	71	149	56	29		0.887271	0.831455				1.517866	1.109053				
yathānyāyam	yaTAnyAyam	2	179	101	4	23		0.813701					0.37716					
yathāsukham	yaTAsuKam	3	89	51	39	13		0.823554					0.354864					
yathāvat	yaTAvat	2	338	122	48	12		0.826817					1.021698					
yathāvidhi	yaTAviDi	5	212	113	54	84		0.743839	0.849432	0.812282			0.459297	0.762531	2.07282			
yati	yati	43	109	129	37	17		0.798191					0.691487					
yatna	yatna	4	337	237	251	68		0.817184	0.830191	0.816148			0.059417	0.385561	0.448691			
yatra	yatra	1253	1595	968	640	377	0.833757	0.724301	0.768084	0.795377	0.847983	0.089676	0.272033	0.294174	0.671883	0.015999	909	0
yauvana	yOvana	9	188	194	95	26		0.71698	0.802078				0.493768	0.727296				
yava	yava	460	84	367	121	42	0.737281	0.545268	0.704283			2.891019	2.575763	1.298012			1235	0
yayāti	yayAti	2	196	143	19	1		0.538782					0.006394					
yaśas	yaSas	620	780	272	173	45	0.850014	0.684113	0.779956			0.10664	1.071423	0.350074			796	0
yaṣṭi	yazwi	16	56	86	23	11		0.810567					1.067354					
yena	yena	20	167	200	63	48		0.664344	0.925944				0.708596	1.363815				
yoga	yoga	183	1109	1448	1569	469	0.867306	0.67776	0.691096	0.741679	0.884115	2.161498	0.833247	0.418545	0.306796	3.106493	666	0
yogin	yogin	2	145	507	390	166		0.774812	0.754855	0.766647			2.254377	0.075751	0.203099			
yogya	yogya	13	42	102	171	56			0.859246	0.854531				1.048188	0.175108			
yojana	yojana	51	281	262	151	77	0.920459	0.706374	0.771227	0.864399	0.91669	2.024155	0.347441	0.492257	0.463772	2.34311	208	1
yojay	yojay	20	171	272	405	90		0.87419	0.862704	0.773887			1.118055	0.877076	0.734535			
yoni	yoni	1116	472	430	199	98	0.847867	0.711826	0.733346	0.816565	0.837347	1.679324	0.313994	0.808807	0.413475	1.760662	809	0
yoṣit	yozit	16	161	198	117	18		0.811762	0.815877				0.746884	0.456231				
yuddha	yudDa	15	2105	413	155	39		0.616394	0.743575				1.901162	1.111113				
yudh	yuD	154	1643	197	140	31	0.834073	0.658694	0.767019			2.977484	2.611621	0.190008			907	0
yudhiṣṭhira	yuDizWira	0	2271	95	141	189		0.738168	0.787255	0.900805			4.130812	0.872457	1.858081			
yuga	yuga	118	503	683	152	173	0.882498	0.667528	0.750674	0.774102	0.899639	1.653925	0.889771	1.865053	1.622091	2.300734	530	0
yugapad	yugapad	26	96	123	55	7		0.856497	0.82912				0.805996	0.858394				
yugma	yugma	28	8	57	130	60			0.741377	0.75913				1.492239	0.319913			
yuj	yuj	1220	1976	1424	1239	364	0.797635	0.671023	0.725962	0.800571	0.87213	0.257856	0.024189	0.101988	0.331776	0.003878	1099	0
yukta	yukta	2	110	80	69	21		0.835208	0.860052				0.010987	0.089357				
