Лемма	Класс	Форма	Лицо	Число	Время/наклонение	Примеры
abhisaṁkram	6	abhisaṃkrānta			"Past Passive Participle"	"    2"
abhisaṁkram	6	abhisaṃkramya			Absolutive	"    2"
saṁnamay	10	saṃnamayet	Third	Sg.	"Pres. Potential"	"    2"
saṁpraśam	4	saṃpraśānta			"Past Passive Participle"	"    2"
avekṣay	10	avekṣayet	Third	Sg.	"Pres. Potential"	"    2"
avekṣay	10	avekṣayat			"Present Ind."	"    2"
samanuparigrah	9	samanuparigṛhya			Absolutive	"    2"
tantray	0	tantrayate	Third	Sg.	"Present Ind."	"    2"
saṁprāh	1	saṃprāha	Third	Sg.	"Perfect Ind."	"    2"
parīṣ	6	paryeṣate	Third	Sg.	"Present Ind."	"    2"
parīṣ	6	paryeṣeta	Third	Sg.	"Pres. Potential"	"    2"
vighnay	0	vighnayati	Third	Sg.	"Present Ind."	"    2"
yugalīkṛ	8	yugalīkṛta			"Past Passive Participle"	"    2"
saṁhāray	10	saṃhārayet	Third	Sg.	"Pres. Potential"	"    2"
pratinivāray	10	pratinivāryate	Third	Sg.	"Present Passive"	"    2"
anuvāsay	0	anuvāsya			Absolutive	"    2"
atipātay	10	atipātayati	Third	Sg.	"Present Ind."	"    2"
mṛdūbhū	1	mṛdūbhūta			"Past Passive Participle"	"    2"
pravāh	1	pravāhate	Third	Sg.	"Present Ind."	"    2"
pravāh	1	pravāheta	Third	Sg.	"Pres. Potential"	"    2"
pravāh	1	pravāhasva	Second	Sg.	"Pres. Imp."	"    2"
kavalīkṛ	8	kavalīkṛtya			Absolutive	"    2"
saṁpracal	1	saṃpracalati	Third	Sg.	"Present Ind."	"    2"
praduh	4	pradugdha			"Past Passive Participle"	"    2"
sukhībhū	1	sukhībhavet	Third	Sg.	"Pres. Potential"	"    2"
sukhībhū	1	sukhībhava	Second	Sg.	"Pres. Imp."	"    2"
avaghoṣay	10	avaghoṣaya	Second	Sg.	"Pres. Imp."	"    2"
sātmyīkṛ	8	sātmyīkṛta			"Past Passive Participle"	"    2"
samudghuṣ	1	samudghuṣṭa			"Past Passive Participle"	"    2"
prakrudh	4	pracukrodha	Third	Sg.	"Perfect Ind."	"    2"
abhivarṣay	10	abhivarṣyamāṇa			"Present Passive"	"    2"
vyupāśri	1	vyupāśrita			"Past Passive Participle"	"    2"
vyāmṛj	6	vyāmṛṣṭa			"Past Passive Participle"	"    2"
unmiśray	0	unmiśrita			"Past Passive Participle"	"    2"
parisvid	1	parisvinna			"Past Passive Participle"	"    2"
dālay	10	dālyate	Third	Sg.	"Present Passive"	"    2"
dālay	10	dālyete	Third	Du.	"Present Passive"	"    2"
dālay	10	dālyante	Third	Pl.	"Present Passive"	"    2"
pinah	4	pinahya			Absolutive	"    2"
samunnamay	10	samunnamya			Absolutive	"    2"
saṁbhuj	6	saṃbhugna			"Past Passive Participle"	"    2"
paripāṭay	10	paripāṭyete	Third	Du.	"Present Passive"	"    2"
amlībhū	1	amlībhūta			"Past Passive Participle"	"    2"
vighṛṣ	4	vighṛṣya			Absolutive	"    2"
samabhyañj	7	samabhyajya			Absolutive	"    2"
mlāpay	10	mlāpita			"Past Passive Participle"	"    2"
anusidh	4	anusiddha			"Past Passive Participle"	"    2"
abhivarṇay	0	abhivarṇita			"Past Passive Participle"	"    2"
saṁbhojay	10	saṃbhojayet	Third	Sg.	"Pres. Potential"	"    2"
anuvisṛp	1	anuvisarpat			"Present Ind."	"    2"
parijihīrṣ	0	parijihīrṣed	Third	Sg.	"Pres. Potential"	"    2"
upasaṁyuj	7	upasaṃyukta			"Past Passive Participle"	"    2"
saṁroṣay	10	saṃroṣita			"Past Passive Participle"	"    2"
saṁvāsay	0	saṃvāsita			"Past Passive Participle"	"    2"
ativirecay	10	ativirecita			"Past Passive Participle"	"    2"
ācintay	10	ācintya			Absolutive	"    2"
bhasmay	0	bhasmita			"Past Passive Participle"	"    2"
mandīkṛ	8	mandīkṛtya			Absolutive	"    2"
prakṣobhay	10	prakṣobhayat			"Present Ind."	"    2"
balīy	0	balīyate	Third	Sg.	"Present Ind."	"    2"
paridhūpay	0	paridhūpayet	Third	Sg.	"Pres. Potential"	"    2"
saṁnici	5	saṃnicita			"Past Passive Participle"	"    2"
andhray	0	andhrayitvā			Absolutive	"    2"
andhray	0	andhrita			"Past Passive Participle"	"    2"
piṣṭībhū	1	piṣṭībhūta			"Past Passive Participle"	"    2"
prakuṭṭay	10	prakuṭṭayet	Third	Sg.	"Pres. Potential"	"    2"
viṣayībhū	1	viṣayībhavanti	Third	Pl.	"Present Ind."	"    2"
saṁvarjay	10	saṃvarjayet	Third	Sg.	"Pres. Potential"	"    2"
viṣāy	0	viṣāyate	Third	Sg.	"Present Ind."	"    2"
pragal	1	pragalati	Third	Sg.	"Present Ind."	"    2"
anveṣay	10	anveṣita			"Past Passive Participle"	"    2"
anveṣay	10	anveṣitavya			"Future passive particle"	"    2"
ativartay	10	ativartya			Absolutive	"    2"
saṁmajj	1	saṃmagna			"Past Passive Participle"	"    2"
viruj	6	virujanti	Third	Pl.	"Present Ind."	"    2"
parimiśray	0	parimiśrita			"Past Passive Participle"	"    2"
vikathay	10	vikathyate	Third	Sg.	"Present Passive"	"    2"
parigālay	10	parigālayet	Third	Sg.	"Pres. Potential"	"    2"
parigālay	10	parigālya			Absolutive	"    2"
lāgay	10	lāgayet	Third	Sg.	"Pres. Potential"	"    2"
golay	0	golayitvā			Absolutive	"    2"
vakrīkṛ	8	vakrīkaroti	Third	Sg.	"Present Ind."	"    2"
vakrīkṛ	8	vakrīkṛtya			Absolutive	"    2"
pradehay	10	pradehayet	Third	Sg.	"Pres. Potential"	"    2"
pravihan	4	pravihata			"Past Passive Participle"	"    2"
ākoṭay	10	ākoṭayet	Third	Sg.	"Pres. Potential"	"    2"
abhyañjay	10	abhyañjayet	Third	Sg.	"Pres. Potential"	"    2"
khaṇḍīkṛ	8	khaṇḍīkṛtya			Absolutive	"    2"
atimad	4	atimādyanti	Third	Pl.	"Present Ind."	"    2"
kāṣṭhībhū	1	kāṣṭhībhūta			"Past Passive Participle"	"    2"
vinimajj	1	vinimajjat			"Present Ind."	"    2"
nibarhay	10	nibarhayet	Third	Sg.	"Pres. Potential"	"    2"
śithilay	0	śithilayat			"Present Ind."	"    2"
saṁpramarday	10	saṃpramardita			"Past Passive Participle"	"    2"
sindūrīkṛ	8	sindūrīkṛta			"Past Passive Participle"	"    2"
parigal	1	parigalita			"Past Passive Participle"	"    2"
pratigālay	10	pratigālita			"Past Passive Participle"	"    2"
yogīkṛ	8	yogīkṛta			"Past Passive Participle"	"    2"
parimudray	0	parimudrita			"Past Passive Participle"	"    2"
nāvay	0	nāvayeta	Third	Sg.	"Pres. Potential"	"    2"
samādih	6	samādigdha			"Past Passive Participle"	"    2"
avaśoṣay	10	avaśoṣya			Absolutive	"    2"
śuṣkīkṛ	8	śuṣkīkṛtya			Absolutive	"    2"
saṁcarv	1	saṃcarvya			Absolutive	"    2"
rajīkṛ	8	rajīkṛta			"Past Passive Participle"	"    2"
adhivarjay	10	adhivarjya			Absolutive	"    2"
dvaṁdvīkṛ	8	dvaṃdvīkṛta			"Past Passive Participle"	"    2"
ekatrīkṛ	8	ekatrīkṛta			"Past Passive Participle"	"    2"
vīkṣay	10	vīkṣayet	Third	Sg.	"Pres. Potential"	"    2"
avokṣ	6	avokṣati	Third	Sg.	"Present Ind."	"    2"
avokṣ	6	avokṣita			"Past Passive Participle"	"    2"
anuvāhay	10	anuvāhayet	Third	Sg.	"Pres. Potential"	"    2"
śuṣkībhū	1	śuṣkībhūta			"Past Passive Participle"	"    2"
vigharṣay	10	vigharṣayet	Third	Sg.	"Pres. Potential"	"    2"
parijan	4	parijāta			"Past Passive Participle"	"    2"
samutkvāthay	10	samutkvāthya			Absolutive	"    2"
svasthībhū	1	svasthībhūya			Absolutive	"    2"
pratiphal	1	pratiphalati	Third	Sg.	"Present Ind."	"    2"
pratiphal	1	pratiphalat			"Present Ind."	"    2"
pralambay	10	pralambayet	Third	Sg.	"Pres. Potential"	"    2"
utpiṇḍay	0	utpiṇḍita			"Past Passive Participle"	"    2"
triguṇīkṛ	8	triguṇīkṛtya			Absolutive	"    2"
vikuṭṭay	10	vikuṭṭayet	Third	Sg.	"Pres. Potential"	"    2"
saṁkuṭ	4	saṃkuṭya			Absolutive	"    2"
avākṛ	6	avākiret	Third	Sg.	"Pres. Potential"	"    2"
avākṛ	6	avākirat			"Present Ind."	"    2"
avākṛ	6	avākīrya			Absolutive	"    2"
śvi	1	śūyate	Third	Sg.	"Present Passive"	"    2"
vilekhay	10	vilekhita			"Past Passive Participle"	"    2"
vinirbhā	2	vinirbabhau	Third	Sg.	"Perfect Ind."	"    2"
udāvṛt	1	udāvṛtta			"Past Passive Participle"	"    2"
ninday	10	nindayat			"Present Ind."	"    2"
pariprāp	5	pariprāpta			"Past Passive Participle"	"    2"
ej	1	ejatha	Second	Pl.	"Present Ind."	"    2"
saṁśī	2	saṃśayitum			Infinitive	"    2"
saṁśī	2	saṃśayya			Absolutive	"    2"
anuśrāvay	10	anuśrāvayanti	Third	Pl.	"Present Ind."	"    2"
anuśrāvay	10	anuśrāvya			Absolutive	"    2"
upasparśay	10	upasparśayitvā			Absolutive	"    2"
utsvid	4	utsvinna			"Past Passive Participle"	"    2"
ūṣmāy	0	ūṣmāyate	Third	Sg.	"Present Ind."	"    2"
saṁvarṇay	0	saṃvarṇayati	Third	Sg.	"Present Ind."	"    2"
saṁvarṇay	0	saṃvarṇayitavya			"Future passive particle"	"    2"
kaṭhinībhū	1	kaṭhinībhūta			"Past Passive Participle"	"    2"
pariṇamay	10	pariṇamayati	Third	Sg.	"Present Ind."	"    2"
paridīpay	10	paridīpyate	Third	Sg.	"Present Passive"	"    2"
paridīpay	10	paridīpya			Absolutive	"    2"
upaveṣṭay	10	upaveṣṭita			"Past Passive Participle"	"    2"
saṁdrāvay	10	saṃdrāvita			"Past Passive Participle"	"    2"
pattrībhū	1	pattrībhūta			"Past Passive Participle"	"    2"
āhvānay	10	āhvānita			"Past Passive Participle"	"    2"
parimarśay	10	parimarśayet	Third	Sg.	"Pres. Potential"	"    2"
jihmīkṛ	8	jihmīkṛta			"Past Passive Participle"	"    2"
viprasad	2	viprasanna			"Past Passive Participle"	"    2"
saṁprīṇay	10	saṃprīṇita			"Past Passive Participle"	"    2"
dhikkṛ	8	dhikkṛtvā			Absolutive	"    2"
ādhīkṛ	8	ādhīkṛta			"Past Passive Participle"	"    2"
vyākulībhū	1	vyākulībhavāmi	First	Sg.	"Present Ind."	"    2"
vyākulībhū	1	vyākulībhūtvā			Absolutive	"    2"
pratidūṣay	10	pratidūṣita			"Past Passive Participle"	"    2"
ākalay	10	ākalayat			"Present Ind."	"    2"
pratidhvaṁs	1	pratidhvasta			"Past Passive Participle"	"    2"
saṁpreṣ	4	saṃpreṣita			"Past Passive Participle"	"    2"
prasannīkṛ	8	prasannīkṛtya			Absolutive	"    2"
vibhājay	10	vibhājayet	Third	Sg.	"Pres. Potential"	"    2"
anucoday	10	anucodita			"Past Passive Participle"	"    2"
uddhūlay	0	uddhūlayet	Third	Sg.	"Pres. Potential"	"    2"
avanamay	10	avanamita			"Past Passive Participle"	"    2"
pupukṣ	0	pupukṣati	Third	Sg.	"Present Ind."	"    2"
viparivartay	10	viparivartita			"Past Passive Participle"	"    2"
saṁprasthāpay	10	saṃprasthāpya			Absolutive	"    2"
saṁśā	3	saṃśāya			Absolutive	"    2"
āvāsay	0	āvāsya			Absolutive	"    2"
vicikits	0	vicikitset	Third	Sg.	"Pres. Potential"	"    2"
vicikits	0	vicikitsiṣyati	Third	Sg.	"Future Ind."	"    2"
raṇ	1	raṇitā	Third	Sg.	"Future. Ind. Peri."	"    2"
ullāghay	0	ullāghayat			"Present Ind."	"    2"
abhinirji	2	abhinirjita			"Past Passive Participle"	"    2"
avyaktay	0	avyaktayati	Third	Sg.	"Present Ind."	"    2"
avyaktay	0	avyaktayanti	Third	Pl.	"Present Ind."	"    2"
avyaktībhū	1	avyaktībhavanti	Third	Pl.	"Present Ind."	"    2"
samabhipre	2	samabhipretya			Absolutive	"    2"
duḥkhay	0	duḥkhayati	Third	Sg.	"Present Ind."	"    2"
anuniviś	6	anuniviśante	Third	Pl.	"Present Ind."	"    2"
lolībhū	1	lolībhūta			"Past Passive Participle"	"    2"
anuprahi	5	anuprahita			"Past Passive Participle"	"    2"
abhisaṁvṛdh	1	abhisaṃvṛddha			"Past Passive Participle"	"    2"
vihiṁsay	10	vihiṃsayet	Third	Sg.	"Pres. Potential"	"    2"
pramāday	10	pramādita			"Past Passive Participle"	"    2"
avataṁs	1	avataṃsyatām	Third	Sg.	"Pres. Imperative Passive"	"    2"
śekharībhū	1	śekharībhūta			"Past Passive Participle"	"    2"
abhidās	1	abhidāsat	Third	Sg.	"Present Jus."	"    2"
lakṣyīkṛ	8	lakṣyīkṛta			"Past Passive Participle"	"    2"
atisvar	1	atisvarati	Third	Sg.	"Present Ind."	"    2"
ghūrṇay	10	ghūrṇayat			"Present Ind."	"    2"
svapnāy	0	svapnāyamāna			"Present Ind."	"    2"
mandāy	0	mandāyamāna			"Present Ind."	"    2"
pratīpay	0	pratīpayet	Third	Sg.	"Pres. Potential"	"    2"
pravilup	6	pravilupta			"Past Passive Participle"	"    2"
abhisaṁpāday	10	abhisaṃpādayat			"Present Ind."	"    2"
narmay	0	narmayeyuḥ	Third	Pl.	"Pres. Potential"	"    2"
abhidrāvay	10	abhidrāvya			Absolutive	"    2"
abhisaṁsthāpay	10	abhisaṃsthāpayāmaḥ	First	Pl.	"Present Ind."	"    2"
avanidhā	3	avanidhatte	Third	Sg.	"Present Ind."	"    2"
ākulībhū	1	ākulībhūta			"Past Passive Participle"	"    2"
samavatṛ	4	samavataritum			Infinitive	"    2"
paripuṣ	9	paripuṣṭa			"Past Passive Participle"	"    2"
vibhrājay	10	vibhrājayat			"Present Ind."	"    2"
cicīṣ	0	cicīṣat			"Present Ind."	"    2"
vinamay	10	vinamayya			Absolutive	"    2"
vinamay	10	vinamita			"Past Passive Participle"	"    2"
chup	6	chupta			"Past Passive Participle"	"    2"
prakṣapay	10	prakṣapita			"Past Passive Participle"	"    2"
raṭ	1	raṭitum			Infinitive	"    2"
āraṭ	1	āraṭat			"Present Ind."	"    2"
āraṭ	1	āraṭya			Absolutive	"    2"
gaveṣay	0	gaveṣyatām	Third	Sg.	"Pres. Imperative Passive"	"    2"
gaveṣay	0	gaveṣayamāṇa			"Present Ind."	"    2"
saṁghaṭay	10	saṃghaṭita			"Past Passive Participle"	"    2"
saṁghaṭay	10	saṃghaṭya			Absolutive	"    2"
vilaṅghay	10	vilaṅghayanti	Third	Pl.	"Present Ind."	"    2"
aśiśiṣ	0	aśiśiṣati	Third	Sg.	"Present Ind."	"    2"
nimreḍ	1	nimreḍeran	Third	Pl.	"Pres. Potential"	"    2"
prayojakībhū	1	prayojakībhūta			"Past Passive Participle"	"    2"
udvṛ	5	udvṛtya			Absolutive	"    2"
protkṣip	6	protkṣipta			"Past Passive Participle"	"    2"
āsedhay	10	āsedhayet	Third	Sg.	"Pres. Potential"	"    2"
śāsay	10	śāsayitavya			"Future passive particle"	"    2"
parihāray	10	parihārya			Absolutive	"    2"
kṣāmay	10	kṣāmaye	First	Sg.	"Present Ind."	"    2"
ekāyanīkṛ	8	ekāyanīkurvat			"Present Ind."	"    2"
vyaṁsay	0	vyaṃsayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    2"
vyaṁsay	0	vyaṃsayitvā			Absolutive	"    2"
koṣṭakīkṛ	8	koṣṭakīkṛtya			Absolutive	"    2"
abhyṛch	6	abhyarchat	Third	Sg.	"Imperfect ind"	"    2"
saṁhā	3	saṃhāya			Absolutive	"    2"
niṣāday	10	niṣādayanti	Third	Pl.	"Present Ind."	"    2"
niṣāday	10	niṣīdayati	Third	Sg.	"Present Ind."	"    2"
klībay	0	klībayitum			Infinitive	"    2"
abhyalaṁkṛ	8	abhyalaṃkṛta			"Past Passive Participle"	"    2"
vighāṭay	10	vighāṭita			"Past Passive Participle"	"    2"
nyāsay	10	nyāsaya	Second	Sg.	"Pres. Imp."	"    2"
paruṣīkṛ	8	paruṣīkṛta			"Past Passive Participle"	"    2"
lāḍay	0	lāḍayat			"Present Ind."	"    2"
maṇḍalībhū	1	maṇḍalībhūta			"Past Passive Participle"	"    2"
samunmath	9	samunmathya			Absolutive	"    2"
uddhukṣ	1	uddhukṣita			"Past Passive Participle"	"    2"
ghanīkṛ	8	ghanīkṛta			"Past Passive Participle"	"    2"
pravidru	1	pravidruta			"Past Passive Participle"	"    2"
anuyudh	4	anvayudhyata	Third	Sg.	"Imperfect ind"	"    2"
abhikṛt	6	abhikṛntasi	Second	Sg.	"Present Ind."	"    2"
avaśardhay	0	avaśardhayat			"Present Ind."	"    2"
kadarthay	0	kadarthayat			"Present Ind."	"    2"
saṁbhakṣay	10	saṃbhakṣayitvā			Absolutive	"    2"
dvaidhīkṛ	8	dvaidhīkṛtya			Absolutive	"    2"
nirvivas	1	nirvyuṣita			"Past Passive Participle"	"    2"
upāropay	10	upāropya			Absolutive	"    2"
avākṣip	6	avākṣipya			Absolutive	"    2"
abhiramay	10	abhiramayiṣyasi	Second	Sg.	"Future Ind."	"    2"
kīlay	0	kīlaya	Second	Sg.	"Pres. Imp."	"    2"
anubūm	6	anubūma	Second	Sg.	"Pres. Imp."	"    2"
khal	0	khala	Second	Sg.	"Pres. Imp."	"    2"
dhūrṇāpay	0	dhūrṇāpaya	Second	Sg.	"Pres. Imp."	"    2"
cyut	1	cyotati	Third	Sg.	"Present Ind."	"    2"
cyut	1	cyotat			"Present Ind."	"    2"
sajjīkṛ	8	sajjīkuruta	Second	Pl.	"Pres. Imp."	"    2"
sajjīkṛ	8	sajjīkartavya			"Future passive particle"	"    2"
samāvāsay	10	samāvāsita			"Past Passive Participle"	"    2"
samunmā	3	samunmita			"Past Passive Participle"	"    2"
samuttejay	10	samuttejayiṣyāmaḥ	First	Pl.	"Future Ind."	"    2"
samuttejay	10	samuttejayiṣyanti	Third	Pl.	"Future Ind."	"    2"
muktīkṛ	8	muktīkṛta			"Past Passive Participle"	"    2"
parisu	5	parisuta			"Past Passive Participle"	"    2"
dasyusādbhū	1	dasyusādbhūta			"Past Passive Participle"	"    2"
anuyāc	1	anvayācata	Third	Sg.	"Imperfect ind"	"    2"
ādhits	0	ādhitsat			"Present Ind."	"    2"
nirādā	4	nirādāya			Absolutive	"    2"
saṁprakṛ	6	saṃprakiranti	Third	Pl.	"Present Ind."	"    2"
saṁprakṛ	6	saṃprakīrṇa			"Past Passive Participle"	"    2"
anuniśāmay	10	anuniśāmya			Absolutive	"    2"
praṇamay	10	praṇamita			"Past Passive Participle"	"    2"
praṇamay	10	praṇamayya			Absolutive	"    2"
parikopay	10	parikopita			"Past Passive Participle"	"    2"
nibhālay	0	nibhālayase	Second	Sg.	"Present Ind."	"    2"
abhinah	4	abhinaddha			"Past Passive Participle"	"    2"
mahay	0	mahayati	Third	Sg.	"Present Ind."	"    2"
mahay	0	mahayantu	Third	Pl.	"Pres. Imp."	"    2"
mahay	0	mahayā	First	Sg.	"Pres. Sub."	"    2"
samutsāhay	10	samutsāhya			Absolutive	"    2"
apahu	3	apahuta			"Past Passive Participle"	"    2"
adhiśāyay	10	adhiśāyya			Absolutive	"    2"
āklid	4	āklinna			"Past Passive Participle"	"    2"
sakalīkṛ	8	sakalīkṛtya			Absolutive	"    2"
sādhanībhū	1	sādhanībhūta			"Past Passive Participle"	"    2"
viralībhū	1	viralībhūta			"Past Passive Participle"	"    2"
pramlānībhū	1	pramlānībhavat			"Present Ind."	"    2"
johav	0	ajohavuḥ	Third	Pl.	"Imperfect ind"	"    2"
parānuyā	2	parānvayāt	Third	Sg.	"Aorist Ind. Root."	"    2"
vivap	1	vyupta			"Past Passive Participle"	"    2"
visphūrjay	10	visphūrjayat			"Present Ind."	"    2"
nidrāy	0	nidrāyate	Third	Sg.	"Present Ind."	"    2"
viluṇṭh	1	viluṇṭhita			"Past Passive Participle"	"    2"
paṇīkṛ	8	paṇīkṛta			"Past Passive Participle"	"    2"
uttambh	5	uttabhita			"Past Passive Participle"	"    2"
cātay	10	cātayāmahe	First	Pl.	"Present Ind."	"    2"
apāvagam	6	apāvagata			"Past Passive Participle"	"    2"
samūh	1	samūhate	Third	Sg.	"Present Ind."	"    2"
samūh	1	samūhat			"Present Ind."	"    2"
meday	10	medayatha	Second	Pl.	"Present Ind."	"    2"
ārch	6	āran	Third	Pl.	"Aorist Jus."	"    2"
proh	1	prohāmi	First	Sg.	"Present Ind."	"    2"
proh	1	prohati	Third	Sg.	"Present Ind."	"    2"
adhyūh	1	adhyūhāmi	First	Sg.	"Present Ind."	"    2"
adhyūh	1	adhyūhati	Third	Sg.	"Present Ind."	"    2"
adhyūh	1	adhyūhet	Third	Sg.	"Pres. Potential"	"    2"
svaday	10	svadayati	Third	Sg.	"Present Ind."	"    2"
svaday	10	svadaya	Second	Sg.	"Pres. Imp."	"    2"
vyavān	2	vyavāniti	Third	Sg.	"Present Ind."	"    2"
malinay	0	malinayati	Third	Sg.	"Present Ind."	"    2"
vṛṣaṇy	0	vṛṣaṇyati	Third	Sg.	"Present Ind."	"    2"
riṣaṇy	0	riṣaṇyati	Third	Sg.	"Present Ind."	"    2"
riṣaṇy	0	riṣaṇyata	Second	Pl.	"Pres. Imp."	"    2"
taruṇībhū	1	taruṇībhūta			"Past Passive Participle"	"    2"
saṁlul	1	saṃlulita			"Past Passive Participle"	"    2"
dhavalīkṛ	8	dhavalīkṛta			"Past Passive Participle"	"    2"
nididhyās	0	nididhyāsasva	Second	Sg.	"Pres. Imp."	"    2"
pratyāvṛ	9	pratyāvṛtya			Absolutive	"    2"
apabhraṁś	4	apābhraṃśanta	Third	Pl.	"Imperfect ind"	"    2"
rasay	0	rasayitvā			Absolutive	"    2"
pragad	1	prajagāda	Third	Sg.	"Perfect Ind."	"    2"
vikutsay	0	vikutsita			"Past Passive Participle"	"    2"
vyāśri	1	vyāśrayanta	Third	Pl.	"Imperfect ind"	"    2"
vyatisic	6	vyatiṣikta			"Past Passive Participle"	"    2"
līlāy	0	līlāyita			"Past Passive Participle"	"    2"
vividiṣ	0	vividiṣanti	Third	Pl.	"Present Ind."	"    2"
day	1	dayasva	Second	Sg.	"Pres. Imp."	"    2"
iṅgay	10	iṅgaya	Second	Sg.	"Pres. Imp."	"    2"
iṅgay	10	iṅgayanti	Third	Pl.	"Present Ind."	"    2"
samiṅgay	10	samiṅgayati	Third	Sg.	"Present Ind."	"    2"
praghrā	4	prajighrāya			Absolutive	"    2"
anuvimṛj	6	anuvimṛjya			Absolutive	"    2"
mṛch	1	mṛcchante	Third	Pl.	"Present Ind."	"    2"
saṁdhits	0	samadhitsīḥ	Second	Sg.	"Aorist Ind. Is."	"    2"
saṁdhits	0	saṃdhitsitum			Infinitive	"    2"
samavaninī	1	samavaninīya			Absolutive	"    2"
pṛtany	0	pṛtanyati	Third	Sg.	"Present Ind."	"    2"
davidyut	0	davidyot	Third	Sg.	"Imperfect ind"	"    2"
āniṣad	2	āniṣīdate	Third	Sg.	"Present Ind."	"    2"
dīdī	0	dīdetha	Second	Sg.	"Perfect Ind."	"    2"
dīdī	0	dīdayat	Third	Sg.	"Perfect Sub"	"    2"
kanikrad	0	kanikranti	Third	Sg.	"Present Ind."	"    2"
vājay	0	vājayanti	Third	Pl.	"Present Ind."	"    2"
avasāyay	10	avasāyayati	Third	Sg.	"Present Ind."	"    2"
jighats	0	jighatsat			"Present Ind."	"    2"
śeṣīkṛ	8	śeṣīkṛta			"Past Passive Participle"	"    2"
mūkībhū	1	mūkībhūta			"Past Passive Participle"	"    2"
paricarcay	10	paricarcyate	Third	Sg.	"Present Passive"	"    2"
pravibhāvay	10	pravibhāvyate	Third	Sg.	"Present Passive"	"    2"
prālabh	1	prālabdha			"Past Passive Participle"	"    2"
bhairavāy	0	bhairavāyate	Third	Sg.	"Present Ind."	"    2"
āśyānay	10	āśyānayet	Third	Sg.	"Pres. Potential"	"    2"
pariveviṣ	0	pariveviṣati	Third	Sg.	"Present Ind."	"    2"
andhakārīkṛ	8	andhakārīkṛta			"Past Passive Participle"	"    2"
ślath	1	ślathat			"Present Ind."	"    2"
prā	2	papruḥ	Third	Pl.	"Perfect Ind."	"    2"
rerih	0	rerihāṇa			"Present Ind."	"    2"
duvasy	0	duvasyan	Third	Pl.	"Present Jus."	"    2"
inv	1	invataḥ	Third	Du.	"Present Ind."	"    2"
inv	1	invatam	Second	Du.	"Pres. Imp."	"    2"
inv	1	invat			"Present Ind."	"    2"
yup	4	yuyopima	First	Pl.	"Perfect Ind."	"    2"
yopay	10	ayopayan	Third	Pl.	"Imperfect ind"	"    2"
yopay	10	yopayat			"Present Ind."	"    2"
ucchvañc	1	ucchvañcasva	Second	Sg.	"Pres. Imp."	"    2"
sapary	0	saparyāmi	First	Sg.	"Present Ind."	"    2"
sapary	0	saparyanti	Third	Pl.	"Present Ind."	"    2"
sapary	0	asaparyan	Third	Pl.	"Imperfect ind"	"    2"
śnathay	10	śnathayat			"Present Ind."	"    2"
dodhu	0	dodhuvat			"Present Ind."	"    2"
mṛḍ	6	mṛḍāt	Third	Sg.	"Pres. Sub."	"    2"
mṛḍ	6	mṛḍātaḥ	Second	Pl.	"Pres. Sub."	"    2"
mī	3	mināmi	First	Sg.	"Present Ind."	"    2"
