Лемма	Класс	Форма	Лицо	Число	Время/наклонение	Примеры
samprahṛṣ	6	samprahṛṣyāmi	First	Sg.	"Present Ind."	"    1"
samprahṛṣ	6	samprahṛṣyanti	Third	Pl.	"Present Ind."	"    1"
samprahṛṣ	6	saṃprahṛṣyan	Third	Pl.	"Imperfect ind"	"    1"
samprahṛṣ	6	samprahṛṣyata	Third	Sg.	"Imperfect ind"	"    1"
samprahṛṣ	6	samprahṛṣya			Absolutive	"    1"
samprahṛṣ	6	sampraharṣitum			Infinitive	"    1"
samprādru	1	samprādravat			"Present Ind."	"    1"
samprāp	5	samprāpnumaḥ	First	Pl.	"Present Ind."	"    1"
samprāp	5	samprāpnuyām	First	Sg.	"Pres. Potential"	"    1"
samprāp	5	samprāpnuma	First	Pl.	"Imperfect ind"	"    1"
samprāp	5	samprāpsyasi	Second	Sg.	"Future Ind."	"    1"
samprāp	5	samprāpsyatha	Second	Pl.	"Future Ind."	"    1"
samprāp	5	samprāpatuḥ	Third	Du.	"Perfect Ind."	"    1"
samprāp	5	samprāpam	First	Sg.	"Aorist Ind. Them."	"    1"
samprāp	5	samprāpnute	Third	Sg.	"Present Ind."	"    1"
samprāp	5	samprāpsyate	Third	Sg.	"Future Ind."	"    1"
samprāp	5	samprāpnuyāmaḥ	First	Pl.	"Pres. Potential"	"    1"
samprāp	5	samprāpnuhi	Second	Sg.	"Pres. Imp."	"    1"
samprāp	5	samprāpnuvantu	Third	Pl.	"Pres. Imp."	"    1"
samprāp	5	samprāpe	Third	Sg.	"Perfect Ind."	"    1"
samprāp	5	samprāptavya			"Future passive particle"	"    1"
samprārthay	0	samprārthayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
samprārthay	0	samprārthayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
samprārthay	0	samprārthita			"Past Passive Participle"	"    1"
samprārthay	0	samprārthya			"Future passive particle"	"    1"
samprārthay	0	samprārthayitvā			Absolutive	"    1"
samprī	9	saṃprīyase	Second	Sg.	"Present Passive"	"    1"
samprī	9	saṃprīyeta	Third	Sg.	"Pres. Opt Passive"	"    1"
sampre	2	saṃprayat			"Present Ind."	"    1"
sampre	2	sampretya			Absolutive	"    1"
samprekṣ	4	sampraikṣanta	Third	Pl.	"Imperfect ind"	"    1"
samprekṣ	4	samprekṣyamāṇa			"Present Passive"	"    1"
samplu	1	saṃplavante	Third	Pl.	"Present Ind."	"    1"
samplu	1	saṃplavat			"Present Ind."	"    1"
sambandh	9	saṃbabandha	Third	Sg.	"Perfect Ind."	"    1"
sambandh	9	samabadhnanta	Third	Pl.	"Imperfect ind"	"    1"
sambandh	9	saṃbandhya			"Future passive particle"	"    1"
sambādh	9	saṃbādhati	Third	Sg.	"Present Ind."	"    1"
sambādh	9	saṃbādhamāna			"Present Ind."	"    1"
sambudh	4	saṃbudhye	First	Sg.	"Present Ind."	"    1"
sambudh	4	saṃbudhyeta	Third	Sg.	"Pres. Potential"	"    1"
sambudh	4	saṃbubudhe	Third	Sg.	"Perfect Ind."	"    1"
sambudh	4	saṃbubudhire	Third	Pl.	"Perfect Ind."	"    1"
sambudh	4	samabodhi	Third	Sg.	"Aorist Ind. Passive"	"    1"
sambudh	4	saṃbudhyasi	Second	Sg.	"Present Ind."	"    1"
sambudh	4	saṃbudhyamāna			"Present Ind."	"    1"
sambodhay	10	saṃbodhayasi	Second	Sg.	"Present Ind."	"    1"
sambodhay	10	saṃbodhayanti	Third	Pl.	"Present Ind."	"    1"
sambodhay	10	samabodhayat	Third	Sg.	"Imperfect ind"	"    1"
sambodhay	10	saṃbodhayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
sambodhay	10	samabodhyanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
sambodhay	10	saṃbodhayitum			Infinitive	"    1"
sambodhay	10	saṃbodhitavat			"Past Active Participle"	"    1"
sambrū	2	samabravīt	Third	Sg.	"Imperfect ind"	"    1"
sambhakṣ	1	saṃbhakṣita			"Past Passive Participle"	"    1"
sambhaj	1	saṃbhajanti	Third	Pl.	"Present Ind."	"    1"
sambhaj	1	saṃbhajante	Third	Pl.	"Present Ind."	"    1"
sambhaj	1	saṃbhajadhvam	Second	Pl.	"Pres. Imp."	"    1"
sambhañj	7	samabhajyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
sambhañj	7	saṃbhajya			Absolutive	"    1"
sambhā	2	saṃbabhuḥ	Third	Pl.	"Perfect Ind."	"    1"
sambhāṣ	1	samabhāṣetām	Third	Du.	"Imperfect ind"	"    1"
sambhāṣ	1	saṃbabhāṣire	Third	Pl.	"Perfect Ind."	"    1"
sambhāṣ	1	saṃbhāṣeyam	First	Sg.	"Pres. Potential"	"    1"
sambhāṣ	1	samabhāṣatām	Third	Du.	"Imperfect ind"	"    1"
sambhāṣ	1	saṃbhāṣitum			Infinitive	"    1"
sambhāṣ	1	saṃbhāṣitvā			Absolutive	"    1"
sambhuj	7	saṃbhuṅkte	Third	Sg.	"Present Ind."	"    1"
sambhuj	7	saṃbhujyate	Third	Sg.	"Present Passive"	"    1"
sambhuj	7	saṃbhujyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
sambhuj	7	saṃbhuñjante	Third	Pl.	"Present Ind."	"    1"
sambhuj	7	saṃbhujam	First	Sg.	"Aorist Sub."	"    1"
sambhū	1	sambhavema	First	Pl.	"Pres. Potential"	"    1"
sambhū	1	sambhaveyuḥ	Third	Pl.	"Pres. Potential"	"    1"
sambhū	1	samabhavam	First	Sg.	"Imperfect ind"	"    1"
sambhū	1	saṃbhavata	Second	Pl.	"Pres. Imp."	"    1"
sambhū	1	saṃbabhūvitha	Second	Sg.	"Perfect Ind."	"    1"
sambhū	1	saṃbhaveta	Third	Sg.	"Pres. Potential"	"    1"
sambhū	1	saṃbhavasva	Second	Sg.	"Pres. Imp."	"    1"
sambhū	1	saṃbhavadhvam	Second	Pl.	"Pres. Imp."	"    1"
sambhū	1	saṃbhavat	Third	Sg.	"Imperfect ind"	"    1"
sambhū	1	saṃbhavāt	Third	Sg.	"Pres. Sub."	"    1"
sambhū	1	sambhūtvā			Absolutive	"    1"
sambhāvay	10	saṃbhāvayasi	Second	Sg.	"Present Ind."	"    1"
sambhāvay	10	saṃbhāvayāmaḥ	First	Pl.	"Present Ind."	"    1"
sambhāvay	10	saṃbhāvayeyam	First	Sg.	"Pres. Potential"	"    1"
sambhāvay	10	saṃbhāvayata	Second	Pl.	"Pres. Imp."	"    1"
sambhāvay	10	samabhāvayan	Third	Pl.	"Imperfect ind"	"    1"
sambhāvay	10	saṃbhāvayiṣyati	Third	Sg.	"Future Ind."	"    1"
sambhāvay	10	saṃbhāvyante	Third	Pl.	"Present Passive"	"    1"
sambhāvay	10	saṃbhāvayata	Third	Sg.	"Imperfect ind"	"    1"
sambhāvay	10	samabhāvyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
sambhāvay	10	saṃbhāvayitum			Infinitive	"    1"
sambhṛ	3	saṃbibhrati	Third	Pl.	"Present Ind."	"    1"
sambhṛ	3	saṃbhriyate	Third	Sg.	"Present Passive"	"    1"
sambhṛ	3	saṃbharāmi	First	Sg.	"Present Ind."	"    1"
sambhṛ	3	saṃbharataḥ	Third	Du.	"Present Ind."	"    1"
sambhṛ	3	samabharaḥ	Second	Sg.	"Imperfect ind"	"    1"
sambhṛ	3	samabharat	Third	Sg.	"Imperfect ind"	"    1"
sambhṛ	3	saṃbhriyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
sambhṛ	3	saṃbibhrate	Third	Pl.	"Present Ind."	"    1"
sambhṛ	3	saṃjabhāra	Third	Sg.	"Perfect Ind."	"    1"
sambhṛ	3	saṃbhārya			"Future passive particle"	"    1"
sambhṛ	3	saṃbhṛtavat			"Past Active Participle"	"    1"
sambhraṁś	1	saṃbhṛṣṭa			"Past Passive Participle"	"    1"
sammath	9	saṃmathita			"Past Passive Participle"	"    1"
sammath	9	saṃmathya			Absolutive	"    1"
sammath	9	saṃmathyamāna			"Present Passive"	"    1"
samman	8	samamanyata	Third	Sg.	"Imperfect ind"	"    1"
samman	8	saṃmanyāmi	First	Sg.	"Present Ind."	"    1"
samman	8	saṃmanyamāna			"Present Ind."	"    1"
samman	8	saṃmantavya			"Future passive particle"	"    1"
samman	8	saṃmanyat			"Present Ind."	"    1"
sammantray	0	saṃmantrayāmaḥ	First	Pl.	"Present Ind."	"    1"
sammantray	0	saṃmantrayanti	Third	Pl.	"Present Ind."	"    1"
sammantray	0	saṃmantrayet	Third	Sg.	"Pres. Potential"	"    1"
sammantray	0	saṃmantryatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
sammantray	0	saṃmantrayante	Third	Pl.	"Present Ind."	"    1"
sammantray	0	saṃmantrayat			"Present Ind."	"    1"
sammantray	0	saṃmantraṇīya			"Future passive particle"	"    1"
sammīl	1	saṃmīlet	Third	Sg.	"Pres. Potential"	"    1"
sammīl	1	saṃmīlyante	Third	Pl.	"Present Passive"	"    1"
sammīlay	10	saṃmīlayati	Third	Sg.	"Present Ind."	"    1"
sammīlay	10	samamīlayat	Third	Sg.	"Imperfect ind"	"    1"
sammuc	6	saṃmumucuḥ	Third	Pl.	"Perfect Ind."	"    1"
sammuh	4	saṃmuhyāmi	First	Sg.	"Present Ind."	"    1"
sammuh	4	saṃmuhyati	Third	Sg.	"Present Ind."	"    1"
sammuh	4	saṃmuhyet	Third	Sg.	"Pres. Potential"	"    1"
sammuh	4	saṃmuhyantu	Third	Pl.	"Pres. Imp."	"    1"
sammuh	4	saṃmuhya			Absolutive	"    1"
sammṛj	6	saṃmārjati	Third	Sg.	"Present Ind."	"    1"
sammṛj	6	saṃmārjatām	Third	Sg.	"Pres. Imp."	"    1"
sammṛj	6	saṃmārjat			"Present Ind."	"    1"
sammṛj	6	saṃmarṣṭum			Infinitive	"    1"
sammṛj	6	saṃmārjat			"Present Ind."	"    1"
sammṛd	9	saṃmṛdnāti	Third	Sg.	"Present Ind."	"    1"
sammṛd	9	saṃmṛdita			"Past Passive Participle"	"    1"
sammṛd	9	saṃmṛdya			Absolutive	"    1"
sammṛd	9	saṃmardamāna			"Present Ind."	"    1"
sammṛś	6	saṃmṛśya			Absolutive	"    1"
sākṣīkṛ	8	sākṣikuruṣva	Second	Sg.	"Pres. Imp."	"    1"
sāndrībhū	1	sāndrībhavati	Third	Sg.	"Present Ind."	"    1"
sāndrībhū	1	sāndrībhūta			"Past Passive Participle"	"    1"
sūcay	0	sūcyante	Third	Pl.	"Present Passive"	"    1"
sūcay	0	sūcayiṣyanti	Third	Pl.	"Future Ind."	"    1"
sūcay	0	sūcaya	Second	Sg.	"Pres. Imp."	"    1"
sūcay	0	asūcayat	Third	Sg.	"Imperfect ind"	"    1"
sūcay	0	asūcayan	Third	Pl.	"Imperfect ind"	"    1"
sūcay	0	asūcyanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
sūcay	0	sūcyeta	Third	Sg.	"Pres. Opt Passive"	"    1"
sūcay	0	sūcitavat			"Past Active Participle"	"    1"
sūcay	0	sūcayitum			Infinitive	"    1"
sūcay	0	sūcitum			Infinitive	"    1"
sūcay	0	sūcya			"Future passive particle"	"    1"
sūtray	0	sūtryante	Third	Pl.	"Present Passive"	"    1"
sūtray	0	sūtrayati	Third	Sg.	"Present Ind."	"    1"
sūtray	0	sūtrayet	Third	Sg.	"Pres. Potential"	"    1"
huṁkṛ	8	huṃkurvat			"Present Ind."	"    1"
antaḥkṛ	8	antaḥkṛta			"Past Passive Participle"	"    1"
antaḥkṛ	8	antaḥkṛtya			Absolutive	"    1"
āvirbhāvay	10	āvirbhāvya			Absolutive	"    1"
vamay	10	vamitavat			"Past Active Participle"	"    1"
śītkṛ	8	śītkṛtya			Absolutive	"    1"
śītkṛ	8	śītkurvāṇa			"Present Ind."	"    1"
abhivāday	10	abhivādayati	Third	Sg.	"Present Ind."	"    1"
abhivāday	10	abhivādayāmaḥ	First	Pl.	"Present Ind."	"    1"
abhivāday	10	abhivādayiṣyati	Third	Sg.	"Future Ind."	"    1"
abhivāday	10	abhivādayeta	Third	Sg.	"Pres. Potential"	"    1"
abhivāday	10	abhivādayatām	Third	Sg.	"Pres. Imp."	"    1"
abhivāday	10	abhivādayiṣye	First	Sg.	"Future Ind."	"    1"
abhivāday	10	abhivādayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
abhivāday	10	abhyavādyanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
abhivāday	10	abhivādayitvā			Absolutive	"    1"
śīlay	0	śīlaya	Second	Sg.	"Pres. Imp."	"    1"
śīlay	0	śīlayantu	Third	Pl.	"Pres. Imp."	"    1"
śīlay	0	śīlya			"Future passive particle"	"    1"
śīlay	0	śīlyamāna			"Present Ind."	"    1"
arcay	10	arcayasi	Second	Sg.	"Present Ind."	"    1"
arcay	10	arcayāmaḥ	First	Pl.	"Present Ind."	"    1"
arcay	10	arcayeyam	First	Sg.	"Pres. Potential"	"    1"
arcay	10	arcayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
arcay	10	arcayantu	Third	Pl.	"Pres. Imp."	"    1"
arcay	10	ārcayan	Third	Pl.	"Imperfect ind"	"    1"
arcay	10	arcyase	Second	Sg.	"Present Passive"	"    1"
arcay	10	arcayatām	Third	Sg.	"Pres. Imp."	"    1"
arcay	10	arcayadhvam	Second	Pl.	"Pres. Imp."	"    1"
arcay	10	arcayāmāsa	First	Sg.	"Perfect Ind. Peri."	"    1"
arcay	10	arcayāṃcakruḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
arcay	10	arcyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
arcay	10	arcyantām	Third	Pl.	"Pres. Imperative Passive"	"    1"
arcay	10	arcayan	Third	Pl.	"Imperfect ind"	"    1"
arcay	10	arcayiṣyat			"Future Ind."	"    1"
arcay	10	arcayitum			Infinitive	"    1"
cūrṇīkṛ	8	cūrṇīkṛtvā			Absolutive	"    1"
bhasmībhū	1	bhasmībhaviṣyati	Third	Sg.	"Future Ind."	"    1"
bhasmībhū	1	bhasmībhūya			Absolutive	"    1"
vikuṣ	9	vikuṣṇīyāt	Third	Sg.	"Pres. Potential"	"    1"
jāray	10	jārayeva	First	Du.	"Pres. Potential"	"    1"
jāray	10	jāryante	Third	Pl.	"Present Passive"	"    1"
jāray	10	jārayāyi	Third	Sg.	"Aorist Ind. Passive"	"    1"
jāray	10	jārya			Absolutive	"    1"
anuhan	2	anuhanti	Third	Sg.	"Present Ind."	"    1"
anuhan	2	anughnanti	Third	Pl.	"Present Ind."	"    1"
uttaṁsay	10	uttaṃsayante	Third	Pl.	"Present Ind."	"    1"
āmoday	10	āmodayanti	Third	Pl.	"Present Ind."	"    1"
bhramay	10	bhramayate	Third	Sg.	"Present Ind."	"    1"
bhramay	10	bhramaya	Second	Sg.	"Pres. Imp."	"    1"
bhramay	10	bhramayat			"Present Ind."	"    1"
bhramay	10	bhramayitvā			Absolutive	"    1"
samudbhramay	10	samudbhramita			"Past Passive Participle"	"    1"
abhyudīr	2	abhyudīryate	Third	Sg.	"Present Passive"	"    1"
upakliś	9	upakliśnanti	Third	Pl.	"Present Ind."	"    1"
śamay	10	śamayāmi	First	Sg.	"Present Ind."	"    1"
śamay	10	śamayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
śamay	10	śamayatu	Third	Sg.	"Pres. Imp."	"    1"
śamay	10	śamayiṣyanti	Third	Pl.	"Future Ind."	"    1"
śamay	10	śamayāṃcakāra	Third	Sg.	"Perfect Ind. Peri."	"    1"
śamay	10	śamayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
śamay	10	śamayasva	Second	Sg.	"Pres. Imp."	"    1"
śamay	10	śamayadhvam	Second	Pl.	"Pres. Imp."	"    1"
śamay	10	aśamayanta	Third	Pl.	"Imperfect ind"	"    1"
śamay	10	śamayat	Third	Sg.	"Present Jus."	"    1"
śamay	10	śamayāmasi	First	Pl.	"Present Ind."	"    1"
amṛtīkṛ	8	amṛtīkuryāt	Third	Sg.	"Pres. Potential"	"    1"
amṛtīkṛ	8	amṛtīkṛtya			Absolutive	"    1"
cikits	0	cikitseta	Third	Sg.	"Pres. Potential"	"    1"
cikits	0	cikitsante	Third	Pl.	"Present Ind."	"    1"
cikits	0	acikitsīḥ	Second	Sg.	"Aorist Ind. Is."	"    1"
cikits	0	cikitsa	Second	Sg.	"Pres. Imp."	"    1"
cikits	0	cikitsata	Second	Pl.	"Pres. Imp."	"    1"
cikits	0	cikitsāt	Third	Sg.	"Pres. Sub."	"    1"
cikits	0	cikitsāḥ	Second	Sg.	"Pres. Sub."	"    1"
cikits	0	cikitsat	Third	Sg.	"Present Jus."	"    1"
cikits	0	cikitsāmi	First	Sg.	"Present Ind."	"    1"
cikits	0	cikitsyamāna			"Present Passive"	"    1"
cikits	0	cikitsayitvā			Absolutive	"    1"
unmāday	10	unmādayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
unmāday	10	udamādyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
unmāday	10	unmādayat			"Present Ind."	"    1"
unmāday	10	unmādyamāna			"Present Passive"	"    1"
āghrāpay	10	āghrāpayat			"Present Ind."	"    1"
miśray	0	amiśrayat	Third	Sg.	"Imperfect ind"	"    1"
miśray	0	amiśrayan	Third	Pl.	"Imperfect ind"	"    1"
miśray	0	miśrya			"Future passive particle"	"    1"
sarpay	10	sarpayet	Third	Sg.	"Pres. Potential"	"    1"
visarpay	10	visarpayet	Third	Sg.	"Pres. Potential"	"    1"
phal	1	phalantu	Third	Pl.	"Pres. Imp."	"    1"
phal	1	phalitavya			"Future passive particle"	"    1"
abhyas	1	abhyasetām	Third	Du.	"Pres. Potential"	"    1"
abhyas	1	abhyasyāmaḥ	First	Pl.	"Present Ind."	"    1"
abhyas	1	abhyasyante	Third	Pl.	"Present Passive"	"    1"
abhyas	1	abhyase	First	Sg.	"Present Ind."	"    1"
abhyas	1	abhyasata	Second	Pl.	"Pres. Imp."	"    1"
abhyas	1	abhyasyat	Third	Sg.	"Imperfect ind"	"    1"
abhyas	1	abhyasya	Second	Sg.	"Pres. Imp."	"    1"
abhyas	1	abhyaseta	Third	Sg.	"Pres. Potential"	"    1"
abhyas	1	abhyasya			"Future passive particle"	"    1"
abhyas	1	abhyastum			Infinitive	"    1"
saṁpaś	4	saṃpaśyāmi	First	Sg.	"Present Ind."	"    1"
saṁpaś	4	saṃpaśyasi	Second	Sg.	"Present Ind."	"    1"
saṁpaś	4	saṃpaśyata	Second	Pl.	"Pres. Imp."	"    1"
saṁpaś	4	saṃpaśyate	Third	Sg.	"Present Ind."	"    1"
saṁpaś	4	saṃpaśyamāna			"Present Ind."	"    1"
kṣapay	10	kṣapayeḥ	Second	Sg.	"Pres. Potential"	"    1"
kṣapay	10	kṣapayema	First	Pl.	"Pres. Potential"	"    1"
kṣapay	10	kṣapayethāḥ	Second	Sg.	"Pres. Potential"	"    1"
kṣapay	10	akṣapayetām	Third	Du.	"Imperfect ind"	"    1"
kṣapay	10	kṣapayiṣye	First	Sg.	"Future Ind."	"    1"
kṣapay	10	kṣapayiṣyasi	Second	Sg.	"Future Ind."	"    1"
kṣapay	10	akṣapayan	Third	Pl.	"Imperfect ind"	"    1"
kṣapay	10	kṣapayitavya			"Future passive particle"	"    1"
kṣapay	10	kṣapitavat			"Past Active Participle"	"    1"
nirūpay	0	nirūpyete	Third	Du.	"Present Passive"	"    1"
nirūpay	0	nirūpaya	Second	Sg.	"Pres. Imp."	"    1"
nirūpay	0	nyarūpayam	First	Sg.	"Imperfect ind"	"    1"
nirūpay	0	nyarūpi	Third	Sg.	"Aorist Ind. Passive"	"    1"
nirūpay	0	nirūpyamāṇa			"Present Passive"	"    1"
nirūpay	0	nirūpitavya			"Future passive particle"	"    1"
mudray	0	mudrayat			"Present Ind."	"    1"
unmudray	0	unmudrya			Absolutive	"    1"
unmukhīkṛ	8	unmukhīkriyante	Third	Pl.	"Present Passive"	"    1"
śivīkṛ	8	śivīkṛta			"Past Passive Participle"	"    1"
sphaṭībhū	1	sphaṭībhūta			"Past Passive Participle"	"    1"
śivamayīkṛ	8	śivamayīkṛtya			Absolutive	"    1"
tanmayīkṛ	8	tanmayīkṛta			"Past Passive Participle"	"    1"
antardhāray	10	antardhārayanti	Third	Pl.	"Present Ind."	"    1"
svīkṛ	8	svīkaromi	First	Sg.	"Present Ind."	"    1"
svīkṛ	8	svīkaroṣi	Second	Sg.	"Present Ind."	"    1"
svīkṛ	8	svīkarotu	Third	Sg.	"Pres. Imp."	"    1"
svīkṛ	8	svīkariṣyanti	Third	Pl.	"Future Ind."	"    1"
svīkṛ	8	svīcakāra	Third	Sg.	"Perfect Ind."	"    1"
svīkṛ	8	svīkurute	Third	Sg.	"Present Ind."	"    1"
svīkṛ	8	svīkurvīta	Third	Sg.	"Pres. Potential"	"    1"
svīkṛ	8	svīkurudhvam	Second	Pl.	"Pres. Imp."	"    1"
svīkṛ	8	svīcakre	Third	Sg.	"Perfect Ind."	"    1"
svīkṛ	8	svīkṛtavat			"Past Active Participle"	"    1"
svīkṛ	8	svīkartavya			"Future passive particle"	"    1"
svīkṛ	8	svīkurvāṇa			"Present Ind."	"    1"
īkṣay	10	īkṣayati	Third	Sg.	"Present Ind."	"    1"
īkṣay	10	īkṣayantu	Third	Pl.	"Pres. Imp."	"    1"
īkṣay	10	īkṣayat	Third	Sg.	"Present Jus."	"    1"
īkṣay	10	īkṣayasva	Second	Sg.	"Pres. Imp."	"    1"
nirīkṣay	10	nirīkṣita			"Past Passive Participle"	"    1"
nirīkṣay	10	nirīkṣya			Absolutive	"    1"
sphāray	10	sphārayat			"Present Ind."	"    1"
visphāray	10	vyasphārayata	Third	Sg.	"Imperfect ind"	"    1"
visphāray	10	visphāryate	Third	Sg.	"Present Passive"	"    1"
visphāray	10	visphāraya	Second	Sg.	"Pres. Imp."	"    1"
visphāray	10	visphārayitum			Infinitive	"    1"
kroḍīkṛ	8	kroḍīkaroti	Third	Sg.	"Present Ind."	"    1"
kroḍīkṛ	8	kroḍīkṛta			"Past Passive Participle"	"    1"
kroḍīkṛ	8	kroḍīkṛtya			Absolutive	"    1"
avalambay	10	avalambayati	Third	Sg.	"Present Ind."	"    1"
avalambay	10	avalambayet	Third	Sg.	"Pres. Potential"	"    1"
āpūray	10	āpūryante	Third	Pl.	"Present Passive"	"    1"
āpūray	10	āpūrayiṣyāmi	First	Sg.	"Future Ind."	"    1"
āpūray	10	āpūrayiṣyati	Third	Sg.	"Future Ind."	"    1"
āpūray	10	āpūrayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
āpūray	10	āpūrayate	Third	Sg.	"Present Ind."	"    1"
āpūray	10	āpūrayāti	Third	Sg.	"Pres. Sub."	"    1"
āpūray	10	āp￸ryamāṇa			"Present Passive"	"    1"
āpūray	10	āpūraṇīya			"Future passive particle"	"    1"
āpūray	10	āpūrya			"Future passive particle"	"    1"
āpūray	10	āpūrayitvā			Absolutive	"    1"
kac	1	kacat			"Present Ind."	"    1"
pravikac	1	pravikacat			"Present Ind."	"    1"
cakās	2	cakāsyātām	Third	Du.	"Pres. Potential"	"    1"
cakās	2	cakāstu	Third	Sg.	"Pres. Imp."	"    1"
vyañj	7	vyajyete	Third	Du.	"Present Passive"	"    1"
vyañj	7	vyajyeran	Third	Pl.	"Pres. Opt Passive"	"    1"
vyañj	7	vyajya			Absolutive	"    1"
vyañj	7	vyajya			"Future passive particle"	"    1"
saṁdhukṣ	1	saṃdhukṣate	Third	Sg.	"Present Ind."	"    1"
saṁdhukṣ	1	saṃdhukṣadhvam	Second	Pl.	"Pres. Imp."	"    1"
saṁdhukṣ	1	saṃdhukṣya			"Future passive particle"	"    1"
saṁdhukṣay	10	saṃdhukṣayanti	Third	Pl.	"Present Ind."	"    1"
saṁdhukṣay	10	saṃdhukṣaya	Second	Sg.	"Pres. Imp."	"    1"
cetay	10	cetayāmi	First	Sg.	"Present Ind."	"    1"
cetay	10	cetyete	Third	Du.	"Present Passive"	"    1"
cetay	10	cetayasva	Second	Sg.	"Pres. Imp."	"    1"
cetay	10	cetayethām	Second	Du.	"Pres. Imp."	"    1"
cetay	10	cetayadhvam	Second	Pl.	"Pres. Imp."	"    1"
cetay	10	cetayat	Third	Sg.	"Imperfect ind"	"    1"
cetay	10	cetyamāna			"Present Passive"	"    1"
cetay	10	cetayitavya			"Future passive particle"	"    1"
sphuṭīkṛ	8	sphuṭīkaromi	First	Sg.	"Present Ind."	"    1"
sphuṭīkṛ	8	sphuṭīkaroti	Third	Sg.	"Present Ind."	"    1"
sphuṭīkṛ	8	sphuṭīkriyate	Third	Sg.	"Present Passive"	"    1"
sphuṭīkṛ	8	sphuṭīkartum			Infinitive	"    1"
namaskṛ	8	namaskurmaḥ	First	Pl.	"Present Ind."	"    1"
namaskṛ	8	namaskurvantu	Third	Pl.	"Pres. Imp."	"    1"
namaskṛ	8	namaskuruṣva	Second	Sg.	"Pres. Imp."	"    1"
namaskṛ	8	namaskariṣye	First	Sg.	"Future Ind."	"    1"
namaskṛ	8	namaskriyate	Third	Sg.	"Present Passive"	"    1"
namaskṛ	8	namaskaraṇīya			"Future passive particle"	"    1"
kaṭākṣay	0	kaṭākṣayanti	Third	Pl.	"Present Ind."	"    1"
camatkṛ	8	camatkurvanti	Third	Pl.	"Present Ind."	"    1"
sphuṭībhū	1	sphuṭībhavet	Third	Sg.	"Pres. Potential"	"    1"
tanmayībhū	1	tanmayībhavati	Third	Sg.	"Present Ind."	"    1"
tanmayībhū	1	tanmayībhavet	Third	Sg.	"Pres. Potential"	"    1"
ātmīkṛ	8	ātmīkaromi	First	Sg.	"Present Ind."	"    1"
ātmīkṛ	8	ātmīkurvat			"Present Ind."	"    1"
ātmīkṛ	8	ātmīkartum			Infinitive	"    1"
sampāday	10	sampādayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
sampāday	10	saṃpādayata	Second	Pl.	"Pres. Imp."	"    1"
sampāday	10	saṃpādayantu	Third	Pl.	"Pres. Imp."	"    1"
sampāday	10	samapādayan	Third	Pl.	"Imperfect ind"	"    1"
sampāday	10	saṃpādayiṣyāmi	First	Sg.	"Future Ind."	"    1"
sampāday	10	saṃpādayiṣyanti	Third	Pl.	"Future Ind."	"    1"
sampāday	10	saṃpādayate	Third	Sg.	"Present Ind."	"    1"
sampāday	10	saṃpādayāṃcakāra	Third	Sg.	"Perfect Ind. Peri."	"    1"
sampāday	10	saṃpādayasva	Second	Sg.	"Pres. Imp."	"    1"
sampāday	10	saṃpādayiṣye	First	Sg.	"Future Ind."	"    1"
sampāday	10	saṃpādayamāna			"Present Ind."	"    1"
praśamay	10	praśamayāmi	First	Sg.	"Present Ind."	"    1"
praśamay	10	praśamaya	Second	Sg.	"Pres. Imp."	"    1"
