Лемма	Класс	Форма	Лицо	Число	Время/наклонение	Примеры
paryāvṛ	5	paryāvavruḥ	Third	Pl.	"Perfect Ind."	"    1"
pratinirmā	3	pratinirmita			"Past Passive Participle"	"    1"
samapavah	4	samapovāha	Third	Sg.	"Perfect Ind."	"    1"
niṣprabhīkṛ	8	niṣprabhīkṛta			"Past Passive Participle"	"    1"
samālag	1	samālagna			"Past Passive Participle"	"    1"
parivācay	10	parivācayat			"Present Ind."	"    1"
utphal	1	utphalat			"Present Ind."	"    1"
utpuṁsay	0	utpuṃsita			"Past Passive Participle"	"    1"
bhārāy	0	bhārāyate	Third	Sg.	"Present Ind."	"    1"
bhārāy	0	bhārāyamāṇa			"Present Ind."	"    1"
makarāy	0	makarāyate	Third	Sg.	"Present Ind."	"    1"
nidrāy	0	nidrāyamāṇa			"Present Ind."	"    1"
viluṇṭh	1	vyaluṇṭhyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
viluṇṭh	1	viluṇṭhyamāna			"Present Passive"	"    1"
ulluñc	1	ulluñcita			"Past Passive Participle"	"    1"
utsphoṭay	10	utsphoṭita			"Past Passive Participle"	"    1"
udañcay	10	udañcayati	Third	Sg.	"Present Ind."	"    1"
udañcay	10	udañcayat			"Present Ind."	"    1"
prasamāp	5	prasamāpyate	Third	Sg.	"Present Passive"	"    1"
alasay	0	alasayati	Third	Sg.	"Present Ind."	"    1"
svahastay	0	svahastayitvā			Absolutive	"    1"
ujjāgaray	10	ujjāgarita			"Past Passive Participle"	"    1"
unmukulay	0	unmukulita			"Past Passive Participle"	"    1"
avacintay	10	avacintya			Absolutive	"    1"
khelay	10	khelayatu	Third	Sg.	"Pres. Imp."	"    1"
khelay	10	khelayat			"Present Ind."	"    1"
picchilay	0	picchilita			"Past Passive Participle"	"    1"
madhuray	0	madhurayanti	Third	Pl.	"Present Ind."	"    1"
drāghay	0	drāghayat			"Present Ind."	"    1"
aparādhay	10	aparādhayasi	Second	Sg.	"Present Ind."	"    1"
aparādhay	10	aparādhita			"Past Passive Participle"	"    1"
uttambh	5	udastabhnuvan	Third	Pl.	"Imperfect ind"	"    1"
uttambh	5	uttabhnoti	Third	Sg.	"Present Ind."	"    1"
nidrā	0	nidrānti	Third	Pl.	"Present Ind."	"    1"
nidrā	0	nidrātum			Infinitive	"    1"
piśunay	0	piśunayati	Third	Sg.	"Present Ind."	"    1"
smeray	0	smerayati	Third	Sg.	"Present Ind."	"    1"
vimukhay	0	vimukhayati	Third	Sg.	"Present Ind."	"    1"
vimukhay	0	vimukhita			"Past Passive Participle"	"    1"
śekharay	0	śekharayasi	Second	Sg.	"Present Ind."	"    1"
bhaṅguray	0	bhaṅgurita			"Past Passive Participle"	"    1"
prayāsay	10	prayāsayat			"Present Ind."	"    1"
nidānay	0	nidānita			"Past Passive Participle"	"    1"
āśrayībhū	1	āśrayībhūta			"Past Passive Participle"	"    1"
ābharaṇāy	0	ābharaṇāyate	Third	Sg.	"Present Ind."	"    1"
cātay	10	cātayadhvam	Second	Pl.	"Pres. Imp."	"    1"
cātay	10	cātayāmasi	First	Pl.	"Present Ind."	"    1"
cātay	10	cātayate	Third	Sg.	"Present Ind."	"    1"
praviṣ	4	praviṣyāmi	First	Sg.	"Present Ind."	"    1"
samūh	1	samūha	Second	Sg.	"Pres. Imp."	"    1"
pratiṣṭu	5	pratiṣṭauti	Third	Sg.	"Present Ind."	"    1"
niravaso	6	niravasita			"Past Passive Participle"	"    1"
anupravap	1	anupravapante	Third	Pl.	"Present Ind."	"    1"
vrajay	10	avrajayat	Third	Sg.	"Imperfect ind"	"    1"
anukṛś	6	anukṛśyati	Third	Sg.	"Present Ind."	"    1"
atimeday	10	atimedayati	Third	Sg.	"Present Ind."	"    1"
abhyutsu	5	abhyutṣuṇvanti	Third	Pl.	"Present Ind."	"    1"
abhyatihṛ	2	abhyatiharanti	Third	Pl.	"Present Ind."	"    1"
ārch	6	āratām	Third	Du.	"Aorist Imp."	"    1"
ārch	6	arṇavat	Third	Sg.	"Pres. Sub."	"    1"
ārch	6	ārcheyuḥ	Third	Pl.	"Pres. Potential"	"    1"
proh	1	prohat			"Present Ind."	"    1"
nirṛch	6	nirṛcchati	Third	Sg.	"Present Ind."	"    1"
nirṛch	6	nirṛtya			Absolutive	"    1"
upāvarabh	1	upāvarabhate	Third	Sg.	"Present Ind."	"    1"
hiṁkṛ	5	hiṃkriyamāna			"Present Passive"	"    1"
svaday	10	svadayanti	Third	Pl.	"Present Ind."	"    1"
svaday	10	asvadayat	Third	Sg.	"Imperfect ind"	"    1"
svaday	10	asvadayan	Third	Pl.	"Imperfect ind"	"    1"
svaday	10	svadayatu	Third	Sg.	"Pres. Imp."	"    1"
svaday	10	svadayanta	Third	Pl.	"Present Jus."	"    1"
stobhay	10	astobhayat	Third	Sg.	"Imperfect ind"	"    1"
āmay	0	āmayat			"Present Ind."	"    1"
apamantray	0	apāmantrayanta	Third	Pl.	"Imperfect ind"	"    1"
abhyāsthā	1	abhyātiṣṭhat	Third	Sg.	"Imperfect ind"	"    1"
abhisaṁveṣṭ	1	abhisamaveṣṭata	Third	Sg.	"Imperfect ind"	"    1"
upaśuc	6	upaśocat			"Present Ind."	"    1"
saṁparākram	6	saṃparākrānta			"Past Passive Participle"	"    1"
saṁpratyah	1	saṃpratyāha	Third	Sg.	"Perfect Ind."	"    1"
nirāhan	4	nirāghnan	Third	Pl.	"Imperfect ind"	"    1"
abhipalāy	0	abhipalāyanta	Third	Pl.	"Imperfect ind"	"    1"
abhipalāy	0	abhipalāyamāna			"Present Ind."	"    1"
pratisru	1	pratisravati	Third	Sg.	"Present Ind."	"    1"
uttaray	10	uttarita			"Past Passive Participle"	"    1"
viṣādībhū	1	viṣādībhava	Second	Sg.	"Pres. Imp."	"    1"
svajanāy	0	svajanāyate	Third	Sg.	"Present Ind."	"    1"
durjanāy	0	durjanāyate	Third	Sg.	"Present Ind."	"    1"
tṛptīkṛ	8	tṛptīkaroti	Third	Sg.	"Present Ind."	"    1"
duḥkhībhū	1	duḥkhībabhūva	Third	Sg.	"Perfect Ind."	"    1"
paryaṅkīkṛ	8	paryaṅkīkṛta			"Past Passive Participle"	"    1"
jyotiṣkṛ	8	jyotiṣkṛtvā			Absolutive	"    1"
bhāskṛ	8	bhāskurutaḥ	Third	Du.	"Present Ind."	"    1"
nagnīkṛ	8	nagnīkṛta			"Past Passive Participle"	"    1"
nagnīkṛ	8	nagnīkṛtya			Absolutive	"    1"
upalakṣ	1	upalakṣasva	Second	Sg.	"Pres. Imp."	"    1"
malinay	0	malinita			"Past Passive Participle"	"    1"
aḍhaṇḍholay	0	aḍhaṇḍholayat	Third	Sg.	"Imperfect ind"	"    1"
grahilībhū	1	grahilībhūta			"Past Passive Participle"	"    1"
pratyupavad	1	pratyupodita			"Past Passive Participle"	"    1"
vilakṣībhū	1	vilakṣībabhūvuḥ	Third	Pl.	"Perfect Ind."	"    1"
nirṇaś	4	nirṇeśuḥ	Third	Pl.	"Perfect Ind."	"    1"
gaveṣ	0	gaveṣiṣyante	Third	Pl.	"Future Ind."	"    1"
juhūṣ	0	juhūṣat			"Present Ind."	"    1"
nirviṣīkṛ	8	nirviṣīkṛta			"Past Passive Participle"	"    1"
vicārīkṛ	8	vicārīkartum			Infinitive	"    1"
pratyuddhṛ	2	pratyuddhṛtya			Absolutive	"    1"
śāntay	0	śāntayitvā			Absolutive	"    1"
parinyas	4	parinyasta			"Past Passive Participle"	"    1"
pratyupasṛp	1	pratyupasarpeyam	First	Sg.	"Pres. Potential"	"    1"
pratyāgamay	10	pratyāgamayat	Third	Sg.	"Imperfect ind"	"    1"
samāghaṭṭ	1	samāghaṭṭita			"Past Passive Participle"	"    1"
atikramay	10	atikramita			"Past Passive Participle"	"    1"
lavalavīkṛ	8	lavalavīkṛta			"Past Passive Participle"	"    1"
parihiṇḍ	1	paryahiṇḍanta	Third	Pl.	"Imperfect ind"	"    1"
śūnyībhū	1	śūnyībhūta			"Past Passive Participle"	"    1"
samādeśay	10	samādeśayāṃcakāra	Third	Sg.	"Perfect Ind. Peri."	"    1"
avagā	4	avagāta	Second	Pl.	"Pres. Imp."	"    1"
upatarpay	10	upatarpya			Absolutive	"    1"
kṛṣṇāṅgārīkṛ	8	kṛṣṇāṅgārīkṛtya			Absolutive	"    1"
avaghaṭ	1	avaghaṭya			Absolutive	"    1"
karālay	0	karālita			"Past Passive Participle"	"    1"
samudañcay	10	samudañcita			"Past Passive Participle"	"    1"
ujjvalīkṛ	8	ujjvalīkṛtya			Absolutive	"    1"
abhigad	1	abhijagāda	Third	Sg.	"Perfect Ind."	"    1"
abhinirūpay	0	abhinirūpya			Absolutive	"    1"
saṁpradits	0	saṃpraditsāṃcakāra	Third	Sg.	"Perfect Ind. Peri."	"    1"
upāśaṁs	2	upāśaṃsanīya			"Future passive particle"	"    1"
chidrīkṛ	8	chidrīkṛta			"Past Passive Participle"	"    1"
aticitrīy	0	atyacitrīyata	Third	Sg.	"Imperfect ind"	"    1"
nirargalīkṛ	8	nirargalīkṛta			"Past Passive Participle"	"    1"
pratilehay	10	pratilehayanti	Third	Pl.	"Present Ind."	"    1"
anudhāpay	10	anudhāpayanti	Third	Pl.	"Present Ind."	"    1"
muṇḍay	0	muṇḍayitvā			Absolutive	"    1"
upanilī	4	upanilīya			Absolutive	"    1"
upapralobhay	10	upapralobhya			Absolutive	"    1"
vigrāhay	10	vyagrāhayat	Third	Sg.	"Imperfect ind"	"    1"
vyatiśak	5	vyatiśakta			"Past Passive Participle"	"    1"
prāhṛ	2	prāharema	First	Pl.	"Pres. Potential"	"    1"
prābhṛtīkṛ	8	prābhṛtīkṛtya			Absolutive	"    1"
vyapapat	1	vyapaptat	Third	Sg.	"Aorist Jus."	"    1"
apabhraṁś	4	apabhraṃśate	Third	Sg.	"Present Ind."	"    1"
apabhraṁś	4	apabhraśya			Absolutive	"    1"
atihṛṣ	6	atyahṛṣyat	Third	Sg.	"Imperfect ind"	"    1"
atihṛṣ	6	atihṛṣṭa			"Past Passive Participle"	"    1"
sapatrākṛ	8	sapatrākṛta			"Past Passive Participle"	"    1"
niṣpatrākṛ	8	niṣpatrākṛta			"Past Passive Participle"	"    1"
niṣkulākṛ	8	niṣkulākṛtya			Absolutive	"    1"
śūlākṛ	8	śūlākṛta			"Past Passive Participle"	"    1"
śūlākṛ	8	śūlākṛtya			Absolutive	"    1"
parābhid	7	parābhinatti	Third	Sg.	"Present Ind."	"    1"
avadru	1	avadruta			"Past Passive Participle"	"    1"
saṁprahan	4	saṃprajaghnivas			"Perfect Ind."	"    1"
anuvihṛ	2	anuvihriyate	Third	Sg.	"Present Passive"	"    1"
vicetākṛ	8	vicetākurvat			"Present Ind."	"    1"
uccakṣūkṛ	8	uccakṣūkurvat			"Present Ind."	"    1"
pratipradhāv	1	pratipradhāvita			"Past Passive Participle"	"    1"
bhadrākṛ	8	bhadrākṛta			"Past Passive Participle"	"    1"
vichāyay	10	vicchāyayati	Third	Sg.	"Present Ind."	"    1"
rasay	0	rasayate	Third	Sg.	"Present Ind."	"    1"
rasay	0	rasayat			"Present Ind."	"    1"
prayiyās	0	prayiyāsat			"Present Ind."	"    1"
saṁlūlup	0	samalūlupan	Third	Pl.	"Imperfect ind"	"    1"
saṁprakruś	4	saṃprakruṣṭa			"Past Passive Participle"	"    1"
saṁmocay	10	samamocayat	Third	Sg.	"Imperfect ind"	"    1"
prabhaṣ	1	prabhaṣat			"Present Ind."	"    1"
vikutsay	0	vikutsayat			"Present Ind."	"    1"
avatakṣ	2	avatakṣat			"Present Ind."	"    1"
abhinirīkṣ	4	abhinirīkṣyate	Third	Sg.	"Present Passive"	"    1"
abhinirīkṣ	4	abhinirīkṣya			Absolutive	"    1"
kaṇakaṇāy	0	kaṇakaṇāyante	Third	Pl.	"Present Ind."	"    1"
saṁprodīray	10	saṃprodīrya			Absolutive	"    1"
paryavaropay	10	paryavaropita			"Past Passive Participle"	"    1"
abhisaṁbhañj	7	abhisaṃbhagna			"Past Passive Participle"	"    1"
upavikṝ	6	upavikīrya			Absolutive	"    1"
samanudhāv	1	samanvadhāvan	Third	Pl.	"Imperfect ind"	"    1"
samānam	1	samānata			"Past Passive Participle"	"    1"
pradīv	4	pradīvyat			"Present Ind."	"    1"
abhidāray	10	abhidārita			"Past Passive Participle"	"    1"
abhinarday	10	abhinardayat			"Present Ind."	"    1"
abhyanunī	1	abhyanunīya			Absolutive	"    1"
prahāray	10	prahārita			"Past Passive Participle"	"    1"
vyavāsṛj	6	vyavāsṛjat			"Present Ind."	"    1"
prabhrāmay	10	prabhrāmya			Absolutive	"    1"
avagras	1	avagrasta			"Past Passive Participle"	"    1"
viprajñā	9	viprajajñuḥ	Third	Pl.	"Perfect Ind."	"    1"
udādhā	3	udāhita			"Past Passive Participle"	"    1"
pratyabhyarcay	10	pratyabhyarcya			Absolutive	"    1"
vipradā	3	vipradāya			Absolutive	"    1"
nagarāy	0	nagarāyante	Third	Pl.	"Present Ind."	"    1"
pralakṣay	10	pralakṣaye	First	Sg.	"Present Ind."	"    1"
pralakṣay	10	pralakṣayet	Third	Sg.	"Pres. Potential"	"    1"
phenāy	0	phenāyamāna			"Present Ind."	"    1"
abhigṛdh	9	abhigṛddha			"Past Passive Participle"	"    1"
upāśaṅk	1	upāśaṅkitum			Infinitive	"    1"
samutsarpay	10	samutsarpya			Absolutive	"    1"
ānad	1	ānadya			Absolutive	"    1"
apanṛt	4	apanṛtyanta	Third	Pl.	"Imperfect ind"	"    1"
vihṛṣ	6	vihṛṣyanti	Third	Pl.	"Present Ind."	"    1"
pratyāśvāsay	10	pratyāśvāsaya	Second	Sg.	"Pres. Imp."	"    1"
vidalīkṛ	8	vidalīkṛta			"Past Passive Participle"	"    1"
abhibhūṣay	10	abhibhūṣita			"Past Passive Participle"	"    1"
samudvṛh	6	samudbabarha	Third	Sg.	"Perfect Ind."	"    1"
ārādh	5	ārāddha			"Past Passive Participle"	"    1"
ārādh	5	ārādhanīya			"Future passive particle"	"    1"
ārādh	5	ārādhitum			Infinitive	"    1"
saṁnipiṣ	1	saṃnyapeṣan	Third	Pl.	"Imperfect ind"	"    1"
hel	1	helamāna			"Present Ind."	"    1"
parikutsay	0	parikutsayat			"Present Ind."	"    1"
parismṛ	1	parismṛtya			Absolutive	"    1"
ādanīkṛ	8	ādanīkṛta			"Past Passive Participle"	"    1"
vijakṣ	2	vijagdha			"Past Passive Participle"	"    1"
cichid	0	cichidyate	Third	Sg.	"Present Passive"	"    1"
vyasanīkṛ	8	vyasanīkṛta			"Past Passive Participle"	"    1"
abhisamāsāday	10	abhisamāsādya			Absolutive	"    1"
parimajj	1	parimagna			"Past Passive Participle"	"    1"
anusaṁvye	4	anusaṃvīta			"Past Passive Participle"	"    1"
samīps	0	samīpsat			"Present Ind."	"    1"
toṣṭuv	0	toṣṭuvīmi	First	Sg.	"Present Ind."	"    1"
līlāy	0	līlāyat			"Present Ind."	"    1"
abhimṛkṣay	0	abhyamṛkṣayam	First	Sg.	"Imperfect ind"	"    1"
abhimṛkṣay	0	abhyamṛkṣayat	Third	Sg.	"Imperfect ind"	"    1"
ketay	0	ketayet	Third	Sg.	"Pres. Potential"	"    1"
parākruś	4	parākruṣṭa			"Past Passive Participle"	"    1"
saṁpratyāgam	6	saṃpratyāgata			"Past Passive Participle"	"    1"
adhisaṁbhū	1	adhisaṃbhūta			"Past Passive Participle"	"    1"
saṁpratilakṣay	10	saṃpratilakṣayet	Third	Sg.	"Pres. Potential"	"    1"
parikﾱp	1	parikﾱpta			"Past Passive Participle"	"    1"
upajijñās	0	upajijñāsya			Absolutive	"    1"
upajihīrṣ	0	upajihīrṣasi	Second	Sg.	"Present Ind."	"    1"
samanumṛj	6	samanumṛjya			Absolutive	"    1"
samavasad	2	samavasanna			"Past Passive Participle"	"    1"
dīkṣāpay	10	dīkṣāpaya	Second	Sg.	"Pres. Imp."	"    1"
īhay	10	īhayitvā			Absolutive	"    1"
vitaṇḍ	0	vitaṇḍāna			"Present Ind."	"    1"
niśaṁs	2	niśaṃsitum			Infinitive	"    1"
kuṭṭīkṛ	8	kuṭṭīkṛta			"Past Passive Participle"	"    1"
ādikṛ	8	ādikṛtvā			Absolutive	"    1"
priyāy	0	priyāyase	Second	Sg.	"Present Ind."	"    1"
priyāy	0	apriyāyata	Third	Sg.	"Imperfect ind"	"    1"
nirvyañj	7	nirvyanakti	Third	Sg.	"Present Ind."	"    1"
vyavaśṛ	9	vyavaśīryanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
parisaṁsṛj	6	parisaṃsṛṣṭa			"Past Passive Participle"	"    1"
kāñcanībhū	1	kāñcanībhūta			"Past Passive Participle"	"    1"
anvavakīray	10	anvavakīrayet	Third	Sg.	"Pres. Potential"	"    1"
saṁpratikṛ	8	saṃpratikartum			Infinitive	"    1"
nirhu	3	nirhuta			"Past Passive Participle"	"    1"
praropay	10	praropayet	Third	Sg.	"Pres. Potential"	"    1"
upanāśay	10	upanāśayet	Third	Sg.	"Pres. Potential"	"    1"
avajan	4	avajāyate	Third	Sg.	"Present Ind."	"    1"
saṁkṣap	1	saṃkṣapet	Third	Sg.	"Pres. Potential"	"    1"
āsaṁji	2	āsaṃjayitvā			Absolutive	"    1"
pramokṣay	10	pramokṣya			Absolutive	"    1"
pratiguh	1	pratyagūhuḥ	Third	Pl.	"Imperfect ind"	"    1"
parisaṁtuṣ	4	parisaṃtuṣṭa			"Past Passive Participle"	"    1"
avaśap	1	avaśapta			"Past Passive Participle"	"    1"
anuprasū	6	anuprasūta			"Past Passive Participle"	"    1"
abhilepay	10	abhyalepayat	Third	Sg.	"Imperfect ind"	"    1"
samunmīlay	10	samunmīlaya	Second	Sg.	"Pres. Imp."	"    1"
samunnāmay	10	samunnāmya			Absolutive	"    1"
abhiprapūray	10	abhiprapūryate	Third	Sg.	"Present Passive"	"    1"
day	1	dayatām	Third	Sg.	"Pres. Imp."	"    1"
day	1	dayanta	Third	Pl.	"Present Jus."	"    1"
saṁvṛh	6	saṃvṛhet	Third	Sg.	"Pres. Potential"	"    1"
saṁvṛh	6	saṃvavarha	Third	Sg.	"Perfect Ind."	"    1"
avaghātay	10	avaghātayet	Third	Sg.	"Pres. Potential"	"    1"
vihāpay	10	vihāpayati	Third	Sg.	"Present Ind."	"    1"
vihāpay	10	vyahāpayat	Third	Sg.	"Imperfect ind"	"    1"
nirhā	3	nirjahi	Second	Sg.	"Pres. Imp."	"    1"
nirhā	3	nirhāṇa			"Past Passive Participle"	"    1"
parimad	4	parimatta			"Past Passive Participle"	"    1"
praṇū	2	praṇaumi	First	Sg.	"Present Ind."	"    1"
atigrah	9	atigrāhya			"Future passive particle"	"    1"
tustūrṣ	0	tustūrṣate	Third	Sg.	"Present Ind."	"    1"
tustūrṣ	0	tustūrṣamāṇa			"Present Ind."	"    1"
abhinipad	4	abhinipadyate	Third	Sg.	"Present Ind."	"    1"
saṁprachad	1	saṃpracchanna			"Past Passive Participle"	"    1"
unninīṣ	0	unninīṣate	Third	Sg.	"Present Ind."	"    1"
saṁdhits	0	samadhitsiṣam	First	Sg.	"Aorist Ind. Is."	"    1"
rih	2	rīḍhaḥ	Third	Du.	"Present Ind."	"    1"
rih	2	rihate	Third	Pl.	"Present Ind."	"    1"
rih	2	ririhvas			"Perfect Ind."	"    1"
rih	2	rīḍha			"Past Passive Participle"	"    1"
vipradṛś	6	vipradṛśyete	Third	Du.	"Present Passive"	"    1"
brāhmīkṛ	8	brāhmīkṛtya			Absolutive	"    1"
pratyāviś	6	pratyāviviśuḥ	Third	Pl.	"Perfect Ind."	"    1"
śatrūy	0	śatrūyatām	Third	Sg.	"Pres. Imp."	"    1"
anuvraśc	6	anuvṛśca	Second	Sg.	"Pres. Imp."	"    1"
pṛtany	0	pṛtanyasi	Second	Sg.	"Present Ind."	"    1"
pṛtany	0	apṛtanyat	Third	Sg.	"Imperfect ind"	"    1"
pṛtany	0	pṛtanyān	Third	Pl.	"Pres. Sub."	"    1"
davidyut	0	davidyutati	Third	Pl.	"Present Ind."	"    1"
vlī	9	vlīyamāna			"Present Passive"	"    1"
siṣās	0	siṣāsatam	Second	Du.	"Pres. Imp."	"    1"
siṣās	0	asiṣāsan	Third	Pl.	"Imperfect ind"	"    1"
siṣās	0	siṣāsatha	Second	Pl.	"Present Ind."	"    1"
siṣās	0	asiṣāsaḥ	Second	Sg.	"Imperfect ind"	"    1"
siṣās	0	asiṣāsat	Third	Sg.	"Imperfect ind"	"    1"
siṣās	0	sīṣat			"Present Ind."	"    1"
dīdṛś	0	adīdṛśat	Third	Sg.	"Imperfect ind"	"    1"
dīdī	0	dīdiyuḥ	Third	Pl.	"Perfect Ind."	"    1"
dīdī	0	dīdayaḥ	Second	Sg.	"Pres. Sub."	"    1"
dīdī	0	dīdayasi	Second	Sg.	"Perfect Sub"	"    1"
dīdī	0	dīdayati	Third	Sg.	"Perfect Sub"	"    1"
dīdī	0	dīdet	Third	Sg.	"Present Jus."	"    1"
dīdī	0	dīdayatam	Second	Du.	"Pres. Imp."	"    1"
dīdī	0	dīdye	First	Sg.	"Present Ind."	"    1"
dīdī	0	dīdāyat	Third	Sg.	"Pres. Sub."	"    1"
dīdī	0	dītita			"Past Passive Participle"	"    1"
kanikrad	0	kanikradat	Third	Sg.	"Imperfect ind"	"    1"
kanikrad	0	kanikradat	Third	Sg.	"Present Jus."	"    1"
kanikrad	0	kanikrat			"Present Ind."	"    1"
apāveṣṭay	10	apāveṣṭayat			"Present Ind."	"    1"
procchvāsay	10	procchvāsyate	Third	Sg.	"Present Passive"	"    1"
pronmṛj	6	pronmṛjya			Absolutive	"    1"
saṁpoṣay	10	saṃpoṣita			"Past Passive Participle"	"    1"
vājay	0	vājayāmaḥ	First	Pl.	"Present Ind."	"    1"
vājay	0	avājayan	Third	Pl.	"Imperfect ind"	"    1"
vājay	0	vājaya	Second	Sg.	"Pres. Imp."	"    1"
vājay	0	vājayate	Third	Sg.	"Present Ind."	"    1"
vājay	0	vājayadhyai			Infinitive	"    1"
vetālalīlāy	0	vetālalīlāyase	Second	Sg.	"Present Ind."	"    1"
uccālay	10	uccālita			"Past Passive Participle"	"    1"
mālāy	0	mālāyamāna			"Present Ind."	"    1"
sīmantay	0	sīmantayat			"Present Ind."	"    1"
vitruṭ	6	vitruṭat			"Present Ind."	"    1"
viprasātkṛ	8	viprasātkṛtya			Absolutive	"    1"
kokūy	0	kokūyethāḥ	Second	Sg.	"Pres. Potential"	"    1"
nirgal	1	nirgalat			"Present Ind."	"    1"
vyālap	4	vyālaperan	Third	Pl.	"Pres. Potential"	"    1"
pānthāy	0	pānthāyamāna			"Present Ind."	"    1"
hrepay	10	hrepayante	Third	Pl.	"Present Ind."	"    1"
hrepay	10	hrepayanti	Third	Pl.	"Present Ind."	"    1"
hrepay	10	hrepayat			"Present Ind."	"    1"
udvelay	0	udvelayanti	Third	Pl.	"Present Ind."	"    1"
sāyakāy	0	sāyakāyamāna			"Present Ind."	"    1"
āmajj	1	āmagna			"Past Passive Participle"	"    1"
vyavasāyay	10	vyavasāyayanti	Third	Pl.	"Present Ind."	"    1"
avasāyay	10	avasāyayitum			Infinitive	"    1"
avasāyay	10	avasāyya			Absolutive	"    1"
parisnu	2	parisnauti	Third	Sg.	"Present Ind."	"    1"
mukharīkṛ	8	mukharīkaroti	Third	Sg.	"Present Ind."	"    1"
mukharīkṛ	8	mukharīkṛta			"Past Passive Participle"	"    1"
prahvīkṛ	8	prahvīkṛta			"Past Passive Participle"	"    1"
abhyarh	1	abhyarhita			"Past Passive Participle"	"    1"
abhyarh	1	abhyarhaṇīya			"Future passive particle"	"    1"
jighats	0	jighatsati	Third	Sg.	"Present Ind."	"    1"
jighats	0	jighatsaḥ	Second	Sg.	"Present Jus."	"    1"
jighats	0	jighatsataḥ	Third	Du.	"Present Ind."	"    1"
jighats	0	jighatsita			"Past Passive Participle"	"    1"
vairāy	0	vairāyate	Third	Sg.	"Present Ind."	"    1"
dudhukṣ	0	dudhukṣasi	Second	Sg.	"Present Ind."	"    1"
unmanībhū	1	unmanībhūḥ	Second	Sg.	"Aorist Jus."	"    1"
vikacīkṛ	8	vikacīkaroti	Third	Sg.	"Present Ind."	"    1"
parvatīkṛ	8	parvatīkṛtya			Absolutive	"    1"
jalāy	0	jalāyate	Third	Sg.	"Present Ind."	"    1"
kulyāy	0	kulyāyate	Third	Sg.	"Present Ind."	"    1"
svalpaśilāy	0	svalpaśilāyate	Third	Sg.	"Present Ind."	"    1"
kuraṅgāy	0	kuraṅgāyate	Third	Sg.	"Present Ind."	"    1"
mālyaguṇāy	0	mālyaguṇāyate	Third	Sg.	"Present Ind."	"    1"
pīyūṣavarṣāy	0	pīyūṣavarṣāyate	Third	Sg.	"Present Ind."	"    1"
avalok	0	avalokate	Third	Sg.	"Present Ind."	"    1"
vilal	1	vilalita			"Past Passive Participle"	"    1"
upāyanībhū	1	upāyanībhūta			"Past Passive Participle"	"    1"
abhipranṛt	4	abhipranṛtta			"Past Passive Participle"	"    1"
unmaday	10	unmadayat			"Present Ind."	"    1"
vadanībhū	1	vadanībhūta			"Past Passive Participle"	"    1"
pṛthūkṛ	8	pṛthūkarotu	Third	Sg.	"Pres. Imp."	"    1"
kāraṇībhū	1	kāraṇībhūta			"Past Passive Participle"	"    1"
smaray	10	smarayati	Third	Sg.	"Present Ind."	"    1"
anusmaray	10	anusmarayat			"Present Ind."	"    1"
samudric	7	samudrikta			"Past Passive Participle"	"    1"
pañcaśikhīkṛ	8	pañcaśikhīkṛta			"Past Passive Participle"	"    1"
prahiṁs	7	prahiṇasti	Third	Sg.	"Present Ind."	"    1"
kāntāy	0	kāntāyate	Third	Sg.	"Present Ind."	"    1"
śithilāy	0	śithilāyante	Third	Pl.	"Present Ind."	"    1"
śyāmībhū	1	śyāmībhavanti	Third	Pl.	"Present Ind."	"    1"
svāṁśīkṛ	8	svāṃśīkṛtya			Absolutive	"    1"
lālāy	0	lālāyate	Third	Sg.	"Present Ind."	"    1"
pātray	0	pātrayat			"Present Ind."	"    1"
vipariśram	4	vipariśramat			"Present Ind."	"    1"
paribudh	4	paribudhyate	Third	Sg.	"Present Ind."	"    1"
paribudh	4	paribodhi	Third	Sg.	"Aorist Ind. Passive"	"    1"
anuprakṝ	6	anuprakīrṇa			"Past Passive Participle"	"    1"
āmad	4	āmatta			"Past Passive Participle"	"    1"
pipatiṣ	0	pipatiṣati	Third	Sg.	"Present Ind."	"    1"
pipatiṣ	0	pipatiṣat			"Present Ind."	"    1"
ātmībhū	1	ātmībhūta			"Past Passive Participle"	"    1"
ekākīkṛ	8	ekākīkṛta			"Past Passive Participle"	"    1"
utkīlay	0	utkīlya			Absolutive	"    1"
nirbhās	1	nirbabhāse	Third	Sg.	"Perfect Ind."	"    1"
samavanam	1	samavanata			"Past Passive Participle"	"    1"
parikvaṇ	1	parikvaṇat			"Present Ind."	"    1"
gurūkṛ	8	gurūkṛta			"Past Passive Participle"	"    1"
pāṇḍūkṛ	8	pāṇḍūkṛta			"Past Passive Participle"	"    1"
parilolay	10	parilolita			"Past Passive Participle"	"    1"
samavahas	1	samavahāsya			"Future passive particle"	"    1"
bhṛśāy	0	bhṛśāyate	Third	Sg.	"Present Ind."	"    1"
apalī	4	apalīna			"Past Passive Participle"	"    1"
udavāp	5	udavāpa	Third	Sg.	"Perfect Ind."	"    1"
abhivihā	3	abhivihāya			Absolutive	"    1"
vinirvartay	10	vinirvartya			Absolutive	"    1"
unmanīkṛ	8	unmanīcakāra	Third	Sg.	"Perfect Ind."	"    1"
vinirvāsay	10	vinirvāsya			Absolutive	"    1"
niśram	4	niśrānta			"Past Passive Participle"	"    1"
