Лемма	Класс	Форма	Лицо	Число	Время/наклонение	Примеры
vyālup	6	vyālumpanti	Third	Pl.	"Present Ind."	"    1"
vyālup	6	vyālupyate	Third	Sg.	"Present Passive"	"    1"
vyāvarṇay	0	vyāvarṇayat			"Present Ind."	"    1"
vyāvṛt	1	vyāvartiṣyate	Third	Sg.	"Future Ind."	"    1"
vyāvṛt	1	vyāvartat	Third	Sg.	"Imperfect ind"	"    1"
vyāvartay	10	vyāvartayanti	Third	Pl.	"Present Ind."	"    1"
vyāvartay	10	vyāvartayet	Third	Sg.	"Pres. Potential"	"    1"
vyāvartay	10	vyāvartayiṣyati	Third	Sg.	"Future Ind."	"    1"
vyāvartay	10	vyāvartaye	First	Sg.	"Present Ind."	"    1"
vyāvartay	10	vyāvartayitavya			"Future passive particle"	"    1"
vyāvyadh	4	vyāvidhyan	Third	Pl.	"Imperfect ind"	"    1"
vyāvyadh	4	vyāvidhyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
vyāsidh	1	vyāsiddha			"Past Passive Participle"	"    1"
vyāhan	4	vyāhanti	Third	Sg.	"Present Ind."	"    1"
vyāhan	4	vyāhata	Second	Pl.	"Imperfect ind"	"    1"
vyāhan	4	vyājaghāna	Third	Sg.	"Perfect Ind."	"    1"
vyāhan	4	vyāhanyeta	Third	Sg.	"Pres. Potential"	"    1"
vyāhan	4	vyāhanyeran	Third	Pl.	"Pres. Potential"	"    1"
vyāhan	4	vyāhantum			Infinitive	"    1"
vyāhṛ	1	vyāhariṣyati	Third	Sg.	"Future Ind."	"    1"
vyāhṛ	1	vyāhariṣyanti	Third	Pl.	"Future Ind."	"    1"
vyāhṛ	1	vyājahara	First	Sg.	"Perfect Ind."	"    1"
vyāhṛ	1	vyāharase	Second	Sg.	"Present Ind."	"    1"
vyāhṛ	1	vyāhariṣyat			"Future Ind."	"    1"
vyāhṛ	1	vyāharitum			Infinitive	"    1"
vyukṣ	6	vyukṣat			"Present Ind."	"    1"
vyukṣ	6	vyukṣita			"Past Passive Participle"	"    1"
vyuccar	1	vyuccaranta	Third	Pl.	"Imperfect ind"	"    1"
vyuccar	1	vyuccaramāṇa			"Present Ind."	"    1"
vyucchid	7	vyucchinna			"Past Passive Participle"	"    1"
vyutthā	1	vyutthāsye	First	Sg.	"Future Ind."	"    1"
vyutthā	1	vyutthāsyanti	Third	Pl.	"Future Ind."	"    1"
vyutthāpay	10	vyutthāpayati	Third	Sg.	"Present Ind."	"    1"
vyutthāpay	10	vyutthāpayantu	Third	Pl.	"Pres. Imp."	"    1"
vyutpad	4	vyutpanna			"Past Passive Participle"	"    1"
vyutpad	4	vyutpādya			"Future passive particle"	"    1"
vyutpad	4	vyutpadyat			"Present Ind."	"    1"
vyutpāday	10	vyutpādayat			"Present Ind."	"    1"
vyutpāday	10	vyutpādayitum			Infinitive	"    1"
vyutsad	1	vyudasīdan	Third	Pl.	"Imperfect ind"	"    1"
vyutsṛj	6	vyutsrakṣye	First	Sg.	"Future Ind."	"    1"
vyutsṛp	1	vyutsarpanti	Third	Pl.	"Present Ind."	"    1"
vyudas	1	vyudasyet	Third	Sg.	"Pres. Potential"	"    1"
vyudas	1	vyudasyate	Third	Sg.	"Present Passive"	"    1"
vyudas	1	vyudasyante	Third	Pl.	"Present Passive"	"    1"
vyudas	1	vyudastavat			"Past Active Participle"	"    1"
vyuddhṛ	1	vyujjahartha	Second	Sg.	"Perfect Ind."	"    1"
vyuddhṛ	1	vyuddhāram			Absolutive	"    1"
vyupayuj	7	vyupayuṅkte	Third	Sg.	"Present Ind."	"    1"
vyupayuj	7	vyupayujyataḥ	Third	Du.	"Present Ind."	"    1"
vyuparam	1	vyuparamanti	Third	Pl.	"Present Ind."	"    1"
vyupaśam	4	vyupaśaśāma	Third	Sg.	"Perfect Ind."	"    1"
vyupāram	1	vyupāramya			Absolutive	"    1"
vyūh	1	vyūhāmi	First	Sg.	"Present Ind."	"    1"
vyūh	1	vyūhataḥ	Third	Du.	"Present Ind."	"    1"
vyūh	1	vyūhantu	Third	Pl.	"Pres. Imp."	"    1"
vyūh	1	vyauhan	Third	Pl.	"Imperfect ind"	"    1"
vyūh	1	avyūhanta	Third	Pl.	"Imperfect ind"	"    1"
vyūh	1	vyūhiṣyāmi	First	Sg.	"Future Ind."	"    1"
vyūh	1	avyūhat	Third	Sg.	"Imperfect ind"	"    1"
vyūh	1	vyūhat			"Present Ind."	"    1"
vyūh	1	vyūhita			"Past Passive Participle"	"    1"
vyūh	1	vyūhya			"Future passive particle"	"    1"
vyūh	1	vyuhya			Absolutive	"    1"
vyūh	1	vyūhamāna			"Present Ind."	"    1"
vyṛdh	5	vyṛdhyante	Third	Pl.	"Present Passive"	"    1"
vyṛdh	5	vyṛddha			"Past Passive Participle"	"    1"
śraddhā	1	śraddhāsyate	Third	Sg.	"Future Ind."	"    1"
śraddhā	1	śraddadhyāma	First	Pl.	"Pres. Potential"	"    1"
śraddhā	1	śraddadhātu	Third	Sg.	"Pres. Imp."	"    1"
śraddhā	1	śraddadhāma	First	Pl.	"Pres. Imp."	"    1"
śraddhā	1	śraddhāsyāmi	First	Sg.	"Future Ind."	"    1"
śraddhā	1	śraddhīyate	Third	Sg.	"Present Passive"	"    1"
śraddhā	1	śraddhīyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
śraddhā	1	śraddadhanti	Third	Pl.	"Present Ind."	"    1"
śraddhā	1	śraddadhet	Third	Sg.	"Pres. Potential"	"    1"
śraddhā	1	śraddadhatsva	Second	Sg.	"Pres. Imp."	"    1"
śraddhā	1	śraddhattām	Third	Sg.	"Pres. Imp."	"    1"
śraddhā	1	aśraddadhata	Third	Pl.	"Imperfect ind"	"    1"
śraddhā	1	aśraddadhat	Third	Sg.	"Imperfect ind"	"    1"
śraddhā	1	śraddadhetarām	Third	Sg.	"Perfect Ind."	"    1"
śraddhā	1	śraddhāsyat			"Future Ind."	"    1"
śraddhā	1	śraddhāya			Absolutive	"    1"
śraddhā	1	śraddadhat			"Present Ind."	"    1"
śraddhā	1	śraddhe			Infinitive	"    1"
śraddhā	1	śraddadhātum			Infinitive	"    1"
saṁyaj	1	saṃyajet	Third	Sg.	"Pres. Potential"	"    1"
saṁyaj	1	samayajat	Third	Sg.	"Imperfect ind"	"    1"
saṁyaj	1	samiṣṭa			"Past Passive Participle"	"    1"
saṁyat	1	saṃyatāmahai	First	Pl.	"Pres. Imp."	"    1"
saṁyat	1	saṃyetire	Third	Pl.	"Perfect Ind."	"    1"
saṁyam	1	saṃyacchati	Third	Sg.	"Present Ind."	"    1"
saṁyam	1	saṃyamāmi	First	Sg.	"Present Ind."	"    1"
saṁyam	1	saṃyamiṣyasi	Second	Sg.	"Future Ind."	"    1"
saṁyam	1	saṃyamet	Third	Sg.	"Pres. Potential"	"    1"
saṁyam	1	saṃyacchate	Third	Sg.	"Present Ind."	"    1"
saṁyam	1	saṃyamya			"Future passive particle"	"    1"
saṁyam	1	saṃyantavya			"Future passive particle"	"    1"
saṁyā	2	saṃyāhi	Second	Sg.	"Pres. Imp."	"    1"
saṁyā	2	saṃyātu	Third	Sg.	"Pres. Imp."	"    1"
saṁyā	2	saṃyāsyati	Third	Sg.	"Future Ind."	"    1"
saṁyā	2	saṃyāsyatha	Second	Pl.	"Future Ind."	"    1"
saṁyā	2	saṃyātā	Third	Sg.	"Future. Ind. Peri."	"    1"
saṁyā	2	saṃyāya			Absolutive	"    1"
saṁyuj	7	saṃyuñjanti	Third	Pl.	"Present Ind."	"    1"
saṁyuj	7	saṃyujyāmahe	First	Pl.	"Present Passive"	"    1"
saṁyuj	7	saṃyuyoja	Third	Sg.	"Perfect Ind."	"    1"
saṁyuj	7	saṃyujyeyam	First	Sg.	"Pres. Potential"	"    1"
saṁyuj	7	saṃyuṅkte	Third	Sg.	"Present Ind."	"    1"
saṁyuj	7	saṃyuyuje	Third	Sg.	"Perfect Ind."	"    1"
saṁyuj	7	saṃyuñjantu	Third	Pl.	"Pres. Imp."	"    1"
saṁyuj	7	saṃyojanīya			"Future passive particle"	"    1"
saṁyuj	7	saṃyoktavya			"Future passive particle"	"    1"
saṁyojay	10	saṃyojayata	Second	Pl.	"Pres. Imp."	"    1"
saṁyojay	10	saṃyojayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
saṁyojay	10	saṃyojayethāḥ	Second	Sg.	"Pres. Potential"	"    1"
saṁyojay	10	saṃyojyante	Third	Pl.	"Present Passive"	"    1"
saṁyojay	10	saṃyojayat			"Present Ind."	"    1"
saṁyojay	10	saṃyojayitvā			Absolutive	"    1"
saṁyudh	4	samayudhyetām	Third	Du.	"Imperfect ind"	"    1"
saṁrakṣ	1	saṃrakṣāmi	First	Sg.	"Present Ind."	"    1"
saṁrakṣ	1	saṃrakṣanti	Third	Pl.	"Present Ind."	"    1"
saṁrakṣ	1	saṃrakṣatu	Third	Sg.	"Pres. Imp."	"    1"
saṁrakṣ	1	saṃrakṣantu	Third	Pl.	"Pres. Imp."	"    1"
saṁrakṣ	1	saṃrakṣyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
saṁrakṣ	1	saṃrakṣiṣyati	Third	Sg.	"Future Ind."	"    1"
saṁrakṣ	1	saṃrarakṣatuḥ	Third	Du.	"Perfect Ind."	"    1"
saṁrakṣ	1	saṃrakṣeta	Third	Sg.	"Pres. Potential"	"    1"
saṁrakṣ	1	saṃrakṣaṇīya			"Future passive particle"	"    1"
saṁrakṣ	1	saṃrakṣamāṇa			"Present Ind."	"    1"
saṁrañj	6	saṃrajyante	Third	Pl.	"Present Passive"	"    1"
saṁrañj	6	saṃrarañja	Third	Sg.	"Perfect Ind."	"    1"
saṁrañjay	10	saṃrañjayati	Third	Sg.	"Present Ind."	"    1"
saṁrañjay	10	saṃrañjayat			"Present Ind."	"    1"
saṁrañjay	10	saṃrañjita			"Past Passive Participle"	"    1"
saṁrabh	1	saṃrabhete	Third	Du.	"Present Ind."	"    1"
saṁrabh	1	saṃrabhāvahai	First	Du.	"Pres. Imp."	"    1"
saṁrabh	1	saṃrabhantām	Third	Pl.	"Pres. Imp."	"    1"
saṁrabh	1	saṃrambhamāṇa			"Present Ind."	"    1"
saṁram	1	saṃraṃsyase	Second	Sg.	"Future Ind."	"    1"
saṁram	1	saṃrata			"Past Passive Participle"	"    1"
saṁrāj	1	saṃrejire	Third	Pl.	"Perfect Ind."	"    1"
saṁrāj	1	saṃrājat			"Present Ind."	"    1"
saṁrādhay	10	samarādhayan	Third	Pl.	"Imperfect ind"	"    1"
saṁrādhay	10	saṃrādhayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
saṁrādhay	10	saṃrādhayat			"Present Ind."	"    1"
saṁrādhay	10	saṃrādhya			Absolutive	"    1"
saṁru	2	saṃrauti	Third	Sg.	"Present Ind."	"    1"
saṁruc	1	saṃruruce	Third	Sg.	"Perfect Ind."	"    1"
saṁrocay	10	samarocayan	Third	Pl.	"Imperfect ind"	"    1"
saṁruj	6	saṃrujati	Third	Sg.	"Present Ind."	"    1"
saṁrudh	7	saṃruṇatsi	Second	Sg.	"Present Ind."	"    1"
saṁrudh	7	saṃrundhyāt	Third	Sg.	"Pres. Potential"	"    1"
saṁrudh	7	samarautsīt	Third	Sg.	"Aorist Ind. S."	"    1"
saṁrudh	7	saṃrundhat			"Present Ind."	"    1"
saṁrudh	7	saṃroddhum			Infinitive	"    1"
saṁrudh	7	saṃrudhyamāna			"Present Passive"	"    1"
saṁruh	1	saṃrohanti	Third	Pl.	"Present Ind."	"    1"
saṁruh	1	saṃruruhuḥ	Third	Pl.	"Perfect Ind."	"    1"
saṁropay	10	saṃropayet	Third	Sg.	"Pres. Potential"	"    1"
saṁlakṣay	10	saṃlakṣayāmi	First	Sg.	"Present Ind."	"    1"
saṁlakṣay	10	saṃlakṣya			"Future passive particle"	"    1"
saṁlajj	1	saṃlajjamāna			"Present Ind."	"    1"
saṁlajj	1	saṃlajjita			"Past Passive Participle"	"    1"
saṁlap	1	saṃlapanti	Third	Pl.	"Present Ind."	"    1"
saṁlap	1	saṃlāpya			"Future passive particle"	"    1"
saṁlabh	1	saṃlabhet	Third	Sg.	"Pres. Potential"	"    1"
saṁlabh	1	saṃlabhate	Third	Sg.	"Present Ind."	"    1"
saṁlālay	10	samalālayat	Third	Sg.	"Imperfect ind"	"    1"
saṁlālay	10	saṃlālita			"Past Passive Participle"	"    1"
saṁlikh	6	saṃlikhati	Third	Sg.	"Present Ind."	"    1"
saṁlikh	6	saṃlekhya			"Future passive particle"	"    1"
saṁlih	2	saṃlilihuḥ	Third	Pl.	"Perfect Ind."	"    1"
saṁlī	4	saṃlīyante	Third	Pl.	"Present Ind."	"    1"
saṁlī	4	samalīyanta	Third	Pl.	"Imperfect ind"	"    1"
saṁlī	4	saṃleṣyate	Third	Sg.	"Future Ind."	"    1"
saṁlī	4	saṃlīyamāna			"Present Ind."	"    1"
saṁlī	4	saṃlīya			Absolutive	"    1"
saṁloḍay	10	samaloḍayan	Third	Pl.	"Imperfect ind"	"    1"
saṁloḍay	10	saṃloḍayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
saṁloḍay	10	saṃloḍita			"Past Passive Participle"	"    1"
saṁlup	6	saṃlupya			Absolutive	"    1"
saṁlobhay	10	samalobhayat	Third	Sg.	"Imperfect ind"	"    1"
saṁlobhay	10	saṃlobhayat			"Present Ind."	"    1"
saṁlobhay	10	saṃlobhya			Absolutive	"    1"
saṁvac	3	samavocatām	Third	Du.	"Aorist Ind. Them."	"    1"
saṁvac	3	samūcuḥ	Third	Pl.	"Perfect Ind."	"    1"
saṁvac	3	samucyate	Third	Sg.	"Present Passive"	"    1"
saṁvac	3	samavocata	Third	Sg.	"Aorist Ind. Them."	"    1"
saṁvad	1	samavadat	Third	Sg.	"Imperfect ind"	"    1"
saṁvad	1	saṃvade	First	Sg.	"Present Ind."	"    1"
saṁvad	1	saṃvadate	Third	Sg.	"Present Ind."	"    1"
saṁvad	1	samavadata	Third	Sg.	"Imperfect ind"	"    1"
saṁvad	1	samūdire	Third	Pl.	"Perfect Ind."	"    1"
saṁvāday	10	saṃvādayāmi	First	Sg.	"Present Ind."	"    1"
saṁvāday	10	saṃvādayet	Third	Sg.	"Pres. Potential"	"    1"
saṁvāday	10	samavādayan	Third	Pl.	"Imperfect ind"	"    1"
saṁvāday	10	saṃvādayat			"Present Ind."	"    1"
saṁvāday	10	saṃvādya			"Future passive particle"	"    1"
saṁvand	1	samavandata	Third	Sg.	"Imperfect ind"	"    1"
saṁvalg	1	samavalgata	Second	Pl.	"Imperfect ind"	"    1"
saṁvas	2	saṃvasāna			"Present Ind."	"    1"
saṁvas	1	saṃvasāmi	First	Sg.	"Present Ind."	"    1"
saṁvas	1	saṃvaseyuḥ	Third	Pl.	"Pres. Potential"	"    1"
saṁvas	1	saṃvasate	Third	Sg.	"Present Ind."	"    1"
saṁvas	1	saṃvasante	Third	Pl.	"Present Ind."	"    1"
saṁvas	1	saṃvastum			Infinitive	"    1"
saṁvas	1	saṃvasāna			"Aorist Ind. Root."	"    1"
saṁvā	2	saṃvāti	Third	Sg.	"Present Ind."	"    1"
saṁvā	2	saṃvāta			"Past Passive Participle"	"    1"
saṁvij	6	saṃvijate	Third	Sg.	"Present Ind."	"    1"
saṁvij	6	saṃvivije	Third	Sg.	"Perfect Ind."	"    1"
saṁvijñā	9	saṃvijānāmi	First	Sg.	"Present Ind."	"    1"
saṁvijñā	9	saṃvijānāsi	Second	Sg.	"Present Ind."	"    1"
saṁvijñā	9	saṃvijānāti	Third	Sg.	"Present Ind."	"    1"
saṁvijñāpay	10	saṃvijñāpayatām	Third	Du.	"Imperfect ind"	"    1"
saṁvitarkay	0	saṃvitarkayat			"Present Ind."	"    1"
saṁvid	2	saṃvetti	Third	Sg.	"Present Ind."	"    1"
saṁvid	2	saṃvidanti	Third	Pl.	"Present Ind."	"    1"
saṁvid	2	saṃvidma	First	Pl.	"Perfect Ind."	"    1"
saṁvid	2	saṃvitte	Third	Sg.	"Present Ind."	"    1"
saṁvid	2	saṃvidāte	Third	Du.	"Present Ind."	"    1"
saṁvid	2	saṃvitsva	Second	Sg.	"Pres. Imp."	"    1"
saṁvid	2	saṃvidat			"Present Ind."	"    1"
saṁveday	10	saṃvedayeta	Third	Sg.	"Pres. Potential"	"    1"
saṁveday	10	saṃvedayati	Third	Sg.	"Present Ind."	"    1"
saṁveday	10	saṃvedayeyam	First	Sg.	"Pres. Potential"	"    1"
saṁvidhā	3	saṃvidadhyāt	Third	Sg.	"Pres. Potential"	"    1"
saṁvidhā	3	saṃvidadhyuḥ	Third	Pl.	"Pres. Potential"	"    1"
saṁvidhā	3	saṃvidhāsyāmaḥ	First	Pl.	"Future Ind."	"    1"
saṁvidhā	3	saṃvidhattām	Third	Sg.	"Pres. Imp."	"    1"
saṁvibhaj	1	saṃvibhajanti	Third	Pl.	"Present Ind."	"    1"
saṁvibhaj	1	saṃvyabhajat	Third	Sg.	"Imperfect ind"	"    1"
saṁvibhaj	1	saṃvibabhāja	Third	Sg.	"Perfect Ind."	"    1"
saṁvibhaj	1	saṃvibhajiṣyati	Third	Sg.	"Future Ind."	"    1"
saṁvibhaj	1	saṃvibheje	Third	Sg.	"Perfect Ind."	"    1"
saṁvibhaj	1	saṃvibhajat			"Present Ind."	"    1"
saṁvibhā	2	saṃvibhāti	Third	Sg.	"Present Ind."	"    1"
saṁviś	6	saṃviśetām	Third	Du.	"Pres. Potential"	"    1"
saṁviś	6	saṃviśeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
saṁviś	6	saṃviśāni	First	Sg.	"Pres. Imp."	"    1"
saṁviś	6	saṃviśa	Second	Sg.	"Pres. Imp."	"    1"
saṁviś	6	saṃviśante	Third	Pl.	"Present Ind."	"    1"
saṁviś	6	saṃviśethāḥ	Second	Sg.	"Pres. Potential"	"    1"
saṁviś	6	saṃviśantām	Third	Pl.	"Pres. Imp."	"    1"
saṁviś	6	samaviśanta	Third	Pl.	"Imperfect ind"	"    1"
saṁviś	6	saṃvekṣyat			"Future Ind."	"    1"
saṁveśay	10	samaveśayan	Third	Pl.	"Imperfect ind"	"    1"
saṁveśay	10	saṃveśyate	Third	Sg.	"Present Passive"	"    1"
saṁveśay	10	saṃveśayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
saṁveśay	10	saṃveśita			"Past Passive Participle"	"    1"
saṁveśay	10	saṃveśya			"Future passive particle"	"    1"
saṁvihṛ	1	saṃviharati	Third	Sg.	"Present Ind."	"    1"
saṁvīkṣ	1	saṃvīkṣya			Absolutive	"    1"
saṁvījay	10	saṃvījayati	Third	Sg.	"Present Ind."	"    1"
saṁvṛ	9	saṃvṛṇute	Third	Sg.	"Present Ind."	"    1"
saṁvṛ	9	saṃvriyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
saṁvṛ	9	saṃvṛṇvat			"Present Ind."	"    1"
saṁvṛ	9	saṃvarītum			Infinitive	"    1"
saṁvāray	10	saṃvārya			"Future passive particle"	"    1"
saṁvāray	10	saṃvāryamāṇa			"Present Passive"	"    1"
saṁvṛj	7	saṃvṛṅgdhi	Second	Sg.	"Pres. Imp."	"    1"
saṁvṛj	7	samavṛkta	Third	Sg.	"Aorist Ind. Root."	"    1"
saṁvṛj	7	saṃvṛkta			"Past Passive Participle"	"    1"
saṁvṛj	7	saṃvṛjya			Absolutive	"    1"
saṁvṛt	1	saṃvartatām	Third	Sg.	"Pres. Imp."	"    1"
saṁvṛt	1	saṃvavṛte	Third	Sg.	"Perfect Ind."	"    1"
saṁvṛt	1	samavartan	Third	Pl.	"Imperfect ind"	"    1"
saṁvṛt	1	saṃvṛtya			Absolutive	"    1"
saṁvṛt	1	saṃvavṛtvas			"Perfect Ind."	"    1"
saṁvartay	10	saṃvartayati	Third	Sg.	"Present Ind."	"    1"
saṁvartay	10	saṃvartayanti	Third	Pl.	"Present Ind."	"    1"
saṁvartay	10	saṃvartaya	Second	Sg.	"Pres. Imp."	"    1"
saṁvartay	10	samavartayan	Third	Pl.	"Imperfect ind"	"    1"
saṁvartay	10	saṃvartyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
saṁvartay	10	saṃvartayiṣyat			"Future Ind."	"    1"
saṁvartay	10	saṃvartayitum			Infinitive	"    1"
saṁvartay	10	saṃvartayitvā			Absolutive	"    1"
saṁvṛdh	1	saṃvardhante	Third	Pl.	"Present Ind."	"    1"
saṁvṛdh	1	saṃvardhat			"Present Ind."	"    1"
saṁvardhay	10	saṃvardhayanti	Third	Pl.	"Present Ind."	"    1"
saṁvardhay	10	saṃvardhayet	Third	Sg.	"Pres. Potential"	"    1"
saṁvardhay	10	samavardhayat	Third	Sg.	"Imperfect ind"	"    1"
saṁvardhay	10	samavardhayan	Third	Pl.	"Imperfect ind"	"    1"
saṁvardhay	10	saṃvardhayiṣyasi	Second	Sg.	"Future Ind."	"    1"
saṁvardhay	10	saṃvardhyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
saṁvṛṣ	1	samavarṣatām	Third	Du.	"Imperfect ind"	"    1"
saṁvṛṣ	1	samavarṣanta	Third	Pl.	"Imperfect ind"	"    1"
saṁveṣṭ	1	saṃveṣṭante	Third	Pl.	"Present Ind."	"    1"
saṁveṣṭ	1	samaveṣṭata	Third	Sg.	"Imperfect ind"	"    1"
saṁveṣṭ	1	samaveṣṭanta	Third	Pl.	"Imperfect ind"	"    1"
saṁveṣṭ	1	saṃveṣṭanti	Third	Pl.	"Present Ind."	"    1"
saṁveṣṭ	1	saṃveṣṭamāna			"Present Ind."	"    1"
saṁveṣṭay	10	saṃveṣṭayat			"Present Ind."	"    1"
saṁvyath	1	saṃvyathati	Third	Sg.	"Present Ind."	"    1"
saṁvyadh	4	samavidhyetām	Third	Du.	"Imperfect ind"	"    1"
saṁvyadh	4	saṃvidhya			Absolutive	"    1"
saṁvraj	1	saṃvrajati	Third	Sg.	"Present Ind."	"    1"
saṁvraj	1	saṃvrajet	Third	Sg.	"Pres. Potential"	"    1"
saṁśaṁs	1	saṃśasyate	Third	Sg.	"Present Passive"	"    1"
saṁśaṁs	1	saṃśaṃsāni	First	Sg.	"Pres. Sub."	"    1"
saṁśaṅk	1	samaśaṅkata	Third	Sg.	"Imperfect ind"	"    1"
saṁśam	4	saṃśāmyati	Third	Sg.	"Present Ind."	"    1"
saṁśam	4	samaśāmyat	Third	Sg.	"Imperfect ind"	"    1"
saṁśam	4	saṃśamya			Absolutive	"    1"
saṁśuc	1	saṃśocasi	Second	Sg.	"Present Ind."	"    1"
saṁśuc	1	saṃśocat			"Present Ind."	"    1"
saṁśudh	4	saṃśodhanīya			"Future passive particle"	"    1"
saṁśudh	4	saṃśodhya			"Future passive particle"	"    1"
saṁśodhay	10	saṃśodhayāmi	First	Sg.	"Present Ind."	"    1"
saṁśodhay	10	saṃśodhyate	Third	Sg.	"Present Passive"	"    1"
saṁśubh	6	samaśobhat	Third	Sg.	"Imperfect ind"	"    1"
saṁśubh	6	samaśobhata	Third	Sg.	"Imperfect ind"	"    1"
saṁśobhay	10	saṃśobhita			"Past Passive Participle"	"    1"
saṁśuṣ	4	saṃśoṣet	Third	Sg.	"Pres. Potential"	"    1"
saṁśuṣ	4	saṃśuṣyate	Third	Sg.	"Present Passive"	"    1"
saṁśuṣ	4	samaśuṣyanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
saṁśuṣ	4	saṃśuṣyamāṇa			"Present Passive"	"    1"
samśoṣay	10	saṃśoṣayati	Third	Sg.	"Present Ind."	"    1"
saṁśṛ	9	samaśīryanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
saṁśṛ	9	saṃśaśre	Third	Sg.	"Perfect Ind."	"    1"
saṁśṛ	9	saṃśīrṇa			"Past Passive Participle"	"    1"
saṁśri	1	saṃśrayeyam	First	Sg.	"Pres. Potential"	"    1"
saṁśri	1	saṃśraya	Second	Sg.	"Pres. Imp."	"    1"
saṁśri	1	saṃśrayantu	Third	Pl.	"Pres. Imp."	"    1"
saṁśri	1	saṃśrayiṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
saṁśri	1	saṃśrayeran	Third	Pl.	"Pres. Potential"	"    1"
saṁśri	1	saṃśrayasva	Second	Sg.	"Pres. Imp."	"    1"
saṁśri	1	saṃśrayat			"Present Ind."	"    1"
saṁśru	5	saṃśṛṇve	First	Sg.	"Present Ind."	"    1"
saṁśru	5	saṃśṛṇute	Third	Sg.	"Present Ind."	"    1"
saṁśru	5	samaśṛṇvata	Third	Pl.	"Imperfect ind"	"    1"
saṁśru	5	samaśrauṣam	First	Sg.	"Aorist Ind. S."	"    1"
saṁśru	5	saṃśuśrāva	Third	Sg.	"Perfect Ind."	"    1"
saṁśru	5	saṃśrūyase	Second	Sg.	"Present Passive"	"    1"
saṁśru	5	saṃśrūyate	Third	Sg.	"Present Passive"	"    1"
saṁśru	5	saṃśrūyante	Third	Pl.	"Present Passive"	"    1"
saṁśru	5	saṃśuśruve	Third	Sg.	"Perfect Ind."	"    1"
saṁśru	5	saṃśrotum			Infinitive	"    1"
saṁśliṣ	4	saṃśliṣyanti	Third	Pl.	"Present Ind."	"    1"
saṁśleṣay	10	saṃśleṣayati	Third	Sg.	"Present Ind."	"    1"
saṁśleṣay	10	saṃśleṣayet	Third	Sg.	"Pres. Potential"	"    1"
saṁsañj	1	saṃsajati	Third	Sg.	"Present Ind."	"    1"
saṁsañj	1	saṃsajet	Third	Sg.	"Pres. Potential"	"    1"
saṁsañj	1	saṃsasajjatuḥ	Third	Du.	"Perfect Ind."	"    1"
saṁsañj	1	saṃsajat			"Present Ind."	"    1"
saṁsañj	1	saṃsajya			Absolutive	"    1"
saṁsad	2	saṃsīdet	Third	Sg.	"Pres. Potential"	"    1"
saṁsad	2	saṃsasāda	Third	Sg.	"Perfect Ind."	"    1"
saṁsad	2	saṃsīdat			"Present Ind."	"    1"
saṁsad	2	saṃsīdamāna			"Present Ind."	"    1"
saṁsādhay	10	saṃsādhayāmi	First	Sg.	"Present Ind."	"    1"
saṁsādhay	10	saṃsādhayata	Second	Pl.	"Pres. Imp."	"    1"
saṁsādhay	10	saṃsādhayiṣyatha	Second	Pl.	"Future Ind."	"    1"
saṁsādhay	10	saṃsādhayat			"Present Ind."	"    1"
saṁsādhay	10	saṃsādhayitum			Infinitive	"    1"
saṁsādhay	10	saṃsādhayitvā			Absolutive	"    1"
saṁsidh	4	saṃsidhyati	Third	Sg.	"Present Ind."	"    1"
saṁsidh	4	saṃsidhyate	Third	Sg.	"Present Ind."	"    1"
saṁsidh	4	saṃsidhyante	Third	Pl.	"Present Ind."	"    1"
saṁsīv	4	saṃsīvya			Absolutive	"    1"
saṁsū	2	saṃsuvate	Third	Pl.	"Present Ind."	"    1"
saṁsū	2	samasūyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
saṁsṛ	1	saṃsarasi	Second	Sg.	"Present Ind."	"    1"
saṁsṛ	1	saṃsarate	Third	Sg.	"Present Ind."	"    1"
saṁsṛ	1	saṃsarantu	Third	Pl.	"Pres. Imp."	"    1"
saṁsṛ	1	saṃsaritum			Infinitive	"    1"
saṁsāray	10	saṃsāryamāṇa			"Present Passive"	"    1"
saṁsṛj	6	saṃsṛjanti	Third	Pl.	"Present Ind."	"    1"
saṁsṛj	6	saṃsṛjāni	First	Sg.	"Pres. Imp."	"    1"
saṁsṛj	6	saṃsṛjatam	Second	Du.	"Pres. Imp."	"    1"
saṁsṛj	6	saṃsṛjeta	Third	Sg.	"Pres. Potential"	"    1"
saṁsarjay	10	saṃsarjayet	Third	Sg.	"Pres. Potential"	"    1"
saṁsṛp	1	saṃsarpanti	Third	Pl.	"Present Ind."	"    1"
