parent	n_children	children
atharva	9	atharvabhūta|atharvavat|atharvavid|atharvaveda|atharvaśikhā|atharvaśiras|atharvahṛdaya|atharvāṅgiras|atharvāṅgirasa
atharvāṇa	1	atharvāṇavid
ad VERB	1	ad VERBādi
adakṣiṇa	1	adakṣiṇatva
adatta	3	a-dattādāna|a-dattādāyika|a-dattādāyin
adanta	2	adantajāta|a-dantāghātin
adabdha	5	adabdhacakṣus|adabdhadhīti|adabdhavrata-pramati|adabdhāyu|adabdhāsu
adarśana	1	adarśanapatha
adaśan	1	a-daśa-māsya
adas	4	adaḥ-kṛtya|ado-bhavati|ado-maya|ado-mūla
aditi	4	aditikuṇḍalāharaṇa|aditija|adititva|aditinandana
adivā	2	a-divāśin|adivāsvāpin
adīna	3	adīnagātratā|adīnasattva|adīnātman
adīrgha	2	adīrghadarśin|adīrghasūtra
aduḥkha	2	aduḥkhanavamī|aduḥkhasukha-vedanā
adurga	1	adurgaviṣaya
aduṣṭa	1	aduṣṭatva
adūra	1	adūrabhava
adūṣita	1	adūṣitadhī
adṛpta	1	adṛptakratu
adṛśya	1	adṛśyakaraṇa
adṛṣṭa	13	adṛṣṭakarman|adṛṣṭakāma|adṛṣṭaja|adṛṣṭanara|adṛṣṭapuruṣa|adṛṣṭapara-sāmarthya|adṛṣṭapūrva|adṛṣṭaphala|adṛṣṭarūpa|adṛṣṭavat|adṛṣṭahan|adṛṣṭārtha|adṛṣṭāśrutapūrvatva
adeya	1	adeyadāna
adeva	1	adevamātṛka
adeśa	3	adeśakāla|adeśaja|adeśastha
adoṣa	1	adoṣadarśin
addhā	3	addhātama|addhāpuruṣa|addhābodheya
adbhuta	24	adbhutakarman|adbhutakṛṣṇa-rāja|adbhutakratu|adbhutagandha|adbhutatama|adbhutatva|adbhutadarpaṇa|adbhutadarśana|adbhutadharma|adbhutabrāhmaṇa|adbhutabhīma-karman|adbhutaraṅga|adbhutarasa|adbhutarāmāyaṇa|adbhutarūpa|adbhutaśānti|adbhutasaṁkāśa|adbhutasāra|adbhutasvana|adbhutārtha|adbhutainas|adbhutottarakāṇḍa|adbhutotpāta|adbhutopama
adma	3	admasad|admasadya|admasadvan
adya	15	adyatas|adyatva|adyadina|adyadivasa|adyapūrvam|adyaprabhṛti|adyayajña|adyaśva|adyaśvīna|adyasutyā|adyāgreṇa|adyāpi|adyāvadhi|adyā-śva|adyaiva
adyatana	1	adyatanabhūta
adri	32	adrikarṇī|adrikīlā|adrikṛta-sthalī|adrija|adrijā|adrijūta|adritanayā|adridugdha|adridviṣ|adridhṛt|adrinandinī|adripati|adribarhas|adribudhna|adribhid|adribhū|adribhedana|adrimātṛ|adrimūrdhan|adrirāj|adrirāja|adrivat|adrivahni|adriśayya|adriśṛṅga|adriṣuta|adrisaṁhata|adrisānu|adrisāra|adrisāra-maya|adrīndra|adrīśa
adrogha	2	adroghavāc|adroghāvita
adroha	1	adrohavṛtti
advaya	3	advayavāda|advayavādin|advayānanda
adveṣa	1	adveṣarāgin
advaita	7	advaitadīpikā|advaitabrahma-siddhi|advaitamakaranda|advaitavādin|advaitavādin|advaitānanda|advaitopaniṣad
adha	2	adhapriya|adhaīṣa
adhaḥ	5	adhaḥkumba|adhaḥkhāta|adhaḥśāyin|adhaḥsaṁveśin|adhaḥsthānāsana
adhama	10	adhamabhṛta|adhamabhṛtaka|adhamarṇa|adhamarṇika|adhamaśākha|adhamāṅga|adhamācāra|adhamādhama|adhamārdha|adhamārdhya
adhara	22	adharakaṇṭha|adharakāya|adharatas|adharadala|adharapāna|adharamadhu|adharamūla|adhararucaka|adharasapatna|adharasvastika|adharahanu|adharāmṛta|adharāmbara|adharāraṇi|adharāvalopa|adharī-kṛta|adharī-bhūta|adhare-dyus|adharottara|adhar'-oṣṭha|adharauṣṭha|adharauṣṭha-rucaka
adharāt	1	adharāttāt
adharma	9	adharmacaraṇa|adharmacaryā|adharmacārin|adharmatas|adharmadaṇḍana|adharmamaya|adharmātman|adharmāstikāya|adharmottaratā
adhas	75	adha-upāsana|adhaḥ-kara|adhaḥ-kāya|adhaḥ-kṛta|adhaḥ-kṛṣṇājinam|adhaḥ-kriyā|adhaḥ-khanana|adhaḥ-padma|adhaḥ-pāta|adhaḥ-puṣpī|adhaḥ-pravāha|adhaḥ-prastara|adhaḥ-prāṅ-śāyin|adhaḥ-śaya|adhaḥ-śayya|adhaḥ-śiras|adhaḥ-stha|adhaḥ-sthita|adhaḥ-svastika|adhaś-cara|adhastarām|adhastala|adhaspada|adho-'kṣa|adho-'kṣam|adho-'kṣeṇa|adho-'kṣa-ja|adho-gata|adho-gati|adho-gama|adho-gamana|adho-gati|adho-gāmin|adho-ghaṇṭā|adho-'ṅga|adho-jānu|adho-jihvikā|adho-dāru|adho-diś|adho-dṛṣṭi|adho-deśa|adho-dvāra|adho-nāpita|adho-nābham|adho-nābhi|adho-nilaya|adho-nivīta|adho-nīvī|adho-'para|adhopahāsa|adho-bandhana|adho-bāṇa|adho-bhakta|adho-bhava|adho-bhāga|adho-bhāga-doṣa-hara|adho-bhuvana|adho-bhūmi|adho-mayūkha|adho-marman|adho-mukha|adho-yantra|adho-rakta-pitta|adho-rāma|adho-lamba|adho-loka|adho-vadana|adho-varcas|adho-vaśa|adho-vāsas|adho-vāyu|adho-'vekṣin|adho-'ṁśuka|adho-'śvam|adho-'sra-pitta
adhastāt	4	adhastād-diś|adhastān-nābhi|adhastān-nirbādham|adhastāl-lakṣman
adhi	1	adhy-adhi
adhika	20	adhikakṣaya-kārin|adhikatā|adhikatithi|adhikatva|adhikadanta|adhikadina|adhikamāṁsārman|adhikamāsa|adhikarddhi|adhikavayas|adhikavākyokti|adhikaṣāṣṭika|adhikasaṁvatsara|adhikasāptatika|adhikākṣara|adhikāṅga|adhikādhi|adhikādhika|adhikārtha|adhikārtha-vacana
adhikaraṇa	6	adhikaraṇabhojaka|adhikaraṇamaṇḍapa|adhikaraṇamālā|adhikaraṇalekhaka|adhikaraṇasiddhānta|adhikaraṇaitāvattva
adhikarman	3	adhi-karmakara|adhi-karmakṛt|adhi-karma-kṛta
adhikāra	5	adhikārapuruṣa|adhikāravat|adhikārasaṁgraha|adhikārastha|adhikārāḍhya
adhikārin	2	adhi-kāri-tā|adhi-kāri-tva
adhikṛta	1	adhikṛtatva
adhipati	1	adhipativatī
adhimāṁsa	1	adhimāṁsārman
adhimātra	1	adhimātrakāruṇika
adhimitra	1	adhimitratā
adhirājya	1	adhirājyabhāj
adhirūḍha	2	adhirūḍhasamādhi-yoga|adhirūḍhā-karṇa
adhivāsa	1	adhivāsabhūmi
adhivāsin	1	adhi-vāsi-tā
adhiśiras	1	adhi-śirodharam
adhiṣavaṇa	1	adhiṣavaṇaphalaka
adhiṣṭhāna	2	adhiṣṭhānadeha|adhiṣṭhānaśarīra
adhīta	1	adhītaveda
adhyayana	3	adhyayanasaṁvṛtti|adhyayanatapasī|adhyayanapuṇya
adhyāpaka	1	adhyāpakodita
adhyāya	2	adhyāyaśata-pāṭha|adhyāyopākarman
adhīna	2	adhīnatā|adhīnatva
adhīra	1	adhīratā
adhyagni	2	adhyagnī-kṛta|adhyagny-upāgata
adhyardha	22	adhyardhakaṁsa|adhyardhakākiṇīka|adhyardhakārṣāpaṇa|adhyardhakārṣāpaṇika|adhyardhakhārīka|adhyardhapaṇya|adhyardhapādya|adhyardhapratika|adhyardhamāṣya|adhyardhaviṁśatikīna|adhyardhaśata|adhyardhaśatya|adhyardhaśatamāna|adhyardhaśātamāna|adhyardhaśāṇa|adhyardhaśāṇya|adhyardhaśūrpa|adhyardhasahasra|adhyardhasāhasra|adhyardhasuvarṇa|adhyardhasauvarṇika|adhy-ardhopā
adhyavasāya	1	adhyavasāyayukta
adhyātma	10	adhyātmacintāmaṇi|adhyātmacetas|adhyātmajñāna|adhyātmadṛś|adhyātmarati|adhyātmarāmāyaṇa|adhyātmavid|adhyātmavidyā|adhyātmaśāstra|adhyātmottara-kāṇḍa
adhyuṣṭa	1	adhyuṣṭavalaya
adhyūḍha	1	adhyūḍhaja
adhri	3	adhrigu|adhrija|adhripuṣpalikā
adhvan	9	adhva-gacchat|adhva-gaṇa|adhva-gati|adhva-darśin|adhva-loṣṭa|adhva-śīla|adhva-śrama|adhva-saha|adhvāpanna
adhva	13	adhvaga|adhvagat|adhvagaty-anta|adhvagantavya|adhvaga-bhogya|adhvagamana|adhvagāmin|adhvajā|adhvapati|adhvaratha|adhvaśalya|adhvādhipa|adhveśa
adhvara	15	adhvarakarman|adhvarakalpa|adhvarakalpā|adhvarakāṇḍa|adhvarakṛt|adhvaraga|adhvaraguru|adhvaradīkṣaṇīyā|adhvaradhiṣṇya|adhvaraprāyaścitti|adhvaravat|adhvaraśrī|adhvarasamiṣṭa-yajus|adhvarastha|adhvare-ṣṭhā
adhvaryu	5	adhvaryukāṇḍa|adhvaryukratu|adhvaryupatha|adhvaryupātra|adhvaryuveda
adhvānta	1	adhvāntaśātrava
ana	1	anavat-tva
anagna	1	anagnatā
anagni	3	anagnitrā|anagnidagdha|anagniṣvātta
anagha	1	anaghāṣṭamī
anaṅga	15	anaṅgakrīḍā|anaṅgadevī|anaṅgapāla|anaṅgabhīma|anaṅgamaṅgala|anaṅgam-ejaya|anaṅgaraṅga|anaṅgalatikā|anaṅgalekhā|anaṅgavidyā|anaṅgaśekhara|anaṅgasenā|anaṅgaharṣa|anaṅgāpīḍa|anaṅgāsuhṛd
anaḍud	4	anaḍudarha|anaḍuj-jihvā|anaḍudda|anaḍudyajña
anati	18	an-atikrama|an-atikramaṇīya|anatidagdha|an-atidāha|anatidṛśya|anatidṛśna|an-atidbhuta|an-atineda|anatipraśnya|an-atimānin|an-atirikta|an-atireca|an-ativṛtti|an-ativyādhya|an-atisṛṣṭa|an-atyanta-gati|an-atyaya|an-atyudya
anaddhā	1	anaddhāpuruṣa
anadhikāra	1	anadhikāracarcā
anadhigata	2	anadhigatamanoratha|anadhigataśāstra
anadhyāya	1	anadhyāyadivasa
ananubhāvaka	1	ananubhāvakatā
ananta	40	anantakara|anantaga|anantaguṇa|anantacaturdaśī|anantacāritra|anantajit|anantatā|anantatāna|anantatīrtha|anantatīrtha-kṛt|anantatṛtīyā|anantatṛtīyā-vrata|anantatva|anantadṛṣṭi|anantadeva|anantanemi|anantapāra|anantapāla|anantabhaṭṭa|anantamati|anantamāyin|anantamūla|anantarāma|anantarāśi|anantarūpa|anantavat|anantavarman|anantavāta|anantavikramin|anantavijaya|anantavīrya|anantavrata|anantaśakti|anantaśayana|anantaśāyin|anantaśīrṣā|anantaśuṣma|anantātman|anantāśrama|ananteśvara
anantara	2	anantaraja|anantarajāta
ananya	35	ananyakārya|ananyagati|ananyagati|ananyagatika|ananyagāmin|ananyaguru|ananyacitta|ananyacetas|ananyacodita|ananyaja|ananyajāni|ananyatā|ananyatva|ananyadṛṣṭi|ananyadeva|ananyaniṣpādya|ananyaparāyaṇa|ananyapūrvā|ananyapratikriya|ananyabhava|ananyabhāva|ananyamanas|ananyamanaska|ananyamānasa|ananyayoga|ananyarādhas|ananyavandin|ananyaviṣaya|ananyaviṣayātman|ananyavṛtti|ananyasādhāraṇa|ananyahṛta|ananyānubhava|ananyārtha|ananyāśrita
anapatya	2	anapatyatā|anapatyavat
anaparādha	1	anaparādhatva
anapāya	1	anapāyadṛṣṭa
anapekṣa	1	anapekṣatva
anabhimlāta	1	anabhimlātavarṇa
anabhisandhi	1	anabhisandhikṛta
anabhyāsa	1	an-abhyāsam-itya
anabhra	1	anabhravṛṣṭi
anaya	1	anayaṁ-gata
anargha	1	anargharāghava
anarghya	1	anarghyatva
anartha	11	anarthakara|anarthakāma|anarthatva|anarthadarśin|anarthanāśin|anarthabuddhi|anarthabhāva|anarthabhīru|anarthalupta|anarthasaṁśaya|an-arthāvekṣa
anala	9	analada|analadīpana|analaprabhā|analapriyā|analavāṭa|analasakha|analasāda|analānanda|analopala
analpa	2	analpaghoṣa|analpamanyu
anavacchinna	1	anavacchinnahāsa
anavadya	4	anavadyatā|anavadyatva|anavadyarūpa|anavadyāṅga
anavadhāna	1	anavadhānatā
anavama	1	anavamadarśin
anavasthita	3	anavasthitacitta|anavasthitacitta-tva|anavasthitatva
anavānam	1	anavāna-tā
anavekṣa	2	an-avekṣitam|an-avekṣaṇa
anaśana	1	anaśanatā
anaśnat	1	an-aśnan-t-sāṅgamana
anaśva	1	anaśvadā
anaṣṭa	2	anaṣṭapaśu|anaṣṭavedas
anas	1	anasvat
anākāla	1	anākālabhṛta
anāgata	5	anāgatavat|anāgatavidhātṛ|anāgatābādha|anāgatārtavā|anāgatāvekṣaṇa
anāgama	1	anāgamopabhoga
anāgas	2	anāgās-tva|anāgo-hatyā
anājñapta	1	anājñaptakārin
anāḍhya	1	an-āḍhyam-bhaviṣṇu
anātma	3	anātmajña|anātmapratyavekṣā|anātmavat
anātha	3	anāthapiṇḍa-da|anāthapiṇḍika|anāthasabhā
anādara	1	an-ādarākṣepa
anādi	6	anāditva|anādinidhana|anādimat|anādimadhyānta|anādy-ananta|an-ādyanta
anānupūrvya	1	anānupūrvyasaṁhitā
anāpluta	1	an-āplutāṅga
anāman	1	anāma-tva
anāyatana	1	anāyatanavat
anāyatta	2	anāyattavṛtti|anāyattavṛtti-tā
anāyāsa	1	anāyāsakṛta
anārabhya	1	anārabhyatva
anārabhya	2	anārabhyavāda|anārabhyādhīta
anārogya	1	anārogyakara
anārya	6	anāryakarmin|anāryaja|anāryajuṣṭa|anāryatā|anāryatikta|anāryatva
anāvṛtti	1	anāvṛttibhaya
anāśaka	2	anāśakanivṛtta|anāśakāyana
anāśis	1	an-āśīr-dā
anāstika	1	an-āstikya
anāsādita	1	anāsāditavigraha
anāsrava	1	anāsravaprakāra
anāhata	1	anāhatanāda
anāhūta	2	anāhūtopajalpin|anāhūtopaviṣṭa
anigraha	1	anigrahasthāna
anita	1	anitabhā
anitya	12	anityakarman|anityakriyā|anityatā|anityatva|anityadatta|anityadattaka|anityadatrima|anityapratyavekṣā|anityabhāva|anityasama|anityasama-prakaraṇa|anityasamāsa
anibaddha	1	anibaddhapralāpin
anibhṛṣṭa	1	anibhṛṣṭataviṣi
animantrita	1	animantritabhojin
animitta	4	animittatas|animittanirākṛta|animittaliṅga-nāśa|animittalipi
animiṣa	2	animiṣākṣa|animiṣācārya
aniyata	4	aniyatapuṁskā|aniyatavṛtti|aniyatāṅka|a-niyatātman
aniyantraṇam	1	aniyantraṇānuyoga
aniyama	1	a-niyamopamā
anirākaraṇa	2	anirākariṣṇu|anirākṛtin
anirukta	1	aniruktagāna
aniruddha	2	aniruddhapatha|aniruddhabhāvinī
anila	19	anilakumāra|anilaghna|anilaghnaka|anilaparyaya|anilaparyāya|anilaprakṛti|anilavyādhi|anilasakha|anilasārathi|anilahan|anilahṛt|anilātmaja|anilāntaka|anilāpaha|anilāmaya|anilāyana|anilāśin|a-nilāśana|anilāhata
anivartin	1	anivarti-tva
anivedita	1	aniveditavijñāta
aniśita	1	aniśitasarga
aniṣu	2	aniṣucārin|aniṣudhanva
aniṣkṛta	1	aniṣkṛtainas
aniṣṭa	12	aniṣṭagraha|aniṣṭaduṣṭa-dhī|aniṣṭaprasaṅga|aniṣṭaphala|aniṣṭayajña|aniṣṭaśaṅkā|aniṣṭasūcaka|aniṣṭahetu|an-iṣṭāpādana|an-iṣṭāpti|an-iṣṭāśaṁsin|aniṣṭotprekṣaṇa
aniṣpanna	1	aniṣpannatva
anistīrṇa	1	anistīrṇābhiyoga
anīka	4	anīkavat|anīkavidāraṇa|anīkaśas|anīkastha
anīca	2	anīcadarśin|a-nīcānuvartin
anīti	2	anītijña|anītivid
anīśa	1	anīśatva
anīśvara	3	anīśvaratā|anīśvaratva|anīśvaravādin
anukāma	1	anukāmakṛt
anukampita	1	anukampitātman
anukūla	3	anukūlatā|anukūlanāyaka|anukūlavāyu
anukta	2	anuktanimitta|anuktasiddhi
anukrośa	1	anu-krośākṣepa
anugata	1	anugatārtha
anugāna	1	anugānaśas
anugraha	2	anugrahakātara|anugrahasarga
anucaraṇa	1	anucaraṇacarita
anucita	1	anucitārtha
anucchitti	1	anucchittidharman
anuja	1	anujā-sutā
anujīvin	1	anujīvisāt-kṛta
anujñā	3	anu-jñākṣepa|anujñāprārthanā|anujñaiṣaṇā
anutāpa	1	anu-tāpāṅka
anutta	1	anuttamanya
anuttama	2	an-uttamāmbhas|an-uttamāmbhasika
anuttara	4	anuttarapūjā|anuttarayoga-tantra|an-uttaropapātika|anuttaropapātika-daśā
anutpatti	1	anutpattisama
anutpāda	1	anutpādakṣānti
anutsāha	1	anutsāhatā
anutsuka	1	anutsukatā
anudātta	4	anudāttatara|anudāttādi|anudāttet|anudāttodaya
anuddhṛta	1	an-uddhṛtābhyastamaya
anudvega	1	anudvegakara
anunāsika	5	anunāsikatva|anunāsikalopa|anunāsikādi|anunāsikānta|anunāsikopadha
anunaya	2	anunayapratigha-prahāṇa|anunayāmantraṇa
anunnata	2	anunnatagātra|anunnatānata
anupada	1	anupadasūtra
anupama	1	anupamamati
anuparodha	1	anuparodhatas
anupalakṣya	1	anupalakṣyavartman
anupalabdhi	1	anupalabdhisama
anupahata	2	anupahatakruṣṭa|anupahatakarṇendriyatā
anupākṛta	1	anupākṛtamāṁsa
anupūrva	11	anupūrvakeśa|anupūrvagātra|anupūrvagātratā|anupūrvadaṁṣṭra|anupūrvadaṁṣṭratā|anupūrvanābhi|anupūrvapāṇi-lekha|anupūrvaja|anupūrvavatsā|anupūrvaśas|anu-pūrvāṅgulitā
anupeya	1	anupeyamāna
anupta	1	anuptasasya
anupravacana	1	anupravacanādi
anuprahṛ VERB	2	anu-prahṛta-bhājana|anuprahṛtya
anubandhin	1	anubandhi-tva
anubimba	2	anu-bimbana|anu-bimbita
anubha	1	anubhaya
anubhava	2	anubhavasiddha|anubhavārūḍha
anubhāvaka	1	anubhāvakatā
anubhūti	2	anubhūtiprakāśa|anubhūtisvarūpācārya
anumata	2	anumatakarma-kārin|anumatavajra
anumati	1	anumatipattra
anumantraṇa	1	anumantraṇamantra
anumāna	5	anumānakhaṇḍa|anumānacintāmaṇi|anumānaprakāśa|anumānamaṇi-dīdhiti|anumānokti
anumārga	1	anu-mārgāgata
anumṛgya	1	anumṛgyadāśu
anuyāja	5	anuyājaprasava|anuyājapraiṣa|anuyājavat|anuyājānumantraṇa|anuyājārtha
anuyāyin	2	anuyāyi-tā|anuyāyi-tva
anuyoga	1	anuyogakṛt
anurakta	2	anuraktapraja|anuraktaloka
anurāga	2	anurāgavat|anurāgeṅgita
anurāgin	1	anurāgi-tā
anurādha	2	anurādhagrāma|anurādhapura
anurodhin	1	anurodhi-tā
anurūpa	2	anurūpaceṣṭa|anurūpatas
anulipta	1	anuliptāṅga
anuloma	7	anulomakalpa|anulomakṛṣṭa|anulomaja|anulomapariṇītā|anulomapratiloma|anulomāya|anulomārtha
anuvaṁśa	1	anuvaṁśaśloka
anuvakra	1	anuvakraga
anuvāka	2	anuvākasaṅkhyā|anuvākānukramaṇī
anuvākyā	2	anuvākya-vat|anuvākyāvat
anuvācana	1	anuvācanapraiṣa
anuvādya	1	anuvādyatva
anuvidhāyin	1	anuvidheya
anuvartin	2	anuvarti-tā|anuvarti-tva
anuvedi	1	anu-vedy-antam
anuśaṁsa	1	anuśaṁsaśaṁsana
anuśatika	1	anuśatikādi
anuśāsana	1	anuśāsanapara
anuśāsin	1	anuśāsti
anuśaya	2	anuśayavat|anuśayākṣepa
anuṣṭubh	6	anuṣṭup-karmīṇa|anuṣṭup-chandas|anuṣṭup-śiras|anuṣṭup-śīrṣan|anuṣṭup-sampad|anuṣṭub-garbhā
anuṣṭhāna	3	anuṣṭhānakrama|anuṣṭhānaśarīra|anuṣṭhānasmāraka
anuṣṇa	3	anuṣṇagu|anuṣṇavallikā|anuṣṇāśīta
anusāra	1	anusāratas
anusṛta	1	anusṛtavatsā
anusvāra	3	anusvāravat|anusvāravyavāya|anusvārāgama
anūcīna	2	anūcīnagarbha|anūcīnāham
anūkti	1	anūktitva
anūḍha	3	anūḍhamāna|anūḍhā-gamana|anūḍhā-bhrātṛ
anūna	3	anūnaguru|anūnavarcas|anūnavastuka
anūpa	4	anūpaja|anūpadeśa|anūpaprāya|anūpavilāsa
anūru	1	anūrusārathi
anūrdhva	3	anūrdhvabhās|an-ūrdhvaṁ-bhāvuka|anūrdhvajñu
anṛṇa	2	anṛṇatā|anṛṇatva
anṛta	15	anṛtakatha|anṛtadeva|anṛtadviṣ|anṛtapaśu|anṛtamaya|anṛtavadana|anṛtavāc|anṛtavādin|anṛtavrata|anṛtasaṁgara|anṛtasaṁhita|anṛtasarvasva|anṛtākhyāna|an-ṛtātmaka|anṛtābhisandha
anṛtu	2	anṛtukanyā|anṛtupā
anṛśaṁsa	1	anṛśaṁsatā
aneka	44	anekakāma|anekakālam|anekakālāvadhi|anekakṛt|anekagotra|anekacara|anekacitta-mantra|anekaja|anekatā|anekatva|anekatra|anekadharma-kathā|anekadhā|anekadhā-prayoga|anekadhṛt|anekapa|anekabhārya|anekamukha|anekayuddha-vijayin|anekarandhra|anekarūpa|anekalocana|anekavacana|anekavarṇa|anekavarṇa|anekavāram|anekavārṣika|anekavidha|anekaśapha|anekaśabda|anekaśas|anekasaṁkhya|anekasaṁsthāna|anekākāra|anekākṣara|anekāgra|anekāc|anekātma-vādin|anekārtha|anekārtha-dhvani-mañjarī|anekārtha-saṁgraha|anekāl|anekāśraya|anekāśrita
anekānta	3	anekāntatva|anekāntavāda|anekāntavādin
anevam	2	anevaṁ-vid|anevaṁ-vidvas
anaikāntika	2	anaikāntikatā|anaikāntikatva
anta	46	antakara|antakaraṇa|antakārin|antakarman|antakāla|antakṛt|antakṛd-daśā|antaga|antagata|antagati|antagāmin|antagamana|antacara|antaja|antajāti|antatas|antatvāṣṭrī|antadvīpa|antadvīpin|antadīpaka|antanāman|antanetra|antapāla|antapluta|antabhava|antabhāj|antarata|antalīna|antalopa|antavat|antavahni|antavāsin|antavelā|antaśayyā|antaśas|antasatkriyā|antasad|antastha|antasvarita|antādi|antāvasāyin|antāvaśāyin|ante-'vasāyin|ante-vāsa|ante-vāsin|antodātta
antaka	3	antakadruh|antakapura|antakāmana
antama	1	antamasthā
antaḥ	92	antaḥkaraṇa|antaḥkalpa|antaḥkuṭila|antaḥkṛmi|antaḥkoṭara-puṣpī|antaḥkoṇa|antaḥkopa|antaḥkośa|antaḥkratu|antaḥkraurya|antaḥpaṭa|antaḥpadam|antaḥpade|antaḥparidhāna|antaḥparidhi|antaḥparimārjana|antaḥparśavya|antaḥpavitra|antaḥpaśu|antaḥpāta|antaḥpātya|antaḥpātita|antaḥpātin|antaḥpātin|antaḥpātra|antaḥpādam|antaḥpārśva|antaḥpārśvya|antaḥpāla|antaḥpura|antaḥpura-cara|antaḥpura-cārikā|antaḥpura-jana|antaḥpura-pracāra|antaḥpura-rakṣaka|antaḥpura-vartin|antaḥpura-vṛddhā|antaḥpurādhipatya|antaḥpurādhyakṣa|antaḥpurāvacara|antaḥpura-sahāya|antaḥpurika|antaḥpurīya|antaḥpurevāsa|antaḥpūjā|antaḥpūya|antaḥpūya|antaḥpeya|antaḥprakṛti|antaḥpracalita|antaḥprajña|antaḥpratiṣṭhāna|antaḥpratiṣṭhita|antaḥpratihāram|antaḥpramoda|antaḥpraveśa|antaḥprāṇin|antaḥśara|antaḥśarīra|antaḥśalya|antaḥśava|antaḥśānti|antaḥśilā|antaḥśīrṇa|antaḥśailaja|antaḥśri|antaḥśleṣa|antaḥśleṣaṇa|antaḥsaṁjña|antaḥsattva|antaḥsattvā|antaḥsadas|antaḥsadasam|antaḥsalila|antaḥsānu|antaḥsāma|antaḥsāmika|antaḥsāra|antaḥsukha|antaḥsuṣirin|antaḥsenam|antaḥstobha|antaḥstoma-bhāgam|antaḥstha|antaḥstha-mudgara|antaḥsthā-chandas|antaḥsthī-bhāva|antaḥspandya|antaḥsmayin|antaḥsmita|antaḥsmera|antaḥsveda
antar	137	antarāgamana|antaragni|antaraṅga|antaraṅga-tva|antarantaḥstha|antaravayava|antarākāśa|antarākūṭa|antarāgama|antarāgāra|antarātmaka|antarātman|antarātmeṣṭakam|antarādhāna|antarāpaṇa|antarāya|antarārāma|antarāla|antarālaka|antarindriya|antariti|antarīpa|antaruṣya|antargaṅgā|antargaḍu|antargaṇa|antargata|antargarbha|antargala-gata|antargiri|antarguda-valaya|antargūḍha-viṣa|antargṛha|antargeha|antargoṣṭha|antarghaṇa|antarghana|antarghāta|antarja|antarjaṭhara|antarjana|antarjanman|antarjambha|antarjala-cara|antarjalaugha|antarjāta|antarjānu|antarjñāna|antarjyotis|antarjvalana|antardagdha|antardadhana|antardadhāna|antardaśā|antardaśāha|antardāva|antardāha|antardivākīrtya|antardiś|antarduḥkha|antarduṣṭa|antardṛṣṭi|antardeśa|antardvāra|antardhana|antardhināman|antardhā|antardhairya|antardhyāna|antardhvānta|antarnagara|antarnikhāta|antarniviṣṭa|antarniveśana|antarniṣṭha|antarnihita|antarbāṣpa|antarbhavana|antarbhāva|antarbhāvanā|antarbhinna|antarbhūta|antarbhūmi|antarbheda|antarbhauma|antarmadāvastha|antarmanas|antarmandira|antarmarman|antarmukha|antarmudra|antarmṛta|antarmoda|antaryakṣa|antaryajana|antaryāga|antaryāma|antaryāma-graha|antaryāmin|antaryoga|antarlamba|antarlīna|antarloma|antarvaṁśa|antarvaṁśika|antarvacana|antarvaṇa|antarvat|antarvami|antarvarta|antarvartin|antarvartinī|antarvāvat|antarvṛtti|antarvasat|antarvasu|antarvastra|antarvāṇi|antarvāvat|antarvāsas|antarvigāhana|antarvidvas|antarvega|antarvedi|antarveśman|antarveśmika|antarhaṇana|antarhanana|antarhastam|antarhastīna|antarhāsa|antarhita|antarhiti|antaś-cakṣus|antaś-caṇḍāla|antaś-cara|antarhṛdaya
antara	23	antarakośa|antaracakra|antarajña|antaratama|antaratara|antaratas|antarada|antaradiśā|antaradvīpa|antarapatita|antarapūruṣa|antaraprabhava|antarapraśna|antaraprekṣin|antarabhāvanā|antaravāsaka|antarastha|antarasthāyin|antarasthita|antarāntarāt|antarānveṣin|antarāpatyā|antarā-bhara
antarā	10	antarāṁsa|antarādiś|antarābhakta|antarābhara|antarābhava-deha|antarābhava-sattva|antarāvedī|antarāśṛṅgam|antarāśṛṅgīya|antareṣa
antarikṣa	14	antarikṣakṣit|antarikṣaga|antarikṣacara|antarikṣanāman|antarikṣaprā|antarikṣaprut|antarikṣayānī|antarikṣaloka|antarikṣasaṁśita|antarikṣasad|antarikṣasadya|antarikṣāyatana|antarikṣāsana|antarikṣodara
antargata	2	antargatamanas|antargatopamā
antardhāna	2	antardhānagata|antardhānacara
antarhita	1	antarhitātman
antarbhūta	1	antarbhūtatva
antas	5	antastapta|antastāpa|antastuṣāra|antastoya|antaspatha
anti	10	antigṛha|antitara|antitama|antitas|antideva|antimitra|antivāma|antiṣad|antisumna|anty-ūti
antika	3	antikagati|antikatā|antikāśraya
antima	1	antimāṅka
antya	22	antyakarman|antyakriyā|antyaja|antyaja-gamana|antyajanman|antyajāti|antyajātīya|antyajā-gamana|antyadhana|antyapada|antyamūla|antyabha|antyamaṇḍana|antyayuga|antyayoni|antyavarṇa|antyavipulā|antyāvasāyin|antyārdha|antyāhuti|antyeṣṭi|antyeṣṭi-kriyā
