gra_L	gra_key1	gra_key2	gra_hom	gra_pc	rv_occurrence_count	vedaweb_example_form	vedaweb_example_lemma	vedaweb_example_location	match_method
526	anupUrvia	anupUrvia		0060	99	pū́rvya	pūrvyá- ~ pū́rvya-	1.26.5	vedaweb-id-link
5722	pUrvia	pU/rvia		0848	99	pū́rvya	pūrvyá- ~ pū́rvya-	1.26.5	vedaweb-id-link
5721	pUrvya	pUrvya/		0847	99	pū́rvya	pūrvyá- ~ pū́rvya-	1.26.5	vedaweb-id-link
2360	ozaDi	o/zaDi		0306	98	óṣadhīṣu	óṣadhī-	1.59.3	vedaweb-id-link
8260	vizRu	vi/zRu		1309	98	víṣṇuḥ	víṣṇu-	1.22.16	vedaweb-id-link
4677	DAman	DA/man		0677	97	dhā́mabhiḥ	dhā́man-	1.14.10	vedaweb-id-link
1824	Iq	Iq		0230	97	īḷe	√īḍ- ~ īḷ-	1.1.1	vedaweb-id-link
2922	garBa	ga/rBa		0387	97	gárbhe	gárbha-	1.65.4	vedaweb-id-link
7432	ruc	ruc		1170	97	rócante	√ruc-	1.6.1	vedaweb-id-link
7434	rucay	rucay		1172	97	rócante	√ruc-	1.6.1	vedaweb-id-link
576	antarikza	anta/ri-kza		0065	96	antárikṣeṇa	antárikṣa-	1.25.7	vedaweb-id-link
1085	arvAc	arvA/c		0117	96	arvā́k	arvā́ñc-	1.9.5	vedaweb-id-link
5076	nu	nu	1	0742	96	anūṣata	√nu- ~ nū-	1.6.6	vedaweb-id-link
5077	nu	nu	2	0744	96	anūṣata	√nu- ~ nū-	1.6.6	vedaweb-id-link
7890	vAta	vA/ta		1257	96	vā́tasya	vā́ta-	1.24.6	vedaweb-id-link
1582	Ayus	A/yus		0183	95	ā́yuḥ	ā́yus-	1.10.11	vedaweb-id-link
3222	cana	cana/		0434	95	caná	caná	1.18.7	vedaweb-id-link
4255	dI	dI	2	0608	95	dīdivaḥ	√dī- 1	1.12.5	vedaweb-id-link
4256	dI	dI	3	0610	95	dīdivaḥ	√dī- 1	1.12.5	vedaweb-id-link
4264	dIp	dIp		0610	95	dīdivaḥ	√dī- 1	1.12.5	vedaweb-id-link
5516	pIti	pIti/		0820	95	pītáye	pītí-	1.5.6	vedaweb-id-link
5539	punar	pu/nar		0822	95	púnar	púnar	1.6.4	vedaweb-id-link
9505	sah	sah		1495	95	sāsahyā́ma	√sah-	1.8.4	vedaweb-id-link
4385	dUta	dUta/		0624	94	dūtám	dūtá-	1.12.1	vedaweb-id-link
2241	fBu	fBu/		0290	94	r̥bhávaḥ	r̥bhú-	1.20.4	vedaweb-id-link
2736	krand	krand		0355	94	krándat	√krand-	1.36.8	vedaweb-id-link
5186	pat	pat	1	0761	94	patáyantaḥ	√pat- 1	1.24.6	vedaweb-id-link
4041	dakza	da/kza		0570	93	dákṣam	dákṣa-	1.2.9	vedaweb-id-link
1735	indrAgni	indrAgni/		0216	93	indrāgnī́	indrāgní-	1.21.1	vedaweb-id-link
9156	sajozas	sa-jo/zas		1450	93	sajóṣasaḥ	sajóṣas-	1.43.3	vedaweb-id-link
6834	mitrAvaruRa	mitrA/va/ruRa		1040	92	mitrāvaruṇau	mitrā́váruṇa-	1.2.8	vedaweb-id-link
9975	suvIra	su-vI/ra		1552	92	suvī́ram	suvī́ra-	1.31.10	vedaweb-id-link
6755	mA	mA	1	1023	91	mimīhí	√mā- 1	1.38.14	vedaweb-id-link
669	api	a/-pi		0075	90	ápi	ápi	1.121.13	vedaweb-id-link
7677	vayas	va/yas	2	1214	90	váyaḥ	váyas-	1.37.9	vedaweb-id-link
3190	cakz	cakz		0429	89	caṣṭe	√cakṣ-	1.24.12	vedaweb-id-link
7783	vas	vas	2	1231	89	vasta	√vas- 2	1.25.13	vedaweb-id-link
7785	vas	vas	4	1233	89	vasta	√vas- 2	1.25.13	vedaweb-id-link
6217	buD	buD		0907	88	bodhaya	√budh-	1.12.4	vedaweb-id-link
3428	jar	jar	2	0479	87	jarante	√jar-	1.2.2	vedaweb-id-link
6870	muc	muc		1047	87	mumugdhi	√muc-	1.24.9	vedaweb-id-link
4499	dEvya	dE/vya		0639	85	daívyā	daívya-	1.13.8	vedaweb-id-link
5468	pi	pi		0810	85	pīpayaḥ	√pī- 1	1.63.8	vedaweb-id-link
9143	sacA	sa/cA		1448	85	sácā	sácā	1.5.2	vedaweb-id-link
9672	sic	sic		1515	85	siñce	√sic-	1.30.1	vedaweb-id-link
7782	vas	vas	1	1229	85	uchati	√vas- 1	1.46.1	vedaweb-id-link
7125	yu	yu	2	1112	85	yavaya +	√yu- 2	1.5.10	vedaweb-id-link
8720	SaSvat	Sa/Svat		1387	84	śáśvatā	śáśvant-	1.26.6	vedaweb-id-link
8983	SrI	SrI/		1425	84	śríyam	śrī́-	1.43.7	vedaweb-id-link
7585	vajrin	vajri/n		1197	84	vajrī́	vajrín-	1.7.2	vedaweb-id-link
1578	Ayu	Ayu/		0182	83	āyáve	āyú-	1.31.2	vedaweb-id-link
8639	Satru	Sa/tru		1376	83	śátravaḥ	śátru-	1.5.4	vedaweb-id-link
4511	dyAvApfTivI	dyA/vA-pfTivI/		0640	83	dyāvāpr̥thivī	dyā́vāpr̥thivī́-	1.31.8	vedaweb-id-link
1687	iti	i/ti		0203	83	íti	íti	1.109.3	vedaweb-id-link
5549	pur	pu/r	2	0823	83	purā́m	púr-	1.11.4	vedaweb-id-link
5548	pur	pu/r	1	0823	83	purā́m	púr-	1.11.4	vedaweb-id-link
7156	yuvan	yu/van		1123	83	yúvā	yúvan-	1.11.4	vedaweb-id-link
1079	arvat	a/rvat		0116	82	árvatā	árvant-	1.8.2	vedaweb-id-link
2708	ketu	ketu/		0350	82	ketúnā	ketú-	1.3.12	vedaweb-id-link
6636	mand	mand		1000	82	mándasva	√mand-	1.26.5	vedaweb-id-link
6193	bAD	bAD		0904	81	bā́dhasva	√bādhⁱ-	1.24.9	vedaweb-id-link
4127	daSan	da/San		0581	81	dáśa	dáśa-	1.53.6	vedaweb-id-link
8979	Sri	Sri		1422	80	śrayantām	√śri-	1.13.6	vedaweb-id-link
8828	Suc	Suc		1400	80	śócasva	√śuc-	1.36.9	vedaweb-id-link
6921	mfq	mfq		1058	80	mr̥ḷaya	√mr̥ḍ-	1.12.9	vedaweb-id-link
5640	puruhUta	puru-hUta/		0834	80	puruhūta	puruhūtá-	1.30.10	vedaweb-id-link
9918	sumna	su-mna/		1547	80	sumnā́	sumná-	1.38.3	vedaweb-id-link
1633	ASu	ASu/		0187	79	āśúm	āśú-	1.4.7	vedaweb-id-link
7281	raTI	raTI/		1140	79	rathī́tamam	rathī́tama-	1.11.1	vedaweb-id-link
9976	suvIrya	su-vI/rya		1552	79	suvī́rye	suvī́rya-	1.10.6	vedaweb-id-link
1023	aruza	aruza/		0108	78	aruṣám	aruṣá-	1.6.1	vedaweb-id-link
2214	ftAvan	ftA/van		0286	78	r̥tā́vā	ŕ̥tāvan-	1.77.1	vedaweb-id-link
5273	parA	pa/rA		0782	78	párā	párā	1.4.4	vedaweb-id-link
9230	sadyas	sadya/s		1462	78	sadyás	sadyás	1.5.6	vedaweb-id-link
3616	takz	takz		0510	78	tatakṣúḥ	√takṣ-	1.20.2	vedaweb-id-link
3618	taq	taq		0512	78	tatakṣúḥ	√takṣ-	1.20.2	vedaweb-id-link
3277	cAru	cA/ru		0443	77	cā́rum	cā́ru-	1.19.1	vedaweb-id-link
1777	iz	iz	2	0223	77	ichántīḥ	√iṣ- 2	1.25.16	vedaweb-id-link
2795	kzi	kzi	1	0365	77	kṣáyan	√kṣā-	1.24.14	vedaweb-id-link
3905	tman	tma/n		0552	77	tmánā	tmán-	1.30.14	vedaweb-id-link
8333	vIrya	vIrya^		1318	77	vīryā̀ṇi	vīryà-	1.32.1	vedaweb-id-link
10725	hfd	hf/d		1678	76	hr̥dáḥ	hā́rdi ~ hr̥d-	1.24.12	vedaweb-id-link
7374	rAti	rAti/		1159	76	rātáyaḥ	rātí-	1.11.3	vedaweb-id-link
9385	samAna	samAna/		1481	76	samānám	samāná-	1.25.6	vedaweb-id-link
7676	vayas	va/yas	1	1214	76	váyaḥ	ví-	1.24.6	vedaweb-id-link
7952.2	vi	vi/	2	1265	76	váyaḥ	ví-	1.24.6	vedaweb-id-link
7048	yadi	ya/di		1087	76	yádi +	yádi	1.11.3	vedaweb-id-link
3125	Ga	Ga		0419	75	gha +	gha	1.5.3	vedaweb-id-link
10642	hArdi	hA/rdi		1661	75	hr̥dáḥ	hā́rdi ~ hr̥d-	1.24.12	vedaweb-id-link
2520	kAma	kA/ma		0322	75	kā́mam	kā́ma-	1.16.9	vedaweb-id-link
2521	kAma	kAma/		0323	75	kā́mam	kā́ma-	1.16.9	vedaweb-id-link
6861	mI	mI		1044	75	praminánti	√mī-	1.24.6	vedaweb-id-link
4820	naD	na/D		0707	75	nápātam	nápat-	1.22.6	vedaweb-id-link
4827	naptf	na/ptf		0707	75	nápātam	nápat-	1.22.6	vedaweb-id-link
7465	ruh	ruh		1178	75	rohayat	√ruh-	1.7.3	vedaweb-id-link
9445	sarasvat	sa/rasvat		1488	75	sárasvatī	sárasvant-	1.3.10	vedaweb-id-link
8028	viD	viD	1	1280	75	vidhema	√vidh- 1	1.36.2	vedaweb-id-link
6342	BA	BA		0930	74	bhāhi	√bhā-	1.48.9	vedaweb-id-link
2118	UrDva	UrDva/		0274	74	ūrdhvám	ūrdhvá-	1.24.7	vedaweb-id-link
2126	Urmi	Urmi/		0275	74	ūrmaú	ūrmí-	1.27.6	vedaweb-id-link
178	ajara	a-ja/ra		0020	74	ajáraḥ	ajára-	1.58.2	vedaweb-id-link
5264	parama	parama/		0780	74	paramám	paramá-	1.22.20	vedaweb-id-link
4714	DIti	DIti/		0686	73	dhītíbhiḥ	dhītí-	1.22.14	vedaweb-id-link
2102	Urj	U/rj		0272	73	ūrjām	ū́rj-	1.26.1	vedaweb-id-link
1412	ahi	a/hi		0166	73	áhim	áhi-	1.32.1	vedaweb-id-link
1776	iz	iz	1	0221	73	iṣitáḥ	√iṣ- 1	1.3.5	vedaweb-id-link
6606	manu	ma/nu		0997	73	mánave	mánu-	1.31.4	vedaweb-id-link
10129	sf	sf		1570	73	sártave	√sr̥-	1.32.12	vedaweb-id-link
9789	sudAnu	su-dA/nu		1534	73	sudānavaḥ	sudā́nu-	1.15.2	vedaweb-id-link
1397	ah	ah	2	0161	72	āhuḥ	√ah-	1.24.12	vedaweb-id-link
5491	pinv	pinv		0815	72	pínvate	√pinv-	1.8.7	vedaweb-id-link
7344	raSmi	raSmi/		1152	72	raśmíbhiḥ	raśmí-	1.19.8	vedaweb-id-link
9674	siD	siD		1517	72	sā́dhantā	√sādh- ~ sidh-	1.2.7	vedaweb-id-link
101	agra	a/gra		0010	71	ágram	ágra-	1.28.6	vedaweb-id-link
868	amartya	a/-martya		0091	71	ámartyaḥ	ámartya-	1.30.18	vedaweb-id-link
1345	asura	a/sura		0155	71	asura	ásura-	1.24.14	vedaweb-id-link
3103	graB	graB		0416	71	gr̥bhītáḥ	√gr̥bhⁱ-	1.24.12	vedaweb-id-link
3571	jYA	jYA		0500	71	jānīhi	√jñā-	1.51.8	vedaweb-id-link
6653	manman	ma/nman		1004	71	mánmabhiḥ	mánman-	1.26.2	vedaweb-id-link
9632	sAnu	sA/nu		1511	71	sā́noḥ	sā́nu- ~ snú-	1.10.2	vedaweb-id-link
10292	snu	snu/		1606	71	sā́noḥ	sā́nu- ~ snú-	1.10.2	vedaweb-id-link
6370	Bid	Bid		0934	70	abhinat	√bhid-	1.32.1	vedaweb-id-link
2787	kzaya	kza/ya		0363	70	kṣáyāya	kṣáya-	1.36.8	vedaweb-id-link
5853	prajA	prajA/		0865	70	prajáyā	prajā́-	1.23.24	vedaweb-id-link
10384	svaDA	sva-DA/	1	1623	70	svadhā́m	svadhā́-	1.6.4	vedaweb-id-link
10385	svaDA	svaDA/	2	1624	70	svadhā́m	svadhā́-	1.6.4	vedaweb-id-link
8592	Satakratu	Sata/-kratu		1373	69	śatakrato	śatákratu-	1.4.8	vedaweb-id-link
8882	Suzma	Su/zma		1408	69	śúṣmāḥ	śúṣma-	1.52.4	vedaweb-id-link
137	aNgiras	a/Ngiras		0014	69	aṅgiraḥ	áṅgiras-	1.1.6	vedaweb-id-link
4417	dfh	dfh		0629	69	dr̥ḷhā́	√dr̥h-	1.33.12	vedaweb-id-link
4522	dyumna	dyumna/		0643	69	dyumnám	dyumná-	1.9.8	vedaweb-id-link
3023	gfha	gfha/		0406	69	gr̥hé	gr̥há-	1.13.12	vedaweb-id-link
1690	itTA	itTA/		0204	69	itthā́	itthā́	1.2.6	vedaweb-id-link
3526	jIv	jIv		0491	69	jīváse	√jīv-	1.25.21	vedaweb-id-link
7252	ratna	ra/tna		1136	69	rátnāni	rátna-	1.20.7	vedaweb-id-link
9613	sAti	sAti/		1507	69	sātáye	sātí-	1.4.9	vedaweb-id-link
7930	vArya	vA/rya		1261	69	vā́ryāṇām	vā́rya-	1.5.2	vedaweb-id-link
8351	vfj	vfj		1326	69	vr̥kṣi	√vr̥j-	1.27.13	vedaweb-id-link
251	atya	a/tya		0030	68	átyam	átya-	1.52.1	vedaweb-id-link
9462	sarva	sa/rva		1489	68	sárvam	sárva-	1.29.7	vedaweb-id-link
9714	sukratu	su-kra/tu		1528	68	sukrato	sukrátu-	1.5.6	vedaweb-id-link
3639	tanaya	ta/naya		0518	68	tánaye	tánaya-	1.31.12	vedaweb-id-link
8468	veDas	veDa/s		1353	68	vedhā́ḥ	vedhás-	1.60.2	vedaweb-id-link
4157	dasyu	da/syu		0584	67	dásyum	dásyu-	1.33.4	vedaweb-id-link
4378	duhitf	duhitf/		0622	67	duhitar	duhitár-	1.30.22	vedaweb-id-link
10684	hiraRyaya	hiraRya/ya		1667	67	hiraṇyáyaḥ	hiraṇyáya-	1.7.2	vedaweb-id-link
6648	mandra	mandra/		1003	67	mandráḥ	mandrá-	1.26.7	vedaweb-id-link
6681	marutvat	maru/tvat		1008	67	marútvatā	marútvant-	1.20.5	vedaweb-id-link
7358	rAj	rAj	1	1156	67	rā́jantam	√rāj-	1.1.8	vedaweb-id-link
7359	rAj	rAj	2	1156	67	rā́jantam	√rāj-	1.1.8	vedaweb-id-link
7231	raj	raj	1	1133	67	rā́jantam	√rāj-	1.1.8	vedaweb-id-link
3967	tris	tri/s		0560	67	trís	trís	1.20.7	vedaweb-id-link
7838	vahni	va/hni		1245	67	váhnayaḥ	váhni-	1.3.9	vedaweb-id-link
4202	dAS	dAS		0596	66	dadā́śa	√dāś-	1.36.4	vedaweb-id-link
3098	gmA	gmA/		0415	66	kṣámi	kṣám-	1.25.18	vedaweb-id-link
3578	jmA	jmA/		0502	66	kṣámi	kṣám-	1.25.18	vedaweb-id-link
3576	jman	jma/n		0502	66	kṣámi	kṣám-	1.25.18	vedaweb-id-link
3577	jmayA	jma-yA/		0502	66	kṣámi	kṣám-	1.25.18	vedaweb-id-link
2791	kzA	kzA/		0365	66	kṣámi	kṣám-	1.25.18	vedaweb-id-link
2785	kzam	kza/m		0363	66	kṣámi	kṣám-	1.25.18	vedaweb-id-link
2840	kzmA	kzmA/		0371	66	kṣámi	kṣám-	1.25.18	vedaweb-id-link
4818	nadI	nadI/	2	0706	66	nadyàḥ	nadī́-	1.54.1	vedaweb-id-link
5447	pArTiva	pA/rTiva		0807	66	pā́rthivāt	pā́rthiva-	1.6.10	vedaweb-id-link
5454	pAvaka	pAvaka/		0808	66	pāvakā́	pāvaká-	1.3.10	vedaweb-id-link
8729	SA	SA		1389	65	śíśīte	√śā- ~ śī-	1.36.16	vedaweb-id-link
8759	Si	Si		1393	65	śíśīte	√śā- ~ śī-	1.36.16	vedaweb-id-link
2789	kzar	kzar		0363	65	kṣarasi	√kṣar-	1.27.6	vedaweb-id-link
6604	manIzA	manIzA/		0996	65	manīṣā́	manīṣā́-	1.54.8	vedaweb-id-link
6657	manyu	manyu/		1005	65	manyúm	manyú-	1.24.6	vedaweb-id-link
7416	riz	riz		1167	65	ríṣataḥ	√riṣ-	1.12.5	vedaweb-id-link
3992	tvazwf	tva/zwf		0564	65	tváṣṭāram	tváṣṭar-	1.13.10	vedaweb-id-link
7875	vAjasAti	vA/ja-sAti		1254	65	vā́jasātau	vā́jasāti-	1.34.12	vedaweb-id-link
8165	viSvatas	viSva/tas		1300	65	viśvátas	viśvátas	1.1.4	vedaweb-id-link
1647	As	As		0188	64	ā́sate	√ās-	1.19.6	vedaweb-id-link
6348	BAnu	BAnu/		0932	64	bhānávaḥ	bhānú-	1.36.3	vedaweb-id-link
4521	dyumat	dyuma/t		0642	64	dyumáttamam	dyumáttama-	1.28.5	vedaweb-id-link
2742	kram	kram		0357	64	vicakramé	√kramⁱ-	1.22.16	vedaweb-id-link
5282	parAvat	parAva/t		0783	64	parāvátaḥ	parāvát-	1.34.7	vedaweb-id-link
1988	upasTa	upa/sTa		0258	64	upásthe	upástha-	1.31.9	vedaweb-id-link
2913	gar	gar	1	0386	63	jāgr̥tam	√gr̥-	1.21.6	vedaweb-id-link
3059	gopA	go-pA/		0412	63	gopā́m	gopā́-	1.1.8	vedaweb-id-link
6798	mAyA	mAyA/		1034	63	māyā́bhiḥ	māyā́-	1.11.7	vedaweb-id-link
5904	praT	praT		0872	63	paprathe	√prathⁱ-	1.55.1	vedaweb-id-link
3897	toka	toka/		0551	63	tokásya	toká-	1.8.6	vedaweb-id-link
1882	uttara	u/ttara		0250	63	úttare	úttara-	1.7.7	vedaweb-id-link
6200	bAhu	bAhu/		0906	62	bāhvóḥ	bāhú-	1.51.7	vedaweb-id-link
1753	inv	inv		0217	62	ínvataḥ	√i- 2	1.10.8	vedaweb-id-link
5560	purA	purA/		0826	62	purā́	purā́	1.24.4	vedaweb-id-link
8352	vfjana	vfja/na	1	1329	62	vŕ̥janam	vr̥jána- ~ vŕ̥jana-	1.48.5	vedaweb-id-link
8353	vfjana	vfja/na	2	1329	62	vŕ̥janam	vr̥jána- ~ vŕ̥jana-	1.48.5	vedaweb-id-link
8355	vfjana	vf/jana		1329	62	vŕ̥janam	vr̥jána- ~ vŕ̥jana-	1.48.5	vedaweb-id-link
4748	DfzRu	DfzRu/		0695	61	dhr̥ṣṇū́	dhr̥ṣṇú-	1.6.2	vedaweb-id-link
224	atas	a/tas		0027	61	átas	átas	1.6.9	vedaweb-id-link
7482	revat	reva/t		1182	61	revátaḥ	revánt-	1.4.2	vedaweb-id-link
9508	saha	saha/	2	1497	61	sahá	sahá	1.23.17	vedaweb-id-link
9879	suBaga	su-Ba/ga		1542	61	subhágān	subhága-	1.4.6	vedaweb-id-link
8503	vESvAnara	vESvAnara/		1356	61	vaíśvānara	vaiśvānará-	1.59.1	vedaweb-id-link
7591	vatsa	vatsa/		1199	61	vatsám	vatsá-	1.38.8	vedaweb-id-link
6344	BAga	BAga/		0932	60	bhāgám	bhāgá-	1.20.8	vedaweb-id-link
8947	Syena	Syena/		1417	60	śyenáḥ	śyená-	1.32.14	vedaweb-id-link
4303	durita	dur-ita/		0613	60	duritám	duritá-	1.23.22	vedaweb-id-link
7054	yama	yama/		1096	60	yamásya	yamá-	1.35.6	vedaweb-id-link
7134	yuj	yu/j		1119	60	yújam	yúj-	1.7.5	vedaweb-id-link
3263	carzaRi	carzaRi/		0442	59	carṣaṇīnā́m	carṣaṇí-	1.7.9	vedaweb-id-link
10607	havizmat	havi/zmat		1654	59	havíṣmān	havíṣmant-	1.12.9	vedaweb-id-link
5898	pratna	pratna/		0870	59	pratnásya	pratná-	1.30.9	vedaweb-id-link
7491	rocana	rocana/		1184	59	rocanā́	rocaná-	1.6.1	vedaweb-id-link
10036	suzwuti	su-zwuti/		1557	59	suṣṭutím	suṣṭutí-	1.7.7	vedaweb-id-link
3761	tiras	tira/s		0536	59	tirás	tirás	1.19.7	vedaweb-id-link
1584	Ara	Ara/		0183	58	āré	āré	1.74.1	vedaweb-id-link
2390	kaRva	ka/Rva		0310	58	káṇvāḥ	káṇva-	1.14.2	vedaweb-id-link
5382	paSu	paSu/		0795	58	paśúm	paśú-	1.23.13	vedaweb-id-link
9209	sadana	sa/dana	1	1460	58	sádane	sádana- 1	1.31.17	vedaweb-id-link
3774	tu	tu/		0538	58	tú	tú	1.5.1	vedaweb-id-link
6996	yajatra	ya/jatra		1074	58	yájatrān	yájatra-	1.14.7	vedaweb-id-link
6314	Bara	Ba/ra		0928	57	bháreṣu	bhára-	1.100.1	vedaweb-id-link
3318	cud	cud		0456	57	codaya	√cud-	1.9.5	vedaweb-id-link
4048	dakziRa	da/kziRa		0571	57	dákṣiṇā	dákṣiṇa-	1.18.5	vedaweb-id-link
6616	manus	ma/nus		0998	57	mánuṣaḥ	mánus-	1.26.4	vedaweb-id-link
7908	vAma	vAma/		1259	57	vāmám	vāmá-	1.33.3	vedaweb-id-link
8441	vfzwi	vfzwi/		1351	57	vr̥ṣṭíḥ	vr̥ṣṭí-	1.38.8	vedaweb-id-link
8858	SuB	Su/B		1406	56	śúbhaḥ	śúbh-	1.3.1	vedaweb-id-link
389	aDvaryu	aDvaryu/		0049	56	adhvaryúḥ	adhvaryú-	1.94.6	vedaweb-id-link
14	aMhas	a/Mhas		0003	56	áṁhasaḥ	áṁhas-	1.18.5	vedaweb-id-link
3185	cakra	cakra/		0429	56	cakrám	cakrá-	1.30.19	vedaweb-id-link
6738	mahitva	mahitva/		1020	56	mahitvám	mahitvá-	1.8.5	vedaweb-id-link
4920	nABi	nA/Bi		0723	56	nā́bhā	nā́bhi-	1.43.9	vedaweb-id-link
4796	nakis	na/-kis		0702	56	nákiḥ	nákis	1.27.8	vedaweb-id-link
9608	sAkam	sAka/m		1507	56	sākám	sākám	1.37.2	vedaweb-id-link
4715	DIra	DI/ra		0686	55	dhī́raḥ	dhī́ra-	1.62.12	vedaweb-id-link
4659	Darman	Da/rman		0659	55	dhármāṇi	dhárman-	1.22.18	vedaweb-id-link
8584	SacI	Sa/cI		1371	55	śácīnām	śácī-	1.17.4	vedaweb-id-link
8793	Siva	Siva/		1395	55	śiváḥ	śivá-	1.31.1	vedaweb-id-link
2948	gA	gA	2	0393	55	gāyata	√gā(y)-	1.4.10	vedaweb-id-link
4898	nahi	nahi/		0720	55	nahí	nahí	1.10.8	vedaweb-id-link
5847	pracetas	pra/cetas		0864	55	prácetase	prácetas-	1.5.7	vedaweb-id-link
5666	puz	puz		0836	55	púṣyati	√puṣ-	1.64.13	vedaweb-id-link
4742	Dfz	Dfz		0693	54	ādhŕ̥ṣe	√dhr̥ṣ-	1.39.4	vedaweb-id-link
8920	Socis	Soci/s		1413	54	śocíṣā	śocís-	1.12.12	vedaweb-id-link
3001	guhA	gu/hA		0404	54	gúhā	gúhā	1.6.5	vedaweb-id-link
2687	kfzwi	kfzwi/		0348	54	kr̥ṣṭáyaḥ	kr̥ṣṭí-	1.4.6	vedaweb-id-link
5742	pftanA	pf/tanA		0854	54	pŕ̥tanāsu	pŕ̥tanā-	1.85.8	vedaweb-id-link
7923	vAra	vA/ra	1	1260	54	vā́raḥ	vā́ra- 1	1.32.12	vedaweb-id-link
1477	Aji	Aji/		0173	53	ājaú	ājí-	1.51.3	vedaweb-id-link
6408	BUmi	BU/mi		0951	53	bhū́myām	bhū́mi-	1.39.4	vedaweb-id-link
4618	dviz	dvi/z		0653	53	dvíṣam	dvíṣ-	1.39.10	vedaweb-id-link
1682	iqA	i/qA		0202	53	íḷā	íḍā- ~ íḷā-	1.13.9	vedaweb-id-link
7296	ran	ran		1144	53	rāráṇat	√ranⁱ-	1.10.5	vedaweb-id-link
10172	somapIti	so/ma-pIti		1581	53	sómapītaye	sómapīti-	1.2.3	vedaweb-id-link
10481	svasf	sva/sf		1634	53	svásāraḥ	svásar-	1.62.10	vedaweb-id-link
1854	ukTya	ukTya^		0243	53	ukthyàḥ	ukthyà-	1.17.5	vedaweb-id-link
7796	vasizWa	va/sizWa		1234	53	vásiṣṭham	vásiṣṭha-	1.112.9	vedaweb-id-link
7139	yuD	yuD		1120	53	yuyudhā́te	√yudh-	1.32.13	vedaweb-id-link
4772	Druva	Druva/		0697	52	dhruvé	dhruvá-	1.22.14	vedaweb-id-link
279	adas	ada/s		0035	52	amúm	asaú	1.7.6	vedaweb-id-link
280	adas	ada/s		0035	52	amúm	asaú	1.7.6	vedaweb-id-link
4104	dar	dar		0578	52	daráyantaḥ	√dr̥- ~ dr̥̄-	1.53.4	vedaweb-id-link
10573	harivat	ha/rivat		1651	52	harivaḥ	hárivant-	1.3.6	vedaweb-id-link
4886	navyas	na/vyas		0717	52	návyāṁsam	návyas-	1.27.4	vedaweb-id-link
5736	pfc	pfc		0850	52	prapr̥ñcatī́	√pr̥c-	1.2.3	vedaweb-id-link
5556	puras	pura/s		0825	52	purás	purás	1.41.3	vedaweb-id-link
9697	sIm	sIm		1521	52	sīm	sīm	1.33.9	vedaweb-id-link
10079	sU	sU	1	1560	52	páriṣūtāḥ	√sū- 1	1.53.8	vedaweb-id-link
9172	satpati	sa/t-pati		1451	52	sátpatim	sátpati-	1.11.1	vedaweb-id-link
10191	somya	somya/		1582	52	somyám	somyá-	1.14.10	vedaweb-id-link
6436	BUz	BUz		0954	51	bhūṣa	√bhūṣ-	1.15.4	vedaweb-id-link
8805	SI	SI		1397	51	śayate	√śī-	1.32.5	vedaweb-id-link
35	aktu	aktu/		0005	51	aktúbhiḥ	aktú-	1.34.8	vedaweb-id-link
6269	brahman	brahma/n		0917	51	brahmā́ṇaḥ	brahmán-	1.10.1	vedaweb-id-link
4091	dama	da/ma	1	0577	51	dáme	dáma-	1.1.8	vedaweb-id-link
4162	dasra	dasra/		0585	51	dásrā	dasrá-	1.3.3	vedaweb-id-link
4544	draviRa	dra/viRa		0645	51	dráviṇam	dráviṇa-	1.94.14	vedaweb-id-link
10626	hasta	ha/sta		1657	51	hástayoḥ	hásta-	1.24.4	vedaweb-id-link
3501	ji	ji	2	0488	51	jínvantaḥ	√ji- 2 ~ jinv-	1.64.8	vedaweb-id-link
3510	jinv	jinv		0489	51	jínvantaḥ	√ji- 2 ~ jinv-	1.64.8	vedaweb-id-link
9968	suvita	suvita/		1551	51	suvitā́	suvitá-	1.38.3	vedaweb-id-link
7114	yAman	yA/man		1109	51	yā́mani	yā́man-	1.25.20	vedaweb-id-link
7027	yat	yat		1079	51	áyātayanta	√yat-	1.33.6	vedaweb-id-link
6377	BI	BI		0937	50	bhema	√bhī-	1.11.2	vedaweb-id-link
4691	DAv	DAv	1	0679	50	vidhā́vataḥ	√dhāv- 1	1.88.5	vedaweb-id-link
2097	UDar	U/Dar		0271	50	ū́dhani	ū́dhar-	1.52.3	vedaweb-id-link
1398	aha	a/ha	1	0162	50	áha	áha	1.6.4	vedaweb-id-link
4453	devay	devay		0634	50	devayántaḥ	√devay-	1.6.6	vedaweb-id-link
2269	fzva	fzva/		0294	50	r̥ṣvásya	r̥ṣvá-	1.25.9	vedaweb-id-link
2474	kalaSa	kala/Sa		0317	50	kaláśam	kaláśa-	1.117.12	vedaweb-id-link
2625	kuvid	kuvi/d		0330	50	kuvít	kuvíd	1.33.1	vedaweb-id-link
5185	paRi	paRi/		0760	50	paṇínā	paṇí-	1.32.11	vedaweb-id-link
5738	pfC	pfC		0852	50	pr̥cha +	√praś-	1.4.4	vedaweb-id-link
328	adrivat	adrivat		0040	49	adrivaḥ	adrivant-	1.10.7	vedaweb-id-link
3117	grAvan	grA/van		0419	49	grā́vā	grā́van-	1.28.1	vedaweb-id-link
4864	narya	na/rya		0713	49	náryam	nárya-	1.40.3	vedaweb-id-link
7468	rUpa	rUpa/		1179	49	rūpám	rūpá-	1.71.10	vedaweb-id-link
9585	sahasrin	sahasri/n		1504	49	sahasríṇam	sahasrín-	1.5.9	vedaweb-id-link
