pwg_L	pwg_key1	pwg_key2	pwg_hom	pwg_pc	pwg_gloss_snippet	rv_occurrence_count	example_location	example_form	example_lemma	geldner_text	grassmann_text
5533	ayohanu	a/yohanu		1-0399	a/yohanu¦ (ayas + hanu) adj. {%mit ehernen Wangen versehen%} ṚV. 6,71,4 .	1	6.71.4	áyohanuḥ	áyohanu-	Dort hat sich Gott Savitr̥, der Gebieter mit goldenen Händen, allabendlich erhoben. Mit eherner Backe, mit lieblicher Zunge weist der Opferwürdige dem Spender viel Gutes zu.	Sieh, schon erhob sich mit den goldnen Händen Gott Savitar, der Hausfreund gegen Abend, Mit eh'rnen Backen, holder Zung' der hehre; dem frommen Manne führt er vieles Gut zu.
85488	rohas	ro/has		6-0451	ro/has¦ (wieeben) n. {%Erhebung, Höhe%}: di\vaH ṚV. 6,71,6 . ŚĀṄKH. ŚR. 8,25,13 .	1	6.71.5	róhāṁsi	róhas-	Savitr̥ hat die goldigen Arme, die von schönem Ansehen, erhoben wie der Upavaktr̥. Er hat die Höhen des Himmels, der Erde bestiegen, und jedes fliegende Ungetüm hat er zur Ruhe verwiesen.	Die glänzendschönen, goldnen Arme streckte Gott Savitar empor wie ein Gebieter, Bestieg des Himmels und der Erde Höhen, zur Ruhe bracht' er jedes jähe Grauen.
1816	adriBid	adriBi/d		1-0134	adriBi/d¦ (adri + Bid) 1〉 adj. {%Felsen spaltend%}, Bṛhaspati ṚV. 6,73,1 . — 2〉 m. ein Beiname Indra ʼs TRIK. 1,1,57 .	1	6.73.1	adribhít	adribhíd-	Der Felsenbrecher, der erstgeborene, gesetzestreue Br̥haspati, der Aṅgirase, der Opfernde, der eine doppelte Bahn(?) hat, der voran(?) bei dem Gharmatrank sitzt, unser Vater, der Bulle brüllt beide Welten an.	Der erstgeborne, heil'ge Felszerspalter, Brihaspati, Angirasa, der Opfrer, Der zwiefach schreitet, der in heller Glut wohnt, ein Vater uns, brüllt an, ein Stier, die Welten.
35764	dvibarhajman	dvibarhajman		3-0836	dvibarhajman und dvibarhas¦ s. u. barhas.	1	6.73.1	dvibárhajmā	dvibárhajman-	Der Felsenbrecher, der erstgeborene, gesetzestreue Br̥haspati, der Aṅgirase, der Opfernde, der eine doppelte Bahn(?) hat, der voran(?) bei dem Gharmatrank sitzt, unser Vater, der Bulle brüllt beide Welten an.	Der erstgeborne, heil'ge Felszerspalter, Brihaspati, Angirasa, der Opfrer, Der zwiefach schreitet, der in heller Glut wohnt, ein Vater uns, brüllt an, ein Stier, die Welten.
50447	prAGarmasad	prAGarmasa/d		4-1122	prAGarmasa/d¦ adj. nach SĀY. so v. a. prakarzeRa dIptasTAne vartamAnaH ṚV. 6,73,1 .	1	6.73.1	prāgharmasát	prāgharmasád-	Der Felsenbrecher, der erstgeborene, gesetzestreue Br̥haspati, der Aṅgirase, der Opfernde, der eine doppelte Bahn(?) hat, der voran(?) bei dem Gharmatrank sitzt, unser Vater, der Bulle brüllt beide Welten an.	Der erstgeborne, heil'ge Felszerspalter, Brihaspati, Angirasa, der Opfrer, Der zwiefach schreitet, der in heller Glut wohnt, ein Vater uns, brüllt an, ein Stier, die Welten.
27540	jImUta	jImU/ta		3-0109	jImU/ta¦ Uṇ. 3,90 . gaṇa pfzodarAdi zu P. 6,3,109 . m. 1〉 {%Gewitterwolke%} AK. 1,1,2,9 . 3,4,14,61 . H. 164 . an. 3,263 . MED. t. 111 . jI\mUta^syeva Bavati\ pratI^ka\M yadva\rmI yAti^ sa\madA^mu\pasTe^ ṚV. 6,75,1 . VS.	1	6.75.1	jīmū́tasya	jīmū́ta-	Einer Wetterwolke gleicht sein Aussehen, vrenn der Gepanzerte sich in den Schoß der Schlachten begibt. Mit unverwundetem Leibe sei du Sieger! Die Macht des Panzers soll dir durchhelfen!	Sein Aussehn ist wie das der Wetterwolke, wenn er gepanzert in der Schlachten Schooss geht; Sei Sieger du, am Leibe unverwundet; dich möge schützen deines Panzers Grösse.
2577	anAvidDa	a/nAvidDa		1-0188	a/nAvidDa¦ ( 3. a + AvidDa) adj. 1〉 {%nicht verwundet%} ṚV. 6,75,1 . — 2〉 {%unversehrt%} SUŚR. 2,32,20 .	1	6.75.1	ánāviddhayā	ánāviddha-	Einer Wetterwolke gleicht sein Aussehen, vrenn der Gepanzerte sich in den Schoß der Schlachten begibt. Mit unverwundetem Leibe sei du Sieger! Die Macht des Panzers soll dir durchhelfen!	Sein Aussehn ist wie das der Wetterwolke, wenn er gepanzert in der Schlachten Schooss geht; Sei Sieger du, am Leibe unverwundet; dich möge schützen deines Panzers Grösse.
3678	apakAma	apakAma/		1-0277	apakAma/¦ ( 1. apa + kAma) m. 1〉 {%Abscheu, Scheu%} ( Gegens. kAma): Danu\H Satro^rapakA\maM kf^Roti ṚV. 6,75,2 . yadi\ kAmA^dapakA\mAdDfda^yA\jjAya^te\ pari^ AV. 9,13,8 . — 2〉 {%Abscheulichkeit%}: a\pa\kAmasya^ ka\rtA A	1	6.75.2	apakāmám	apakāmá-	Mit dem Bogen wollen wir Rinder, mit dem Bogen die Schlacht gewinnen, mit dem Bogen die heftigen Kämpfe gewinnen. Der Bogen macht dem Feinde Unlust, mit dem Bogen wollen wir alle Weltgegenden gewinnen.	Der Bogen lässt uns Rind und Preis gewinnen, gewinnen auch die heissentbrannten Schlachten; Der Bogen schafft dem Feinde banges Grauen, durch ihn wird Sieg uns über alle Lande.
25647	ciScA	ciScA/		2-1036	ciScA/¦ onomatop. von einem {%klirrenden Laute%} NIR. 9,14 . (izuDiH) ci\ScA kf^Roti\ sama^nAva\gatya^ ṚV. 6,75,5 .	1	6.75.5	ciścā́	ciścā́	Er ist der Vater vieler, viel ist seine Söhneschar; er macht kling!, wenn er in die Schlacht zieht. Der Köcher gewinnt die Kämpfe und alle Schlachten, auf den Rücken geschnallt, wenn er in Tätigkeit gesetzt wird.	Der Vater vieler, viel sind seiner Söhne, lässt schwirren sie, sobald er in den Kampf geht, Der Köcher, auf dem Rücken festgebunden, gewinnt, entbunden, alle Kämpf' und Schlachten.
103459	saNkA	sa/NkA		7-0520	sa/NkA¦ f. {%Treffen%} NAIGH. 2,17 . NIR. 9,14 . ṚV. 6,75,5 . sa na\H saNkA^su pAraya TBR. 2,4,7,5 .	1	6.75.5	sáṅkāḥ	sáṅkā-	Er ist der Vater vieler, viel ist seine Söhneschar; er macht kling!, wenn er in die Schlacht zieht. Der Köcher gewinnt die Kämpfe und alle Schlachten, auf den Rücken geschnallt, wenn er in Tätigkeit gesetzt wird.	Der Vater vieler, viel sind seiner Söhne, lässt schwirren sie, sobald er in den Kampf geht, Der Köcher, auf dem Rücken festgebunden, gewinnt, entbunden, alle Kämpf' und Schlachten.
111789	suzAraTi	suzAraTi/		7-1140	suzAraTi/¦ m. TS. PRĀT. 6,13 . {%ein trefflicher Wagenlenker%} ṚV. 6,75,6 . VS. 34,6 .	1	6.75.6	suṣārathíḥ	suṣārathí-	Auf dem Wagen stehend lenkt der treffliche Wagenlenker die Streitrosse voran, wohin er immer will. Preiset die Macht der Zügel: die Leitseile richten sich nach dem Sinn (des Wagenlenkers) dahinter.	Der gute Lenker, welcher auf dem Wagen steht, wohin er wünschet, treibt er seine Rosse vor; die Grösse seiner Zügel lässt er prächtig schaun, nach seinem Willen lenken sie den Wagen ihm.
95020	vfzapARi	vf/zapARi		6-1340	vf/zapARi¦ (vfzan + pA˚) adj. {%gross-, starkhufig%} ṚV. 6,75,7 .	1	6.75.7	vŕ̥ṣapāṇayaḥ	vŕ̥ṣapāṇi-	Heftiges Getöse machen die starkhufigen Rosse samt den Wagen, die kampflustigen, mit den Fußspitzen die Gegner niedertretend vernichten sie die Feinde, ohne sich zu entziehen(?).	Mit starken Hufen lärmen laut die Rosse, in schnellem Laufe mit den Wagen eilend; Die Feinde niedertretend mit den Hufen, vernichten sie die Gegner unablässig.
2328	anapavyayant	a/napavyayant		1-0174	a/napavyayant¦ ( 3. a + apavyayant [von vyA (vye) mit apa]) adj. {%nicht ablassend von Etwas%}: a\va\krAma^nta\H prapa^dEra\mitrA^nkzi\Ranti\ SatrU\~rana^pavyayantaH ṚV. 6,75,7 . ( MAHĪDH. _zu_ VS. 29,44 : anaSyantaH sam	1	6.75.7	ánapavyayantaḥ	ánapavyayant-	Heftiges Getöse machen die starkhufigen Rosse samt den Wagen, die kampflustigen, mit den Fußspitzen die Gegner niedertretend vernichten sie die Feinde, ohne sich zu entziehen(?).	Mit starken Hufen lärmen laut die Rosse, in schnellem Laufe mit den Wagen eilend; Die Feinde niedertretend mit den Hufen, vernichten sie die Gegner unablässig.
83413	raTavAhana	raTavAhana		6-0258	raTavAhana¦ 1〉 m. N. pr. eines Mannes MBH. 7,7012 . — 2〉 n. proparox. {%ein bewegliches Gestell, auf welches der Wagen gesetzt wird, Untersätz%} ( vgl. βωμός bei HOMER ) ṚV. 6,75,8 . VS. 12,71 . AV. 3,17,2 . TBR. 1,7 . 9	1	6.75.8	rathavā́hanam	rathavā́hana-	Der Rüstwagen — Opfer(karren) ist sein Name —, worauf seine Waffen, sein Panzer niedergelegt sind, auf den wollen wir den nützlichen Streitwagen setzen, allezeit guten Mutes.	Auf das Wagengestell des starken [Helden] nämlich, auf welches seine Waffe und sein Panzer gesetzt ist, auf den festen Wagen wollen wir uns setzen alle Tage frohen Muthes.
115633	svAduzaMsad	svAduzaMsa/d		7-1468	svAduzaMsa/d¦ (svAdu + saMsad) adj. {%eine erfreuliche Schaar bildend%} ṚV. 6,75,9 .	1	6.75.9	svāduṣaṁsádaḥ	svāduṣaṁsád-	Die Väter sind bei süßem (Soma) versammelt, Kraft verleibend, die Zuflucht in der Not, leistungsfähig, tiefgründig, eine wunderbare Heerschar bildend, pfeilstark, ohne Fehl, gleich mannhaft, stämmig, Heere bezwingend.	Die gern zusammensitzenden Väter, die Lebenskraft verleihen, sich in Gefahr begeben, die kräftigen, unergründlichen, mit glänzendem Geschoss, durch Pfeile stark, nicht säumend, gleich an Kraft, weit herrschend Scharen besiegend.
18577	kfcCreSrit	kfcCreSri/t		2-0390	kfcCreSri/t¦ (kfcCre, loc. von kfcCra, + Srit) adj. {%in Gefahr sich begebend, mit Beschwerden kämpfend%} ṚV. 6,75,9 .	1	6.75.9	kr̥chreśrítaḥ	kr̥chreśrít-	Die Väter sind bei süßem (Soma) versammelt, Kraft verleibend, die Zuflucht in der Not, leistungsfähig, tiefgründig, eine wunderbare Heerschar bildend, pfeilstark, ohne Fehl, gleich mannhaft, stämmig, Heere bezwingend.	Die gern zusammensitzenden Väter, die Lebenskraft verleihen, sich in Gefahr begeben, die kräftigen, unergründlichen, mit glänzendem Geschoss, durch Pfeile stark, nicht säumend, gleich an Kraft, weit herrschend Scharen besiegend.
25515	citrasena	citra/sena		2-1023	citra/sena¦ (citra + senA) 1〉 adj. {%mit glänzendem Speer versehen%}: ci\trase^nA\ izu^balA\ amf^DrAH ṚV. 6,75,9 . — 2〉 m. a〉 N. pr. eines Schlangendämons KAUŚ. 74 . eines Gandharva (eines Sohnes des Viśvāvasu und Führer	1	6.75.9	citrásenāḥ	citrásena-	Die Väter sind bei süßem (Soma) versammelt, Kraft verleibend, die Zuflucht in der Not, leistungsfähig, tiefgründig, eine wunderbare Heerschar bildend, pfeilstark, ohne Fehl, gleich mannhaft, stämmig, Heere bezwingend.	Die gern zusammensitzenden Väter, die Lebenskraft verleihen, sich in Gefahr begeben, die kräftigen, unergründlichen, mit glänzendem Geschoss, durch Pfeile stark, nicht säumend, gleich an Kraft, weit herrschend Scharen besiegend.
10408	izubala	i/zubala		1-0829	i/zubala¦ (i˚ + ba˚) adj. {%pfeilmächtig%} ṚV. 6,75,9 .	1	6.75.9	íṣubalāḥ	íṣubala-	Die Väter sind bei süßem (Soma) versammelt, Kraft verleibend, die Zuflucht in der Not, leistungsfähig, tiefgründig, eine wunderbare Heerschar bildend, pfeilstark, ohne Fehl, gleich mannhaft, stämmig, Heere bezwingend.	Die gern zusammensitzenden Väter, die Lebenskraft verleihen, sich in Gefahr begeben, die kräftigen, unergründlichen, mit glänzendem Geschoss, durch Pfeile stark, nicht säumend, gleich an Kraft, weit herrschend Scharen besiegend.
103961	satovIra	sato/vIra		7-0571	sato/vIra¦ (satas + vIra) adj. {%gleich männlich%} ṚV. 6,75,9 .	1	6.75.9	satóvīrāḥ	satóvīra-	Die Väter sind bei süßem (Soma) versammelt, Kraft verleibend, die Zuflucht in der Not, leistungsfähig, tiefgründig, eine wunderbare Heerschar bildend, pfeilstark, ohne Fehl, gleich mannhaft, stämmig, Heere bezwingend.	Die gern zusammensitzenden Väter, die Lebenskraft verleihen, sich in Gefahr begeben, die kräftigen, unergründlichen, mit glänzendem Geschoss, durch Pfeile stark, nicht säumend, gleich an Kraft, weit herrschend Scharen besiegend.
96943	vrAtasAha	vrAtasAha/		6-1502	vrAtasAha/¦ adj. VS. PRĀT. 3,121 . {%in Abtheilungen (Geschwadern) siegreich streitend%} ṚV. 6,75,9 .	1	6.75.9	vrātasāhā́ḥ	vrātasāhá-	Die Väter sind bei süßem (Soma) versammelt, Kraft verleibend, die Zuflucht in der Not, leistungsfähig, tiefgründig, eine wunderbare Heerschar bildend, pfeilstark, ohne Fehl, gleich mannhaft, stämmig, Heere bezwingend.	Die gern zusammensitzenden Väter, die Lebenskraft verleihen, sich in Gefahr begeben, die kräftigen, unergründlichen, mit glänzendem Geschoss, durch Pfeile stark, nicht säumend, gleich an Kraft, weit herrschend Scharen besiegend.
116579	hastaGna	hastaGna/		7-1580	hastaGna/¦ m. {%Handschutz%} (gegen den Anprall der Bogensehne) NAIGH. 5,3 . NIR. 9,14 . ṚV. 6,75,14 . — Vgl. hastatra.	1	6.75.14	hastaghnáḥ	hastaghná-	Wie eine Schlange umwindet er mit seinen Ringen den Arm, den Anprall der Sehne abhaltend. Der Handschutz, der alle Regeln kennt, der männliche soll den Mann ringsum schützen.	Er schlingt sich um den Arm wie eine Schlange, der Sehne Anprall um ihn her verwehrend, Der Deckungsriemen, alle Künste kennend, als Mann beschütze überall den Mann er.
9376	AlAkta	A/lAkta		1-0702	A/lAkta¦ (Ala + akta von aYc) adj. {%mit Gift bestrichen%}: izu ṚV. 6,75,15 .	1	6.75.15	ā́lāktā	ā́lākta-	Dem giftbestrichenen, dessen Kopf ein Hirsch(horn) und dessen Hals von Eisen ist, dem göttlichen Pfeil aus Parjanya's Samen (mache ich) diese hohe Verbeugung.	Der mit Gift bestrichen ist, am Kopf ein Gemshorn trägt, dessen Mund Eisen ist, der aus dem Samen der Gewitterwolke entsprossen ist, dem Pfeile, dem Gotte sei diese erhabene Anbetung.
85066	ruruSIrzan	ru/ruSIrzan		6-0404	ru/ruSIrzan¦ adj. {%das Haupt vom%} ruru {%genannten Hirsche%} ( d. h. {%eine Hornspitze%}) {%habend%}, von einem Pfeile ṚV. 6,75,15 .	1	6.75.15	rúruśīrṣṇī	rúruśīrṣan-	Dem giftbestrichenen, dessen Kopf ein Hirsch(horn) und dessen Hals von Eisen ist, dem göttlichen Pfeil aus Parjanya's Samen (mache ich) diese hohe Verbeugung.	Der mit Gift bestrichen ist, am Kopf ein Gemshorn trägt, dessen Mund Eisen ist, der aus dem Samen der Gewitterwolke entsprossen ist, dem Pfeile, dem Gotte sei diese erhabene Anbetung.
43419	parjanyaretas	parja/nyaretas		4-0571	parja/nyaretas¦ (pa˚ + re˚) adj. {%in%} P. ʼs oder {%der Wolke Güssen lebend, daraus entstanden%}: das Rohr des Pfeils ṚV. 6,75,15 .	1	6.75.15	parjányaretase	parjányaretas-	Dem giftbestrichenen, dessen Kopf ein Hirsch(horn) und dessen Hals von Eisen ist, dem göttlichen Pfeil aus Parjanya's Samen (mache ich) diese hohe Verbeugung.	Der mit Gift bestrichen ist, am Kopf ein Gemshorn trägt, dessen Mund Eisen ist, der aus dem Samen der Gewitterwolke entsprossen ist, dem Pfeile, dem Gotte sei diese erhabene Anbetung.
53531	brahmasaMSita	bra/hmasaMSita		5-0146	bra/hmasaMSita¦ ( 1. brahman + saM˚) adj. {%durch Andacht —, heiligen Spruch geschärft%} ṚV. 6,75,16 . AV. 8,3,25 . 11,10,10 . 19,9,9 . 10 . TBR. 3,5,3,1 . ĀŚV. ŚR. 1,3 . ŚAT. BR. 1,4,2,9 .	1	6.75.16	bráhmasaṁśite	bráhmasaṁśita-	Abgeschossen fliege, o Pfeil, durch Segenswort geschärft fort! Geh, erreiche die Feinde, laß keinen von jenen übrig!	Du abgeschossener, fliege fort, du, durch Gebet geschärfter Pfeil, geh vor, die Feinde falle an; lass keinen übrig von der Schar.
52371	bARa	bARa		5-0061	bARa¦ m.n. SIDDH. K. 248,b,5 . 1〉 m. oxyt. und parox. {%Rohrpfeil, Pfeil%} AK. 2,8,2,54 . 3,4,13,48 . TRIK. 2,8,52 . 3,3,138 . H. 778. fg. 229 . an. 2,149 . MED. ṇ. 27 . HALĀY. 2,311 . 5,68 . yatra^ bA\RAH sa\Mpata^nti Ṛ	1	6.75.17	bāṇā́ḥ	bāṇá-	Wo die Pfeile mit einander fliegen wie Knaben mit aufgelöstem Haarbusch, da soll uns Brahmaṇaspati, Aditi Schutz gewähren, allezeit Schutz gewähren!	Wo Bolzen fliegen dichtgedrängt, den Knaben gleichend ohne Bart, da möge der Gebetes Herr und Aditi uns Schutz verleihn [uns alle Tage Schutz verleihn].
93275	viSiKa	viSiKa/		6-1212	viSiKa/¦ ( 2. vi + SiKA) 1〉 adj. {%ohne Haarschopf, kahl%} VS. 16,59 . AV. 4,18,4 ( proparox. ). Gegens. badDaSiKa PRĀYAŚCITTAT. ( s. u. badDaSiKa). yatra^ bA\RAH sa\Mpata^nti kumA\rA vi^Si\KA i^va {%wo die Pfeile fliege	1	6.75.17	viśikhā́ḥ	viśikhá-	Wo die Pfeile mit einander fliegen wie Knaben mit aufgelöstem Haarbusch, da soll uns Brahmaṇaspati, Aditi Schutz gewähren, allezeit Schutz gewähren!	Wo Bolzen fliegen dichtgedrängt, den Knaben gleichend ohne Bart, da möge der Gebetes Herr und Aditi uns Schutz verleihn [uns alle Tage Schutz verleihn].
116582	hastacyuti	ha/stacyuti		7-1580	ha/stacyuti¦ f. {%Bewegung der Hände%} ṚV. 7,1,1 .	1	7.1.1	hástacyutī	hástacyuti-	Den Agni erzeugten die Männer unter innerem Erschauen mit Handbewegung aus den Reibhölzern, den trefflichen, weithin sichtbaren Hausherrn, den pfeilartigen(?).	Den hehren Agni zeugten aus den Hölzern durch Handbewegung andachtsvoll die Männer, Den weitgeseh'nen, flammenden, den Hausherrn.
1637	aTaryu	aTaryu/		1-0118	aTaryu/¦ adj. {%Lanzenspitzen zeigend, Spitzen schiessend%}, vom Feuer: dU\re\dfSa^M gf\hapa^timaTa\ryum ṚV. 7,1,1 . = atanavAn NIR. 5,10 ; vgl. aTari.	1	7.1.1	atharyúm	atharyú-	Den Agni erzeugten die Männer unter innerem Erschauen mit Handbewegung aus den Reibhölzern, den trefflichen, weithin sichtbaren Hausherrn, den pfeilartigen(?).	Den hehren Agni zeugten aus den Hölzern durch Handbewegung andachtsvoll die Männer, Den weitgeseh'nen, flammenden, den Hausherrn.
110702	supraticakza	supratica/kza		7-1082	supratica/kza¦ adj. {%schön anzuschauen%}: Agni ṚV. 7,1,2 .	1	7.1.2	supraticákṣam	supraticákṣa-	Diesen Agni setzten die Vasu's in die Heimstätte ein zum Schutz nach jeder Seite, der schön anzuschauen, der Zufriedenzustellende, der ständig im Hause war.	Den schön zu schau'nden Agni setzten nieder daheim die Vasu's, überall zur Hülfe; Ihn, welcher stets im Hause ist zu ehren.
82077	yAvan	yA/van	1	6-0132	1. yA/van¦ (von 1. yA) nom. ag. {%Reisiger%} oder {%Angreifer%} ( vgl. yAtar): [Page6-0133] na yaM yAvA\ tara^ti yAtu\mAvA^n ṚV. 7,1,5 . {%gehend, fahrend%} am Ende eines comp. ; s. akzRa˚, agra˚, eka˚, eva˚, deva˚, puro	1	7.1.5	yā́vā	yā́van-	Gib uns, Agni, nach Wunsch einen trefflichen Schatz an Meistern, guten Kindern, du Gewaltiger, den niemals ein Zauberer überwindet.	Gib, starker Agni, huldvoll uns gepries'ne an Helden und an Kindern reiche Schätze, Die nicht ein Räuber bös' gesinnt gewinne.
113630	stavaTa	stava/Ta		7-1261	stava/Ta¦ (von 1. stu) m. {%Lob%} ṚV. 7,1,8 .	1	7.1.8	staváthaiḥ	stavátha-	Der dein Antlitz entflammt, o Agni, Bester, Heller, Leuchtender, Reiner, durch dessen Lobreden mögest du auch uns hier (wohlgesinnt) sein.	Den Männern, Agni, die dein Licht entzündet, o bester, heller, strahlender, entflammter, Und uns sei nahe hier durch diese Lieder.
6935	aSezas	a/Sezas		1-0513	a/Sezas¦ ( 3. a + Se˚) adj. {%ohne Nachkommenschaft%}: mASeza^so\ 'vIra^tA\ pari^ tvA (ni zadAma) R. 7,1,11 .	1	7.1.11	aśéṣasaḥ	aśéṣas-	Wir möchten nicht der Männer bar, nicht ohne Leibeserben aus Mangel an Söhnen dich umsitzen, o Agni, (sondern) in kinderreichem Hause, du Hausgenosse.	Lass nicht um dich uns leer an Männern sitzen, vereinsamt nicht aus Kindermangel, Agni; An Kindern reich lass sein die Häuser, Hausfreund.
114878	svajanman	sva/janman		7-1419	sva/janman¦ adj. {%selbsterzeugt, leiblich%}: Sezas ṚV. 7,1,12 .	1	7.1.12	svájanmanā	svájanman-	Zu dem beständig der Ritter zum Opfer kommt, (gib du) uns eine kinderreiche Wohnung mit guter Nachkommenschaft, die durch leiblichen Nachwuchs sich vermehrt.	Zu welchem eignen Opfer geht der Rossherr, der Sitz sei reich an Kindern uns, und Enkeln, Durch selbsterzeugten Nachwuchs recht erstarkend.
33803	durvAsas	durvA/sas		3-0693	durvA/sas¦ ( 2. duz + vA˚) 1〉 adj. {%schlecht bekleidet, entblösst%}: parA^ dA du\rvAsa\se 'ma^taye\ mA no^ a\syE ṚV. 7,1,19 . als Beiw. Śiva ʼs ( vgl. digambara, digvastra, digvAsas) MBH. 13,1176 . ŚIV.	1	7.1.19	durvā́sase	durvā́sas-	Gib uns nicht dem Mangel an Söhnen preis, Agni, nicht dieser geistigen Armut, die in schlechten Kleidern geht, nicht uns dem Hunger noch dem bösen Geiste, du Wahrhafter! Nicht sollst du uns zu Hause (und) im Walde auf Abwege bringen.	Nicht gib uns, Agni, hin dem Kindermangel, nicht hin der Armuth, die in Lumpen wandelt, O reiner, nicht dem Hunger, nicht dem Nachtgeist; im Hause nicht, noch draussen, stoss uns Leid zu.
33710	durBfti	durBfti/		3-0687	durBfti/¦ ( 2. duza + Bf˚) f. {%spärlicher Unterhalt%} ṚV. 7,1,22 .	1	7.1.22	durbhr̥táye	durbhr̥tí-	Verklage uns nicht bei diesen gottentzündeten Feuern auf schlechte Pflege, Agni. Nicht soll uns deine, des Gottes, Ungnade, du Sohn der Kraft, auch infolge unserer Ungeduld treffen.	Nicht übergib der Dürftigkeit uns, Agni, bei diesen Feuern, die den Göttern flammen; nicht möge uns dein Gotteszorn erreichen, o Sohn der Kraft, auch nicht um ein Vergehen.
89096	vasuvani	vasuva/ni		6-0852	vasuva/ni¦ adj. {%Gut heischend%} oder {%verschaffend%}: sa de\vatA^ vasu\vani^M daDAti\ yaM sU\rira\rTI pf\cCamA^na\ eti^ ṚV. 7,1,23 . AV. 7,60,1 ( v. l. VS. 3,41 ). 13,4,26 .	1	7.1.23	vasuvánim	vasuváni-	Der Sterbliche, du schöner Agni, ist reich, der in (dir), dem Unsterblichen, die Opferspende opfert. Er macht den zum Gutgewinner bei den Göttern, zu dem der reiche Gönner fragend mit einem Anliegen kommt.	Der Mann wird reich, o schönentflammter Agni, der dir Unsterblichem das Opfer zugiesst; der Gott verleiht des reichen Gutes Fülle, zu dem der Mächt'ge wünschend, flehend hingeht.
47144	pfzadvant	pf/zadvant		4-0868	pf/zadvant¦ (von pfzant) adj. {%gesprenkelt aussehend%}: barhis ṚV. 7,2,4 .	1	7.2.4	pŕ̥ṣadvat	pŕ̥ṣadvant-	Sorgsam, indem sie es halb knieend bringen, legen sie unter Verneigung das Barhis um das Feuer. Begießet (das Barhis) und glättet das schmalzrückige, schmelzbutterige mit dem Opfer(schmalz), ihr Adhvaryu's!	Die Andachtsvollen schmücken Streu dem Agni voll Ehrfurcht aus, sie bis ans Knie errichtend; Begiessend die mit Fett bedeckte, feuchte, o Priester, schmückt sie mit dem Opfertranke.
96826	vrajana	vra/jana		6-1492	vra/jana¦ (von vraj) 1〉 n. a〉 {%das Wandern, Hingehen an einen Ort%}: anyatra PAÑCAT. 116,24 . {%das in-die-Verbannung-Gehen%} Spr. 2630 , v. l. für pra˚. — b〉 {%Bahn, Strasse%} ṚV. 7,3,2 .	1	7.3.2	vrájanam	vrájana-	Er schnaubt freßlustig wie ein Roß auf der Weide, wenn es (er) aus dem großen Gehege ausgekommen ist. Dann weht der Wind hinter seiner Flamme her, und schwarz ist dann deine Bahn.	Gleich wie ein Ross, das nach dem Grase lechzet, so schnauft' er, als vom grossen Herd er aufbrach; Dann wehet seiner Flamme nach der Windzug; und alsobald ist schwarz auch deine Strasse.
12601	uSenya	uSe/nya		1-1010	uSe/nya¦ (von vaS) adj. {%wünschenswerth, zu erstreben%} ṚV. 6,3,9 .	1	7.3.9	uśényaḥ	uśénya-	Wenn er hell und blank wie eine Axt zum Vorschein kommt in eigener Schönheit am Leibe erstrahlend, der als Liebling seiner Eltern geboren ward, mit rechtem Verständnis für das Götteropfer, rein;	Wenn leuchtend er wie eine blanke Axt geht, durch eigne Schönheit an sich selbst erstrahlend, Er, der erwünscht den Aeltern ward geboren, der flammende, zur Gottverehrung tüchtig.
34599	devayajya	devayajya^		3-0753	devayajya^¦ (deva + ya˚) n. {%Gottesverehrung, Götteropfer%}: A yo mA\troru\Senyo\ jani^zwa deva\yajyA^ya su\kratu^H pAva\kaH ṚV. 7,3,9 . f. ˚yajyA/ dass. P. 3,1,123 . a\SyAma^ te suma\tiM de^vaya\jyayA^ ṚV. 1,114,3 . 5,	1	7.3.9	devayájyāya	devayájya-	Wenn er hell und blank wie eine Axt zum Vorschein kommt in eigener Schönheit am Leibe erstrahlend, der als Liebling seiner Eltern geboren ward, mit rechtem Verständnis für das Götteropfer, rein;	Wenn leuchtend er wie eine blanke Axt geht, durch eigne Schönheit an sich selbst erstrahlend, Er, der erwünscht den Aeltern ward geboren, der flammende, zur Gottverehrung tüchtig.
33545	durokam	duro/kam		3-0676	duro/kam¦ ( absol. von uc mit 2. duz) adv. {%ungern%}: ni yo gfBa\M pOru^zeyImu\voca^ du\roka^magnirA\yave^ SuSoca ṚV. 7,4,3 .	1	7.4.3	durókam	duróka-	In dieses Gottes Beisein vor seinem Angesicht (sind wir), den die Sterblichen festhielten, den rötlichen, der sich an die Gefangenschaft bei den Menschen gewöhnt hat. Agni entflammte, sich schwer heimisch fühlend, für Āyu.	In seinem Glanz, bei dieses Gottes Gastmahl, des hellen, den die Sterblichen ergriffen, Erstrahlte Agni, schwer vom Mann ergreifbar, und liebend doch das menschlische Ergreifen.
75880	durokam	durokam		5-1500	durokam¦ lies {%in einer Weise, an welche man sich nicht gewöhnt; ungewöhnlich, ausserordentlich%}.	1	7.4.3	durókam	duróka-	In dieses Gottes Beisein vor seinem Angesicht (sind wir), den die Sterblichen festhielten, den rötlichen, der sich an die Gefangenschaft bei den Menschen gewöhnt hat. Agni entflammte, sich schwer heimisch fühlend, für Āyu.	In seinem Glanz, bei dieses Gottes Gastmahl, des hellen, den die Sterblichen ergriffen, Erstrahlte Agni, schwer vom Mann ergreifbar, und liebend doch das menschlische Ergreifen.
