root	ppp_form	gana_class_dcs	voice_dcs	corpus_occurrences
prativeday	prativedita	10	P.	6
miśrīkṛ	miśrīkṛta	8	P.	6
dravīkṛ	dravīkṛta	8	P.	6
parihṛṣ	parihṛṣṭa	4	Ā	6
phūtkṛ	phūtkṛta	8	Ā	6
kuṇṭhay	kuṇṭhita	0	P.	6
protsāhay	protsāhita	10	P.	6
prativāpay	prativāpita	10	P.	6
prativāsay	prativāsita	10	Ā	6
parimaṇḍay	parimaṇḍita	0	P.	6
paricihnay	paricihnita	0	P.	6
vyapavyadh	vyapaviddha	4	Ā	6
mukulay	mukulita	0	P.	6
āgal	āgalita	1	P.	6
samāchad	samāchanna	1	P.	6
samavacchad	samavacchanna	1	P.	6
abhiṣekay	abhiṣekita	10	P.	6
saṁgup	saṃgupta	1	P.	6
kavalīkṛ	kavalīkṛta	8	Ā	6
pravepay	pravepita	10	Ā	6
vilāpay	vilāpita	10	P.	6
śītalīkṛ	śītalīkṛta	8	Ā	6
saṁyamay	saṃyamita	10	P.	6
samārjay	samārjita	10	Ā	6
prābhṛ	prābhṛta	3	Ā	6
vibhuj	vibhugna	6	P.	6
pulakay	pulakita	0	P.	6
nyāsay	nyāsita	10	Ā	6
kīlay	kīlita	0	P.	6
anutud	anutunna	6	Ā	6
unmaday	unmadita	10	Ā	6
vakṣ	ukṣita	6	P.	6
ārāgay	ārāgita	0	P.	6
virāgay	virāgita	0	P.	6
ārpay	ārpita	10	Ā	6
niṣpalāy	niṣpalāyita	0	Ā	6
añc	añcita	1	Ā	5
uc	ucita	4	Ā	5
carv	carvita	1	Ā	5
jṛ	jūrṇa	6	P.	5
tak	takta	2	Ā	5
tolay	tolita	10	P.	5
nṛt	nṛtta	4	Ā	5
vid	vinna	2	Ā	5
vah	voḍha	2	P.	5
rocay	rocita	10	Ā	5
atiśiṣ	atiśiṣṭa	7	P.	5
anuprach	anupṛṣṭa	6	Ā	5
anupravṛt	anupravṛtta	1	Ā	5
śocay	śocita	10	P.	5
ras	rasita	1	Ā	5
anuvid	anuvitta	6	Ā	5
śās	śāsta	1	P.	5
andhībhū	andhībhūta	1	P.	5
yāpay	yāpita	10	P.	5
lekhay	lekhita	10	Ā	5
abhikhyā	abhikhyāta	2	P.	5
abhijap	abhijapta	1	P.	5
pothay	pothita	10	Ā	5
vanday	vandita	10	P.	5
vyathay	vyathita	10	Ā	5
abhivyāp	abhivyāpta	5	Ā	5
abhisamīray	abhisamīrita	10	P.	5
sādh	sādhita	1	Ā	5
skambh	skabhita	9	Ā	5
nij	nikta	2	Ā	5
abhyuddhṛ	abhyuddhṛta	1	P.	5
damay	damita	10	P.	5
avagāh	avagāhita	1	P.	5
avabodhay	avabodhita	10	P.	5
avabhañj	avabhagna	7	P.	5
avabhid	avabhinna	7	P.	5
avaruj	avarugṇa	6	P.	5
avaruh	avarūḍha	1	Ā	5
avalī	avalīna	4	P.	5
avasāday	avasādita	10	P.	5
āghaṭṭay	āghaṭṭita	10	P.	5
ājñā	ājñāta	9	P.	5
āpā	āpīta	1	P.	5
āmreḍay	āmreḍita	10	P.	5
āruj	ārugṇa	6	Ā	5
ālikh	ālikhita	6	P.	5
cheday	chedita	10	P.	5
jāgaray	jāgarita	10	P.	5
utkamp	utkampita	1	Ā	5
utkṛ	utkīrṇa	6	P.	5
tejay	tejita	10	P.	5
utsāray	utsārita	10	P.	5
udbhās	udbhāsita	1	Ā	5
unnāmay	unnāmita	10	P.	5
unmajj	unmagna	1	Ā	5
unmṛj	unmṛṣṭa	6	Ā	5
upakṣip	upakṣipta	6	P.	5
upacar	upacīrṇa	1	Ā	5
upanidhā	upanihita	3	P.	5
upaśliṣ	upaśliṣṭa	4	P.	5
upalālay	upalālita	10	P.	5
upastambh	upastabdha	9	P.	5
upāghrā	upāghrāta	3	P.	5
upālabh	upālabdha	1	P.	5
nikūj	nikūjita	1	P.	5
nigaḍay	nigaḍita	0	P.	5
nimīl	nimīlita	1	P.	5
niśā	niśāta	3	Ā	5
parikhyā	parikhyāta	2	P.	5
garhay	garhita	10	Ā	5
paridah	paridagdha	1	P.	5
paristṛ	paristīrṇa	9	Ā	5
prakampay	prakampita	10	P.	5
praṇāśay	praṇāśita	10	P.	5
pratināday	pratinādita	10	P.	5
pratipiṣ	pratipiṣṭa	7	Ā	5
pratiprayā	pratiprayāta	2	P.	5
pratimuc	pratimukta	6	Ā	5
pravad	prodita	1	Ā	5
pravāday	pravādita	10	Ā	5
praśās	praśiṣṭa	2	Ā	5
prasamīkṣ	prasamīkṣita	1	Ā	5
prasṛj	prasṛṣṭa	4	Ā	5
prahlāday	prahlādita	10	Ā	5
vaśībhū	vaśībhūta	1	P.	5
vinivartay	vinivartita	10	P.	5
vibhañj	vibhagna	7	P.	5
vibhā	vibhāta	2	P.	5
vibhāṣ	vibhāṣita	1	Ā	5
vibhū	vibhūta	1	P.	5
vibhrāj	vibhrājita	1	P.	5
vilū	vilūna	9	P.	5
vivāhay	vivāhita	10	P.	5
visphuṭ	visphuṭita	6	P.	5
visphur	visphurita	6	Ā	5
vyativṛt	vyativṛtta	1	Ā	5
vyudas	vyudasta	1	Ā	5
saṁvyadh	saṃviddha	4	Ā	5
saṁsādhay	saṃsādhita	10	P.	5
saṁghaṭṭay	saṃghaṭṭita	10	P.	5
saṁghṛṣ	saṃghṛṣṭa	4	P.	5
saṁtoṣay	saṃtoṣita	10	Ā	5
saṁtāray	saṃtārita	10	P.	5
saṁdah	saṃdagdha	1	P.	5
saṁdā	saṃdita	4	Ā	5
saṁdhā	saṃdhita	1	P.	5
saṁnikṛṣ	saṃnikṛṣṭa	1	P.	5
saṁnipātay	saṃnipātita	10	P.	5
samanuśās	samanuśiṣṭa	1	P.	5
samākṣip	samākṣipta	6	Ā	5
samārādhay	samārādhita	10	Ā	5
samparityaj	samparityakta	1	P.	5
huṁkṛ	huṃkṛta	8	P.	5
sphuṭībhū	sphuṭībhūta	1	P.	5
abhivac	abhyukta	3	P.	5
abhyarcay	abhyarcita	10	Ā	5
visaṁyuj	visaṃyukta	7	P.	5
abhinirmuc	abhinirmukta	6	P.	5
malinīkṛ	malinīkṛta	8	P.	5
upacchad	upacchanna	1	P.	5
vibhraṁśay	vibhraṃśita	10	P.	5
paritṛp	paritṛpta	4	P.	5
saṁsmāray	saṃsmārita	10	P.	5
puṭīkṛ	puṭīkṛta	8	P.	5
samāśvāsay	samāśvāsita	10	Ā	5
śātay	śātita	10	Ā	5
abhivinī	abhivinīta	1	P.	5
vimūrch	vimūrchita	1	P.	5
ārañj	ārakta	4	Ā	5
nirmalīkṛ	nirmalīkṛta	8	Ā	5
saṁparivāray	saṃparivārita	10	P.	5
abhyunnam	abhyunnata	1	Ā	5
avadhṛ	avadhṛta	1	Ā	5
viśvāsay	viśvāsita	10	Ā	5
prabhraṁśay	prabhraṃśita	10	P.	5
prakaṭībhū	prakaṭībhūta	1	Ā	5
apamānay	apamānita	10	P.	5
parilepay	parilepita	10	P.	5
nivāsay	nivāsita	10	P.	5
paripeṣay	paripeṣita	10	P.	5
upamā	upamita	3	P.	5
pṛthakkṛ	pṛthakkṛta	8	Ā	5
ujjvālay	ujjvālita	10	P.	5
avamarday	avamardita	10	P.	5
bhīṣay	bhīṣita	0	Ā	5
saṁvyavasthā	saṃvyavasthita	1	Ā	5
vitathīkṛ	vitathīkṛta	8	Ā	5
atyāśay	atyāśita	10	P.	5
abhidaṁś	abhidaṣṭa	1	P.	5
pratyāpad	pratyāpanna	4	Ā	5
niyantray	niyantrita	0	P.	5
nibarhay	nibarhita	10	P.	5
retay	retita	0	P.	5
śithilay	śithilita	0	P.	5
paridham	paridhmāta	4	P.	5
saṁcarv	saṃcūrṇa	1	P.	5
pattalīkṛ	pattalīkṛta	8	Ā	5
svasthībhū	svasthībhūta	1	Ā	5
raṇ	raṇita	1	Ā	5
dvaidhībhū	dvaidhībhūta	1	Ā	5
vivij	vivigna	6	Ā	5
niṣkṝ	niṣkīrṇa	6	Ā	5
vikāsay	vikāsita	10	P.	5
ucchvi	ucchūna	1	P.	5
pretībhū	pretībhūta	1	P.	5
prendh	preddha	2	Ā	5
pavitrīkṛ	pavitrīkṛta	8	Ā	5
muṇḍay	muṇḍita	0	P.	5
nibhraṁś	nibhṛṣṭa	4	Ā	5
vyavalokay	vyavalokita	10	Ā	5
abhisaṁprasthā	abhisaṃprasthita	1	Ā	5
abhipralamb	abhipralambita	1	Ā	5
gumph	gumphita	1	P.	4
cat	catta	1	P.	4
atigam	atigata	1	P.	4
vye	vīta	4	Ā	4
sṛp	sṛpta	1	Ā	4
śvas	śvasita	1	Ā	4
pad	panna	4	P.	4
srāvay	srāvita	10	Ā	4
atyaś	atyaśita	9	Ā	4
dham	dhamita	1	Ā	4
āyay	āyita	10	P.	4
dhī	dhīta	3	Ā	4
nāmay	nāmita	10	P.	4
mṛś	mṛṣṭa	4	P.	4
bhāṣay	bhāṣita	10	Ā	4
anuveṣṭay	anuveṣṭita	10	P.	4
śās	śāsita	1	P.	4
anusaṁtan	anusaṃtata	8	P.	4
andhīkṛ	andhīkṛta	8	P.	4
apaśri	apaśrita	1	P.	4
apahas	apahasita	1	P.	4
apāvṛt	apāvṛtta	1	Ā	4
apivṛ	apīvṛta	5	P.	4
apoh	apoḍha	1	Ā	4
abhikṛ	abhikīrṇa	6	P.	4
abhiji	abhijita	1	P.	4
abhijuṣ	abhijuṣṭa	6	P.	4
abhinipīḍay	abhinipīḍita	10	P.	4
abhiniṣpad	abhiniṣpanna	4	Ā	4
abhipat	abhipatita	1	Ā	4
abhiprayā	abhiprayāta	2	P.	4
abhiyāc	abhiyācita	1	Ā	4
abhirañj	abhirakta	4	P.	4
vij	vigna	6	P.	4
abhivīkṣ	abhivīkṣita	1	P.	4
abhivyāhṛ	abhivyāhṛta	1	P.	4
abhisamprāp	abhisamprāpta	5	Ā	4
abhī	abhīta	4	Ā	4
abhīndh	abhīddha	1	Ā	4
abhyatikram	abhyatikrānta	1	P.	4
abhyākhyā	abhyākhyāta	2	P.	4
abhyāsad	abhyāsanna	1	P.	4
avadāray	avadārita	10	P.	4
āñc	ācita	1	P.	4
ātap	ātapta	1	P.	4
āplāvay	āplāvita	10	Ā	4
āyāc	āyācita	1	Ā	4
ālag	ālagna	1	P.	4
ālih	ālīḍha	6	P.	4
āvāhay	āvāhita	10	Ā	4
svāday	svādita	10	Ā	4
āhṛṣ	āhṛṣṭa	4	P.	4
ucchvāsay	ucchvāsita	10	P.	4
uḍḍī	uḍḍīna	4	Ā	4
pāray	pārita	10	Ā	4
utprekṣ	utprekṣita	1	Ā	4
udvāhay	udvāhita	10	Ā	4
upakṛ	upakīrṇa	6	P.	4
upaklid	upaklinna	4	Ā	4
upanah	upanaddha	4	P.	4
uparacay	uparacita	10	P.	4
uparuh	uparūḍha	1	P.	4
upavṛt	upavṛtta	1	Ā	4
upasaṁbhṛ	upasaṃbhṛta	3	P.	4
upānī	upānīta	1	P.	4
upāram	upārata	1	P.	4
tirobhū	tirobhūta	1	Ā	4
troṭay	troṭita	10	P.	4
nirodhay	nirodhita	10	P.	4
nirdham	nirdhmāta	1	P.	4
nirdhāray	nirdhārita	10	P.	4
nirbandh	nirbaddha	9	P.	4
nirvid	nirviṇṇa	6	Ā	4
nirvṛ	nirvṛta	9	Ā	4
nivap	nyupta	1	P.	4
niṣpat	niṣpatita	1	P.	4
niṣpā	niṣpīta	1	P.	4
nyṛṣ	nyṛṣṭa	6	P.	4
parākṛ	parākṛta	8	P.	4
paricāray	paricārita	10	Ā	4
parijṛ	parijīrṇa	4	Ā	4
paritap	paritapta	4	Ā	4
parimohay	parimohita	10	Ā	4
parivas	paryuṣita	1	P.	4
pariśodhay	pariśodhita	10	P.	4
pariśoṣay	pariśoṣita	10	Ā	4
pariṣev	parisevita	1	Ā	4
pariṣṭhā	pariṣṭhita	1	Ā	4
paryanuyuj	paryanuyukta	7	Ā	4
paryavasā	paryavasita	6	P.	4
purodhā	purohita	3	Ā	4
praccyāvay	pracyāvita	10	P.	4
prajvālay	prajvālita	10	P.	4
praṇoday	praṇodita	10	P.	4
pratikram	pratikrānta	1	Ā	4
pratidhā	pratihita	3	P.	4
pratibhṛ	pratibhṛta	1	P.	4
pratimantray	pratimantrita	0	P.	4
pratyakṣīkṛ	pratyakṣīkṛta	8	P.	4
pratyavekṣ	pratyavekṣita	4	P.	4
pratyas	pratyasta	4	P.	4
pratyāvṛt	pratyāvṛtta	1	Ā	4
prabādh	prabādhita	9	P.	4
pramohay	pramohita	10	P.	4
prarud	prarudita	2	P.	4
pralamb	pralambita	1	Ā	4
pravas	pravasita	1	P.	4
pravikṛ	pravikīrṇa	6	P.	4
pravilamb	pravilambita	1	Ā	4
pravilī	pravilīna	4	P.	4
praskhal	praskhalita	1	P.	4
prasraṁs	prasrasta	1	Ā	4
prāṇ	prāṇita	1	P.	4
vikuñcay	vikuñcita	10	P.	4
vikruś	vikruṣṭa	1	Ā	4
vigranth	vigrathita	9	P.	4
vicar	vicarita	1	Ā	4
vidūṣay	vidūṣita	10	P.	4
vidhū	vidhuta	6	P.	4
vinind	vinindita	1	Ā	4
vinipat	vinipatita	1	P.	4
viniveday	vinivedita	10	Ā	4
vipāṭay	vipāṭita	10	P.	4
viprahā	viprahīna	3	P.	4
vibheday	vibhedita	10	P.	4
vimā	vimita	3	Ā	4
viru	viruta	2	P.	4
vilaṅgh	vilaṅghita	1	Ā	4
vilajj	vilajjita	1	P.	4
vilap	vilapita	4	P.	4
vyaktībhū	vyaktībhūta	1	P.	4
vyapakṛṣ	vyapakṛṣṭa	6	P.	4
vyapadiś	vyapadiṣṭa	6	Ā	4
vyavakṛ	vyavakīrṇa	6	P.	4
vyāghūrṇ	vyāghūrṇita	1	Ā	4
vyāvartay	vyāvartita	10	Ā	4
saṁyā	saṃyāta	2	P.	4
saṁvid	saṃvidita	2	Ā	4
saṁsveday	saṃsvedita	10	P.	4
saṁharṣay	saṃharṣita	10	P.	4
saṁkathay	saṃkathita	10	P.	4
saṁtṛp	saṃtṛpta	4	P.	4
saṁtṛ	saṃtīrṇa	1	Ā	4
saṁdūṣay	saṃdūṣita	10	P.	4
saṁdṛś	saṃdṛṣṭa	4	Ā	4
saṁniyuj	saṃniyukta	7	Ā	4
samanugam	samanugata	1	P.	4
samanviṣ	samanvicchita	1	P.	4
samāplu	samāpluta	1	Ā	4
samāvyadh	samāviddha	4	P.	4
samīkṣ	samīkṣita	1	Ā	4
samucci	samuccita	5	Ā	4
samujh	samujhita	6	P.	4
samutkram	samutkrānta	1	P.	4
sampuṣ	saṃpuṣṭa	4	P.	4
sampūray	sampūrita	10	P.	4
samprajñā	samprajñāta	9	Ā	4
samprajval	samprajvalita	1	P.	4
sampradru	sampradruta	1	Ā	4
samprapad	samprapanna	4	Ā	4
sampraviś	sampraviṣṭa	6	Ā	4
samprasañj	samprasakta	1	Ā	4
unmāday	unmādita	10	P.	4
visarpay	visarpita	10	P.	4
nirlip	nirlipta	6	P.	4
unmudray	unmudrita	0	P.	4
cetay	cetita	10	Ā	4
samutthāpay	samutthāpita	10	P.	4
kartay	kartita	10	P.	4
vācay	vācita	10	Ā	4
khanay	khanita	10	P.	4
vipraduṣ	vipraduṣṭa	4	P.	4
samupāhṛ	samupāhṛta	2	P.	4
pramāṇīkṛ	pramāṇīkṛta	8	P.	4
paridevay	paridevita	10	Ā	4
spaṣṭīkṛ	spaṣṭīkṛta	8	P.	4
āgamay	āgamita	10	Ā	4
pratiṣedhay	pratiṣedhita	10	P.	4
vimocay	vimocita	10	Ā	4
jihās	jihāsita	0	P.	4
saṁpiṇḍay	saṃpiṇḍita	0	P.	4
saṁmil	saṃmilita	6	P.	4
nirmalībhū	nirmalībhūta	1	P.	4
prodbhid	prodbhinna	7	P.	4
dits	ditsita	0	Ā	4
saṁprasvap	saṃprasupta	2	P.	4
abhimūrch	abhimūrchita	1	P.	4
glapay	glapita	10	Ā	4
saṁkṣubh	saṃkṣubhita	4	Ā	4
pravāray	pravārita	10	P.	4
saṁparipṛ	saṃparipūrṇa	9	P.	4
pramarday	pramardita	10	P.	4
khānay	khānita	10	P.	4
parisarpay	parisarpita	10	P.	4
valay	valita	10	P.	4
raktīkṛ	raktīkṛta	8	Ā	4
grāsīkṛ	grāsīkṛta	8	Ā	4
mandībhū	mandībhūta	1	Ā	4
ādeśay	ādeśita	10	Ā	4
saphalīkṛ	saphalīkṛta	8	Ā	4
miśrībhū	miśrībhūta	1	Ā	4
atyāyam	atyāyata	6	P.	4
vismāray	vismārita	10	Ā	4
utpiṣ	utpiṣṭa	7	P.	4
pariviśvas	pariviśvasta	2	Ā	4
nirdāray	nirdārita	10	P.	4
abhipṛ	abhipūrṇa	9	P.	4
dīrghīkṛ	dīrghīkṛta	8	Ā	4
pariśobhay	pariśobhita	10	Ā	4
pratimaṇḍay	pratimaṇḍita	0	P.	4
nirnāday	nirnādita	10	P.	4
parivikṣan	parivikṣata	8	P.	4
nikuñc	nikuñcita	6	P.	4
kṣetrīkṛ	kṣetrīkṛta	8	Ā	4
vell	vellita	1	P.	4
saṁdṛh	saṃdṛḍha	1	P.	4
pratibhojay	pratibhojita	10	Ā	4
samṛch	samṛta	1	Ā	4
kṛśībhū	kṛśībhūta	1	Ā	4
vipratiṣidh	vipratiṣiddha	1	Ā	4
saṁpreray	saṃprerita	10	Ā	4
ākalay	ākalita	10	Ā	4
vicikits	vicikitsita	0	Ā	4
moghīkṛ	moghīkṛta	8	Ā	4
pratiyāc	pratiyācita	1	Ā	4
viprayā	viprayāta	2	P.	4
kāñcanīkṛ	kāñcanīkṛta	8	Ā	4
saṁpare	saṃpareta	2	P.	4
utsarpay	utsarpita	10	P.	4
ketay	ketita	0	P.	4
vyākṝ	vyākīrṇa	6	Ā	4
nirlū	nirlūna	9	Ā	4
pravye	pravīta	4	Ā	4
vīḍay	vīḍita	10	P.	4
ār	ārita	1	P.	4
choray	chorita	0	P.	4
prativirudh	prativiruddha	7	Ā	4
parābhṛ	parābhṛta	3	Ā	4
parāpṛṣṭhīkṛ	parāpṛṣṭhīkṛta	8	P.	4
pratisaṁlī	pratisaṃlīna	4	Ā	4
śulkay	śulkita	0	P.	4
dā	dāta	4	Ā	4
īś	īśita	2	P.	3
kṣar	kṣarita	1	Ā	3
kṣu	kṣuta	2	P.	3
jap	japita	4	Ā	3
atigāh	atigāḍha	1	P.	3
atitap	atitapta	4	P.	3
anvañj	anvakta	7	P.	3
atitṛp	atitṛpta	4	P.	3
vā	vāta	2	Ā	3
vā	vāna	2	Ā	3
ve	uta	4	P.	3
hā	jahita	1	P.	3
bhā	bhāta	2	Ā	3
atiruh	atirūḍha	1	P.	3
ativāhay	ativāhita	10	P.	3
atiśliṣ	atiśliṣṭa	4	P.	3
sraṁsay	sraṃsita	10	P.	3
sparśay	sparśita	10	Ā	3
adhyādhā	adhyāhita	3	Ā	3
anukalpay	anukalpita	10	P.	3
anudṛ	anudīrṇa	2	P.	3
śāmay	śāmita	10	Ā	3
anubudh	anubuddha	4	Ā	3
anuvartay	anuvartita	10	Ā	3
anuvyākhyā	anuvyākhyāta	2	P.	3
anuśās	anuśāsita	2	Ā	3
anusṛj	anusṛṣṭa	6	Ā	3
apatarpay	apatarpita	10	P.	3
apī	apīta	2	P.	3
apoh	apohita	1	Ā	3
abhikamp	abhikampita	1	Ā	3
abhikﾱp	abhikﾱpta	1	Ā	3
abhigrah	abhigṛhīta	9	Ā	3
abhituṣ	abhituṣṭa	4	P.	3
abhiniryā	abhiniryāta	2	P.	3
abhipravardhay	abhipravardhita	10	P.	3
abhimṛ	abhimṛta	1	P.	3
abhiyaj	abhīṣṭa	1	Ā	3
viṣ	viṣṭa	1	P.	3
abhivirāj	abhivirājita	1	Ā	3
abhiviś	abhiviṣṭa	6	P.	3
abhivṛdh	abhivṛddha	1	Ā	3
abhiṣañj	abhiṣakta	1	Ā	3
abhisampad	abhisaṃpanna	4	Ā	3
abhisṛp	abhisṛpta	1	P.	3
abhyavakṛ	abhyavakīrṇa	6	P.	3
abhyāruh	abhyārūḍha	1	P.	3
abhyupapad	abhyupapanna	4	P.	3
abhyupasthā	abhyupasthita	1	P.	3
avakṛt	avakṛtta	6	P.	3
avaghuṣ	avaghuṣṭa	1	Ā	3
avaghṛṣ	avaghṛṣṭa	1	Ā	3
ceṣṭay	ceṣṭita	10	Ā	3
avanī	avanīta	1	P.	3
avapat	avapatita	1	P.	3
avamūtr	avamūtrita	0	P.	3
avalup	avalupta	6	Ā	3
avahas	avahasita	1	P.	3
āceṣṭ	āceṣṭita	1	Ā	3
ādaṁś	ādaṣṭa	1	P.	3
ādhṛṣ	ādhṛṣṭa	5	P.	3
ādhmāpay	ādhmāpita	10	P.	3
āpīḍay	āpīḍita	10	P.	3
āprī	āprīta	9	P.	3
āyaj	eṣṭa	1	Ā	3
āyojay	āyojita	10	P.	3
ārakṣ	ārakṣita	1	P.	3
liṅgay	liṅgita	10	P.	3
āvāsay	āvāsita	10	P.	3
śyā	śyāna	4	P.	3
sphoṭay	sphoṭita	10	Ā	3
uccal	uccalita	1	Ā	3
uttambhay	uttambhita	10	P.	3
dāhay	dāhita	10	P.	3
utplu	utpluta	1	P.	3
udghaṭṭay	udghaṭṭita	10	P.	3
udvam	udvānta	1	P.	3
udveṣṭay	udveṣṭita	10	P.	3
upakṣi	upakṣita	9	P.	3
upagrah	upagṛhīta	9	Ā	3
upajīv	upajīvita	1	Ā	3
upanṛt	upanṛtta	4	P.	3
upaśoṣay	upaśoṣita	10	P.	3
upasāday	upasādita	10	P.	3
upasaṁpāday	upasaṃpādita	10	P.	3
upasic	upasikta	6	P.	3
ullaṅghay	ullaṅghita	10	P.	3
grāsay	grāsita	10	P.	3
niḥśvas	niḥśvasita	2	Ā	3
niḥsāray	niḥsārita	10	P.	3
nigam	nigata	1	P.	3
nirghṛṣ	nirghṛṣṭa	1	Ā	3
nirbhaj	nirbhagna	1	P.	3
nirbhā	nirbhāta	2	P.	3
niryāpay	niryāpita	10	P.	3
nirviś	nirviṣṭa	6	Ā	3
nivyadh	nividdha	4	P.	3
niśam	niśānta	4	P.	3
niṣkuṣ	niṣkuṣita	9	P.	3
niṣkṛ	niṣkṛta	8	Ā	3
niṣkrī	niṣkrīta	9	Ā	3
niṣṭhīv	niṣṭhyūta	1	P.	3
niṣpū	niṣpūta	9	P.	3
nihā	nihīna	3	P.	3
parāsic	parāsikta	6	P.	3
parigaṇay	parigaṇita	10	P.	3
parigā	parigīta	4	P.	3
paribhid	paribhinna	7	P.	3
paribhram	paribhrānta	4	Ā	3
parivardhay	parivardhita	10	Ā	3
pariṣecay	pariṣecita	10	P.	3
pariṣṭubh	pariṣṭubdha	1	P.	3
parisaṁtap	parisaṃtapta	1	P.	3
parisṛ	parisṛta	3	P.	3
parisṛp	parisṛpta	1	P.	3
paryādā	paryātta	3	Ā	3
paryāśvas	paryāśvasta	2	P.	3
prakﾱp	prakﾱpta	1	Ā	3
prakṣubh	prakṣubdha	9	P.	3
praghṛṣ	praghṛṣṭa	1	Ā	3
pracchid	pracchinna	4	P.	3
prajalp	prajalpita	1	P.	3
praṇad	praṇadita	1	P.	3
praṇud	praṇudita	6	Ā	3
pratam	pratānta	4	Ā	3
pratikṣip	pratikṣipta	6	Ā	3
pratidā	pratidatta	4	Ā	3
pratimā	pratimita	3	Ā	3
pratisamādhā	pratisamāhita	3	P.	3
pratistambh	pratiṣṭabdha	5	P.	3
pratāray	pratārita	10	P.	3
pratyarc	pratyarcita	1	P.	3
pratyavaropay	pratyavaropita	10	P.	3
pratyutthā	pratyutthita	1	P.	3
pratyudyam	pratyudyata	1	P.	3
pratyūh	pratyūḍha	1	P.	3
prapyā	prapīna	4	Ā	3
prayāc	prayācita	1	Ā	3
praruj	prarugṇa	6	P.	3
pralobhay	pralobhita	10	Ā	3
praśāmay	praśāmita	10	P.	3
praśās	praśāsta	2	Ā	3
praśṛ	praśīrṇa	9	P.	3
praśri	praśrita	1	P.	3
prasic	prasikta	4	P.	3
prasū	prasūna	2	P.	3
prasmṛ	prasmṛta	1	P.	3
protsāray	protsārita	10	P.	3
rūpay	rūpita	0	P.	3
vikṛt	vikṛtta	6	Ā	3
vighaṭ	vighaṭita	1	Ā	3
vidyotay	vidyotita	10	P.	3
vidhāv	vidhauta	1	Ā	3
vidhāray	vidhārita	10	P.	3
viniryā	viniryāta	2	P.	3
viprakṛṣ	viprakṛṣṭa	1	P.	3
viprasṛ	viprasṛta	3	P.	3
viprasthā	viprasthita	1	Ā	3
vimad	vimatta	4	Ā	3
vivecay	vivecita	10	P.	3
vivyadh	vividdha	4	P.	3
vihas	vihasita	1	Ā	3
vyaktīkṛ	vyaktīkṛta	8	P.	3
vyavahṛ	vyavahṛta	1	Ā	3
vyupaśam	vyupaśānta	4	P.	3
saṁlikh	saṃlikhita	6	P.	3
saṁvac	samukta	3	Ā	3
saṁśaṁs	saṃśasta	1	P.	3
saṁsu	saṃsuta	5	P.	3
saṁcāray	saṃcārita	10	P.	3
saṁji	saṃjita	1	P.	3
saṁjṛ	saṃjīrṇa	4	P.	3
saṁtarjay	saṃtarjita	10	P.	3
saṁniyojay	saṃniyojita	10	P.	3
saṁniveśay	saṃniveśita	10	P.	3
samabhyas	samabhyasta	1	P.	3
samavāp	samavāpta	5	Ā	3
samas	samasta	4	P.	3
samācar	samācīrṇa	1	Ā	3
samādham	samādhmāta	1	P.	3
samāyam	samāyata	1	P.	3
samāveśay	samāveśita	10	Ā	3
samāśliṣ	samāśliṣṭa	6	P.	3
samāsāday	samāsādita	10	P.	3
samupakram	samupakrānta	1	Ā	3
samupajan	samupajāta	4	Ā	3
samupavah	samupoḍha	1	P.	3
samubj	samubjita	6	P.	3
samullas	samullasita	1	P.	3
sampariśri	saṃpariśrita	1	P.	3
sampā	sampīta	1	Ā	3
sampracoday	sampracodita	10	P.	3
sampraṇī	sampraṇīta	1	P.	3
sampratijñā	sampratijñāta	9	P.	3
sampratī	sampratīta	2	P.	3
sampradā	sampradatta	3	P.	3
sampradīpay	sampradīpita	10	P.	3
samprasad	samprasanna	1	P.	3
sambhāṣ	sambhāṣita	1	P.	3
sambhuj	saṃbhukta	7	P.	3
śītkṛ	sītkṛta	8	Ā	3
uttaṁsay	uttaṃsita	10	Ā	3
abhyudīr	abhyudīrṇa	2	Ā	3
sarpay	sarpita	10	P.	3
sphāray	sphārita	10	Ā	3
tanmayībhū	tanmayībhūta	1	P.	3
prāśay	prāśita	10	P.	3
paryagnikṛ	paryagnikṛta	8	P.	3
saṁkocay	saṃkocita	10	P.	3
ucchal	ucchalita	1	P.	3
titikṣ	titikṣita	0	P.	3
saṁsūcay	saṃsūcita	0	P.	3
ākṣāray	ākṣārita	10	P.	3
sajjay	sajjita	10	Ā	3
vyāpāray	vyāpārita	10	P.	3
niyāmay	niyāmita	10	P.	3
samākuñc	samākuñcita	6	P.	3
kajjalīkṛ	kajjalīkṛta	8	P.	3
upaghuṣ	upaghuṣṭa	1	Ā	3
niruh	nirūḍha	1	P.	3
śeṣībhū	śeṣībhūta	1	P.	3
anuśīlay	anuśīlita	0	P.	3
āsūtray	āsūtrita	0	P.	3
saṁnidhāpay	saṃnidhāpita	10	P.	3
śithilībhū	śithilībhūta	1	P.	3
apahāray	apahārita	10	P.	3
vyāmohay	vyāmohita	10	Ā	3
utkleśay	utkleśita	10	P.	3
alasībhū	alasībhūta	1	P.	3
vijṛ	vijīrṇa	4	P.	3
prapeṣay	prapeṣita	10	P.	3
vikatth	vikatthita	1	P.	3
madhurībhū	madhurībhūta	1	P.	3
saṁnisṛj	saṃnisṛṣṭa	6	Ā	3
upakūj	upakūjita	1	P.	3
saṁprayojay	saṃprayojita	10	Ā	3
