Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
vyupāśri	Verb	1	Ā	vyupāśrita			"Past Passive Participle"	"    2"
vyāmṛj	Verb	6	Ā	vyāmṛṣṭa			"Past Passive Participle"	"    2"
unmiśray	Denom.	0	P.	unmiśrita			"Past Passive Participle"	"    2"
parisvid	Verb	1	Ā	parisvinna			"Past Passive Participle"	"    2"
saṁbhuj	Verb	6	P.	saṃbhugna			"Past Passive Participle"	"    2"
amlībhū	Verb	1	Ā	amlībhūta			"Past Passive Participle"	"    2"
mlāpay	Verb	10	P.	mlāpita			"Past Passive Participle"	"    2"
anusidh	Verb	4	Ā	anusiddha			"Past Passive Participle"	"    2"
abhivarṇay	Denom.	0	Ā	abhivarṇita			"Past Passive Participle"	"    2"
upasaṁyuj	Verb	7	Ā	upasaṃyukta			"Past Passive Participle"	"    2"
saṁroṣay	Verb	10	Ā	saṃroṣita			"Past Passive Participle"	"    2"
saṁvāsay	Denom.	0	Ā	saṃvāsita			"Past Passive Participle"	"    2"
ativirecay	Verb	10	P.	ativirecita			"Past Passive Participle"	"    2"
bhasmay	Denom.	0	P.	bhasmita			"Past Passive Participle"	"    2"
saṁnici	Verb	5	Ā	saṃnicita			"Past Passive Participle"	"    2"
andhray	Denom.	0	P.	andhrita			"Past Passive Participle"	"    2"
piṣṭībhū	Verb	1	Ā	piṣṭībhūta			"Past Passive Participle"	"    2"
anveṣay	Verb	10	Ā	anveṣita			"Past Passive Participle"	"    2"
saṁmajj	Verb	1	Ā	saṃmagna			"Past Passive Participle"	"    2"
parimiśray	Denom.	0	P.	parimiśrita			"Past Passive Participle"	"    2"
pravihan	Verb	4	Ā	pravihata			"Past Passive Participle"	"    2"
kāṣṭhībhū	Verb	1	Ā	kāṣṭhībhūta			"Past Passive Participle"	"    2"
saṁpramarday	Verb	10	Ā	saṃpramardita			"Past Passive Participle"	"    2"
sindūrīkṛ	Verb	8	Ā	sindūrīkṛta			"Past Passive Participle"	"    2"
parigal	Verb	1	P.	parigalita			"Past Passive Participle"	"    2"
pratigālay	Verb	10	P.	pratigālita			"Past Passive Participle"	"    2"
yogīkṛ	Verb	8	Ā	yogīkṛta			"Past Passive Participle"	"    2"
parimudray	Denom.	0	P.	parimudrita			"Past Passive Participle"	"    2"
samādih	Verb	6	P.	samādigdha			"Past Passive Participle"	"    2"
rajīkṛ	Verb	8	Ā	rajīkṛta			"Past Passive Participle"	"    2"
dvaṁdvīkṛ	Verb	8	Ā	dvaṃdvīkṛta			"Past Passive Participle"	"    2"
ekatrīkṛ	Verb	8	Ā	ekatrīkṛta			"Past Passive Participle"	"    2"
avokṣ	Verb	6	Ā	avokṣita			"Past Passive Participle"	"    2"
śuṣkībhū	Verb	1	Ā	śuṣkībhūta			"Past Passive Participle"	"    2"
parijan	Verb	4	Ā	parijāta			"Past Passive Participle"	"    2"
utpiṇḍay	Denom.	0	P.	utpiṇḍita			"Past Passive Participle"	"    2"
vilekhay	Verb	10	P.	vilekhita			"Past Passive Participle"	"    2"
udāvṛt	Verb	1	Ā	udāvṛtta			"Past Passive Participle"	"    2"
pariprāp	Verb	5	Ā	pariprāpta			"Past Passive Participle"	"    2"
utsvid	Verb	4	P.	utsvinna			"Past Passive Participle"	"    2"
kaṭhinībhū	Verb	1	Ā	kaṭhinībhūta			"Past Passive Participle"	"    2"
upaveṣṭay	Verb	10	P.	upaveṣṭita			"Past Passive Participle"	"    2"
saṁdrāvay	Verb	10	Ā	saṃdrāvita			"Past Passive Participle"	"    2"
pattrībhū	Verb	1	Ā	pattrībhūta			"Past Passive Participle"	"    2"
āhvānay	Verb	10	P.	āhvānita			"Past Passive Participle"	"    2"
jihmīkṛ	Verb	8	Ā	jihmīkṛta			"Past Passive Participle"	"    2"
viprasad	Verb	2	P.	viprasanna			"Past Passive Participle"	"    2"
saṁprīṇay	Verb	10	Ā	saṃprīṇita			"Past Passive Participle"	"    2"
ādhīkṛ	Verb	8	Ā	ādhīkṛta			"Past Passive Participle"	"    2"
pratidūṣay	Verb	10	Ā	pratidūṣita			"Past Passive Participle"	"    2"
pratidhvaṁs	Verb	1	Ā	pratidhvasta			"Past Passive Participle"	"    2"
saṁpreṣ	Verb	4	P.	saṃpreṣita			"Past Passive Participle"	"    2"
anucoday	Verb	10	Ā	anucodita			"Past Passive Participle"	"    2"
avanamay	Verb	10	P.	avanamita			"Past Passive Participle"	"    2"
viparivartay	Verb	10	Ā	viparivartita			"Past Passive Participle"	"    2"
abhinirji	Verb	2	P.	abhinirjita			"Past Passive Participle"	"    2"
lolībhū	Verb	1	Ā	lolībhūta			"Past Passive Participle"	"    2"
anuprahi	Verb	5	P.	anuprahita			"Past Passive Participle"	"    2"
abhisaṁvṛdh	Verb	1	Ā	abhisaṃvṛddha			"Past Passive Participle"	"    2"
pramāday	Verb	10	Ā	pramādita			"Past Passive Participle"	"    2"
śekharībhū	Verb	1	Ā	śekharībhūta			"Past Passive Participle"	"    2"
lakṣyīkṛ	Verb	8	P.	lakṣyīkṛta			"Past Passive Participle"	"    2"
pravilup	Verb	6	Ā	pravilupta			"Past Passive Participle"	"    2"
ākulībhū	Verb	1	Ā	ākulībhūta			"Past Passive Participle"	"    2"
paripuṣ	Verb	9	P.	paripuṣṭa			"Past Passive Participle"	"    2"
vinamay	Verb	10	P.	vinamita			"Past Passive Participle"	"    2"
chup	Verb	6	P.	chupta			"Past Passive Participle"	"    2"
prakṣapay	Verb	10	Ā	prakṣapita			"Past Passive Participle"	"    2"
saṁghaṭay	Verb	10	P.	saṃghaṭita			"Past Passive Participle"	"    2"
prayojakībhū	Verb	1	P.	prayojakībhūta			"Past Passive Participle"	"    2"
protkṣip	Verb	6	Ā	protkṣipta			"Past Passive Participle"	"    2"
abhyalaṁkṛ	Verb	8	P.	abhyalaṃkṛta			"Past Passive Participle"	"    2"
vighāṭay	Verb	10	P.	vighāṭita			"Past Passive Participle"	"    2"
paruṣīkṛ	Verb	8	P.	paruṣīkṛta			"Past Passive Participle"	"    2"
maṇḍalībhū	Verb	1	Ā	maṇḍalībhūta			"Past Passive Participle"	"    2"
uddhukṣ	Verb	1	Ā	uddhukṣita			"Past Passive Participle"	"    2"
ghanīkṛ	Verb	8	Ā	ghanīkṛta			"Past Passive Participle"	"    2"
pravidru	Verb	1	Ā	pravidruta			"Past Passive Participle"	"    2"
nirvivas	Verb	1	Ā	nirvyuṣita			"Past Passive Participle"	"    2"
samāvāsay	Verb	10	Ā	samāvāsita			"Past Passive Participle"	"    2"
samunmā	Verb	3	Ā	samunmita			"Past Passive Participle"	"    2"
muktīkṛ	Verb	8	Ā	muktīkṛta			"Past Passive Participle"	"    2"
parisu	Verb	5	P.	parisuta			"Past Passive Participle"	"    2"
dasyusādbhū	Verb	1	Ā	dasyusādbhūta			"Past Passive Participle"	"    2"
saṁprakṛ	Verb	6	Ā	saṃprakīrṇa			"Past Passive Participle"	"    2"
praṇamay	Verb	10	P.	praṇamita			"Past Passive Participle"	"    2"
parikopay	Verb	10	Ā	parikopita			"Past Passive Participle"	"    2"
abhinah	Verb	4	Ā	abhinaddha			"Past Passive Participle"	"    2"
apahu	Verb	3	Ā	apahuta			"Past Passive Participle"	"    2"
āklid	Verb	4	Ā	āklinna			"Past Passive Participle"	"    2"
sādhanībhū	Verb	1	Ā	sādhanībhūta			"Past Passive Participle"	"    2"
viralībhū	Verb	1	Ā	viralībhūta			"Past Passive Participle"	"    2"
vivap	Verb	1	Ā	vyupta			"Past Passive Participle"	"    2"
viluṇṭh	Verb	1	P.	viluṇṭhita			"Past Passive Participle"	"    2"
paṇīkṛ	Verb	8	Ā	paṇīkṛta			"Past Passive Participle"	"    2"
uttambh	Verb	5	P.	uttabhita			"Past Passive Participle"	"    2"
apāvagam	Verb	6	P.	apāvagata			"Past Passive Participle"	"    2"
taruṇībhū	Verb	1	P.	taruṇībhūta			"Past Passive Participle"	"    2"
saṁlul	Verb	1	P.	saṃlulita			"Past Passive Participle"	"    2"
dhavalīkṛ	Verb	8	Ā	dhavalīkṛta			"Past Passive Participle"	"    2"
vikutsay	Denom.	0	Ā	vikutsita			"Past Passive Participle"	"    2"
vyatisic	Verb	6	Ā	vyatiṣikta			"Past Passive Participle"	"    2"
līlāy	Denom.	0	P.	līlāyita			"Past Passive Participle"	"    2"
śeṣīkṛ	Verb	8	Ā	śeṣīkṛta			"Past Passive Participle"	"    2"
mūkībhū	Verb	1	Ā	mūkībhūta			"Past Passive Participle"	"    2"
prālabh	Verb	1	Ā	prālabdha			"Past Passive Participle"	"    2"
andhakārīkṛ	Verb	8	Ā	andhakārīkṛta			"Past Passive Participle"	"    2"
iṣkṛ	Verb	8	P.	iṣkṛta			"Past Passive Participle"	"    2"
nādh	Verb	1	Ā	nādhita			"Past Passive Participle"	"    2"
īṅkhay	Verb	10	P.	īṅkhita			"Past Passive Participle"	"    2"
rasīkṛ	Verb	8	P.	rasīkṛta			"Past Passive Participle"	"    2"
saṁdo	Verb	6	P.	saṃdita			"Past Passive Participle"	"    2"
nipū	Verb	9	Ā	nipūta			"Past Passive Participle"	"    2"
vāhanīkṛ	Verb	8	P.	vāhanīkṛta			"Past Passive Participle"	"    2"
samubh	Verb	9	P.	samubdha			"Past Passive Participle"	"    2"
vipru	Verb	1	Ā	vipruta			"Past Passive Participle"	"    2"
vidyādharībhū	Verb	1	Ā	vidyādharībhūta			"Past Passive Participle"	"    2"
iñjay	Verb	10	P.	iñjita			"Past Passive Participle"	"    2"
parinirvāpay	Verb	10	Ā	parinirvāpita			"Past Passive Participle"	"    2"
dhandhāy	Denom.	0	P.	dhandhāyita			"Past Passive Participle"	"    2"
anuparigrah	Verb	9	Ā	anuparigṛhīta			"Past Passive Participle"	"    2"
pratisaṁveday	Verb	10	Ā	pratisaṃvedita			"Past Passive Participle"	"    2"
bhājanībhū	Verb	1	P.	bhājanībhūta			"Past Passive Participle"	"    2"
samādāpay	Verb	10	Ā	samādāpita			"Past Passive Participle"	"    2"
pratikruś	Verb	4	P.	pratikruṣṭa			"Past Passive Participle"	"    2"
uddhārīkṛ	Verb	8	P.	uddhārīkṛta			"Past Passive Participle"	"    2"
paryantīkṛ	Verb	8	Ā	paryantīkṛta			"Past Passive Participle"	"    2"
nipiṣ	Verb	7	Ā	nipiṣṭa			"Past Passive Participle"	"    2"
pratipraśrambh	Verb	1	Ā	pratipraśrabdha			"Past Passive Participle"	"    2"
utsā	Verb	6	Ā	utsita			"Past Passive Participle"	"    2"
apaṇyībhū	Verb	1	Ā	apaṇyībhūta			"Past Passive Participle"	"    2"
svādhyāy	Denom.	0	P.	svādhyāyita			"Past Passive Participle"	"    2"
viṣamībhū	Verb	1	Ā	viṣamībhūta			"Past Passive Participle"	"    2"
añc	Verb	1	Ā	acita			"Past Passive Participle"	"    1"
iṅg	Verb	1	Ā	iṅgita			"Past Passive Participle"	"    1"
ardhay	Verb	10	P.	ardhita			"Past Passive Participle"	"    1"
ṛṣ	Verb	6	P.	ṛṣṭa			"Past Passive Participle"	"    1"
kāś	Verb	1	P.	kāśita			"Past Passive Participle"	"    1"
kṛś	Verb	9	P.	kṛśita			"Past Passive Participle"	"    1"
kruś	Verb	4	P.	kruṣṭa			"Past Passive Participle"	"    1"
kṣam	Verb	1	P.	kṣamita			"Past Passive Participle"	"    1"
kṣi	Verb	1	P.	kṣita			"Past Passive Participle"	"    1"
kṣviḍ	Verb	1	P.	kṣveḍita			"Past Passive Participle"	"    1"
khel	Verb	1	Ā	khelita			"Past Passive Participle"	"    1"
gāh	Verb	1	P.	gāḍha			"Past Passive Participle"	"    1"
gṛ	Verb	9	P.	gilita			"Past Passive Participle"	"    1"
caṭ	Verb	1	P.	caṭita			"Past Passive Participle"	"    1"
cud	Verb	1	Ā	codita			"Past Passive Participle"	"    1"
jabh	Verb	1	P.	jabdha			"Past Passive Participle"	"    1"
jvar	Verb	1	P.	jvarita			"Past Passive Participle"	"    1"
ṭaṅk	Verb	1	P.	ṭaṅkita			"Past Passive Participle"	"    1"
tim	Verb	4	P.	timita			"Past Passive Participle"	"    1"
atikhyā	Verb	2	P.	atikhyāta			"Past Passive Participle"	"    1"
tṛṣ	Verb	4	Ā	tṛṣṭa			"Past Passive Participle"	"    1"
nū	Verb	1	P.	nūta			"Past Passive Participle"	"    1"
vañc	Verb	1	Ā	vañcita			"Past Passive Participle"	"    1"
vas	Verb	2	P.	uṣṭa			"Past Passive Participle"	"    1"
vap	Verb	1	Ā	vapta			"Past Passive Participle"	"    1"
vap	Verb	1	Ā	upita			"Past Passive Participle"	"    1"
adhivas	Verb	1	P.	adhivasita			"Past Passive Participle"	"    1"
adhivṛt	Verb	1	Ā	adhivṛtta			"Past Passive Participle"	"    1"
adhivye	Verb	4	P.	adhivīta			"Past Passive Participle"	"    1"
syand	Verb	1	Ā	syanna			"Past Passive Participle"	"    1"
dhyā	Verb	3	Ā	dhyāyita			"Past Passive Participle"	"    1"
śvas	Verb	1	Ā	śvasta			"Past Passive Participle"	"    1"
stan	Verb	2	P.	stanita			"Past Passive Participle"	"    1"
nud	Verb	2	P.	nudita			"Past Passive Participle"	"    1"
atipari	Verb	2	P.	atiparīta			"Past Passive Participle"	"    1"
atimuc	Verb	6	Ā	atimukta			"Past Passive Participle"	"    1"
yaj	Verb	2	P.	yaṣṭa			"Past Passive Participle"	"    1"
atidā	Verb	3	P.	atidatta			"Past Passive Participle"	"    1"
atinud	Verb	6	P.	atinunna			"Past Passive Participle"	"    1"
atinud	Verb	6	P.	atinutta			"Past Passive Participle"	"    1"
atipad	Verb	4	P.	atipanna			"Past Passive Participle"	"    1"
atibhṛ	Verb	3	P.	atibhṛta			"Past Passive Participle"	"    1"
atiyaj	Verb	1	P.	atīṣṭa			"Past Passive Participle"	"    1"
atilaṅghay	Verb	10	P.	atilaṅghita			"Past Passive Participle"	"    1"
śubh	Verb	6	Ā	śumbhita			"Past Passive Participle"	"    1"
atisaṁdhā	Verb	3	Ā	atisaṃhita			"Past Passive Participle"	"    1"
atisaṁdhā	Verb	3	Ā	atisaṃdhita			"Past Passive Participle"	"    1"
ativṛṣ	Verb	1	P.	ativṛṣṭa			"Past Passive Participle"	"    1"
atisru	Verb	1	P.	atisruta			"Past Passive Participle"	"    1"
atyas	Verb	4	P.	atyasta			"Past Passive Participle"	"    1"
atyākram	Verb	1	P.	atyākrānta			"Past Passive Participle"	"    1"
adhijan	Verb	4	Ā	adhijāta			"Past Passive Participle"	"    1"
adhidhā	Verb	3	Ā	adhihita			"Past Passive Participle"	"    1"
adhyāgam	Verb	1	P.	adhyāgata			"Past Passive Participle"	"    1"
adhyācar	Verb	1	Ā	adhyācarita			"Past Passive Participle"	"    1"
adhyāruh	Verb	6	Ā	adhyārūḍha			"Past Passive Participle"	"    1"
adhyāropay	Verb	10	Ā	adhyāropita			"Past Passive Participle"	"    1"
anugrah	Verb	9	Ā	anugrahīta			"Past Passive Participle"	"    1"
anucar	Verb	1	Ā	anucīrṇa			"Past Passive Participle"	"    1"
ci	Verb	3	Ā	cita			"Past Passive Participle"	"    1"
anucchid	Verb	7	P.	anucchinna			"Past Passive Participle"	"    1"
anujñāpay	Verb	10	P.	anujñāpita			"Past Passive Participle"	"    1"
anutāpay	Verb	10	P.	anutāpita			"Past Passive Participle"	"    1"
anudiś	Verb	6	P.	anudiṣṭa			"Past Passive Participle"	"    1"
dṛ	Verb	9	P.	dṛta			"Past Passive Participle"	"    1"
anudhā	Verb	3	P.	anuhita			"Past Passive Participle"	"    1"
dhāvay	Verb	10	Ā	dhāvita			"Past Passive Participle"	"    1"
anudhyā	Verb	4	Ā	anudhyāta			"Past Passive Participle"	"    1"
pac	Verb	1	Ā	pakta			"Past Passive Participle"	"    1"
anupaṭh	Verb	1	P.	anupaṭhita			"Past Passive Participle"	"    1"
anupat	Verb	1	P.	anupatita			"Past Passive Participle"	"    1"
anupaś	Verb	4	Ā	anuspaṣṭa			"Past Passive Participle"	"    1"
anupradhāv	Verb	1	P.	anupradhāvita			"Past Passive Participle"	"    1"
anuprasthā	Verb	1	Ā	anuprasthita			"Past Passive Participle"	"    1"
anuprāṇ	Verb	2	P.	anuprāṇita			"Past Passive Participle"	"    1"
anubhṛ	Verb	3	P.	anubhṛta			"Past Passive Participle"	"    1"
maday	Verb	10	Ā	madita			"Past Passive Participle"	"    1"
anumānay	Verb	10	Ā	anumānita			"Past Passive Participle"	"    1"
anumṛ	Verb	1	P.	anumṛta			"Past Passive Participle"	"    1"
anumṛj	Verb	2	P.	anumṛṣṭa			"Past Passive Participle"	"    1"
anuyam	Verb	6	P.	anuyata			"Past Passive Participle"	"    1"
riṣ	Verb	1	P.	riṣṭa			"Past Passive Participle"	"    1"
anurudh	Verb	4	P.	anuruddha			"Past Passive Participle"	"    1"
anuruh	Verb	1	P.	anurūḍha			"Past Passive Participle"	"    1"
anulī	Verb	4	Ā	anulīna			"Past Passive Participle"	"    1"
lobhay	Verb	10	Ā	lobhita			"Past Passive Participle"	"    1"
anuvad	Verb	1	P.	anūdita			"Past Passive Participle"	"    1"
anuvaṣaṭkṛ	Verb	8	P.	anuvaṣaṭkṛta			"Past Passive Participle"	"    1"
nard	Verb	1	Ā	nardita			"Past Passive Participle"	"    1"
anuviś	Verb	6	P.	anuviṣṭa			"Past Passive Participle"	"    1"
anuvīj	Verb	1	P.	anuvījita			"Past Passive Participle"	"    1"
anuśru	Verb	5	P.	anuśruta			"Past Passive Participle"	"    1"
anusaṁsthā	Verb	1	Ā	anusaṃsthita			"Past Passive Participle"	"    1"
anusaṁsmṛ	Verb	1	P.	anusaṃsmṛta			"Past Passive Participle"	"    1"
anusaṁkram	Verb	1	P.	anusaṃkrānta			"Past Passive Participle"	"    1"
anusamman	Verb	4	Ā	anusaṃmata			"Past Passive Participle"	"    1"
anusev	Verb	1	Ā	anusevita			"Past Passive Participle"	"    1"
anuhvā	Verb	6	Ā	anuhūta			"Past Passive Participle"	"    1"
anvavasā	Verb	6	Ā	anvavasita			"Past Passive Participle"	"    1"
anvākhyā	Verb	2	P.	anvākhyāta			"Past Passive Participle"	"    1"
anvādiś	Verb	6	P.	anvādiṣṭa			"Past Passive Participle"	"    1"
anvās	Verb	4	P.	anvāsīna			"Past Passive Participle"	"    1"
anvās	Verb	4	P.	anvāsita			"Past Passive Participle"	"    1"
apakarṣay	Verb	10	P.	apakarṣita			"Past Passive Participle"	"    1"
apakramay	Verb	10	P.	apakramita			"Past Passive Participle"	"    1"
apakrī	Verb	9	P.	apakrīta			"Past Passive Participle"	"    1"
apakṣi	Verb	5	P.	apakṣita			"Past Passive Participle"	"    1"
ghāṭay	Verb	10	Ā	ghāṭita			"Past Passive Participle"	"    1"
apacāy	Verb	1	Ā	apacāyita			"Past Passive Participle"	"    1"
apatras	Verb	4	P.	apatrasta			"Past Passive Participle"	"    1"
dhūnay	Verb	10	Ā	dhūnita			"Past Passive Participle"	"    1"
apamṛj	Verb	6	Ā	apamṛṣṭa			"Past Passive Participle"	"    1"
yu	Verb	3	Ā	yuta			"Past Passive Participle"	"    1"
aparañj	Verb	4	P.	aparakta			"Past Passive Participle"	"    1"
apavṛj	Verb	7	P.	apavṛkta			"Past Passive Participle"	"    1"
apaveṣṭay	Verb	10	P.	apaveṣṭita			"Past Passive Participle"	"    1"
apasṛp	Verb	1	P.	apasṛpta			"Past Passive Participle"	"    1"
hāsay	Verb	10	P.	hāsita			"Past Passive Participle"	"    1"
apāhan	Verb	2	P.	apāhata			"Past Passive Participle"	"    1"
apāhṛ	Verb	1	P.	apāhṛta			"Past Passive Participle"	"    1"
apinī	Verb	1	P.	apinīta			"Past Passive Participle"	"    1"
śṛ	Verb	9	Ā	śūrta			"Past Passive Participle"	"    1"
apiśṛ	Verb	9	P.	apiśīrṇa			"Past Passive Participle"	"    1"
apiṣṭhā	Verb	1	P.	apiṣṭhita			"Past Passive Participle"	"    1"
apodi	Verb	2	P.	apodita			"Past Passive Participle"	"    1"
abhikalpay	Verb	10	P.	abhikalpita			"Past Passive Participle"	"    1"
abhikhyāpay	Verb	10	P.	abhikhyāpita			"Past Passive Participle"	"    1"
abhigarj	Verb	1	Ā	abhigarjita			"Past Passive Participle"	"    1"
abhigur	Verb	6	Ā	abhigūrta			"Past Passive Participle"	"    1"
abhighrā	Verb	1	P.	abhighrāta			"Past Passive Participle"	"    1"
abhijval	Verb	1	P.	abhijvalita			"Past Passive Participle"	"    1"
abhityaj	Verb	1	P.	abhityakta			"Past Passive Participle"	"    1"
abhitvar	Verb	1	P.	abhitvarita			"Past Passive Participle"	"    1"
abhidā	Verb	3	P.	abhidatta			"Past Passive Participle"	"    1"
abhidih	Verb	2	P.	abhidigdha			"Past Passive Participle"	"    1"
abhidṛś	Verb	6	P.	abhidṛṣṭa			"Past Passive Participle"	"    1"
abhidruh	Verb	6	P.	abhidrugdha			"Past Passive Participle"	"    1"
abhidhyai	Verb	2	Ā	abhidhyāta			"Past Passive Participle"	"    1"
abhinipat	Verb	1	P.	abhinipatita			"Past Passive Participle"	"    1"
abhinimantray	Denom.	0	P.	abhinimantrita			"Past Passive Participle"	"    1"
abhinimruc	Verb	1	P.	abhinimrukta			"Past Passive Participle"	"    1"
abhiniras	Verb	4	P.	abhinirasta			"Past Passive Participle"	"    1"
abhinirvartay	Verb	10	P.	abhinirvartita			"Past Passive Participle"	"    1"
abhiniṣkram	Verb	1	P.	abhiniṣkramita			"Past Passive Participle"	"    1"
ṣṭhīv	Verb	1	P.	ṣṭhyūta			"Past Passive Participle"	"    1"
abhinud	Verb	6	P.	abhinunna			"Past Passive Participle"	"    1"
abhinoday	Verb	10	P.	abhinodita			"Past Passive Participle"	"    1"
abhinyas	Verb	4	P.	abhinyasta			"Past Passive Participle"	"    1"
abhiprakamp	Verb	1	Ā	abhiprakampita			"Past Passive Participle"	"    1"
abhiprakram	Verb	1	P.	abhiprakrānta			"Past Passive Participle"	"    1"
abhiprajan	Verb	4	Ā	abhiprajāta			"Past Passive Participle"	"    1"
abhipraṇam	Verb	1	P.	abhipraṇata			"Past Passive Participle"	"    1"
abhiprasū	Verb	2	Ā	abhiprasūta			"Past Passive Participle"	"    1"
abhiprahan	Verb	2	P.	abhiprahata			"Past Passive Participle"	"    1"
abhiprāṇ	Verb	1	P.	abhiprāṇita			"Past Passive Participle"	"    1"
abhiprāp	Verb	5	Ā	abhiprāpta			"Past Passive Participle"	"    1"
abhimukhīkṛ	Verb	8	P.	abhimukhīkṛta			"Past Passive Participle"	"    1"
abhiyojay	Verb	10	P.	abhiyojita			"Past Passive Participle"	"    1"
abhirañjay	Verb	10	P.	abhirañjita			"Past Passive Participle"	"    1"
abhirāmay	Verb	10	P.	abhirāmita			"Past Passive Participle"	"    1"
abhirāj	Verb	1	P.	abhirājita			"Past Passive Participle"	"    1"
abhilī	Verb	4	Ā	abhilīna			"Past Passive Participle"	"    1"
vejay	Verb	10	Ā	vejita			"Past Passive Participle"	"    1"
śvāsay	Verb	10	Ā	śvāsita			"Past Passive Participle"	"    1"
abhivāray	Verb	10	P.	abhivārita			"Past Passive Participle"	"    1"
abhiśru	Verb	5	P.	abhiśruta			"Past Passive Participle"	"    1"
abhiṣic	Verb	4	P.	abhiṣiñcita			"Past Passive Participle"	"    1"
abhiṣū	Verb	4	P.	abhiṣuta			"Past Passive Participle"	"    1"
