Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
udāplu	Verb	1	Ā	udāpluta			"Past Passive Participle"	"    1"
abhiveśay	Verb	10	P.	abhiveśita			"Past Passive Participle"	"    1"
paribhraṁś	Verb	4	Ā	paribhṛṣṭa			"Past Passive Participle"	"    1"
lehay	Verb	10	P.	lehita			"Past Passive Participle"	"    1"
pratyupasthāpay	Verb	10	P.	pratyupasthāpita			"Past Passive Participle"	"    1"
mithunībhū	Verb	1	P.	mithunībhūta			"Past Passive Participle"	"    1"
saṁgṛdh	Verb	4	P.	saṃgṛddha			"Past Passive Participle"	"    1"
ucchvasay	Verb	10	P.	ucchvasita			"Past Passive Participle"	"    1"
vighātay	Verb	10	Ā	vighātita			"Past Passive Participle"	"    1"
saṁniṣev	Verb	1	Ā	saṃniṣevita			"Past Passive Participle"	"    1"
saṁdīpay	Verb	10	Ā	saṃdīpita			"Past Passive Participle"	"    1"
unmattīkṛ	Verb	8	P.	unmattīkṛta			"Past Passive Participle"	"    1"
ālepay	Verb	10	Ā	ālepita			"Past Passive Participle"	"    1"
nirguṇīkṛ	Verb	8	P.	nirguṇīkṛta			"Past Passive Participle"	"    1"
uccheṣay	Verb	10	P.	uccheṣita			"Past Passive Participle"	"    1"
śivībhū	Verb	1	P.	śivībhūta			"Past Passive Participle"	"    1"
parisaṁvah	Verb	4	P.	parisamūḍha			"Past Passive Participle"	"    1"
abhimohay	Verb	10	P.	abhimohita			"Past Passive Participle"	"    1"
śrapay	Verb	10	Ā	śrapita			"Past Passive Participle"	"    1"
abhiniṣañj	Verb	1	P.	abhiniṣakta			"Past Passive Participle"	"    1"
kadarthīkṛ	Verb	8	P.	kadarthīkṛta			"Past Passive Participle"	"    1"
paridaṁś	Verb	1	P.	paridaṣṭa			"Past Passive Participle"	"    1"
samīḍ	Verb	2	Ā	samīḍita			"Past Passive Participle"	"    1"
mumukṣ	Desid.	0	Ā	mumukṣita			"Past Passive Participle"	"    1"
dakṣiṇīkṛ	Verb	8	P.	dakṣiṇīkṛta			"Past Passive Participle"	"    1"
anuguṇay	Denom.	0	P.	anuguṇita			"Past Passive Participle"	"    1"
parisaṁśudh	Verb	4	P.	parisaṃśuddha			"Past Passive Participle"	"    1"
pariṇū	Verb	2	P.	pariṇūta			"Past Passive Participle"	"    1"
abhisaṁyam	Verb	1	P.	abhisaṃyata			"Past Passive Participle"	"    1"
pariśīlay	Denom.	0	P.	pariśīlita			"Past Passive Participle"	"    1"
gūhay	Verb	10	P.	gūhita			"Past Passive Participle"	"    1"
pratilū	Verb	9	P.	pratilūna			"Past Passive Participle"	"    1"
ābhāsībhū	Verb	1	P.	ābhāsībhūta			"Past Passive Participle"	"    1"
unmukhībhū	Verb	1	P.	unmukhībhūta			"Past Passive Participle"	"    1"
anupraveśay	Verb	10	P.	anupraveśita			"Past Passive Participle"	"    1"
atibhāvay	Verb	10	P.	atibhāvita			"Past Passive Participle"	"    1"
saṁvid	Verb	6	Ā	saṃvinna			"Past Passive Participle"	"    1"
prapū	Verb	9	P.	prapūta			"Past Passive Participle"	"    1"
ekāgrībhū	Verb	1	P.	ekāgrībhūta			"Past Passive Participle"	"    1"
nirālambanīkṛ	Verb	8	P.	nirālambanīkṛta			"Past Passive Participle"	"    1"
vimarśay	Verb	10	P.	vimarśita			"Past Passive Participle"	"    1"
supeṣay	Verb	10	P.	supeṣita			"Past Passive Participle"	"    1"
parinipīḍay	Verb	10	P.	parinipīḍita			"Past Passive Participle"	"    1"
abhīṣ	Verb	9	P.	abhīṣita			"Past Passive Participle"	"    1"
niṣedhay	Verb	10	P.	niṣedhita			"Past Passive Participle"	"    1"
vināmay	Verb	10	P.	vināmita			"Past Passive Participle"	"    1"
abhisaṁhṛṣ	Verb	4	P.	abhisaṃhṛṣṭa			"Past Passive Participle"	"    1"
saṁpravyath	Verb	1	P.	saṃpravyathita			"Past Passive Participle"	"    1"
saṁlepay	Verb	10	P.	saṃlepita			"Past Passive Participle"	"    1"
vājīkṛ	Verb	8	P.	vājīkṛta			"Past Passive Participle"	"    1"
viṣāday	Verb	10	P.	viṣādita			"Past Passive Participle"	"    1"
pratyupekṣ	Verb	1	Ā	pratyupekṣita			"Past Passive Participle"	"    1"
abhisaṁtras	Verb	4	P.	abhisaṃtrasta			"Past Passive Participle"	"    1"
paribhramay	Verb	10	P.	paribhramita			"Past Passive Participle"	"    1"
ullip	Verb	6	P.	ullipta			"Past Passive Participle"	"    1"
viveṣṭ	Verb	1	P.	viveṣṭita			"Past Passive Participle"	"    1"
saṁpratibudh	Verb	4	Ā	saṃpratibuddha			"Past Passive Participle"	"    1"
jaḍay	Denom.	0	P.	jaḍita			"Past Passive Participle"	"    1"
pratisaṁjan	Verb	4	Ā	pratisaṃjāta			"Past Passive Participle"	"    1"
virājay	Verb	10	Ā	virājita			"Past Passive Participle"	"    1"
pratinirji	Verb	1	P.	pratinirjita			"Past Passive Participle"	"    1"
viśaday	Denom.	0	P.	viśadita			"Past Passive Participle"	"    1"
phenībhū	Verb	1	P.	phenībhūta			"Past Passive Participle"	"    1"
prodbadh	Verb	9	P.	prodbaddha			"Past Passive Participle"	"    1"
parijāray	Verb	10	P.	parijārita			"Past Passive Participle"	"    1"
upavañc	Verb	1	P.	upavañcita			"Past Passive Participle"	"    1"
parihṛṣ	Verb	4	Ā	parihṛṣita			"Past Passive Participle"	"    1"
saṁprasāday	Verb	10	Ā	saṃprasādita			"Past Passive Participle"	"    1"
samuttras	Verb	1	P.	samuttrasta			"Past Passive Participle"	"    1"
adhyāhṛ	Verb	1	P.	adhyāhṛta			"Past Passive Participle"	"    1"
suṣirīkṛ	Verb	8	P.	suṣirīkṛta			"Past Passive Participle"	"    1"
śītīkṛ	Verb	8	Ā	śītīkṛta			"Past Passive Participle"	"    1"
vyavadṛ	Verb	4	P.	vyavadīrṇa			"Past Passive Participle"	"    1"
niṣṭan	Verb	1	P.	niṣṭanita			"Past Passive Participle"	"    1"
samākruś	Verb	1	Ā	samākruṣṭa			"Past Passive Participle"	"    1"
samayīkṛ	Verb	8	Ā	samayīkṛta			"Past Passive Participle"	"    1"
viniṣkṛt	Verb	6	P.	viniṣkṛtta			"Past Passive Participle"	"    1"
abhyavapad	Verb	4	Ā	abhyavapanna			"Past Passive Participle"	"    1"
rundhay	Verb	10	P.	rundhita			"Past Passive Participle"	"    1"
nirundhay	Verb	10	P.	nirundhita			"Past Passive Participle"	"    1"
vipraghuṣ	Verb	1	Ā	vipraghuṣṭa			"Past Passive Participle"	"    1"
saṁpraṇāday	Verb	10	P.	saṃpraṇādita			"Past Passive Participle"	"    1"
prapuṭ	Verb	6	P.	prapuṭita			"Past Passive Participle"	"    1"
saṁpragalbh	Verb	1	Ā	saṃpragalbhita			"Past Passive Participle"	"    1"
nistālay	Verb	10	P.	nistālita			"Past Passive Participle"	"    1"
vyapamṛṣ	Verb	6	P.	vyapamṛṣṭa			"Past Passive Participle"	"    1"
vipramṛj	Verb	6	Ā	vipramṛṣṭa			"Past Passive Participle"	"    1"
śakulīkṛ	Verb	8	Ā	śakulīkṛta			"Past Passive Participle"	"    1"
vinirmathay	Verb	10	P.	vinirmathita			"Past Passive Participle"	"    1"
abhiprasvap	Verb	2	Ā	abhiprasupta			"Past Passive Participle"	"    1"
pratisaṁchad	Verb	1	P.	pratisaṃchanna			"Past Passive Participle"	"    1"
virahīkṛ	Verb	8	Ā	virahīkṛta			"Past Passive Participle"	"    1"
avanāday	Verb	10	P.	avanādita			"Past Passive Participle"	"    1"
supūjay	Verb	10	Ā	supūjita			"Past Passive Participle"	"    1"
pramārjay	Verb	10	Ā	pramārjita			"Past Passive Participle"	"    1"
pralambīkṛ	Verb	8	Ā	pralambīkṛta			"Past Passive Participle"	"    1"
anādarībhū	Verb	1	Ā	anādarībhūta			"Past Passive Participle"	"    1"
praśaṅk	Verb	1	Ā	praśaṅkita			"Past Passive Participle"	"    1"
supattrīkṛ	Verb	8	Ā	supattrīkṛta			"Past Passive Participle"	"    1"
abhisaṁrudh	Verb	7	Ā	abhisaṃruddha			"Past Passive Participle"	"    1"
pratisaṁnivṛt	Verb	1	Ā	pratisaṃnivṛtta			"Past Passive Participle"	"    1"
paryupāvṛt	Verb	1	Ā	paryupāvṛtta			"Past Passive Participle"	"    1"
uddeśay	Verb	10	P.	uddeśita			"Past Passive Participle"	"    1"
pratiśam	Verb	4	Ā	pratiśānta			"Past Passive Participle"	"    1"
mārīkṛ	Verb	8	Ā	mārīkṛta			"Past Passive Participle"	"    1"
parikālay	Verb	10	Ā	parikālita			"Past Passive Participle"	"    1"
viśrāmay	Verb	10	P.	viśrāmita			"Past Passive Participle"	"    1"
anusaṁpiṣ	Verb	7	P.	anusaṃpiṣṭa			"Past Passive Participle"	"    1"
niṣkulīkṛ	Verb	8	Ā	niṣkulīkṛta			"Past Passive Participle"	"    1"
āvāpay	Verb	10	P.	āvāpita			"Past Passive Participle"	"    1"
rasībhū	Verb	1	Ā	rasībhūta			"Past Passive Participle"	"    1"
lohitīkṛ	Verb	8	Ā	lohitīkṛta			"Past Passive Participle"	"    1"
abhinivṛt	Verb	1	Ā	abhinivṛtta			"Past Passive Participle"	"    1"
amalīkṛ	Verb	8	Ā	amalīkṛta			"Past Passive Participle"	"    1"
paridhāmay	Verb	10	P.	paridhāmita			"Past Passive Participle"	"    1"
saṁmṛ	Verb	1	P.	saṃmṛta			"Past Passive Participle"	"    1"
stambhībhū	Verb	1	Ā	stambhībhūta			"Past Passive Participle"	"    1"
drumāy	Denom.	0	Ā	drumāyita			"Past Passive Participle"	"    1"
saṁlāpay	Verb	10	P.	saṃlāpita			"Past Passive Participle"	"    1"
sanāthīkṛ	Verb	8	Ā	sanāthīkṛta			"Past Passive Participle"	"    1"
saṁplāvay	Verb	10	Ā	saṃplāvita			"Past Passive Participle"	"    1"
upakaraṇīkṛ	Verb	8	Ā	upakaraṇīkṛta			"Past Passive Participle"	"    1"
abhyupaśam	Verb	4	Ā	abhyupaśānta			"Past Passive Participle"	"    1"
samupajanay	Verb	10	Ā	samupajanita			"Past Passive Participle"	"    1"
śiśirīkṛ	Verb	8	Ā	śiśirīkṛta			"Past Passive Participle"	"    1"
parikheday	Verb	10	P.	parikhedita			"Past Passive Participle"	"    1"
uparinidhā	Verb	3	Ā	uparinihita			"Past Passive Participle"	"    1"
pratarṣay	Verb	10	P.	pratarṣita			"Past Passive Participle"	"    1"
pathīkṛ	Verb	8	Ā	pathīkṛta			"Past Passive Participle"	"    1"
vimūrchay	Verb	10	P.	vimūrchita			"Past Passive Participle"	"    1"
nirutsic	Verb	6	Ā	nirutsikta			"Past Passive Participle"	"    1"
vivañc	Verb	1	P.	vivañcita			"Past Passive Participle"	"    1"
abhiṣidh	Verb	1	P.	abhiṣiddha			"Past Passive Participle"	"    1"
dharmīkṛ	Verb	8	Ā	dharmīkṛta			"Past Passive Participle"	"    1"
gambhīrīkṛ	Verb	8	Ā	gambhīrīkṛta			"Past Passive Participle"	"    1"
āñch	Verb	1	P.	āñchita			"Past Passive Participle"	"    1"
abhipaṭh	Verb	1	Ā	abhipaṭhita			"Past Passive Participle"	"    1"
upasaṁyu	Verb	3	P.	upasaṃyuta			"Past Passive Participle"	"    1"
yugmīkṛ	Verb	8	Ā	yugmīkṛta			"Past Passive Participle"	"    1"
śakalībhū	Verb	1	Ā	śakalībhūta			"Past Passive Participle"	"    1"
apavāday	Verb	10	Ā	apavādita			"Past Passive Participle"	"    1"
roday	Verb	10	P.	rodita			"Past Passive Participle"	"    1"
vyomībhū	Verb	1	Ā	vyomībhūta			"Past Passive Participle"	"    1"
ātāḍay	Verb	10	P.	ātāḍita			"Past Passive Participle"	"    1"
samavastṛ	Verb	5	P.	samavastīrṇa			"Past Passive Participle"	"    1"
prodghuṣ	Verb	1	Ā	prodghuṣṭa			"Past Passive Participle"	"    1"
abhisūcay	Denom.	0	P.	abhisūcita			"Past Passive Participle"	"    1"
kṣamay	Verb	10	Ā	kṣamita			"Past Passive Participle"	"    1"
anvadhisthā	Verb	1	Ā	anvadhiṣṭhita			"Past Passive Participle"	"    1"
abhitoṣay	Verb	10	P.	abhitoṣita			"Past Passive Participle"	"    1"
viniṣūday	Verb	10	P.	viniṣūdita			"Past Passive Participle"	"    1"
samupāyuj	Verb	7	Ā	samupāyukta			"Past Passive Participle"	"    1"
viniḥsṛj	Verb	6	Ā	viniḥsṛṣṭa			"Past Passive Participle"	"    1"
pratikṛṣ	Verb	6	P.	pratikṛṣṭa			"Past Passive Participle"	"    1"
siṁhīkṛ	Verb	8	Ā	siṃhīkṛta			"Past Passive Participle"	"    1"
abhiniveday	Verb	10	Ā	abhinivedita			"Past Passive Participle"	"    1"
abhisaṁmuh	Verb	4	Ā	abhisaṃmūḍha			"Past Passive Participle"	"    1"
niḥsvan	Verb	1	P.	niḥsvanita			"Past Passive Participle"	"    1"
vinirbhañj	Verb	7	P.	vinirbhagna			"Past Passive Participle"	"    1"
vyāvarjay	Verb	10	Ā	vyāvarjita			"Past Passive Participle"	"    1"
vyālībhū	Verb	1	Ā	vyālībhūta			"Past Passive Participle"	"    1"
niṣpṛc	Verb	7	P.	niṣpṛkta			"Past Passive Participle"	"    1"
niṣpṛc	Verb	7	P.	nispṛkta			"Past Passive Participle"	"    1"
pratisaṁbudh	Verb	4	Ā	pratisaṃbuddha			"Past Passive Participle"	"    1"
samutsad	Verb	2	P.	samutsanna			"Past Passive Participle"	"    1"
vipramuh	Verb	4	Ā	vipramūḍha			"Past Passive Participle"	"    1"
pluṣ	Verb	4	P.	pruṣṭa			"Past Passive Participle"	"    1"
saṁghātay	Verb	10	Ā	saṃghātita			"Past Passive Participle"	"    1"
samudgṛ	Verb	9	P.	samudgīrṇa			"Past Passive Participle"	"    1"
ājīvay	Verb	10	P.	ājīvita			"Past Passive Participle"	"    1"
abhisev	Verb	1	Ā	abhisevita			"Past Passive Participle"	"    1"
atiropay	Verb	10	Ā	atiropita			"Past Passive Participle"	"    1"
saṁtrāsay	Verb	10	P.	saṃtrāsita			"Past Passive Participle"	"    1"
pariyantray	Denom.	0	P.	pariyantrita			"Past Passive Participle"	"    1"
pratisatkṛ	Verb	8	Ā	pratisatkṛta			"Past Passive Participle"	"    1"
parimoṣay	Verb	10	P.	parimoṣita			"Past Passive Participle"	"    1"
āyodhay	Verb	10	Ā	āyodhita			"Past Passive Participle"	"    1"
pramāthay	Verb	10	P.	pramāthita			"Past Passive Participle"	"    1"
abhipṛ	Verb	9	P.	abhipūrta			"Past Passive Participle"	"    1"
astaṁgamay	Verb	10	Ā	astaṃgamita			"Past Passive Participle"	"    1"
viśleṣay	Verb	10	P.	viśleṣita			"Past Passive Participle"	"    1"
abhipariṣkṛ	Verb	8	Ā	abhipariṣkṛta			"Past Passive Participle"	"    1"
paricikīrṣ	Desid.	0	Ā	paricikīrṣita			"Past Passive Participle"	"    1"
vyarthīkṛ	Verb	8	Ā	vyarthīkṛta			"Past Passive Participle"	"    1"
āśrāvay	Verb	10	Ā	āśrāvita			"Past Passive Participle"	"    1"
āmlā	Verb	4	P.	āmlāna			"Past Passive Participle"	"    1"
avasecay	Verb	10	Ā	avasecita			"Past Passive Participle"	"    1"
virūkṣay	Denom.	0	P.	virūkṣita			"Past Passive Participle"	"    1"
ābodhay	Verb	10	Ā	ābodhita			"Past Passive Participle"	"    1"
saṁparitoṣay	Verb	10	Ā	saṃparitoṣita			"Past Passive Participle"	"    1"
abhavastṛ	Verb	9	P.	abhyavastīrṇa			"Past Passive Participle"	"    1"
saṁpranṛt	Verb	4	Ā	saṃpranṛtta			"Past Passive Participle"	"    1"
upavījay	Verb	10	P.	upavījita			"Past Passive Participle"	"    1"
abhiviśram	Verb	4	Ā	abhiviśrānta			"Past Passive Participle"	"    1"
samāgal	Verb	1	P.	samāgalita			"Past Passive Participle"	"    1"
svalpībhū	Verb	1	Ā	svalpībhūta			"Past Passive Participle"	"    1"
paribhṛjj	Verb	6	P.	paribhṛṣṭa			"Past Passive Participle"	"    1"
pariluṇṭh	Verb	1	P.	pariluṇṭhita			"Past Passive Participle"	"    1"
abhivistṛ	Verb	9	P.	abhivistṛta			"Past Passive Participle"	"    1"
pariplāvay	Verb	10	Ā	pariplāvita			"Past Passive Participle"	"    1"
saṁkāray	Verb	10	Ā	saṃkārita			"Past Passive Participle"	"    1"
samuddīp	Verb	4	Ā	samuddīpta			"Past Passive Participle"	"    1"
kuṭ	Verb	4	P.	kuṭita			"Past Passive Participle"	"    1"
saṁnikṛt	Verb	6	Ā	saṃnikṛtta			"Past Passive Participle"	"    1"
udvṛdh	Verb	1	Ā	udvṛddha			"Past Passive Participle"	"    1"
atyabhisṛ	Verb	3	P.	atyabhisṛta			"Past Passive Participle"	"    1"
pralālay	Verb	10	P.	pralālita			"Past Passive Participle"	"    1"
adhyāśri	Verb	1	Ā	adhyāśrita			"Past Passive Participle"	"    1"
saṁjuṣ	Verb	6	Ā	saṃjuṣṭa			"Past Passive Participle"	"    1"
adhyeṣay	Verb	10	P.	adhyeṣita			"Past Passive Participle"	"    1"
vimūlay	Verb	10	P.	vimūlita			"Past Passive Participle"	"    1"
akhilīkṛ	Verb	8	Ā	akhilīkṛta			"Past Passive Participle"	"    1"
abhipariglā	Verb	4	Ā	abhipariglāna			"Past Passive Participle"	"    1"
upatuṣ	Verb	4	Ā	upatuṣṭa			"Past Passive Participle"	"    1"
nistuṣīkṛ	Verb	8	Ā	nistuṣīkṛta			"Past Passive Participle"	"    1"
parisaṁsthā	Verb	1	Ā	parisaṃsthita			"Past Passive Participle"	"    1"
upasaṁghuṣ	Verb	1	Ā	upasaṃghuṣṭa			"Past Passive Participle"	"    1"
pravilip	Verb	6	Ā	pravilipta			"Past Passive Participle"	"    1"
nikhānay	Verb	10	P.	nikhānita			"Past Passive Participle"	"    1"
vipiṣ	Verb	7	P.	vipiṣṭa			"Past Passive Participle"	"    1"
visaṁmuh	Verb	4	Ā	visaṃmūḍha			"Past Passive Participle"	"    1"
anusaṁbandh	Verb	9	Ā	anusaṃbaddha			"Past Passive Participle"	"    1"
siñcay	Verb	10	P.	siñcita			"Past Passive Participle"	"    1"
niṣkrāmay	Verb	10	P.	niṣkrāmita			"Past Passive Participle"	"    1"
yoktray	Denom.	0	P.	yoktrita			"Past Passive Participle"	"    1"
vyāvṛ	Verb	5	Ā	vyāvṛta			"Past Passive Participle"	"    1"
vyapavah	Verb	4	P.	vyapoḍha			"Past Passive Participle"	"    1"
anuyantray	Denom.	0	P.	anuyantrita			"Past Passive Participle"	"    1"
vivits	Desid.	0	P.	vivitsita			"Past Passive Participle"	"    1"
parisaṁhṛṣ	Verb	6	P.	parisaṃhṛṣṭa			"Past Passive Participle"	"    1"
nidih	Verb	6	P.	nidigdha			"Past Passive Participle"	"    1"
samabhispṛś	Verb	6	Ā	samabhispṛṣṭa			"Past Passive Participle"	"    1"
viphal	Verb	1	P.	viphalita			"Past Passive Participle"	"    1"
abhisamādhā	Verb	3	Ā	abhisamāhita			"Past Passive Participle"	"    1"
vyativeṣṭ	Verb	1	Ā	vyativeṣṭita			"Past Passive Participle"	"    1"
samutkūlay	Verb	10	P.	samutkūlita			"Past Passive Participle"	"    1"
prakāśīkṛ	Verb	8	Ā	prakāśīkṛta			"Past Passive Participle"	"    1"
pratiduṣ	Verb	4	Ā	pratiduṣṭa			"Past Passive Participle"	"    1"
pravicāray	Verb	10	Ā	pravicārita			"Past Passive Participle"	"    1"
pratyācar	Verb	1	Ā	pratyācīrṇa			"Past Passive Participle"	"    1"
pravilepay	Verb	10	P.	pravilepita			"Past Passive Participle"	"    1"
nirdih	Verb	6	P.	nirdigdha			"Past Passive Participle"	"    1"
utsāhay	Verb	10	P.	utsāhita			"Past Passive Participle"	"    1"
upagūhay	Verb	10	P.	upagūhita			"Past Passive Participle"	"    1"
parisraṁs	Verb	1	Ā	parisrasta			"Past Passive Participle"	"    1"
saṁparikṣip	Verb	6	Ā	saṃparikṣipta			"Past Passive Participle"	"    1"
parilī	Verb	4	Ā	parilīna			"Past Passive Participle"	"    1"
abhikarśay	Verb	10	P.	abhikarśita			"Past Passive Participle"	"    1"
samāghuṣ	Verb	1	Ā	samāghuṣṭa			"Past Passive Participle"	"    1"
saṁguṇay	Denom.	0	P.	saṃguṇita			"Past Passive Participle"	"    1"
abhimānay	Verb	10	Ā	abhimānita			"Past Passive Participle"	"    1"
saṁnamay	Verb	10	P.	saṃnamita			"Past Passive Participle"	"    1"
praviśṛ	Verb	9	Ā	praviśīrṇa			"Past Passive Participle"	"    1"
apasmṛ	Verb	1	Ā	apasmṛta			"Past Passive Participle"	"    1"
atidarpay	Verb	10	P.	atidarpita			"Past Passive Participle"	"    1"
avarodhay	Verb	10	P.	avarodhita			"Past Passive Participle"	"    1"
saṁpracālay	Verb	10	Ā	saṃpracālita			"Past Passive Participle"	"    1"
saṁhāray	Verb	10	P.	saṃhārita			"Past Passive Participle"	"    1"
avapūray	Verb	10	Ā	avapūrita			"Past Passive Participle"	"    1"
samāsup	Verb	2	Ā	samāsupta			"Past Passive Participle"	"    1"
saṁpraśaṁs	Verb	1	Ā	saṃpraśasta			"Past Passive Participle"	"    1"
samavajṛ	Verb	4	P.	samavajīrṇa			"Past Passive Participle"	"    1"
kṣveḍay	Verb	10	P.	kṣveḍita			"Past Passive Participle"	"    1"
vānarīkṛ	Verb	8	Ā	vānarīkṛta			"Past Passive Participle"	"    1"
praguh	Verb	1	Ā	pragūḍha			"Past Passive Participle"	"    1"
mithunīkṛ	Verb	8	Ā	mithunīkṛta			"Past Passive Participle"	"    1"
dvividhīkṛ	Verb	8	Ā	dvividhīkṛta			"Past Passive Participle"	"    1"
vinikartay	Verb	10	P.	vinikartita			"Past Passive Participle"	"    1"
apapothay	Verb	10	Ā	apapothita			"Past Passive Participle"	"    1"
vinisru	Verb	1	Ā	vinisruta			"Past Passive Participle"	"    1"
lavaṇīkṛ	Verb	8	Ā	lavaṇīkṛta			"Past Passive Participle"	"    1"
samāyas	Verb	4	P.	samāyasta			"Past Passive Participle"	"    1"
avanud	Verb	6	Ā	avanunna			"Past Passive Participle"	"    1"
saṁprabhañj	Verb	7	Ā	saṃprabhagna			"Past Passive Participle"	"    1"
ākṣan	Verb	8	P.	ākṣata			"Past Passive Participle"	"    1"
saṁpratap	Verb	4	Ā	saṃpratapta			"Past Passive Participle"	"    1"
pratipā	Verb	1	Ā	pratipīta			"Past Passive Participle"	"    1"
atyudric	Verb	7	P.	atyudrikta			"Past Passive Participle"	"    1"
vidhūnay	Verb	10	P.	vidhūnita			"Past Passive Participle"	"    1"
abhivarṣay	Verb	10	P.	abhivarṣita			"Past Passive Participle"	"    1"
saṁniṣūday	Verb	10	P.	saṃniṣūdita			"Past Passive Participle"	"    1"
pravidāray	Verb	10	Ā	pravidārita			"Past Passive Participle"	"    1"
samutpiṣ	Verb	7	P.	samutpiṣṭa			"Past Passive Participle"	"    1"
āghātay	Verb	10	Ā	āghātita			"Past Passive Participle"	"    1"
vyāveṣṭ	Verb	1	Ā	vyāveṣṭita			"Past Passive Participle"	"    1"
niścyutay	Verb	10	P.	niścyutita			"Past Passive Participle"	"    1"
saṁpracchā	Verb	4	P.	saṃpracchita			"Past Passive Participle"	"    1"
utkup	Verb	4	P.	utkupita			"Past Passive Participle"	"    1"
atilālay	Verb	10	P.	atilālita			"Past Passive Participle"	"    1"
ativam	Verb	2	P.	ativānta			"Past Passive Participle"	"    1"
lehībhū	Verb	1	Ā	lehībhūta			"Past Passive Participle"	"    1"
saṁbhojay	Verb	10	Ā	saṃbhojita			"Past Passive Participle"	"    1"
atisnehay	Verb	10	P.	atisnehita			"Past Passive Participle"	"    1"
atisarpay	Verb	10	P.	atisarpita			"Past Passive Participle"	"    1"
niḥsarpay	Verb	10	P.	niḥsarpita			"Past Passive Participle"	"    1"
abhiṣyanday	Verb	10	P.	abhiṣyandita			"Past Passive Participle"	"    1"
upasvid	Verb	4	P.	upasvinna			"Past Passive Participle"	"    1"
kṛṣṇībhū	Verb	1	Ā	kṛṣṇībhūta			"Past Passive Participle"	"    1"
paridāhay	Verb	10	P.	paridāhita			"Past Passive Participle"	"    1"
atitarpay	Verb	10	Ā	atitarpita			"Past Passive Participle"	"    1"
atisaṁrudh	Verb	7	Ā	atisaṃruddha			"Past Passive Participle"	"    1"
abhilul	Verb	1	P.	abhilulita			"Past Passive Participle"	"    1"
prasveday	Verb	10	Ā	prasvedita			"Past Passive Participle"	"    1"
praḍhālay	Denom.	0	Ā	praḍhālita			"Past Passive Participle"	"    1"
avaceṣṭ	Verb	1	Ā	avaceṣṭita			"Past Passive Participle"	"    1"
saṁpariveṣṭ	Verb	1	Ā	saṃpariveṣṭita			"Past Passive Participle"	"    1"
golībhū	Verb	1	Ā	golībhūta			"Past Passive Participle"	"    1"
pragal	Verb	1	P.	pragalita			"Past Passive Participle"	"    1"
ālul	Verb	1	P.	ālulita			"Past Passive Participle"	"    1"
pakvīkṛ	Verb	8	Ā	pakvīkṛta			"Past Passive Participle"	"    1"
kabalīkṛ	Verb	8	Ā	kabalīkṛta			"Past Passive Participle"	"    1"
alavaṇīkṛ	Verb	8	Ā	alavaṇīkṛta			"Past Passive Participle"	"    1"
ativartay	Verb	10	Ā	ativartita			"Past Passive Participle"	"    1"
uttānay	Verb	10	P.	uttānita			"Past Passive Participle"	"    1"
pāvanīkṛ	Verb	8	Ā	pāvanīkṛta			"Past Passive Participle"	"    1"
pariśrī	Verb	9	P.	pariśṛta			"Past Passive Participle"	"    1"
indhay	Verb	10	P.	indhita			"Past Passive Participle"	"    1"
pidhāpay	Verb	10	P.	pidhāpita			"Past Passive Participle"	"    1"
vyāvij	Verb	6	Ā	vyāvigna			"Past Passive Participle"	"    1"
parigālay	Verb	10	P.	parigālita			"Past Passive Participle"	"    1"
dīpībhū	Verb	1	Ā	dīpībhūta			"Past Passive Participle"	"    1"
vibhrāmay	Verb	10	Ā	vibhrāmita			"Past Passive Participle"	"    1"
prodvṛt	Verb	1	Ā	prodvṛtta			"Past Passive Participle"	"    1"
cipiṭībhū	Verb	1	Ā	cipiṭībhūta			"Past Passive Participle"	"    1"
ākoṭay	Verb	10	P.	ākoṭita			"Past Passive Participle"	"    1"
saṁniras	Verb	4	P.	saṃnirasta			"Past Passive Participle"	"    1"
vimudray	Denom.	0	P.	vimudrita			"Past Passive Participle"	"    1"
atisaṁvṛdh	Verb	1	Ā	atisaṃvṛddha			"Past Passive Participle"	"    1"
pramil	Verb	6	Ā	pramilita			"Past Passive Participle"	"    1"
vinimajj	Verb	1	Ā	vinimagna			"Past Passive Participle"	"    1"
abhisaṁchad	Verb	1	P.	abhisaṃchanna			"Past Passive Participle"	"    1"
upaprapad	Verb	4	Ā	upaprapanna			"Past Passive Participle"	"    1"
vṛddhīkṛ	Verb	8	Ā	vṛddhīkṛta			"Past Passive Participle"	"    1"
viguṇīkṛ	Verb	8	Ā	viguṇīkṛta			"Past Passive Participle"	"    1"
prakāmay	Verb	10	Ā	prakāmita			"Past Passive Participle"	"    1"
cimicimāy	Denom.	0	Ā	cimicimāyita			"Past Passive Participle"	"    1"
abhivimarday	Verb	10	Ā	abhivimardita			"Past Passive Participle"	"    1"
pratyavapātay	Verb	10	Ā	pratyavapātita			"Past Passive Participle"	"    1"
prabandhay	Verb	10	P.	prabandhita			"Past Passive Participle"	"    1"
vāṭīkṛ	Verb	8	Ā	vāṭīkṛta			"Past Passive Participle"	"    1"
muñcay	Denom.	0	P.	muñcita			"Past Passive Participle"	"    1"
veṣavārīkṛ	Verb	8	Ā	vesavārīkṛta			"Past Passive Participle"	"    1"
parivibhāvay	Verb	10	Ā	parivibhāvita			"Past Passive Participle"	"    1"
