lemma_slp1,lemma_iast,shared_ref,sigil,source_dict,inheritor,dcs_text,dcs_text_id,dcs_locus,status,lemma_present,reason,note
trikumArIka,trikumārīka,HARIV. 948,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
utTApya,utthāpya,BĪJAG. 45,BĪJAG,PW,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
BfNgiriwa,bhṛṅgiriṭa,HARIV. 15421,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 15421 exceeds DCS total verses 6073 (vulgate vs critical edition),
Danva,dhanva,HARIV. 7315,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7315 exceeds DCS total verses 6073 (vulgate vs critical edition),
Kagata,khagata,HARIV. 5336,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
SAlAturIya,śālāturīya,GAṆAR. 2,GAṆAR,PW,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
aSocya,aśocya,HARIV. 6062,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
anuvizRu,anuviṣṇu,LAGHUK. 972,LAGHUK,PW,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
asfj,asṛj,HARIV. 9296,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9296 exceeds DCS total verses 6073 (vulgate vs critical edition),
citraka,citraka,HARIV. 7074,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7074 exceeds DCS total verses 6073 (vulgate vs critical edition),
dehabanDa,dehabandha,HARIV. 9030,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9030 exceeds DCS total verses 6073 (vulgate vs critical edition),
devapurohita,devapurohita,HARIV. 13208,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 13208 exceeds DCS total verses 6073 (vulgate vs critical edition),
ekadeha,ekadeha,HARIV. 3439,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kAlanemin,kālanemin,HARIV. 2640,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kArIza,kārīṣa,HARIV. 4355,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kftalakzaRa,kṛtalakṣaṇa,HARIV. 5031,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kfzRaja,kṛṣṇaja,HARIV. 9322,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9322 exceeds DCS total verses 6073 (vulgate vs critical edition),
kulya,kulya,HARIV. 2098,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
mara,mara,HARIV. 8464,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8464 exceeds DCS total verses 6073 (vulgate vs critical edition),
nirvizaya,nirviṣaya,HARIV. 3645,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
pAdavigraha,pādavigraha,HARIV. 12030,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12030 exceeds DCS total verses 6073 (vulgate vs critical edition),
prAgdeSa,prāgdeśa,HARIV. 444,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
puka,puka,GAṆAR. 299,GAṆAR,PW,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
talaGAta,talaghāta,HARIV. 16027,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 16027 exceeds DCS total verses 6073 (vulgate vs critical edition),
talaSabda,talaśabda,HARIV. 15742,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 15742 exceeds DCS total verses 6073 (vulgate vs critical edition),
tarkita,tarkita,HARIV. 9467,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9467 exceeds DCS total verses 6073 (vulgate vs critical edition),
triSata,triśata,HARIV. 512,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
triSiKa,triśikha,HARIV. 12292,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12292 exceeds DCS total verses 6073 (vulgate vs critical edition),
tripAdavigraha,tripādavigraha,HARIV. 2626,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
triparva,triparva,HARIV. 12238,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12238 exceeds DCS total verses 6073 (vulgate vs critical edition),
viSvavAjin,viśvavājin,HARIV. 11253,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11253 exceeds DCS total verses 6073 (vulgate vs critical edition),
AtmahitAyana,ātmahitāyana,HARIV. 12608,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12608 exceeds DCS total verses 6073 (vulgate vs critical edition),
OdBijja,audbhijja,HARIV. 11122,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11122 exceeds DCS total verses 6073 (vulgate vs critical edition),
avaGawwita,avaghaṭṭita,HARIV. 4720,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
candrasUryAkza,candrasūryākṣa,HARIV. 14189,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14189 exceeds DCS total verses 6073 (vulgate vs critical edition),
daSASvameDika,daśāśvamedhika,HARIV. 9522,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9522 exceeds DCS total verses 6073 (vulgate vs critical edition),
gfhakzetrin,gṛhakṣetrin,HARIV. 3493,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
jitaSrama,jitaśrama,HARIV. 4544,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kftanAmaka,kṛtanāmaka,HARIV. 3436,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tIrRapratijYa,tīrṇapratijña,HARIV. 7256,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7256 exceeds DCS total verses 6073 (vulgate vs critical edition),
tapoda,tapoda,HARIV. 9524,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9524 exceeds DCS total verses 6073 (vulgate vs critical edition),
tretAtva,tretātva,HARIV. 11863,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11863 exceeds DCS total verses 6073 (vulgate vs critical edition),
triDAra,tridhāra,HARIV. 3189,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
upanAyika,upanāyika,HARIV. 4417,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
viSasti,viśasti,GAṆAR. 399,GAṆAR,PW,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
AtmaBavAyana,ātmabhavāyana,HARIV. 8819,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8819 exceeds DCS total verses 6073 (vulgate vs critical edition),
avijYAtagati,avijñātagati,HARIV. 156,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cakramOlin,cakramaulin,HARIV. 3415,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
celakaRWin,celakaṇṭhin,HARIV. 6046,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
daSabadDa,daśabaddha,HARIV. 3507,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
gaNgAvataraRa,gaṅgāvataraṇa,HARIV. 8690,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8690 exceeds DCS total verses 6073 (vulgate vs critical edition),
kErava,kairava,HARIV. 5020,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
koNkaRAvatI,koṅkaṇāvatī,HARIV. 9510,HARIV,PW,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9510 exceeds DCS total verses 6073 (vulgate vs critical edition),
